month, format: day,hour,forecast,일최저기온,강수형태,6시간적설,풍향,강수확률,습도,일최고기온,하늘상태,6시간강수량,풍속,3시간기온
1, 15,2300.0,58.0,,0.0,0.0,316.0,10.0,75.0,,2.0,0.0,3.5,1.0
1, 15,2300.0,61.0,,0.0,,335.0,10.0,70.0,,2.0,,4.4,0.0
1, 15,2300.0,64.0,,0.0,0.0,338.0,10.0,70.0,,2.0,0.0,4.0,-2.0
1, 16,200.0,4.0,0.0,1.0,,94.0,60.0,90.0,5.0,4.0,,3.2,4.0
1, 16,200.0,7.0,0.0,1.0,0.0,68.0,70.0,90.0,6.0,4.0,5.0,2.9,3.0
1, 16,200.0,10.0,,1.0,,67.0,70.0,90.0,4.0,4.0,,3.0,2.0
1, 16,200.0,13.0,,1.0,0.0,45.0,70.0,95.0,,4.0,5.0,2.3,1.0
1, 16,200.0,16.0,,0.0,,32.0,30.0,95.0,,4.0,,2.2,1.0
1, 16,200.0,19.0,,0.0,0.0,30.0,10.0,100.0,,2.0,0.0,1.6,0.0
1, 16,200.0,22.0,,0.0,,70.0,10.0,100.0,,2.0,,1.5,0.0
1, 16,200.0,25.0,,0.0,0.0,107.0,10.0,90.0,,2.0,0.0,1.4,5.0
1, 16,200.0,28.0,,0.0,,265.0,10.0,85.0,,2.0,,1.2,6.0
1, 16,200.0,31.0,,0.0,0.0,258.0,20.0,90.0,,3.0,0.0,2.5,3.0
1, 16,200.0,34.0,,0.0,,247.0,20.0,90.0,,3.0,,2.5,1.0
1, 16,200.0,37.0,,0.0,0.0,208.0,30.0,95.0,,4.0,0.0,2.1,1.0
1, 16,200.0,40.0,,0.0,,303.0,30.0,95.0,,4.0,,4.5,2.0
1, 16,200.0,43.0,,0.0,0.0,270.0,30.0,95.0,,4.0,0.0,2.7,1.0
1, 16,200.0,46.0,,0.0,,315.0,10.0,100.0,,2.0,,2.8,2.0
1, 16,200.0,49.0,,0.0,0.0,326.0,10.0,80.0,,2.0,0.0,3.6,4.0
1, 16,200.0,52.0,,0.0,,316.0,10.0,75.0,,2.0,,3.9,4.0
1, 16,200.0,55.0,,0.0,0.0,316.0,10.0,75.0,,2.0,0.0,3.5,1.0
1, 16,200.0,58.0,,0.0,,335.0,10.0,70.0,,2.0,,4.4,0.0
1, 16,200.0,61.0,,0.0,0.0,338.0,10.0,70.0,,2.0,0.0,4.0,-2.0
1, 16,500.0,4.0,0.0,1.0,0.0,68.0,70.0,90.0,6.0,4.0,5.0,2.9,3.0
1, 16,500.0,7.0,0.0,1.0,,67.0,70.0,90.0,4.0,4.0,,3.0,2.0
1, 16,500.0,10.0,,1.0,0.0,45.0,70.0,95.0,,4.0,5.0,2.3,1.0
1, 16,500.0,13.0,,0.0,,32.0,30.0,95.0,,4.0,,2.2,1.0
1, 16,500.0,16.0,,0.0,0.0,30.0,10.0,100.0,,2.0,0.0,1.6,0.0
1, 16,500.0,19.0,,0.0,,70.0,10.0,100.0,,2.0,,1.5,0.0
1, 16,500.0,22.0,,0.0,0.0,107.0,10.0,90.0,,2.0,0.0,1.4,5.0
1, 16,500.0,25.0,,0.0,,265.0,10.0,85.0,,2.0,,1.2,6.0
1, 16,500.0,28.0,,0.0,0.0,258.0,20.0,90.0,,3.0,0.0,2.5,3.0
1, 16,500.0,31.0,,0.0,,247.0,20.0,90.0,,3.0,,2.5,1.0
1, 16,500.0,34.0,,0.0,0.0,208.0,30.0,95.0,,4.0,0.0,2.1,1.0
1, 16,500.0,37.0,,0.0,,303.0,30.0,95.0,,4.0,,4.5,2.0
1, 16,500.0,40.0,,0.0,0.0,270.0,30.0,95.0,,4.0,0.0,2.7,1.0
1, 16,500.0,43.0,,0.0,,315.0,10.0,100.0,,2.0,,2.8,2.0
1, 16,500.0,46.0,,0.0,0.0,326.0,10.0,80.0,,2.0,0.0,3.6,4.0
1, 16,500.0,49.0,,0.0,,316.0,10.0,75.0,,2.0,,3.9,4.0
1, 16,500.0,52.0,,0.0,0.0,316.0,10.0,75.0,,2.0,0.0,3.5,1.0
1, 16,500.0,55.0,,0.0,,335.0,10.0,70.0,,2.0,,4.4,0.0
1, 16,500.0,58.0,,0.0,0.0,338.0,10.0,70.0,,2.0,0.0,4.0,-2.0
1, 16,800.0,4.0,0.0,1.0,,62.0,70.0,90.0,7.0,4.0,,2.6,2.0
1, 16,800.0,7.0,0.0,1.0,0.0,56.0,70.0,95.0,4.0,4.0,5.0,1.8,2.0
1, 16,800.0,10.0,,0.0,,34.0,30.0,100.0,,4.0,,2.2,2.0
1, 16,800.0,13.0,,0.0,0.0,11.0,20.0,100.0,,3.0,0.0,2.1,1.0
1, 16,800.0,16.0,,0.0,,37.0,10.0,100.0,,2.0,,2.0,1.0
1, 16,800.0,19.0,,0.0,0.0,346.0,10.0,90.0,,2.0,0.0,0.4,5.0
1, 16,800.0,22.0,,0.0,,309.0,10.0,85.0,,2.0,,2.1,6.0
1, 16,800.0,25.0,,0.0,0.0,318.0,20.0,90.0,,3.0,0.0,1.5,3.0
1, 16,800.0,28.0,,0.0,,286.0,20.0,95.0,,3.0,,1.9,1.0
1, 16,800.0,31.0,,0.0,0.0,315.0,30.0,90.0,,4.0,0.0,0.3,1.0
1, 16,800.0,34.0,,0.0,,79.0,30.0,95.0,,4.0,,2.1,1.0
1, 16,800.0,37.0,,0.0,0.0,251.0,30.0,95.0,,4.0,0.0,2.8,1.0
1, 16,800.0,40.0,,0.0,,292.0,10.0,100.0,,2.0,,1.8,1.0
1, 16,800.0,43.0,,0.0,0.0,248.0,10.0,75.0,,2.0,0.0,1.1,4.0
1, 16,800.0,46.0,,0.0,,268.0,10.0,70.0,,2.0,,2.3,4.0
1, 16,800.0,49.0,,0.0,0.0,307.0,10.0,75.0,,2.0,0.0,3.6,1.0
1, 16,800.0,52.0,,0.0,,320.0,10.0,70.0,,2.0,,3.9,0.0
1, 16,800.0,55.0,,0.0,0.0,345.0,10.0,70.0,,2.0,0.0,4.1,-2.0
1, 16,1100.0,4.0,0.0,1.0,0.0,56.0,70.0,95.0,7.0,4.0,5.0,1.8,2.0
1, 16,1100.0,7.0,0.0,0.0,,34.0,30.0,100.0,4.0,4.0,,2.2,2.0
1, 16,1100.0,10.0,,0.0,0.0,11.0,20.0,100.0,,3.0,0.0,2.1,1.0
1, 16,1100.0,13.0,,0.0,,37.0,10.0,100.0,,2.0,,2.0,1.0
1, 16,1100.0,16.0,,0.0,0.0,346.0,10.0,90.0,,2.0,0.0,0.4,5.0
1, 16,1100.0,19.0,,0.0,,309.0,10.0,85.0,,2.0,,2.1,6.0
1, 16,1100.0,22.0,,0.0,0.0,318.0,20.0,90.0,,3.0,0.0,1.5,3.0
1, 16,1100.0,25.0,,0.0,,286.0,20.0,95.0,,3.0,,1.9,1.0
1, 16,1100.0,28.0,,0.0,0.0,315.0,30.0,90.0,,4.0,0.0,0.3,1.0
1, 16,1100.0,31.0,,0.0,,79.0,30.0,95.0,,4.0,,2.1,1.0
1, 16,1100.0,34.0,,0.0,0.0,251.0,30.0,95.0,,4.0,0.0,2.8,1.0
1, 16,1100.0,37.0,,0.0,,292.0,10.0,100.0,,2.0,,1.8,1.0
1, 16,1100.0,40.0,,0.0,0.0,248.0,10.0,75.0,,2.0,0.0,1.1,4.0
1, 16,1100.0,43.0,,0.0,,268.0,10.0,70.0,,2.0,,2.3,4.0
1, 16,1100.0,46.0,,0.0,0.0,307.0,10.0,75.0,,2.0,0.0,3.6,1.0
1, 16,1100.0,49.0,,0.0,,320.0,10.0,70.0,,2.0,,3.9,0.0
1, 16,1100.0,52.0,,0.0,0.0,345.0,10.0,70.0,,2.0,0.0,4.1,-2.0
1, 16,1400.0,4.0,0.0,0.0,,34.0,30.0,100.0,7.0,4.0,,2.2,2.0
1, 16,1400.0,7.0,0.0,0.0,0.0,11.0,20.0,100.0,4.0,3.0,0.0,2.1,1.0
1, 16,1400.0,10.0,,0.0,,37.0,10.0,100.0,,2.0,,2.0,1.0
1, 16,1400.0,13.0,,0.0,0.0,346.0,10.0,90.0,,2.0,0.0,0.4,5.0
1, 16,1400.0,16.0,,0.0,,309.0,10.0,85.0,,2.0,,2.1,6.0
1, 16,1400.0,19.0,,0.0,0.0,318.0,20.0,90.0,,3.0,0.0,1.5,3.0
1, 16,1400.0,22.0,,0.0,,286.0,20.0,95.0,,3.0,,1.9,1.0
1, 16,1400.0,25.0,,0.0,0.0,315.0,30.0,90.0,,4.0,0.0,0.3,1.0
1, 16,1400.0,28.0,,0.0,,79.0,30.0,95.0,,4.0,,2.1,1.0
1, 16,1400.0,31.0,,0.0,0.0,251.0,30.0,95.0,,4.0,0.0,2.8,1.0
1, 16,1400.0,34.0,,0.0,,292.0,10.0,100.0,,2.0,,1.8,1.0
1, 16,1400.0,37.0,,0.0,0.0,248.0,10.0,75.0,,2.0,0.0,1.1,4.0
1, 16,1400.0,40.0,,0.0,,268.0,10.0,70.0,,2.0,,2.3,4.0
1, 16,1400.0,43.0,,0.0,0.0,307.0,10.0,75.0,,2.0,0.0,3.6,1.0
1, 16,1400.0,46.0,,0.0,,320.0,10.0,70.0,,2.0,,3.9,0.0
1, 16,1400.0,49.0,,0.0,0.0,345.0,10.0,70.0,,2.0,0.0,4.1,-2.0
1, 16,1700.0,4.0,0.0,0.0,0.0,11.0,20.0,100.0,7.0,3.0,0.0,2.1,1.0
1, 16,1700.0,7.0,0.0,0.0,,37.0,10.0,100.0,4.0,2.0,,2.0,1.0
1, 16,1700.0,10.0,,0.0,0.0,346.0,10.0,90.0,,2.0,0.0,0.4,5.0
1, 16,1700.0,13.0,,0.0,,309.0,10.0,85.0,,2.0,,2.1,6.0
1, 16,1700.0,16.0,,0.0,0.0,318.0,20.0,90.0,,3.0,0.0,1.5,3.0
1, 16,1700.0,19.0,,0.0,,286.0,20.0,95.0,,3.0,,1.9,1.0
1, 16,1700.0,22.0,,0.0,0.0,315.0,30.0,90.0,,4.0,0.0,0.3,1.0
1, 16,1700.0,25.0,,0.0,,79.0,30.0,95.0,,4.0,,2.1,1.0
1, 16,1700.0,28.0,,0.0,0.0,251.0,30.0,95.0,,4.0,0.0,2.8,1.0
1, 16,1700.0,31.0,,0.0,,292.0,10.0,100.0,,2.0,,1.8,1.0
1, 16,1700.0,34.0,,0.0,0.0,248.0,10.0,75.0,,2.0,0.0,1.1,4.0
1, 16,1700.0,37.0,,0.0,,268.0,10.0,70.0,,2.0,,2.3,4.0
1, 16,1700.0,40.0,,0.0,0.0,307.0,10.0,75.0,,2.0,0.0,3.6,1.0
1, 16,1700.0,43.0,,0.0,,320.0,10.0,70.0,,2.0,,3.9,0.0
1, 16,1700.0,46.0,,0.0,0.0,345.0,10.0,70.0,,2.0,0.0,4.1,-2.0
1, 16,2000.0,4.0,0.0,0.0,,9.0,20.0,100.0,7.0,3.0,,2.5,1.0
1, 16,2000.0,7.0,-4.0,0.0,0.0,300.0,10.0,95.0,4.0,2.0,0.0,0.8,5.0
1, 16,2000.0,10.0,,0.0,,313.0,10.0,80.0,4.0,2.0,,1.6,6.0
1, 16,2000.0,13.0,,0.0,0.0,266.0,20.0,85.0,,3.0,0.0,2.9,4.0
1, 16,2000.0,16.0,,0.0,,288.0,20.0,95.0,,3.0,,2.2,1.0
1, 16,2000.0,19.0,,0.0,0.0,197.0,30.0,95.0,,4.0,0.0,1.4,2.0
1, 16,2000.0,22.0,,0.0,,210.0,30.0,95.0,,4.0,,2.2,2.0
1, 16,2000.0,25.0,,0.0,0.0,298.0,30.0,95.0,,4.0,0.0,3.4,1.0
1, 16,2000.0,28.0,,0.0,,355.0,10.0,100.0,,2.0,,2.3,1.0
1, 16,2000.0,31.0,,0.0,0.0,297.0,10.0,80.0,,2.0,0.0,0.7,4.0
1, 16,2000.0,34.0,,0.0,,340.0,10.0,70.0,,2.0,,2.9,4.0
1, 16,2000.0,37.0,,0.0,0.0,313.0,10.0,75.0,,2.0,0.0,2.6,1.0
1, 16,2000.0,40.0,,0.0,,320.0,10.0,70.0,,2.0,,3.1,0.0
1, 16,2000.0,43.0,,0.0,0.0,353.0,10.0,70.0,,2.0,0.0,3.5,-2.0
1, 16,2000.0,46.0,,0.0,,348.0,10.0,70.0,,2.0,,3.9,-3.0
1, 16,2000.0,49.0,,0.0,0.0,10.0,10.0,80.0,,2.0,0.0,2.8,-4.0
1, 16,2000.0,52.0,,0.0,,111.0,10.0,75.0,,2.0,,0.9,-2.0
1, 16,2000.0,55.0,,0.0,0.0,218.0,0.0,55.0,,1.0,0.0,3.4,3.0
1, 16,2000.0,58.0,,0.0,,255.0,0.0,55.0,,1.0,,4.1,4.0
1, 16,2000.0,61.0,,0.0,0.0,240.0,0.0,75.0,,1.0,0.0,3.2,0.0
1, 16,2000.0,64.0,,0.0,,196.0,0.0,80.0,,1.0,,2.6,-1.0
1, 16,2000.0,67.0,,0.0,0.0,207.0,0.0,85.0,,1.0,0.0,2.9,-2.0
1, 16,2300.0,4.0,0.0,0.0,0.0,300.0,10.0,95.0,7.0,2.0,0.0,0.8,5.0
1, 16,2300.0,7.0,-4.0,0.0,,313.0,10.0,80.0,4.0,2.0,,1.6,6.0
1, 16,2300.0,10.0,,0.0,0.0,266.0,20.0,85.0,4.0,3.0,0.0,2.9,4.0
1, 16,2300.0,13.0,,0.0,,288.0,20.0,95.0,,3.0,,2.2,1.0
1, 16,2300.0,16.0,,0.0,0.0,197.0,30.0,95.0,,4.0,0.0,1.4,2.0
1, 16,2300.0,19.0,,0.0,,210.0,30.0,95.0,,4.0,,2.2,2.0
1, 16,2300.0,22.0,,0.0,0.0,298.0,30.0,95.0,,4.0,0.0,3.4,1.0
1, 16,2300.0,25.0,,0.0,,355.0,10.0,100.0,,2.0,,2.3,1.0
1, 16,2300.0,28.0,,0.0,0.0,297.0,10.0,80.0,,2.0,0.0,0.7,4.0
1, 16,2300.0,31.0,,0.0,,340.0,10.0,70.0,,2.0,,2.9,4.0
1, 16,2300.0,34.0,,0.0,0.0,313.0,10.0,75.0,,2.0,0.0,2.6,1.0
1, 16,2300.0,37.0,,0.0,,320.0,10.0,70.0,,2.0,,3.1,0.0
1, 16,2300.0,40.0,,0.0,0.0,353.0,10.0,70.0,,2.0,0.0,3.5,-2.0
1, 16,2300.0,43.0,,0.0,,348.0,10.0,70.0,,2.0,,3.9,-3.0
1, 16,2300.0,46.0,,0.0,0.0,10.0,10.0,80.0,,2.0,0.0,2.8,-4.0
1, 16,2300.0,49.0,,0.0,,111.0,10.0,75.0,,2.0,,0.9,-2.0
1, 16,2300.0,52.0,,0.0,0.0,218.0,0.0,55.0,,1.0,0.0,3.4,3.0
1, 16,2300.0,55.0,,0.0,,255.0,0.0,55.0,,1.0,,4.1,4.0
1, 16,2300.0,58.0,,0.0,0.0,240.0,0.0,75.0,,1.0,0.0,3.2,0.0
1, 16,2300.0,61.0,,0.0,,196.0,0.0,80.0,,1.0,,2.6,-1.0
1, 16,2300.0,64.0,,0.0,0.0,207.0,0.0,85.0,,1.0,0.0,2.9,-2.0
1, 17,200.0,4.0,0.0,0.0,,313.0,10.0,80.0,7.0,2.0,,1.6,6.0
1, 17,200.0,7.0,-4.0,0.0,0.0,266.0,20.0,85.0,4.0,3.0,0.0,2.9,4.0
1, 17,200.0,10.0,,0.0,,288.0,20.0,95.0,4.0,3.0,,2.2,1.0
1, 17,200.0,13.0,,0.0,0.0,197.0,30.0,95.0,,4.0,0.0,1.4,2.0
1, 17,200.0,16.0,,0.0,,210.0,30.0,95.0,,4.0,,2.2,2.0
1, 17,200.0,19.0,,0.0,0.0,298.0,30.0,95.0,,4.0,0.0,3.4,1.0
1, 17,200.0,22.0,,0.0,,355.0,10.0,100.0,,2.0,,2.3,1.0
1, 17,200.0,25.0,,0.0,0.0,297.0,10.0,80.0,,2.0,0.0,0.7,4.0
1, 17,200.0,28.0,,0.0,,340.0,10.0,70.0,,2.0,,2.9,4.0
1, 17,200.0,31.0,,0.0,0.0,313.0,10.0,75.0,,2.0,0.0,2.6,1.0
1, 17,200.0,34.0,,0.0,,320.0,10.0,70.0,,2.0,,3.1,0.0
1, 17,200.0,37.0,,0.0,0.0,353.0,10.0,70.0,,2.0,0.0,3.5,-2.0
1, 17,200.0,40.0,,0.0,,348.0,10.0,70.0,,2.0,,3.9,-3.0
1, 17,200.0,43.0,,0.0,0.0,10.0,10.0,80.0,,2.0,0.0,2.8,-4.0
1, 17,200.0,46.0,,0.0,,111.0,10.0,75.0,,2.0,,0.9,-2.0
1, 17,200.0,49.0,,0.0,0.0,218.0,0.0,55.0,,1.0,0.0,3.4,3.0
1, 17,200.0,52.0,,0.0,,255.0,0.0,55.0,,1.0,,4.1,4.0
1, 17,200.0,55.0,,0.0,0.0,240.0,0.0,75.0,,1.0,0.0,3.2,0.0
1, 17,200.0,58.0,,0.0,,196.0,0.0,80.0,,1.0,,2.6,-1.0
1, 17,200.0,61.0,,0.0,0.0,207.0,0.0,85.0,,1.0,0.0,2.9,-2.0
1, 17,500.0,4.0,0.0,0.0,0.0,266.0,20.0,85.0,4.0,3.0,0.0,2.9,4.0
1, 17,500.0,7.0,-4.0,0.0,,288.0,20.0,95.0,4.0,3.0,,2.2,1.0
1, 17,500.0,10.0,,0.0,0.0,197.0,30.0,95.0,,4.0,0.0,1.4,2.0
1, 17,500.0,13.0,,0.0,,210.0,30.0,95.0,,4.0,,2.2,2.0
1, 17,500.0,16.0,,0.0,0.0,298.0,30.0,95.0,,4.0,0.0,3.4,1.0
1, 17,500.0,19.0,,0.0,,355.0,10.0,100.0,,2.0,,2.3,1.0
1, 17,500.0,22.0,,0.0,0.0,297.0,10.0,80.0,,2.0,0.0,0.7,4.0
1, 17,500.0,25.0,,0.0,,340.0,10.0,70.0,,2.0,,2.9,4.0
1, 17,500.0,28.0,,0.0,0.0,313.0,10.0,75.0,,2.0,0.0,2.6,1.0
1, 17,500.0,31.0,,0.0,,320.0,10.0,70.0,,2.0,,3.1,0.0
1, 17,500.0,34.0,,0.0,0.0,353.0,10.0,70.0,,2.0,0.0,3.5,-2.0
1, 17,500.0,37.0,,0.0,,348.0,10.0,70.0,,2.0,,3.9,-3.0
1, 17,500.0,40.0,,0.0,0.0,10.0,10.0,80.0,,2.0,0.0,2.8,-4.0
1, 17,500.0,43.0,,0.0,,111.0,10.0,75.0,,2.0,,0.9,-2.0
1, 17,500.0,46.0,,0.0,0.0,218.0,0.0,55.0,,1.0,0.0,3.4,3.0
1, 17,500.0,49.0,,0.0,,255.0,0.0,55.0,,1.0,,4.1,4.0
1, 17,500.0,52.0,,0.0,0.0,240.0,0.0,75.0,,1.0,0.0,3.2,0.0
1, 17,500.0,55.0,,0.0,,196.0,0.0,80.0,,1.0,,2.6,-1.0
1, 17,500.0,58.0,,0.0,0.0,207.0,0.0,85.0,,1.0,0.0,2.9,-2.0
1, 17,800.0,4.0,1.0,0.0,,270.0,20.0,90.0,4.0,3.0,,1.9,2.0
1, 17,800.0,7.0,-4.0,0.0,0.0,225.0,30.0,95.0,4.0,4.0,0.0,1.1,2.0
1, 17,800.0,10.0,,0.0,,323.0,30.0,95.0,,4.0,,2.6,2.0
1, 17,800.0,13.0,,0.0,0.0,336.0,30.0,95.0,,4.0,0.0,2.2,1.0
1, 17,800.0,16.0,,0.0,,99.0,10.0,95.0,,2.0,,0.6,2.0
1, 17,800.0,19.0,,0.0,0.0,297.0,10.0,80.0,,2.0,0.0,3.4,4.0
1, 17,800.0,22.0,,0.0,,324.0,10.0,70.0,,2.0,,2.9,4.0
1, 17,800.0,25.0,,0.0,0.0,302.0,10.0,75.0,,2.0,0.0,2.6,1.0
1, 17,800.0,28.0,,0.0,,315.0,10.0,65.0,,2.0,,3.8,0.0
1, 17,800.0,31.0,,0.0,0.0,349.0,10.0,70.0,,2.0,0.0,3.2,-2.0
1, 17,800.0,34.0,,0.0,,358.0,10.0,70.0,,2.0,,3.3,-2.0
1, 17,800.0,37.0,,0.0,0.0,21.0,10.0,75.0,,2.0,0.0,2.5,-4.0
1, 17,800.0,40.0,,0.0,,68.0,10.0,75.0,,2.0,,1.1,-2.0
1, 17,800.0,43.0,,0.0,0.0,217.0,0.0,50.0,,1.0,0.0,0.5,3.0
1, 17,800.0,46.0,,0.0,,255.0,0.0,50.0,,1.0,,2.4,4.0
1, 17,800.0,49.0,,0.0,0.0,243.0,0.0,70.0,,1.0,0.0,2.9,1.0
1, 17,800.0,52.0,,0.0,,189.0,0.0,80.0,,1.0,,2.6,-2.0
1, 17,800.0,55.0,,0.0,0.0,197.0,0.0,85.0,,1.0,0.0,2.1,-3.0
1, 17,1100.0,4.0,1.0,0.0,0.0,225.0,30.0,95.0,4.0,4.0,0.0,1.1,2.0
1, 17,1100.0,7.0,-4.0,0.0,,323.0,30.0,95.0,4.0,4.0,,2.6,2.0
1, 17,1100.0,10.0,,0.0,0.0,336.0,30.0,95.0,,4.0,0.0,2.2,1.0
1, 17,1100.0,13.0,,0.0,,99.0,10.0,95.0,,2.0,,0.6,2.0
1, 17,1100.0,16.0,,0.0,0.0,297.0,10.0,80.0,,2.0,0.0,3.4,4.0
1, 17,1100.0,19.0,,0.0,,324.0,10.0,70.0,,2.0,,2.9,4.0
1, 17,1100.0,22.0,,0.0,0.0,302.0,10.0,75.0,,2.0,0.0,2.6,1.0
1, 17,1100.0,25.0,,0.0,,315.0,10.0,65.0,,2.0,,3.8,0.0
1, 17,1100.0,28.0,,0.0,0.0,349.0,10.0,70.0,,2.0,0.0,3.2,-2.0
1, 17,1100.0,31.0,,0.0,,358.0,10.0,70.0,,2.0,,3.3,-2.0
1, 17,1100.0,34.0,,0.0,0.0,21.0,10.0,75.0,,2.0,0.0,2.5,-4.0
1, 17,1100.0,37.0,,0.0,,68.0,10.0,75.0,,2.0,,1.1,-2.0
1, 17,1100.0,40.0,,0.0,0.0,217.0,0.0,50.0,,1.0,0.0,0.5,3.0
1, 17,1100.0,43.0,,0.0,,255.0,0.0,50.0,,1.0,,2.4,4.0
1, 17,1100.0,46.0,,0.0,0.0,243.0,0.0,70.0,,1.0,0.0,2.9,1.0
1, 17,1100.0,49.0,,0.0,,189.0,0.0,80.0,,1.0,,2.6,-2.0
1, 17,1100.0,52.0,,0.0,0.0,197.0,0.0,85.0,,1.0,0.0,2.1,-3.0
1, 17,1400.0,4.0,1.0,0.0,,323.0,30.0,95.0,4.0,4.0,,2.6,2.0
1, 17,1400.0,7.0,-4.0,0.0,0.0,336.0,30.0,95.0,4.0,4.0,0.0,2.2,1.0
1, 17,1400.0,10.0,,0.0,,99.0,10.0,95.0,,2.0,,0.6,2.0
1, 17,1400.0,13.0,,0.0,0.0,297.0,10.0,80.0,,2.0,0.0,3.4,4.0
1, 17,1400.0,16.0,,0.0,,324.0,10.0,70.0,,2.0,,2.9,4.0
1, 17,1400.0,19.0,,0.0,0.0,302.0,10.0,75.0,,2.0,0.0,2.6,1.0
1, 17,1400.0,22.0,,0.0,,315.0,10.0,65.0,,2.0,,3.8,0.0
1, 17,1400.0,25.0,,0.0,0.0,349.0,10.0,70.0,,2.0,0.0,3.2,-2.0
1, 17,1400.0,28.0,,0.0,,358.0,10.0,70.0,,2.0,,3.3,-2.0
1, 17,1400.0,31.0,,0.0,0.0,21.0,10.0,75.0,,2.0,0.0,2.5,-4.0
1, 17,1400.0,34.0,,0.0,,68.0,10.0,75.0,,2.0,,1.1,-2.0
1, 17,1400.0,37.0,,0.0,0.0,217.0,0.0,50.0,,1.0,0.0,0.5,3.0
1, 17,1400.0,40.0,,0.0,,255.0,0.0,50.0,,1.0,,2.4,4.0
1, 17,1400.0,43.0,,0.0,0.0,243.0,0.0,70.0,,1.0,0.0,2.9,1.0
1, 17,1400.0,46.0,,0.0,,189.0,0.0,80.0,,1.0,,2.6,-2.0
1, 17,1400.0,49.0,,0.0,0.0,197.0,0.0,85.0,,1.0,0.0,2.1,-3.0
1, 17,1700.0,4.0,1.0,0.0,0.0,336.0,30.0,95.0,4.0,4.0,0.0,2.2,1.0
1, 17,1700.0,7.0,-4.0,0.0,,99.0,10.0,95.0,4.0,2.0,,0.6,2.0
1, 17,1700.0,10.0,,0.0,0.0,297.0,10.0,80.0,,2.0,0.0,3.4,4.0
1, 17,1700.0,13.0,,0.0,,324.0,10.0,70.0,,2.0,,2.9,4.0
1, 17,1700.0,16.0,,0.0,0.0,302.0,10.0,75.0,,2.0,0.0,2.6,1.0
1, 17,1700.0,19.0,,0.0,,315.0,10.0,65.0,,2.0,,3.8,0.0
1, 17,1700.0,22.0,,0.0,0.0,349.0,10.0,70.0,,2.0,0.0,3.2,-2.0
1, 17,1700.0,25.0,,0.0,,358.0,10.0,70.0,,2.0,,3.3,-2.0
1, 17,1700.0,28.0,,0.0,0.0,21.0,10.0,75.0,,2.0,0.0,2.5,-4.0
1, 17,1700.0,31.0,,0.0,,68.0,10.0,75.0,,2.0,,1.1,-2.0
1, 17,1700.0,34.0,,0.0,0.0,217.0,0.0,50.0,,1.0,0.0,0.5,3.0
1, 17,1700.0,37.0,,0.0,,255.0,0.0,50.0,,1.0,,2.4,4.0
1, 17,1700.0,40.0,,0.0,0.0,243.0,0.0,70.0,,1.0,0.0,2.9,1.0
1, 17,1700.0,43.0,,0.0,,189.0,0.0,80.0,,1.0,,2.6,-2.0
1, 17,1700.0,46.0,,0.0,0.0,197.0,0.0,85.0,,1.0,0.0,2.1,-3.0
1, 17,2000.0,4.0,-4.0,0.0,,349.0,10.0,95.0,4.0,2.0,,3.2,2.0
1, 17,2000.0,7.0,-3.0,0.0,0.0,344.0,10.0,80.0,4.0,2.0,0.0,2.6,4.0
1, 17,2000.0,10.0,,0.0,,331.0,20.0,70.0,6.0,3.0,,3.3,4.0
1, 17,2000.0,13.0,,0.0,0.0,334.0,20.0,70.0,,3.0,0.0,4.6,1.0
1, 17,2000.0,16.0,,0.0,,349.0,20.0,70.0,,3.0,,4.2,0.0
1, 17,2000.0,19.0,,0.0,0.0,351.0,10.0,65.0,,2.0,0.0,4.3,-2.0
1, 17,2000.0,22.0,,0.0,,352.0,10.0,70.0,,3.0,,3.6,-3.0
1, 17,2000.0,25.0,,0.0,0.0,360.0,10.0,75.0,,3.0,0.0,2.7,-4.0
1, 17,2000.0,28.0,,0.0,,14.0,10.0,75.0,,2.0,,1.6,-2.0
1, 17,2000.0,31.0,,0.0,0.0,37.0,0.0,55.0,,1.0,0.0,0.5,2.0
1, 17,2000.0,34.0,,0.0,,249.0,0.0,50.0,,1.0,,1.4,4.0
1, 17,2000.0,37.0,,0.0,0.0,260.0,0.0,70.0,,1.0,0.0,2.7,1.0
1, 17,2000.0,40.0,,0.0,,203.0,0.0,75.0,,1.0,,2.3,-2.0
1, 17,2000.0,43.0,,0.0,0.0,204.0,0.0,80.0,,1.0,0.0,2.0,-3.0
1, 17,2000.0,46.0,,0.0,,158.0,0.0,85.0,,1.0,,2.7,-3.0
1, 17,2000.0,49.0,,0.0,0.0,171.0,10.0,90.0,,2.0,0.0,3.1,-2.0
1, 17,2000.0,52.0,,0.0,,190.0,20.0,85.0,,3.0,,2.7,0.0
1, 17,2000.0,55.0,,0.0,0.0,286.0,20.0,85.0,,3.0,0.0,4.7,6.0
1, 17,2000.0,58.0,,0.0,,323.0,20.0,85.0,,3.0,,3.5,5.0
1, 17,2000.0,61.0,,0.0,0.0,324.0,10.0,85.0,,2.0,0.0,3.9,2.0
1, 17,2000.0,64.0,,0.0,,337.0,10.0,80.0,,2.0,,4.9,1.0
1, 17,2000.0,67.0,,0.0,0.0,342.0,0.0,80.0,,1.0,0.0,5.6,-2.0
1, 17,2300.0,4.0,-4.0,0.0,0.0,344.0,10.0,80.0,4.0,2.0,0.0,2.6,4.0
1, 17,2300.0,7.0,-3.0,0.0,,331.0,20.0,70.0,4.0,3.0,,3.3,4.0
