month, format: day,hour,forecast,일최저기온,강수형태,6시간적설,풍향,강수확률,습도,일최고기온,하늘상태,6시간강수량,풍속,3시간기온
1, 1,200.0,4.0,-3.0,0.0,,345.0,0.0,45.0,3.0,1.0,,2.0,3.0
1, 1,200.0,7.0,-5.0,0.0,0.0,327.0,0.0,70.0,2.0,1.0,0.0,3.5,-1.0
1, 1,200.0,10.0,,0.0,,270.0,0.0,75.0,-1.0,1.0,,1.5,-1.0
1, 1,200.0,13.0,,0.0,0.0,270.0,0.0,85.0,,1.0,0.0,1.5,-1.0
1, 1,200.0,16.0,,0.0,,313.0,0.0,85.0,,1.0,,3.5,-1.0
1, 1,200.0,19.0,,0.0,0.0,343.0,0.0,75.0,,1.0,0.0,3.1,-2.0
1, 1,200.0,22.0,,0.0,,34.0,0.0,65.0,,1.0,,2.7,-2.0
1, 1,200.0,25.0,,0.0,0.0,33.0,0.0,50.0,,1.0,0.0,1.7,1.0
1, 1,200.0,28.0,,0.0,,9.0,10.0,50.0,,2.0,,2.5,1.0
1, 1,200.0,31.0,,0.0,0.0,359.0,10.0,60.0,,2.0,0.0,4.0,-1.0
1, 1,200.0,34.0,,0.0,,356.0,20.0,60.0,,3.0,,4.3,-2.0
1, 1,200.0,37.0,,0.0,0.0,334.0,20.0,65.0,,3.0,0.0,5.1,-3.0
1, 1,200.0,40.0,,0.0,,343.0,20.0,65.0,,3.0,,4.9,-4.0
1, 1,200.0,43.0,,0.0,0.0,345.0,20.0,70.0,,3.0,0.0,4.8,-4.0
1, 1,200.0,46.0,,0.0,,347.0,10.0,65.0,,2.0,,4.0,-4.0
1, 1,200.0,49.0,,0.0,0.0,336.0,10.0,60.0,,2.0,0.0,3.9,-1.0
1, 1,200.0,52.0,,0.0,,329.0,10.0,60.0,,2.0,,4.2,-1.0
1, 1,200.0,55.0,,0.0,0.0,332.0,10.0,65.0,,2.0,0.0,4.0,-2.0
1, 1,200.0,58.0,,0.0,,339.0,10.0,70.0,,2.0,,4.5,-3.0
1, 1,200.0,61.0,,0.0,0.0,342.0,10.0,65.0,,2.0,0.0,4.5,-4.0
1, 1,500.0,4.0,-3.0,0.0,0.0,327.0,0.0,70.0,2.0,1.0,0.0,3.5,-1.0
1, 1,500.0,7.0,-5.0,0.0,,270.0,0.0,75.0,-1.0,1.0,,1.5,-1.0
1, 1,500.0,10.0,,0.0,0.0,270.0,0.0,85.0,,1.0,0.0,1.5,-1.0
1, 1,500.0,13.0,,0.0,,313.0,0.0,85.0,,1.0,,3.5,-1.0
1, 1,500.0,16.0,,0.0,0.0,343.0,0.0,75.0,,1.0,0.0,3.1,-2.0
1, 1,500.0,19.0,,0.0,,34.0,0.0,65.0,,1.0,,2.7,-2.0
1, 1,500.0,22.0,,0.0,0.0,33.0,0.0,50.0,,1.0,0.0,1.7,1.0
1, 1,500.0,25.0,,0.0,,9.0,10.0,50.0,,2.0,,2.5,1.0
1, 1,500.0,28.0,,0.0,0.0,359.0,10.0,60.0,,2.0,0.0,4.0,-1.0
1, 1,500.0,31.0,,0.0,,356.0,20.0,60.0,,3.0,,4.3,-2.0
1, 1,500.0,34.0,,0.0,0.0,334.0,20.0,65.0,,3.0,0.0,5.1,-3.0
1, 1,500.0,37.0,,0.0,,343.0,20.0,65.0,,3.0,,4.9,-4.0
1, 1,500.0,40.0,,0.0,0.0,345.0,20.0,70.0,,3.0,0.0,4.8,-4.0
1, 1,500.0,43.0,,0.0,,347.0,10.0,65.0,,2.0,,4.0,-4.0
1, 1,500.0,46.0,,0.0,0.0,336.0,10.0,60.0,,2.0,0.0,3.9,-1.0
1, 1,500.0,49.0,,0.0,,329.0,10.0,60.0,,2.0,,4.2,-1.0
1, 1,500.0,52.0,,0.0,0.0,332.0,10.0,65.0,,2.0,0.0,4.0,-2.0
1, 1,500.0,55.0,,0.0,,339.0,10.0,70.0,,2.0,,4.5,-3.0
1, 1,500.0,58.0,,0.0,0.0,342.0,10.0,65.0,,2.0,0.0,4.5,-4.0
1, 1,800.0,4.0,-3.0,0.0,,270.0,0.0,75.0,1.0,1.0,,2.7,-1.0
1, 1,800.0,7.0,-5.0,0.0,0.0,270.0,0.0,80.0,-1.0,1.0,0.0,4.0,-1.0
1, 1,800.0,10.0,,0.0,,313.0,0.0,90.0,,1.0,,4.2,-1.0
1, 1,800.0,13.0,,0.0,0.0,343.0,0.0,75.0,,1.0,0.0,4.0,-2.0
1, 1,800.0,16.0,,0.0,,34.0,0.0,70.0,,1.0,,3.2,-2.0
1, 1,800.0,19.0,,0.0,0.0,33.0,0.0,50.0,,1.0,0.0,2.3,1.0
1, 1,800.0,22.0,,0.0,,9.0,10.0,50.0,,2.0,,2.5,1.0
1, 1,800.0,25.0,,0.0,0.0,359.0,10.0,65.0,,2.0,0.0,3.8,-1.0
1, 1,800.0,28.0,,0.0,,356.0,20.0,65.0,,3.0,,4.1,-2.0
1, 1,800.0,31.0,,0.0,0.0,334.0,20.0,65.0,,3.0,0.0,4.3,-3.0
1, 1,800.0,34.0,,0.0,,343.0,20.0,65.0,,3.0,,4.9,-3.0
1, 1,800.0,37.0,,0.0,0.0,345.0,20.0,70.0,,3.0,0.0,4.8,-4.0
1, 1,800.0,40.0,,0.0,,347.0,10.0,70.0,,2.0,,4.2,-4.0
1, 1,800.0,43.0,,0.0,0.0,336.0,10.0,60.0,,2.0,0.0,4.0,-1.0
1, 1,800.0,46.0,,0.0,,329.0,10.0,55.0,,2.0,,4.5,-1.0
1, 1,800.0,49.0,,0.0,0.0,332.0,10.0,65.0,,2.0,0.0,5.5,-2.0
1, 1,800.0,52.0,,0.0,,339.0,10.0,70.0,,2.0,,5.1,-3.0
1, 1,800.0,55.0,,0.0,0.0,342.0,10.0,65.0,,2.0,0.0,5.3,-4.0
1, 1,1100.0,4.0,-3.0,0.0,0.0,270.0,0.0,80.0,1.0,1.0,0.0,4.0,-1.0
1, 1,1100.0,7.0,-5.0,0.0,,313.0,0.0,90.0,-1.0,1.0,,4.2,-1.0
1, 1,1100.0,10.0,,0.0,0.0,343.0,0.0,75.0,,1.0,0.0,4.0,-2.0
1, 1,1100.0,13.0,,0.0,,34.0,0.0,70.0,,1.0,,3.2,-2.0
1, 1,1100.0,16.0,,0.0,0.0,33.0,0.0,50.0,,1.0,0.0,2.3,1.0
1, 1,1100.0,19.0,,0.0,,9.0,10.0,50.0,,2.0,,2.5,1.0
1, 1,1100.0,22.0,,0.0,0.0,359.0,10.0,65.0,,2.0,0.0,3.8,-1.0
1, 1,1100.0,25.0,,0.0,,356.0,20.0,65.0,,3.0,,4.1,-2.0
1, 1,1100.0,28.0,,0.0,0.0,334.0,20.0,65.0,,3.0,0.0,4.3,-3.0
1, 1,1100.0,31.0,,0.0,,343.0,20.0,65.0,,3.0,,4.9,-3.0
1, 1,1100.0,34.0,,0.0,0.0,345.0,20.0,70.0,,3.0,0.0,4.8,-4.0
1, 1,1100.0,37.0,,0.0,,347.0,10.0,70.0,,2.0,,4.2,-4.0
1, 1,1100.0,40.0,,0.0,0.0,336.0,10.0,60.0,,2.0,0.0,4.0,-1.0
1, 1,1100.0,43.0,,0.0,,329.0,10.0,55.0,,2.0,,4.5,-1.0
1, 1,1100.0,46.0,,0.0,0.0,332.0,10.0,65.0,,2.0,0.0,5.5,-2.0
1, 1,1100.0,49.0,,0.0,,339.0,10.0,70.0,,2.0,,5.1,-3.0
1, 1,1100.0,52.0,,0.0,0.0,342.0,10.0,65.0,,2.0,0.0,5.3,-4.0
1, 1,1400.0,4.0,-3.0,0.0,,313.0,0.0,90.0,1.0,1.0,,4.2,-1.0
1, 1,1400.0,7.0,-5.0,0.0,0.0,343.0,0.0,75.0,-1.0,1.0,0.0,4.0,-2.0
1, 1,1400.0,10.0,,0.0,,34.0,0.0,70.0,,1.0,,3.2,-2.0
1, 1,1400.0,13.0,,0.0,0.0,33.0,0.0,50.0,,1.0,0.0,2.3,1.0
1, 1,1400.0,16.0,,0.0,,9.0,10.0,50.0,,2.0,,2.5,1.0
1, 1,1400.0,19.0,,0.0,0.0,359.0,10.0,65.0,,2.0,0.0,3.8,-1.0
1, 1,1400.0,22.0,,0.0,,356.0,20.0,65.0,,3.0,,4.1,-2.0
1, 1,1400.0,25.0,,0.0,0.0,334.0,20.0,65.0,,3.0,0.0,4.3,-3.0
1, 1,1400.0,28.0,,0.0,,343.0,20.0,65.0,,3.0,,4.9,-3.0
1, 1,1400.0,31.0,,0.0,0.0,345.0,20.0,70.0,,3.0,0.0,4.8,-4.0
1, 1,1400.0,34.0,,0.0,,347.0,10.0,70.0,,2.0,,4.2,-4.0
1, 1,1400.0,37.0,,0.0,0.0,336.0,10.0,60.0,,2.0,0.0,4.0,-1.0
1, 1,1400.0,40.0,,0.0,,329.0,10.0,55.0,,2.0,,4.5,-1.0
1, 1,1400.0,43.0,,0.0,0.0,332.0,10.0,65.0,,2.0,0.0,5.5,-2.0
1, 1,1400.0,46.0,,0.0,,339.0,10.0,70.0,,2.0,,5.1,-3.0
1, 1,1400.0,49.0,,0.0,0.0,342.0,10.0,65.0,,2.0,0.0,5.3,-4.0
1, 1,1700.0,4.0,-3.0,0.0,0.0,343.0,0.0,75.0,1.0,1.0,0.0,4.0,-2.0
1, 1,1700.0,7.0,-5.0,0.0,,34.0,0.0,70.0,-1.0,1.0,,3.2,-2.0
1, 1,1700.0,10.0,,0.0,0.0,33.0,0.0,50.0,,1.0,0.0,2.3,1.0
1, 1,1700.0,13.0,,0.0,,9.0,10.0,50.0,,2.0,,2.5,1.0
1, 1,1700.0,16.0,,0.0,0.0,359.0,10.0,65.0,,2.0,0.0,3.8,-1.0
1, 1,1700.0,19.0,,0.0,,356.0,20.0,65.0,,3.0,,4.1,-2.0
1, 1,1700.0,22.0,,0.0,0.0,334.0,20.0,65.0,,3.0,0.0,4.3,-3.0
1, 1,1700.0,25.0,,0.0,,343.0,20.0,65.0,,3.0,,4.9,-3.0
1, 1,1700.0,28.0,,0.0,0.0,345.0,20.0,70.0,,3.0,0.0,4.8,-4.0
1, 1,1700.0,31.0,,0.0,,347.0,10.0,70.0,,2.0,,4.2,-4.0
1, 1,1700.0,34.0,,0.0,0.0,336.0,10.0,60.0,,2.0,0.0,4.0,-1.0
1, 1,1700.0,37.0,,0.0,,329.0,10.0,55.0,,2.0,,4.5,-1.0
1, 1,1700.0,40.0,,0.0,0.0,332.0,10.0,65.0,,2.0,0.0,5.5,-2.0
1, 1,1700.0,43.0,,0.0,,339.0,10.0,70.0,,2.0,,5.1,-3.0
1, 1,1700.0,46.0,,0.0,0.0,342.0,10.0,65.0,,2.0,0.0,5.3,-4.0
1, 1,2000.0,4.0,-5.0,0.0,,353.0,0.0,70.0,1.0,1.0,,4.3,-1.0
1, 1,2000.0,7.0,-5.0,0.0,0.0,343.0,0.0,55.0,0.0,1.0,0.0,3.4,1.0
1, 1,2000.0,10.0,,0.0,,339.0,10.0,50.0,-2.0,2.0,,4.8,1.0
1, 1,2000.0,13.0,,0.0,0.0,326.0,10.0,60.0,,2.0,0.0,5.7,-1.0
1, 1,2000.0,16.0,,0.0,,332.0,20.0,60.0,,3.0,,5.3,-2.0
1, 1,2000.0,19.0,,0.0,0.0,339.0,20.0,60.0,,3.0,0.0,5.8,-3.0
1, 1,2000.0,22.0,,0.0,,337.0,20.0,65.0,,3.0,,5.3,-3.0
1, 1,2000.0,25.0,,0.0,0.0,337.0,20.0,70.0,,3.0,0.0,5.2,-4.0
1, 1,2000.0,28.0,,0.0,,338.0,10.0,70.0,,2.0,,5.2,-4.0
1, 1,2000.0,31.0,,0.0,0.0,332.0,10.0,60.0,,2.0,0.0,4.3,-1.0
1, 1,2000.0,34.0,,0.0,,336.0,10.0,55.0,,2.0,,5.1,-1.0
1, 1,2000.0,37.0,,0.0,0.0,336.0,10.0,60.0,,2.0,0.0,6.2,-2.0
1, 1,2000.0,40.0,,0.0,,339.0,10.0,65.0,,2.0,,5.5,-3.0
1, 1,2000.0,43.0,,0.0,0.0,341.0,10.0,65.0,,2.0,0.0,5.4,-4.0
1, 1,2000.0,46.0,,0.0,,347.0,10.0,65.0,,2.0,,5.3,-4.0
1, 1,2000.0,49.0,,0.0,0.0,346.0,20.0,75.0,,3.0,0.0,4.2,-5.0
1, 1,2000.0,52.0,,0.0,,338.0,20.0,70.0,,3.0,,3.1,-4.0
1, 1,2000.0,55.0,,0.0,0.0,333.0,20.0,60.0,,3.0,0.0,3.9,-2.0
1, 1,2000.0,58.0,,0.0,,346.0,20.0,55.0,,3.0,,4.1,-2.0
1, 1,2000.0,61.0,,0.0,0.0,15.0,20.0,55.0,,3.0,0.0,3.4,-3.0
1, 1,2000.0,64.0,,0.0,,52.0,20.0,65.0,,3.0,,2.4,-4.0
1, 1,2000.0,67.0,,0.0,0.0,60.0,30.0,70.0,,4.0,0.0,0.8,-4.0
1, 1,2300.0,4.0,-5.0,0.0,0.0,343.0,0.0,55.0,1.0,1.0,0.0,3.4,1.0
1, 1,2300.0,7.0,-5.0,0.0,,339.0,10.0,50.0,0.0,2.0,,4.8,1.0
1, 1,2300.0,10.0,,0.0,0.0,326.0,10.0,60.0,-2.0,2.0,0.0,5.7,-1.0
1, 1,2300.0,13.0,,0.0,,332.0,20.0,60.0,,3.0,,5.3,-2.0
1, 1,2300.0,16.0,,0.0,0.0,339.0,20.0,60.0,,3.0,0.0,5.8,-3.0
1, 1,2300.0,19.0,,0.0,,337.0,20.0,65.0,,3.0,,5.3,-3.0
1, 1,2300.0,22.0,,0.0,0.0,337.0,20.0,70.0,,3.0,0.0,5.2,-4.0
1, 1,2300.0,25.0,,0.0,,338.0,10.0,70.0,,2.0,,5.2,-4.0
1, 1,2300.0,28.0,,0.0,0.0,332.0,10.0,60.0,,2.0,0.0,4.3,-1.0
1, 1,2300.0,31.0,,0.0,,336.0,10.0,55.0,,2.0,,5.1,-1.0
1, 1,2300.0,34.0,,0.0,0.0,336.0,10.0,60.0,,2.0,0.0,6.2,-2.0
1, 1,2300.0,37.0,,0.0,,339.0,10.0,65.0,,2.0,,5.5,-3.0
1, 1,2300.0,40.0,,0.0,0.0,341.0,10.0,65.0,,2.0,0.0,5.4,-4.0
1, 1,2300.0,43.0,,0.0,,347.0,10.0,65.0,,2.0,,5.3,-4.0
1, 1,2300.0,46.0,,0.0,0.0,346.0,20.0,75.0,,3.0,0.0,4.2,-5.0
1, 1,2300.0,49.0,,0.0,,338.0,20.0,70.0,,3.0,,3.1,-4.0
1, 1,2300.0,52.0,,0.0,0.0,333.0,20.0,60.0,,3.0,0.0,3.9,-2.0
1, 1,2300.0,55.0,,0.0,,346.0,20.0,55.0,,3.0,,4.1,-2.0
1, 1,2300.0,58.0,,0.0,0.0,15.0,20.0,55.0,,3.0,0.0,3.4,-3.0
1, 1,2300.0,61.0,,0.0,,52.0,20.0,65.0,,3.0,,2.4,-4.0
1, 1,2300.0,64.0,,0.0,0.0,60.0,30.0,70.0,,4.0,0.0,0.8,-4.0
1, 10,200.0,4.0,-10.0,0.0,,331.0,30.0,60.0,-4.0,4.0,,6.5,-5.0
1, 10,200.0,7.0,-11.0,0.0,0.0,324.0,30.0,60.0,-8.0,4.0,0.0,7.1,-6.0
1, 10,200.0,10.0,,0.0,,337.0,30.0,60.0,-5.0,4.0,,6.5,-6.0
1, 10,200.0,13.0,,0.0,0.0,339.0,30.0,65.0,,4.0,0.0,6.1,-7.0
1, 10,200.0,16.0,,0.0,,342.0,30.0,65.0,,4.0,,6.2,-8.0
1, 10,200.0,19.0,,0.0,0.0,326.0,30.0,75.0,,4.0,0.0,6.3,-9.0
1, 10,200.0,22.0,,0.0,,324.0,30.0,75.0,,4.0,,6.1,-10.0
1, 10,200.0,25.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,5.6,-8.0
1, 10,200.0,28.0,,0.0,,318.0,20.0,70.0,,3.0,,6.2,-8.0
1, 10,200.0,31.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,6.7,-8.0
1, 10,200.0,34.0,,0.0,,328.0,20.0,65.0,,3.0,,6.4,-8.0
1, 10,200.0,37.0,,0.0,0.0,326.0,20.0,65.0,,3.0,0.0,6.4,-9.0
1, 10,200.0,40.0,,0.0,,321.0,20.0,65.0,,3.0,,6.2,-10.0
1, 10,200.0,43.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,5.8,-10.0
1, 10,200.0,46.0,,0.0,,321.0,10.0,70.0,,2.0,,5.4,-10.0
1, 10,200.0,49.0,,0.0,0.0,326.0,10.0,60.0,,2.0,0.0,4.7,-6.0
1, 10,200.0,52.0,,0.0,,324.0,10.0,55.0,,2.0,,4.3,-5.0
1, 10,200.0,55.0,,0.0,0.0,333.0,10.0,65.0,,2.0,0.0,3.9,-6.0
1, 10,200.0,58.0,,0.0,,149.0,20.0,70.0,,3.0,,0.6,-6.0
1, 10,200.0,61.0,,0.0,0.0,170.0,20.0,80.0,,3.0,0.0,3.5,-6.0
1, 10,500.0,4.0,-10.0,0.0,0.0,324.0,30.0,60.0,-8.0,4.0,0.0,7.1,-6.0
1, 10,500.0,7.0,-11.0,0.0,,337.0,30.0,60.0,-5.0,4.0,,6.5,-6.0
1, 10,500.0,10.0,,0.0,0.0,339.0,30.0,65.0,,4.0,0.0,6.1,-7.0
1, 10,500.0,13.0,,0.0,,342.0,30.0,65.0,,4.0,,6.2,-8.0
1, 10,500.0,16.0,,0.0,0.0,326.0,30.0,75.0,,4.0,0.0,6.3,-9.0
1, 10,500.0,19.0,,0.0,,324.0,30.0,75.0,,4.0,,6.1,-10.0
1, 10,500.0,22.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,5.6,-8.0
1, 10,500.0,25.0,,0.0,,318.0,20.0,70.0,,3.0,,6.2,-8.0
1, 10,500.0,28.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,6.7,-8.0
1, 10,500.0,31.0,,0.0,,328.0,20.0,65.0,,3.0,,6.4,-8.0
1, 10,500.0,34.0,,0.0,0.0,326.0,20.0,65.0,,3.0,0.0,6.4,-9.0
1, 10,500.0,37.0,,0.0,,321.0,20.0,65.0,,3.0,,6.2,-10.0
1, 10,500.0,40.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,5.8,-10.0
1, 10,500.0,43.0,,0.0,,321.0,10.0,70.0,,2.0,,5.4,-10.0
1, 10,500.0,46.0,,0.0,0.0,326.0,10.0,60.0,,2.0,0.0,4.7,-6.0
1, 10,500.0,49.0,,0.0,,324.0,10.0,55.0,,2.0,,4.3,-5.0
1, 10,500.0,52.0,,0.0,0.0,333.0,10.0,65.0,,2.0,0.0,3.9,-6.0
1, 10,500.0,55.0,,0.0,,149.0,20.0,70.0,,3.0,,0.6,-6.0
1, 10,500.0,58.0,,0.0,0.0,170.0,20.0,80.0,,3.0,0.0,3.5,-6.0
1, 10,800.0,4.0,-10.0,0.0,,337.0,30.0,65.0,-7.0,4.0,,6.1,-7.0
1, 10,800.0,7.0,-11.0,0.0,0.0,339.0,30.0,60.0,-5.0,4.0,0.0,6.4,-7.0
1, 10,800.0,10.0,,0.0,,342.0,30.0,70.0,,4.0,,5.7,-8.0
1, 10,800.0,13.0,,0.0,0.0,326.0,30.0,75.0,,4.0,0.0,5.9,-9.0
1, 10,800.0,16.0,,0.0,,324.0,30.0,80.0,,4.0,,5.5,-10.0
1, 10,800.0,19.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,4.9,-8.0
1, 10,800.0,22.0,,0.0,,318.0,20.0,70.0,,3.0,,5.7,-8.0
1, 10,800.0,25.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,6.5,-9.0
1, 10,800.0,28.0,,0.0,,328.0,20.0,65.0,,3.0,,6.2,-9.0
1, 10,800.0,31.0,,0.0,0.0,326.0,20.0,65.0,,3.0,0.0,6.4,-9.0
1, 10,800.0,34.0,,0.0,,321.0,20.0,70.0,,3.0,,6.3,-10.0
1, 10,800.0,37.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,5.7,-10.0
1, 10,800.0,40.0,,0.0,,321.0,10.0,70.0,,2.0,,5.3,-10.0
1, 10,800.0,43.0,,0.0,0.0,326.0,10.0,60.0,,2.0,0.0,4.5,-7.0
1, 10,800.0,46.0,,0.0,,324.0,10.0,60.0,,2.0,,4.5,-6.0
1, 10,800.0,49.0,,0.0,0.0,333.0,10.0,65.0,,2.0,0.0,5.0,-6.0
1, 10,800.0,52.0,,0.0,,149.0,20.0,70.0,,3.0,,2.1,-7.0
1, 10,800.0,55.0,,0.0,0.0,170.0,20.0,80.0,,3.0,0.0,0.6,-7.0
1, 10,1100.0,4.0,-10.0,0.0,0.0,339.0,30.0,60.0,-7.0,4.0,0.0,6.4,-7.0
1, 10,1100.0,7.0,-11.0,0.0,,342.0,30.0,70.0,-5.0,4.0,,5.7,-8.0
1, 10,1100.0,10.0,,0.0,0.0,326.0,30.0,75.0,,4.0,0.0,5.9,-9.0
1, 10,1100.0,13.0,,0.0,,324.0,30.0,80.0,,4.0,,5.5,-10.0
1, 10,1100.0,16.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,4.9,-8.0
1, 10,1100.0,19.0,,0.0,,318.0,20.0,70.0,,3.0,,5.7,-8.0
1, 10,1100.0,22.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,6.5,-9.0
1, 10,1100.0,25.0,,0.0,,328.0,20.0,65.0,,3.0,,6.2,-9.0
1, 10,1100.0,28.0,,0.0,0.0,326.0,20.0,65.0,,3.0,0.0,6.4,-9.0
1, 10,1100.0,31.0,,0.0,,321.0,20.0,70.0,,3.0,,6.3,-10.0
1, 10,1100.0,34.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,5.7,-10.0
1, 10,1100.0,37.0,,0.0,,321.0,10.0,70.0,,2.0,,5.3,-10.0
1, 10,1100.0,40.0,,0.0,0.0,326.0,10.0,60.0,,2.0,0.0,4.5,-7.0
1, 10,1100.0,43.0,,0.0,,324.0,10.0,60.0,,2.0,,4.5,-6.0
1, 10,1100.0,46.0,,0.0,0.0,333.0,10.0,65.0,,2.0,0.0,5.0,-6.0
1, 10,1100.0,49.0,,0.0,,149.0,20.0,70.0,,3.0,,2.1,-7.0
1, 10,1100.0,52.0,,0.0,0.0,170.0,20.0,80.0,,3.0,0.0,0.6,-7.0
1, 10,1400.0,4.0,-10.0,0.0,,342.0,30.0,70.0,-7.0,4.0,,5.7,-8.0
1, 10,1400.0,7.0,-11.0,0.0,0.0,326.0,30.0,75.0,-5.0,4.0,0.0,5.9,-9.0
1, 10,1400.0,10.0,,0.0,,324.0,30.0,80.0,,4.0,,5.5,-10.0
1, 10,1400.0,13.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,4.9,-8.0
1, 10,1400.0,16.0,,0.0,,318.0,20.0,70.0,,3.0,,5.7,-8.0
1, 10,1400.0,19.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,6.5,-9.0
1, 10,1400.0,22.0,,0.0,,328.0,20.0,65.0,,3.0,,6.2,-9.0
1, 10,1400.0,25.0,,0.0,0.0,326.0,20.0,65.0,,3.0,0.0,6.4,-9.0
1, 10,1400.0,28.0,,0.0,,321.0,20.0,70.0,,3.0,,6.3,-10.0
1, 10,1400.0,31.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,5.7,-10.0
1, 10,1400.0,34.0,,0.0,,321.0,10.0,70.0,,2.0,,5.3,-10.0
1, 10,1400.0,37.0,,0.0,0.0,326.0,10.0,60.0,,2.0,0.0,4.5,-7.0
1, 10,1400.0,40.0,,0.0,,324.0,10.0,60.0,,2.0,,4.5,-6.0
1, 10,1400.0,43.0,,0.0,0.0,333.0,10.0,65.0,,2.0,0.0,5.0,-6.0
1, 10,1400.0,46.0,,0.0,,149.0,20.0,70.0,,3.0,,2.1,-7.0
1, 10,1400.0,49.0,,0.0,0.0,170.0,20.0,80.0,,3.0,0.0,0.6,-7.0
1, 10,1700.0,4.0,-10.0,0.0,0.0,326.0,30.0,75.0,-7.0,4.0,0.0,5.9,-9.0
1, 10,1700.0,7.0,-11.0,0.0,,324.0,30.0,80.0,-5.0,4.0,,5.5,-10.0
1, 10,1700.0,10.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,4.9,-8.0
1, 10,1700.0,13.0,,0.0,,318.0,20.0,70.0,,3.0,,5.7,-8.0
1, 10,1700.0,16.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,6.5,-9.0
1, 10,1700.0,19.0,,0.0,,328.0,20.0,65.0,,3.0,,6.2,-9.0
1, 10,1700.0,22.0,,0.0,0.0,326.0,20.0,65.0,,3.0,0.0,6.4,-9.0
1, 10,1700.0,25.0,,0.0,,321.0,20.0,70.0,,3.0,,6.3,-10.0
1, 10,1700.0,28.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,5.7,-10.0
1, 10,1700.0,31.0,,0.0,,321.0,10.0,70.0,,2.0,,5.3,-10.0
1, 10,1700.0,34.0,,0.0,0.0,326.0,10.0,60.0,,2.0,0.0,4.5,-7.0
1, 10,1700.0,37.0,,0.0,,324.0,10.0,60.0,,2.0,,4.5,-6.0
1, 10,1700.0,40.0,,0.0,0.0,333.0,10.0,65.0,,2.0,0.0,5.0,-6.0
1, 10,1700.0,43.0,,0.0,,149.0,20.0,70.0,,3.0,,2.1,-7.0
1, 10,1700.0,46.0,,0.0,0.0,170.0,20.0,80.0,,3.0,0.0,0.6,-7.0
1, 10,2000.0,4.0,-11.0,0.0,,325.0,30.0,80.0,-8.0,4.0,,5.0,-10.0
1, 10,2000.0,7.0,-7.0,0.0,0.0,323.0,20.0,70.0,-5.0,3.0,0.0,4.8,-8.0
1, 10,2000.0,10.0,,0.0,,318.0,20.0,70.0,4.0,3.0,,5.9,-8.0
1, 10,2000.0,13.0,,0.0,0.0,321.0,20.0,70.0,,3.0,0.0,6.4,-9.0
1, 10,2000.0,16.0,,0.0,,329.0,20.0,65.0,,3.0,,6.1,-9.0
1, 10,2000.0,19.0,,0.0,0.0,324.0,20.0,65.0,,3.0,0.0,6.5,-9.0
1, 10,2000.0,22.0,,0.0,,325.0,20.0,65.0,,3.0,,6.2,-9.0
1, 10,2000.0,25.0,,0.0,0.0,323.0,20.0,70.0,,3.0,0.0,5.6,-10.0
1, 10,2000.0,28.0,,0.0,,328.0,10.0,70.0,,2.0,,5.2,-10.0
1, 10,2000.0,31.0,,0.0,0.0,329.0,10.0,65.0,,2.0,0.0,4.8,-7.0
1, 10,2000.0,34.0,,0.0,,321.0,10.0,60.0,,2.0,,4.5,-5.0
1, 10,2000.0,37.0,,0.0,0.0,345.0,10.0,65.0,,2.0,0.0,3.5,-6.0
1, 10,2000.0,40.0,,0.0,,153.0,20.0,70.0,,3.0,,0.2,-7.0
1, 10,2000.0,43.0,,0.0,0.0,170.0,20.0,85.0,,3.0,0.0,3.5,-7.0
1, 10,2000.0,46.0,,0.0,,255.0,20.0,80.0,,3.0,,3.1,-7.0
1, 10,2000.0,49.0,,0.0,0.0,285.0,20.0,85.0,,3.0,0.0,6.5,-5.0
1, 10,2000.0,52.0,,0.0,,286.0,20.0,90.0,,3.0,,6.2,-3.0
1, 10,2000.0,55.0,,0.0,0.0,355.0,20.0,55.0,,3.0,0.0,3.7,3.0
1, 10,2000.0,58.0,,0.0,,353.0,10.0,55.0,,2.0,,3.1,4.0
1, 10,2000.0,61.0,,0.0,0.0,354.0,10.0,75.0,,2.0,0.0,3.6,-1.0
1, 10,2000.0,64.0,,0.0,,11.0,10.0,80.0,,2.0,,1.6,-2.0
1, 10,2000.0,67.0,,0.0,0.0,124.0,10.0,90.0,,2.0,0.0,0.4,-3.0
