month, format: day,hour,forecast,일최고기온,6시간강수량,하늘상태,풍속,강수확률,풍향,6시간적설,일최저기온,습도,강수형태,3시간기온
4, 25,500.0,7.0,17.0,,4.0,2.1,30.0,209.0,,11.0,80.0,0.0,17.0
4, 25,500.0,10.0,17.0,0.0,4.0,0.9,30.0,249.0,0.0,,80.0,0.0,17.0
4, 25,500.0,13.0,16.0,,4.0,1.1,60.0,292.0,,,80.0,1.0,16.0
4, 25,500.0,16.0,15.0,5.0,4.0,1.5,30.0,337.0,0.0,,80.0,0.0,15.0
4, 25,500.0,19.0,15.0,,4.0,1.8,30.0,322.0,,,65.0,0.0,15.0
4, 25,500.0,22.0,16.0,0.0,4.0,2.1,30.0,343.0,0.0,,55.0,0.0,16.0
4, 25,500.0,25.0,17.0,,4.0,2.1,30.0,360.0,,,50.0,0.0,17.0
4, 25,500.0,28.0,15.0,0.0,3.0,3.9,20.0,105.0,0.0,,70.0,0.0,15.0
4, 25,500.0,31.0,14.0,,2.0,1.8,10.0,47.0,,,75.0,0.0,14.0
4, 25,500.0,34.0,13.0,0.0,2.0,1.4,10.0,295.0,0.0,,70.0,0.0,13.0
4, 25,500.0,37.0,12.0,,2.0,1.7,10.0,327.0,,,50.0,0.0,12.0
4, 25,500.0,40.0,11.0,0.0,2.0,1.7,10.0,306.0,0.0,,55.0,0.0,11.0
4, 25,500.0,43.0,16.0,,2.0,1.7,10.0,343.0,,,40.0,0.0,16.0
4, 25,500.0,46.0,19.0,0.0,1.0,2.4,0.0,345.0,0.0,,30.0,0.0,19.0
4, 25,500.0,49.0,19.0,,1.0,3.3,0.0,349.0,,,35.0,0.0,19.0
4, 25,500.0,52.0,18.0,0.0,1.0,3.3,0.0,331.0,0.0,,45.0,0.0,18.0
4, 25,500.0,55.0,14.0,,1.0,2.2,0.0,304.0,,,55.0,0.0,14.0
4, 25,500.0,58.0,13.0,0.0,1.0,1.2,0.0,270.0,0.0,,55.0,0.0,13.0
4, 25,800.0,4.0,17.0,,4.0,2.8,30.0,195.0,,15.0,80.0,0.0,17.0
4, 25,800.0,7.0,17.0,0.0,4.0,1.7,30.0,208.0,0.0,10.0,80.0,0.0,17.0
4, 25,800.0,10.0,17.0,,4.0,1.5,60.0,318.0,,,85.0,1.0,17.0
4, 25,800.0,13.0,16.0,5.0,4.0,0.4,60.0,270.0,0.0,,85.0,1.0,16.0
4, 25,800.0,16.0,15.0,,4.0,1.8,30.0,52.0,,,75.0,0.0,15.0
4, 25,800.0,19.0,15.0,0.0,4.0,2.0,30.0,53.0,0.0,,70.0,0.0,15.0
4, 25,800.0,22.0,15.0,,4.0,3.0,30.0,131.0,,,70.0,0.0,15.0
4, 25,800.0,25.0,14.0,0.0,3.0,3.6,20.0,72.0,0.0,,75.0,0.0,14.0
4, 25,800.0,28.0,14.0,,2.0,1.7,10.0,66.0,,,80.0,0.0,14.0
4, 25,800.0,31.0,13.0,0.0,2.0,1.6,10.0,285.0,0.0,,75.0,0.0,13.0
4, 25,800.0,34.0,12.0,,2.0,1.2,10.0,301.0,,,65.0,0.0,12.0
4, 25,800.0,37.0,11.0,0.0,2.0,1.6,10.0,315.0,0.0,,60.0,0.0,11.0
4, 25,800.0,40.0,15.0,,2.0,2.1,10.0,325.0,,,45.0,0.0,15.0
4, 25,800.0,43.0,18.0,0.0,1.0,2.8,0.0,341.0,0.0,,30.0,0.0,18.0
4, 25,800.0,46.0,20.0,,1.0,3.8,0.0,340.0,,,35.0,0.0,20.0
4, 25,800.0,49.0,17.0,0.0,1.0,4.3,0.0,322.0,0.0,,45.0,0.0,17.0
4, 25,800.0,52.0,14.0,,1.0,2.3,0.0,304.0,,,55.0,0.0,14.0
4, 25,800.0,55.0,13.0,0.0,1.0,1.1,0.0,292.0,0.0,,55.0,0.0,13.0
4, 25,1100.0,4.0,17.0,0.0,4.0,1.7,30.0,208.0,0.0,15.0,80.0,0.0,17.0
4, 25,1100.0,7.0,17.0,,4.0,1.5,60.0,318.0,,10.0,85.0,1.0,17.0
4, 25,1100.0,10.0,16.0,5.0,4.0,0.4,60.0,270.0,0.0,,85.0,1.0,16.0
4, 25,1100.0,13.0,15.0,,4.0,1.8,30.0,52.0,,,75.0,0.0,15.0
4, 25,1100.0,16.0,15.0,0.0,4.0,2.0,30.0,53.0,0.0,,70.0,0.0,15.0
4, 25,1100.0,19.0,15.0,,4.0,3.0,30.0,131.0,,,70.0,0.0,15.0
4, 25,1100.0,22.0,14.0,0.0,3.0,3.6,20.0,72.0,0.0,,75.0,0.0,14.0
4, 25,1100.0,25.0,14.0,,2.0,1.7,10.0,66.0,,,80.0,0.0,14.0
4, 25,1100.0,28.0,13.0,0.0,2.0,1.6,10.0,285.0,0.0,,75.0,0.0,13.0
4, 25,1100.0,31.0,12.0,,2.0,1.2,10.0,301.0,,,65.0,0.0,12.0
4, 25,1100.0,34.0,11.0,0.0,2.0,1.6,10.0,315.0,0.0,,60.0,0.0,11.0
4, 25,1100.0,37.0,15.0,,2.0,2.1,10.0,325.0,,,45.0,0.0,15.0
4, 25,1100.0,40.0,18.0,0.0,1.0,2.8,0.0,341.0,0.0,,30.0,0.0,18.0
4, 25,1100.0,43.0,20.0,,1.0,3.8,0.0,340.0,,,35.0,0.0,20.0
4, 25,1100.0,46.0,17.0,0.0,1.0,4.3,0.0,322.0,0.0,,45.0,0.0,17.0
4, 25,1100.0,49.0,14.0,,1.0,2.3,0.0,304.0,,,55.0,0.0,14.0
4, 25,1100.0,52.0,13.0,0.0,1.0,1.1,0.0,292.0,0.0,,55.0,0.0,13.0
4, 25,1400.0,4.0,17.0,,4.0,1.5,60.0,318.0,,15.0,85.0,1.0,17.0
4, 25,1400.0,7.0,16.0,5.0,4.0,0.4,60.0,270.0,0.0,10.0,85.0,1.0,16.0
4, 25,1400.0,10.0,15.0,,4.0,1.8,30.0,52.0,,,75.0,0.0,15.0
4, 25,1400.0,13.0,15.0,0.0,4.0,2.0,30.0,53.0,0.0,,70.0,0.0,15.0
4, 25,1400.0,16.0,15.0,,4.0,3.0,30.0,131.0,,,70.0,0.0,15.0
4, 25,1400.0,19.0,14.0,0.0,3.0,3.6,20.0,72.0,0.0,,75.0,0.0,14.0
4, 25,1400.0,22.0,14.0,,2.0,1.7,10.0,66.0,,,80.0,0.0,14.0
4, 25,1400.0,25.0,13.0,0.0,2.0,1.6,10.0,285.0,0.0,,75.0,0.0,13.0
4, 25,1400.0,28.0,12.0,,2.0,1.2,10.0,301.0,,,65.0,0.0,12.0
4, 25,1400.0,31.0,11.0,0.0,2.0,1.6,10.0,315.0,0.0,,60.0,0.0,11.0
4, 25,1400.0,34.0,15.0,,2.0,2.1,10.0,325.0,,,45.0,0.0,15.0
4, 25,1400.0,37.0,18.0,0.0,1.0,2.8,0.0,341.0,0.0,,30.0,0.0,18.0
4, 25,1400.0,40.0,20.0,,1.0,3.8,0.0,340.0,,,35.0,0.0,20.0
4, 25,1400.0,43.0,17.0,0.0,1.0,4.3,0.0,322.0,0.0,,45.0,0.0,17.0
4, 25,1400.0,46.0,14.0,,1.0,2.3,0.0,304.0,,,55.0,0.0,14.0
4, 25,1400.0,49.0,13.0,0.0,1.0,1.1,0.0,292.0,0.0,,55.0,0.0,13.0
4, 25,1700.0,4.0,16.0,5.0,4.0,0.4,60.0,270.0,0.0,15.0,85.0,1.0,16.0
4, 25,1700.0,7.0,15.0,,4.0,1.8,30.0,52.0,,10.0,75.0,0.0,15.0
4, 25,1700.0,10.0,15.0,0.0,4.0,2.0,30.0,53.0,0.0,,70.0,0.0,15.0
4, 25,1700.0,13.0,15.0,,4.0,3.0,30.0,131.0,,,70.0,0.0,15.0
4, 25,1700.0,16.0,14.0,0.0,3.0,3.6,20.0,72.0,0.0,,75.0,0.0,14.0
4, 25,1700.0,19.0,14.0,,2.0,1.7,10.0,66.0,,,80.0,0.0,14.0
4, 25,1700.0,22.0,13.0,0.0,2.0,1.6,10.0,285.0,0.0,,75.0,0.0,13.0
4, 25,1700.0,25.0,12.0,,2.0,1.2,10.0,301.0,,,65.0,0.0,12.0
4, 25,1700.0,28.0,11.0,0.0,2.0,1.6,10.0,315.0,0.0,,60.0,0.0,11.0
4, 25,1700.0,31.0,15.0,,2.0,2.1,10.0,325.0,,,45.0,0.0,15.0
4, 25,1700.0,34.0,18.0,0.0,1.0,2.8,0.0,341.0,0.0,,30.0,0.0,18.0
4, 25,1700.0,37.0,20.0,,1.0,3.8,0.0,340.0,,,35.0,0.0,20.0
4, 25,1700.0,40.0,17.0,0.0,1.0,4.3,0.0,322.0,0.0,,45.0,0.0,17.0
4, 25,1700.0,43.0,14.0,,1.0,2.3,0.0,304.0,,,55.0,0.0,14.0
4, 25,1700.0,46.0,13.0,0.0,1.0,1.1,0.0,292.0,0.0,,55.0,0.0,13.0
4, 25,2000.0,4.0,16.0,,4.0,2.2,60.0,24.0,,10.0,80.0,1.0,16.0
4, 25,2000.0,7.0,16.0,5.0,4.0,1.8,30.0,45.0,0.0,10.0,70.0,0.0,16.0
4, 25,2000.0,10.0,16.0,,4.0,2.7,30.0,59.0,,,70.0,0.0,16.0
4, 25,2000.0,13.0,14.0,0.0,3.0,2.5,20.0,79.0,0.0,,70.0,0.0,14.0
4, 25,2000.0,16.0,14.0,,2.0,0.9,10.0,270.0,,,80.0,0.0,14.0
4, 25,2000.0,19.0,14.0,0.0,2.0,1.4,10.0,287.0,0.0,,70.0,0.0,14.0
4, 25,2000.0,22.0,12.0,,2.0,1.3,10.0,315.0,,,50.0,0.0,12.0
4, 25,2000.0,25.0,10.0,0.0,2.0,1.7,10.0,306.0,0.0,,55.0,0.0,10.0
4, 25,2000.0,28.0,15.0,,2.0,2.2,10.0,324.0,,,45.0,0.0,15.0
4, 25,2000.0,31.0,19.0,0.0,1.0,3.0,0.0,330.0,0.0,,30.0,0.0,19.0
4, 25,2000.0,34.0,19.0,,1.0,4.0,0.0,321.0,,,35.0,0.0,19.0
4, 25,2000.0,37.0,17.0,0.0,1.0,3.9,0.0,305.0,0.0,,40.0,0.0,17.0
4, 25,2000.0,40.0,14.0,,1.0,1.9,0.0,267.0,,,55.0,0.0,14.0
4, 25,2000.0,43.0,13.0,0.0,1.0,1.5,0.0,262.0,0.0,,55.0,0.0,13.0
4, 25,2000.0,46.0,11.0,,1.0,1.4,0.0,287.0,,,55.0,0.0,11.0
4, 25,2000.0,49.0,10.0,0.0,1.0,1.5,0.0,290.0,0.0,,55.0,0.0,10.0
4, 25,2000.0,52.0,17.0,,1.0,0.6,0.0,321.0,,,35.0,0.0,17.0
4, 25,2000.0,55.0,22.0,0.0,1.0,3.0,0.0,255.0,0.0,,30.0,0.0,22.0
4, 25,2000.0,58.0,23.0,,1.0,3.0,0.0,244.0,,,30.0,0.0,23.0
4, 25,2000.0,61.0,21.0,0.0,2.0,2.1,10.0,211.0,0.0,,40.0,0.0,21.0
4, 25,2000.0,64.0,17.0,,2.0,3.1,10.0,213.0,,,50.0,0.0,17.0
4, 25,2000.0,67.0,15.0,0.0,1.0,1.2,0.0,239.0,0.0,,55.0,0.0,15.0
4, 25,2300.0,4.0,16.0,5.0,4.0,1.8,30.0,45.0,0.0,10.0,70.0,0.0,16.0
4, 25,2300.0,7.0,16.0,,4.0,2.7,30.0,59.0,,10.0,70.0,0.0,16.0
4, 25,2300.0,10.0,14.0,0.0,3.0,2.5,20.0,79.0,0.0,,70.0,0.0,14.0
4, 25,2300.0,13.0,14.0,,2.0,0.9,10.0,270.0,,,80.0,0.0,14.0
4, 25,2300.0,16.0,14.0,0.0,2.0,1.4,10.0,287.0,0.0,,70.0,0.0,14.0
4, 25,2300.0,19.0,12.0,,2.0,1.3,10.0,315.0,,,50.0,0.0,12.0
4, 25,2300.0,22.0,10.0,0.0,2.0,1.7,10.0,306.0,0.0,,55.0,0.0,10.0
4, 25,2300.0,25.0,15.0,,2.0,2.2,10.0,324.0,,,45.0,0.0,15.0
4, 25,2300.0,28.0,19.0,0.0,1.0,3.0,0.0,330.0,0.0,,30.0,0.0,19.0
4, 25,2300.0,31.0,19.0,,1.0,4.0,0.0,321.0,,,35.0,0.0,19.0
4, 25,2300.0,34.0,17.0,0.0,1.0,3.9,0.0,305.0,0.0,,40.0,0.0,17.0
4, 25,2300.0,37.0,14.0,,1.0,1.9,0.0,267.0,,,55.0,0.0,14.0
4, 25,2300.0,40.0,13.0,0.0,1.0,1.5,0.0,262.0,0.0,,55.0,0.0,13.0
4, 25,2300.0,43.0,11.0,,1.0,1.4,0.0,287.0,,,55.0,0.0,11.0
4, 25,2300.0,46.0,10.0,0.0,1.0,1.5,0.0,290.0,0.0,,55.0,0.0,10.0
4, 25,2300.0,49.0,17.0,,1.0,0.6,0.0,321.0,,,35.0,0.0,17.0
4, 25,2300.0,52.0,22.0,0.0,1.0,3.0,0.0,255.0,0.0,,30.0,0.0,22.0
4, 25,2300.0,55.0,23.0,,1.0,3.0,0.0,244.0,,,30.0,0.0,23.0
4, 25,2300.0,58.0,21.0,0.0,2.0,2.1,10.0,211.0,0.0,,40.0,0.0,21.0
4, 25,2300.0,61.0,17.0,,2.0,3.1,10.0,213.0,,,50.0,0.0,17.0
4, 25,2300.0,64.0,15.0,0.0,1.0,1.2,0.0,239.0,0.0,,55.0,0.0,15.0
4, 26,200.0,4.0,16.0,,3.0,2.7,20.0,59.0,,10.0,70.0,0.0,16.0
4, 26,200.0,7.0,14.0,0.0,3.0,2.5,20.0,79.0,0.0,10.0,70.0,0.0,14.0
4, 26,200.0,10.0,14.0,,2.0,0.9,10.0,270.0,,,80.0,0.0,14.0
4, 26,200.0,13.0,14.0,0.0,2.0,1.4,10.0,287.0,0.0,,70.0,0.0,14.0
4, 26,200.0,16.0,12.0,,2.0,1.3,10.0,315.0,,,50.0,0.0,12.0
4, 26,200.0,19.0,10.0,0.0,2.0,1.7,10.0,306.0,0.0,,55.0,0.0,10.0
4, 26,200.0,22.0,15.0,,2.0,2.2,10.0,324.0,,,45.0,0.0,15.0
4, 26,200.0,25.0,19.0,0.0,1.0,3.0,0.0,330.0,0.0,,30.0,0.0,19.0
4, 26,200.0,28.0,19.0,,1.0,4.0,0.0,321.0,,,35.0,0.0,19.0
4, 26,200.0,31.0,17.0,0.0,1.0,3.9,0.0,305.0,0.0,,40.0,0.0,17.0
4, 26,200.0,34.0,14.0,,1.0,1.9,0.0,267.0,,,55.0,0.0,14.0
4, 26,200.0,37.0,13.0,0.0,1.0,1.5,0.0,262.0,0.0,,55.0,0.0,13.0
4, 26,200.0,40.0,11.0,,1.0,1.4,0.0,287.0,,,55.0,0.0,11.0
4, 26,200.0,43.0,10.0,0.0,1.0,1.5,0.0,290.0,0.0,,55.0,0.0,10.0
4, 26,200.0,46.0,17.0,,1.0,0.6,0.0,321.0,,,35.0,0.0,17.0
4, 26,200.0,49.0,22.0,0.0,1.0,3.0,0.0,255.0,0.0,,30.0,0.0,22.0
4, 26,200.0,52.0,23.0,,1.0,3.0,0.0,244.0,,,30.0,0.0,23.0
4, 26,200.0,55.0,21.0,0.0,2.0,2.1,10.0,211.0,0.0,,40.0,0.0,21.0
4, 26,200.0,58.0,17.0,,2.0,3.1,10.0,213.0,,,50.0,0.0,17.0
4, 26,200.0,61.0,15.0,0.0,1.0,1.2,0.0,239.0,0.0,,55.0,0.0,15.0
4, 26,500.0,4.0,14.0,0.0,3.0,2.5,20.0,79.0,0.0,10.0,70.0,0.0,14.0
4, 26,500.0,7.0,14.0,,2.0,0.9,10.0,270.0,,10.0,80.0,0.0,14.0
4, 26,500.0,10.0,14.0,0.0,2.0,1.4,10.0,287.0,0.0,,70.0,0.0,14.0
4, 26,500.0,13.0,12.0,,2.0,1.3,10.0,315.0,,,50.0,0.0,12.0
4, 26,500.0,16.0,10.0,0.0,2.0,1.7,10.0,306.0,0.0,,55.0,0.0,10.0
4, 26,500.0,19.0,15.0,,2.0,2.2,10.0,324.0,,,45.0,0.0,15.0
4, 26,500.0,22.0,19.0,0.0,1.0,3.0,0.0,330.0,0.0,,30.0,0.0,19.0
4, 26,500.0,25.0,19.0,,1.0,4.0,0.0,321.0,,,35.0,0.0,19.0
4, 26,500.0,28.0,17.0,0.0,1.0,3.9,0.0,305.0,0.0,,40.0,0.0,17.0
4, 26,500.0,31.0,14.0,,1.0,1.9,0.0,267.0,,,55.0,0.0,14.0
4, 26,500.0,34.0,13.0,0.0,1.0,1.5,0.0,262.0,0.0,,55.0,0.0,13.0
4, 26,500.0,37.0,11.0,,1.0,1.4,0.0,287.0,,,55.0,0.0,11.0
4, 26,500.0,40.0,10.0,0.0,1.0,1.5,0.0,290.0,0.0,,55.0,0.0,10.0
4, 26,500.0,43.0,17.0,,1.0,0.6,0.0,321.0,,,35.0,0.0,17.0
4, 26,500.0,46.0,22.0,0.0,1.0,3.0,0.0,255.0,0.0,,30.0,0.0,22.0
4, 26,500.0,49.0,23.0,,1.0,3.0,0.0,244.0,,,30.0,0.0,23.0
4, 26,500.0,52.0,21.0,0.0,2.0,2.1,10.0,211.0,0.0,,40.0,0.0,21.0
4, 26,500.0,55.0,17.0,,2.0,3.1,10.0,213.0,,,50.0,0.0,17.0
4, 26,500.0,58.0,15.0,0.0,1.0,1.2,0.0,239.0,0.0,,55.0,0.0,15.0
4, 26,800.0,4.0,13.0,,2.0,2.4,10.0,216.0,,10.0,80.0,0.0,13.0
4, 26,800.0,7.0,13.0,0.0,2.0,1.4,10.0,295.0,0.0,10.0,70.0,0.0,13.0
4, 26,800.0,10.0,12.0,,2.0,1.6,10.0,305.0,,,50.0,0.0,12.0
4, 26,800.0,13.0,10.0,0.0,2.0,1.7,10.0,306.0,0.0,,55.0,0.0,10.0
4, 26,800.0,16.0,15.0,,2.0,2.1,10.0,331.0,,,45.0,0.0,15.0
4, 26,800.0,19.0,18.0,0.0,1.0,2.3,0.0,329.0,0.0,,30.0,0.0,18.0
4, 26,800.0,22.0,19.0,,1.0,4.3,0.0,319.0,,,35.0,0.0,19.0
4, 26,800.0,25.0,17.0,0.0,1.0,4.1,0.0,311.0,0.0,,40.0,0.0,17.0
4, 26,800.0,28.0,15.0,,1.0,2.1,0.0,284.0,,,50.0,0.0,15.0
4, 26,800.0,31.0,13.0,0.0,1.0,1.0,0.0,287.0,0.0,,50.0,0.0,13.0
4, 26,800.0,34.0,11.0,,1.0,1.3,0.0,279.0,,,55.0,0.0,11.0
4, 26,800.0,37.0,10.0,0.0,1.0,1.3,0.0,283.0,0.0,,60.0,0.0,10.0
4, 26,800.0,40.0,17.0,,1.0,0.9,0.0,221.0,,,40.0,0.0,17.0
4, 26,800.0,43.0,22.0,0.0,1.0,2.3,0.0,255.0,0.0,,30.0,0.0,22.0
4, 26,800.0,46.0,22.0,,1.0,5.6,0.0,262.0,,,40.0,0.0,22.0
4, 26,800.0,49.0,21.0,0.0,2.0,3.6,10.0,259.0,0.0,,35.0,0.0,21.0
4, 26,800.0,52.0,17.0,,2.0,2.5,10.0,214.0,,,50.0,0.0,17.0
4, 26,800.0,55.0,15.0,0.0,1.0,1.6,0.0,320.0,0.0,,60.0,0.0,15.0
4, 26,1100.0,4.0,13.0,0.0,2.0,1.4,10.0,295.0,0.0,10.0,70.0,0.0,13.0
4, 26,1100.0,7.0,12.0,,2.0,1.6,10.0,305.0,,10.0,50.0,0.0,12.0
4, 26,1100.0,10.0,10.0,0.0,2.0,1.7,10.0,306.0,0.0,,55.0,0.0,10.0
4, 26,1100.0,13.0,15.0,,2.0,2.1,10.0,331.0,,,45.0,0.0,15.0
4, 26,1100.0,16.0,18.0,0.0,1.0,2.3,0.0,329.0,0.0,,30.0,0.0,18.0
4, 26,1100.0,19.0,19.0,,1.0,4.3,0.0,319.0,,,35.0,0.0,19.0
4, 26,1100.0,22.0,17.0,0.0,1.0,4.1,0.0,311.0,0.0,,40.0,0.0,17.0
4, 26,1100.0,25.0,15.0,,1.0,2.1,0.0,284.0,,,50.0,0.0,15.0
4, 26,1100.0,28.0,13.0,0.0,1.0,1.0,0.0,287.0,0.0,,50.0,0.0,13.0
4, 26,1100.0,31.0,11.0,,1.0,1.3,0.0,279.0,,,55.0,0.0,11.0
4, 26,1100.0,34.0,10.0,0.0,1.0,1.3,0.0,283.0,0.0,,60.0,0.0,10.0
4, 26,1100.0,37.0,17.0,,1.0,0.9,0.0,221.0,,,40.0,0.0,17.0
4, 26,1100.0,40.0,22.0,0.0,1.0,2.3,0.0,255.0,0.0,,30.0,0.0,22.0
4, 26,1100.0,43.0,22.0,,1.0,4.1,0.0,262.0,,,40.0,0.0,22.0
4, 26,1100.0,46.0,21.0,0.0,2.0,3.6,10.0,259.0,0.0,,35.0,0.0,21.0
4, 26,1100.0,49.0,17.0,,2.0,2.5,10.0,214.0,,,50.0,0.0,17.0
4, 26,1100.0,52.0,15.0,0.0,1.0,1.6,0.0,320.0,0.0,,60.0,0.0,15.0
4, 26,1400.0,4.0,12.0,,2.0,1.6,10.0,305.0,,10.0,50.0,0.0,12.0
4, 26,1400.0,7.0,10.0,0.0,2.0,1.7,10.0,306.0,0.0,10.0,55.0,0.0,10.0
4, 26,1400.0,10.0,15.0,,2.0,2.1,10.0,331.0,,,45.0,0.0,15.0
4, 26,1400.0,13.0,18.0,0.0,1.0,2.3,0.0,329.0,0.0,,30.0,0.0,18.0
4, 26,1400.0,16.0,19.0,,1.0,4.3,0.0,319.0,,,35.0,0.0,19.0
4, 26,1400.0,19.0,17.0,0.0,1.0,4.1,0.0,311.0,0.0,,40.0,0.0,17.0
4, 26,1400.0,22.0,15.0,,1.0,2.1,0.0,284.0,,,50.0,0.0,15.0
4, 26,1400.0,25.0,13.0,0.0,1.0,1.0,0.0,287.0,0.0,,50.0,0.0,13.0
4, 26,1400.0,28.0,11.0,,1.0,1.3,0.0,279.0,,,55.0,0.0,11.0
4, 26,1400.0,31.0,10.0,0.0,1.0,1.3,0.0,283.0,0.0,,60.0,0.0,10.0
4, 26,1400.0,34.0,17.0,,1.0,0.9,0.0,221.0,,,40.0,0.0,17.0
4, 26,1400.0,37.0,22.0,0.0,1.0,2.3,0.0,255.0,0.0,,30.0,0.0,22.0
4, 26,1400.0,40.0,22.0,,1.0,4.1,0.0,262.0,,,40.0,0.0,22.0
4, 26,1400.0,43.0,21.0,0.0,2.0,3.6,10.0,259.0,0.0,,35.0,0.0,21.0
4, 26,1400.0,46.0,17.0,,2.0,2.5,10.0,214.0,,,50.0,0.0,17.0
4, 26,1400.0,49.0,15.0,0.0,1.0,1.6,0.0,320.0,0.0,,60.0,0.0,15.0
4, 26,1700.0,4.0,10.0,0.0,2.0,1.7,10.0,306.0,0.0,10.0,55.0,0.0,10.0
4, 26,1700.0,7.0,15.0,,2.0,2.1,10.0,331.0,,10.0,45.0,0.0,15.0
4, 26,1700.0,10.0,18.0,0.0,1.0,2.3,0.0,329.0,0.0,,30.0,0.0,18.0
4, 26,1700.0,13.0,19.0,,1.0,4.3,0.0,319.0,,,35.0,0.0,19.0
4, 26,1700.0,16.0,17.0,0.0,1.0,4.1,0.0,311.0,0.0,,40.0,0.0,17.0
4, 26,1700.0,19.0,15.0,,1.0,2.1,0.0,284.0,,,50.0,0.0,15.0
4, 26,1700.0,22.0,13.0,0.0,1.0,1.0,0.0,287.0,0.0,,50.0,0.0,13.0
4, 26,1700.0,25.0,11.0,,1.0,1.3,0.0,279.0,,,55.0,0.0,11.0
4, 26,1700.0,28.0,10.0,0.0,1.0,1.3,0.0,283.0,0.0,,60.0,0.0,10.0
4, 26,1700.0,31.0,17.0,,1.0,0.9,0.0,221.0,,,40.0,0.0,17.0
4, 26,1700.0,34.0,22.0,0.0,1.0,2.3,0.0,255.0,0.0,,30.0,0.0,22.0
4, 26,1700.0,37.0,22.0,,1.0,4.1,0.0,262.0,,,40.0,0.0,22.0
4, 26,1700.0,40.0,21.0,0.0,2.0,3.6,10.0,259.0,0.0,,35.0,0.0,21.0
4, 26,1700.0,43.0,17.0,,2.0,2.5,10.0,214.0,,,50.0,0.0,17.0
4, 26,1700.0,46.0,15.0,0.0,1.0,1.6,0.0,320.0,0.0,,60.0,0.0,15.0
4, 26,2000.0,4.0,15.0,,2.0,2.0,10.0,323.0,,10.0,45.0,0.0,15.0
4, 26,2000.0,7.0,18.0,0.0,1.0,2.2,0.0,333.0,0.0,12.0,30.0,0.0,18.0
4, 26,2000.0,10.0,19.0,,1.0,4.2,0.0,316.0,,,35.0,0.0,19.0
4, 26,2000.0,13.0,18.0,0.0,1.0,3.4,0.0,293.0,0.0,,40.0,0.0,18.0
4, 26,2000.0,16.0,14.0,,1.0,2.2,0.0,260.0,,,50.0,0.0,14.0
4, 26,2000.0,19.0,13.0,0.0,1.0,1.6,0.0,252.0,0.0,,50.0,0.0,13.0
4, 26,2000.0,22.0,11.0,,1.0,1.2,0.0,275.0,,,50.0,0.0,11.0
4, 26,2000.0,25.0,10.0,0.0,1.0,1.5,0.0,298.0,0.0,,55.0,0.0,10.0
4, 26,2000.0,28.0,18.0,,1.0,1.4,0.0,240.0,,,35.0,0.0,18.0
4, 26,2000.0,31.0,22.0,0.0,1.0,2.6,0.0,261.0,0.0,,30.0,0.0,22.0
4, 26,2000.0,34.0,23.0,,1.0,3.5,0.0,260.0,,,35.0,0.0,23.0
4, 26,2000.0,37.0,21.0,0.0,2.0,3.0,10.0,217.0,0.0,,40.0,0.0,21.0
4, 26,2000.0,40.0,17.0,,2.0,2.5,10.0,217.0,,,55.0,0.0,17.0
4, 26,2000.0,43.0,15.0,0.0,1.0,1.1,0.0,243.0,0.0,,55.0,0.0,15.0
4, 26,2000.0,46.0,13.0,,1.0,0.9,0.0,360.0,,,55.0,0.0,13.0
4, 26,2000.0,49.0,12.0,0.0,1.0,0.9,0.0,302.0,0.0,,60.0,0.0,12.0
4, 26,2000.0,52.0,19.0,,1.0,0.9,0.0,347.0,,,35.0,0.0,19.0
4, 26,2000.0,55.0,24.0,0.0,1.0,3.4,0.0,287.0,0.0,,30.0,0.0,24.0
4, 26,2000.0,58.0,24.0,,1.0,3.8,0.0,272.0,,,35.0,0.0,24.0
4, 26,2000.0,61.0,21.0,0.0,1.0,3.8,0.0,221.0,0.0,,45.0,0.0,21.0
4, 26,2000.0,64.0,18.0,,1.0,2.9,0.0,214.0,,,55.0,0.0,18.0
4, 26,2000.0,67.0,17.0,0.0,1.0,1.8,0.0,225.0,0.0,,55.0,0.0,17.0
4, 26,2300.0,4.0,18.0,0.0,1.0,2.2,0.0,333.0,0.0,10.0,30.0,0.0,18.0
4, 26,2300.0,7.0,19.0,,1.0,4.2,0.0,316.0,,12.0,35.0,0.0,19.0
4, 26,2300.0,10.0,18.0,0.0,1.0,3.4,0.0,293.0,0.0,,40.0,0.0,18.0
4, 26,2300.0,13.0,14.0,,1.0,2.2,0.0,260.0,,,50.0,0.0,14.0
4, 26,2300.0,16.0,13.0,0.0,1.0,1.6,0.0,252.0,0.0,,50.0,0.0,13.0
4, 26,2300.0,19.0,11.0,,1.0,1.2,0.0,275.0,,,50.0,0.0,11.0
4, 26,2300.0,22.0,10.0,0.0,1.0,1.5,0.0,298.0,0.0,,55.0,0.0,10.0
4, 26,2300.0,25.0,18.0,,1.0,1.4,0.0,240.0,,,35.0,0.0,18.0
4, 26,2300.0,28.0,22.0,0.0,1.0,2.6,0.0,261.0,0.0,,30.0,0.0,22.0
4, 26,2300.0,31.0,23.0,,1.0,3.5,0.0,260.0,,,35.0,0.0,23.0
4, 26,2300.0,34.0,21.0,0.0,2.0,3.0,10.0,217.0,0.0,,40.0,0.0,21.0
4, 26,2300.0,37.0,17.0,,2.0,2.5,10.0,217.0,,,55.0,0.0,17.0
4, 26,2300.0,40.0,15.0,0.0,1.0,1.1,0.0,243.0,0.0,,55.0,0.0,15.0
