month, format: day,hour,forecast,일최고기온,6시간강수량,하늘상태,풍속,강수확률,풍향,6시간적설,일최저기온,습도,강수형태,3시간기온
6, 2,2000.0,58.0,21.0,,2.0,3.1,10.0,73.0,,,55.0,0.0,21.0
6, 2,2000.0,61.0,19.0,0.0,2.0,2.7,10.0,73.0,0.0,,70.0,0.0,19.0
6, 2,2000.0,64.0,17.0,,3.0,2.5,20.0,69.0,,,80.0,0.0,17.0
6, 2,2000.0,67.0,17.0,0.0,3.0,0.4,20.0,63.0,0.0,,80.0,0.0,17.0
6, 2,2300.0,4.0,24.0,0.0,2.0,2.7,10.0,332.0,0.0,15.0,45.0,0.0,24.0
6, 2,2300.0,7.0,24.0,,2.0,2.7,10.0,321.0,,16.0,45.0,0.0,24.0
6, 2,2300.0,10.0,21.0,0.0,2.0,3.0,10.0,330.0,0.0,,60.0,0.0,21.0
6, 2,2300.0,13.0,18.0,,2.0,2.4,10.0,22.0,,,70.0,0.0,18.0
6, 2,2300.0,16.0,17.0,0.0,2.0,1.4,10.0,335.0,0.0,,75.0,0.0,17.0
6, 2,2300.0,19.0,16.0,,1.0,1.6,0.0,305.0,,,75.0,0.0,16.0
6, 2,2300.0,22.0,16.0,0.0,1.0,1.4,0.0,295.0,0.0,,70.0,0.0,16.0
6, 2,2300.0,25.0,22.0,,1.0,1.7,0.0,327.0,,,50.0,0.0,22.0
6, 2,2300.0,28.0,25.0,0.0,1.0,2.2,0.0,347.0,0.0,,40.0,0.0,25.0
6, 2,2300.0,31.0,24.0,,1.0,2.3,0.0,88.0,,,50.0,0.0,24.0
6, 2,2300.0,34.0,21.0,0.0,1.0,2.4,0.0,150.0,0.0,,60.0,0.0,21.0
6, 2,2300.0,37.0,18.0,,1.0,1.6,0.0,218.0,,,75.0,0.0,18.0
6, 2,2300.0,40.0,18.0,0.0,1.0,1.2,0.0,294.0,0.0,,70.0,0.0,18.0
6, 2,2300.0,43.0,17.0,,1.0,1.6,0.0,305.0,,,65.0,0.0,17.0
6, 2,2300.0,46.0,17.0,0.0,1.0,0.9,0.0,13.0,0.0,,60.0,0.0,17.0
6, 2,2300.0,49.0,21.0,,1.0,1.4,0.0,51.0,,,60.0,0.0,21.0
6, 2,2300.0,52.0,22.0,0.0,2.0,2.5,10.0,83.0,0.0,,55.0,0.0,22.0
6, 2,2300.0,55.0,21.0,,2.0,3.1,10.0,73.0,,,55.0,0.0,21.0
6, 2,2300.0,58.0,19.0,0.0,2.0,2.7,10.0,73.0,0.0,,70.0,0.0,19.0
6, 2,2300.0,61.0,17.0,,3.0,2.5,20.0,69.0,,,80.0,0.0,17.0
6, 2,2300.0,64.0,17.0,0.0,3.0,0.4,20.0,63.0,0.0,,80.0,0.0,17.0
6, 20,200.0,4.0,25.0,,3.0,3.0,20.0,156.0,,20.0,70.0,,25.0
6, 20,200.0,7.0,23.0,0.0,3.0,3.3,20.0,128.0,0.0,19.0,70.0,,23.0
6, 20,200.0,10.0,21.0,,3.0,2.9,20.0,136.0,,,85.0,,21.0
6, 20,200.0,13.0,21.0,0.0,3.0,1.4,20.0,60.0,0.0,,85.0,,21.0
6, 20,200.0,16.0,21.0,,3.0,1.3,20.0,328.0,,,85.0,,21.0
6, 20,200.0,19.0,21.0,0.0,3.0,1.3,20.0,337.0,0.0,,80.0,,21.0
6, 20,200.0,22.0,23.0,,3.0,1.7,20.0,28.0,,,70.0,,23.0
6, 20,200.0,25.0,25.0,0.0,2.0,2.8,10.0,58.0,0.0,,65.0,,25.0
6, 20,200.0,28.0,25.0,,2.0,2.9,10.0,63.0,,,60.0,,25.0
6, 20,200.0,31.0,22.0,0.0,2.0,3.2,10.0,92.0,0.0,,75.0,,22.0
6, 20,200.0,34.0,20.0,,2.0,2.4,10.0,175.0,,,85.0,,20.0
6, 20,200.0,37.0,20.0,0.0,2.0,1.4,10.0,210.0,0.0,,85.0,,20.0
6, 20,200.0,40.0,20.0,,2.0,0.9,10.0,249.0,,,90.0,,20.0
6, 20,200.0,43.0,19.0,0.0,2.0,0.9,10.0,311.0,0.0,,90.0,,19.0
6, 20,200.0,46.0,24.0,,2.0,1.0,10.0,156.0,,,70.0,,24.0
6, 20,200.0,49.0,27.0,0.0,2.0,2.4,10.0,161.0,0.0,,60.0,,27.0
6, 20,200.0,52.0,27.0,,2.0,3.4,10.0,152.0,,,60.0,,27.0
6, 20,200.0,55.0,24.0,0.0,2.0,2.7,10.0,176.0,0.0,,70.0,,24.0
6, 20,200.0,58.0,22.0,,2.0,2.2,10.0,177.0,,,80.0,,22.0
6, 20,200.0,61.0,21.0,0.0,2.0,1.0,10.0,45.0,0.0,,85.0,,21.0
6, 20,500.0,4.0,23.0,0.0,3.0,3.3,20.0,128.0,0.0,20.0,70.0,,23.0
6, 20,500.0,7.0,21.0,,3.0,2.9,20.0,136.0,,19.0,85.0,,21.0
6, 20,500.0,10.0,21.0,0.0,3.0,1.4,20.0,60.0,0.0,,85.0,,21.0
6, 20,500.0,13.0,21.0,,3.0,1.3,20.0,328.0,,,85.0,,21.0
6, 20,500.0,16.0,21.0,0.0,3.0,1.3,20.0,337.0,0.0,,80.0,,21.0
6, 20,500.0,19.0,23.0,,3.0,1.7,20.0,28.0,,,70.0,,23.0
6, 20,500.0,22.0,25.0,0.0,2.0,2.8,10.0,58.0,0.0,,65.0,,25.0
6, 20,500.0,25.0,25.0,,2.0,2.9,10.0,63.0,,,60.0,,25.0
6, 20,500.0,28.0,22.0,0.0,2.0,3.2,10.0,92.0,0.0,,75.0,,22.0
6, 20,500.0,31.0,20.0,,2.0,2.4,10.0,175.0,,,85.0,,20.0
6, 20,500.0,34.0,20.0,0.0,2.0,1.4,10.0,210.0,0.0,,85.0,,20.0
6, 20,500.0,37.0,20.0,,2.0,0.9,10.0,249.0,,,90.0,,20.0
6, 20,500.0,40.0,19.0,0.0,2.0,0.9,10.0,311.0,0.0,,90.0,,19.0
6, 20,500.0,43.0,24.0,,2.0,1.0,10.0,156.0,,,70.0,,24.0
6, 20,500.0,46.0,27.0,0.0,2.0,2.4,10.0,161.0,0.0,,60.0,,27.0
6, 20,500.0,49.0,27.0,,2.0,3.4,10.0,152.0,,,60.0,,27.0
6, 20,500.0,52.0,24.0,0.0,2.0,2.7,10.0,176.0,0.0,,70.0,,24.0
6, 20,500.0,55.0,22.0,,2.0,2.2,10.0,177.0,,,80.0,,22.0
6, 20,500.0,58.0,21.0,0.0,2.0,1.0,10.0,45.0,0.0,,85.0,,21.0
6, 20,800.0,4.0,21.0,,4.0,1.8,30.0,139.0,,20.0,85.0,,21.0
6, 20,800.0,7.0,21.0,5.0,4.0,1.8,60.0,22.0,0.0,19.0,85.0,,21.0
6, 20,800.0,10.0,20.0,,3.0,2.2,20.0,13.0,,,85.0,,20.0
6, 20,800.0,13.0,20.0,0.0,3.0,1.7,20.0,353.0,0.0,,80.0,,20.0
6, 20,800.0,16.0,24.0,,3.0,1.7,20.0,360.0,,,70.0,,24.0
6, 20,800.0,19.0,26.0,0.0,2.0,3.0,10.0,53.0,0.0,,60.0,,26.0
6, 20,800.0,22.0,25.0,,2.0,3.4,10.0,80.0,,,65.0,,25.0
6, 20,800.0,25.0,22.0,0.0,2.0,2.8,10.0,134.0,0.0,,80.0,,22.0
6, 20,800.0,28.0,20.0,,2.0,2.4,10.0,165.0,,,85.0,,20.0
6, 20,800.0,31.0,21.0,0.0,2.0,1.4,10.0,205.0,0.0,,85.0,,21.0
6, 20,800.0,34.0,20.0,,2.0,1.1,10.0,221.0,,,85.0,,20.0
6, 20,800.0,37.0,20.0,0.0,2.0,0.9,10.0,257.0,0.0,,85.0,,20.0
6, 20,800.0,40.0,24.0,,2.0,1.2,10.0,228.0,,,75.0,,24.0
6, 20,800.0,43.0,27.0,0.0,2.0,0.9,10.0,198.0,0.0,,60.0,,27.0
6, 20,800.0,46.0,27.0,,2.0,1.2,10.0,76.0,,,60.0,,27.0
6, 20,800.0,49.0,26.0,0.0,2.0,2.5,10.0,143.0,0.0,,70.0,,26.0
6, 20,800.0,52.0,23.0,,2.0,1.4,10.0,163.0,,,80.0,,23.0
6, 20,800.0,55.0,22.0,0.0,2.0,0.9,10.0,257.0,0.0,,85.0,,22.0
6, 20,1100.0,4.0,21.0,5.0,4.0,1.8,60.0,22.0,0.0,20.0,85.0,,21.0
6, 20,1100.0,7.0,20.0,,3.0,2.2,20.0,13.0,,19.0,85.0,,20.0
6, 20,1100.0,10.0,20.0,0.0,3.0,1.7,20.0,353.0,0.0,,80.0,,20.0
6, 20,1100.0,13.0,24.0,,3.0,1.7,20.0,360.0,,,70.0,,24.0
6, 20,1100.0,16.0,26.0,0.0,2.0,3.0,10.0,53.0,0.0,,60.0,,26.0
6, 20,1100.0,19.0,25.0,,2.0,3.4,10.0,80.0,,,65.0,,25.0
6, 20,1100.0,22.0,22.0,0.0,2.0,2.8,10.0,134.0,0.0,,80.0,,22.0
6, 20,1100.0,25.0,20.0,,2.0,2.4,10.0,165.0,,,85.0,,20.0
6, 20,1100.0,28.0,21.0,0.0,2.0,1.4,10.0,205.0,0.0,,85.0,,21.0
6, 20,1100.0,31.0,20.0,,2.0,1.1,10.0,221.0,,,85.0,,20.0
6, 20,1100.0,34.0,20.0,0.0,2.0,0.9,10.0,257.0,0.0,,85.0,,20.0
6, 20,1100.0,37.0,24.0,,2.0,1.2,10.0,228.0,,,75.0,,24.0
6, 20,1100.0,40.0,27.0,0.0,2.0,0.9,10.0,198.0,0.0,,60.0,,27.0
6, 20,1100.0,43.0,27.0,,2.0,1.2,10.0,76.0,,,60.0,,27.0
6, 20,1100.0,46.0,26.0,0.0,2.0,2.5,10.0,143.0,0.0,,70.0,,26.0
6, 20,1100.0,49.0,23.0,,2.0,1.4,10.0,163.0,,,80.0,,23.0
6, 20,1100.0,52.0,22.0,0.0,2.0,0.9,10.0,257.0,0.0,,85.0,,22.0
6, 20,1400.0,4.0,20.0,,3.0,2.2,20.0,13.0,,20.0,85.0,,20.0
6, 20,1400.0,7.0,20.0,0.0,3.0,1.7,20.0,353.0,0.0,19.0,80.0,,20.0
6, 20,1400.0,10.0,24.0,,3.0,1.7,20.0,360.0,,,70.0,,24.0
6, 20,1400.0,13.0,26.0,0.0,2.0,3.0,10.0,53.0,0.0,,60.0,,26.0
6, 20,1400.0,16.0,25.0,,2.0,3.4,10.0,80.0,,,65.0,,25.0
6, 20,1400.0,19.0,22.0,0.0,2.0,2.8,10.0,134.0,0.0,,80.0,,22.0
6, 20,1400.0,22.0,20.0,,2.0,2.4,10.0,165.0,,,85.0,,20.0
6, 20,1400.0,25.0,21.0,0.0,2.0,1.4,10.0,205.0,0.0,,85.0,,21.0
6, 20,1400.0,28.0,20.0,,2.0,1.1,10.0,221.0,,,85.0,,20.0
6, 20,1400.0,31.0,20.0,0.0,2.0,0.9,10.0,257.0,0.0,,85.0,,20.0
6, 20,1400.0,34.0,24.0,,2.0,1.2,10.0,228.0,,,75.0,,24.0
6, 20,1400.0,37.0,27.0,0.0,2.0,0.9,10.0,198.0,0.0,,60.0,,27.0
6, 20,1400.0,40.0,27.0,,2.0,1.2,10.0,76.0,,,60.0,,27.0
6, 20,1400.0,43.0,26.0,0.0,2.0,2.5,10.0,143.0,0.0,,70.0,,26.0
6, 20,1400.0,46.0,23.0,,2.0,1.4,10.0,163.0,,,80.0,,23.0
6, 20,1400.0,49.0,22.0,0.0,2.0,0.9,10.0,257.0,0.0,,85.0,,22.0
6, 20,1700.0,4.0,20.0,0.0,3.0,1.7,20.0,353.0,0.0,20.0,80.0,,20.0
6, 20,1700.0,7.0,24.0,,3.0,1.7,20.0,360.0,,19.0,70.0,,24.0
6, 20,1700.0,10.0,26.0,0.0,2.0,3.0,10.0,53.0,0.0,,60.0,,26.0
6, 20,1700.0,13.0,25.0,,2.0,3.4,10.0,80.0,,,65.0,,25.0
6, 20,1700.0,16.0,22.0,0.0,2.0,2.8,10.0,134.0,0.0,,80.0,,22.0
6, 20,1700.0,19.0,20.0,,2.0,2.4,10.0,165.0,,,85.0,,20.0
6, 20,1700.0,22.0,21.0,0.0,2.0,1.4,10.0,205.0,0.0,,85.0,,21.0
6, 20,1700.0,25.0,20.0,,2.0,1.1,10.0,221.0,,,85.0,,20.0
6, 20,1700.0,28.0,20.0,0.0,2.0,0.9,10.0,257.0,0.0,,85.0,,20.0
6, 20,1700.0,31.0,24.0,,2.0,1.2,10.0,228.0,,,75.0,,24.0
6, 20,1700.0,34.0,27.0,0.0,2.0,0.9,10.0,198.0,0.0,,60.0,,27.0
6, 20,1700.0,37.0,27.0,,2.0,1.2,10.0,76.0,,,60.0,,27.0
6, 20,1700.0,40.0,26.0,0.0,2.0,2.5,10.0,143.0,0.0,,70.0,,26.0
6, 20,1700.0,43.0,23.0,,2.0,1.4,10.0,163.0,,,80.0,,23.0
6, 20,1700.0,46.0,22.0,0.0,2.0,0.9,10.0,257.0,0.0,,85.0,,22.0
6, 20,2000.0,4.0,24.0,,3.0,1.7,20.0,350.0,,19.0,65.0,,24.0
6, 20,2000.0,7.0,26.0,0.0,2.0,1.7,10.0,65.0,0.0,19.0,55.0,,26.0
6, 20,2000.0,10.0,25.0,,2.0,4.4,10.0,166.0,,,65.0,,25.0
6, 20,2000.0,13.0,22.0,0.0,2.0,2.9,10.0,178.0,0.0,,70.0,,22.0
6, 20,2000.0,16.0,21.0,,2.0,3.0,10.0,197.0,,,80.0,,21.0
6, 20,2000.0,19.0,21.0,0.0,2.0,1.1,10.0,202.0,0.0,,80.0,,21.0
6, 20,2000.0,22.0,20.0,,2.0,0.4,10.0,270.0,,,85.0,,20.0
6, 20,2000.0,25.0,20.0,0.0,2.0,1.0,10.0,294.0,0.0,,85.0,,20.0
6, 20,2000.0,28.0,24.0,,2.0,1.0,10.0,151.0,,,70.0,,24.0
6, 20,2000.0,31.0,27.0,0.0,2.0,1.7,10.0,159.0,0.0,,60.0,,27.0
6, 20,2000.0,34.0,27.0,,2.0,2.0,10.0,143.0,,,55.0,,27.0
6, 20,2000.0,37.0,26.0,0.0,2.0,2.6,10.0,151.0,0.0,,65.0,,26.0
6, 20,2000.0,40.0,22.0,,2.0,2.3,10.0,175.0,,,80.0,,22.0
6, 20,2000.0,43.0,22.0,0.0,2.0,1.4,10.0,253.0,0.0,,85.0,,22.0
6, 20,2000.0,46.0,21.0,,1.0,1.5,0.0,328.0,,,85.0,,21.0
6, 20,2000.0,49.0,20.0,0.0,1.0,0.9,0.0,347.0,0.0,,85.0,,20.0
6, 20,2000.0,52.0,25.0,,1.0,1.4,0.0,98.0,,,70.0,,25.0
6, 20,2000.0,55.0,26.0,0.0,2.0,2.8,10.0,75.0,0.0,,65.0,,26.0
6, 20,2000.0,58.0,25.0,,2.0,3.0,10.0,69.0,,,65.0,,25.0
6, 20,2000.0,61.0,23.0,0.0,2.0,2.6,10.0,59.0,0.0,,75.0,,23.0
6, 20,2000.0,64.0,21.0,,2.0,2.4,10.0,55.0,,,85.0,,21.0
6, 20,2000.0,67.0,21.0,0.0,3.0,1.4,20.0,30.0,0.0,,85.0,,21.0
6, 20,2300.0,4.0,26.0,0.0,2.0,1.7,10.0,65.0,0.0,19.0,55.0,,26.0
6, 20,2300.0,7.0,25.0,,2.0,4.4,10.0,166.0,,19.0,65.0,,25.0
6, 20,2300.0,10.0,22.0,0.0,2.0,2.9,10.0,178.0,0.0,,70.0,,22.0
6, 20,2300.0,13.0,21.0,,2.0,3.0,10.0,197.0,,,80.0,,21.0
6, 20,2300.0,16.0,21.0,0.0,2.0,1.1,10.0,202.0,0.0,,80.0,,21.0
6, 20,2300.0,19.0,20.0,,2.0,0.4,10.0,270.0,,,85.0,,20.0
6, 20,2300.0,22.0,20.0,0.0,2.0,1.0,10.0,294.0,0.0,,85.0,,20.0
6, 20,2300.0,25.0,24.0,,2.0,1.0,10.0,151.0,,,70.0,,24.0
6, 20,2300.0,28.0,27.0,0.0,2.0,1.7,10.0,159.0,0.0,,60.0,,27.0
6, 20,2300.0,31.0,27.0,,2.0,2.0,10.0,143.0,,,55.0,,27.0
6, 20,2300.0,34.0,26.0,0.0,2.0,2.6,10.0,151.0,0.0,,65.0,,26.0
6, 20,2300.0,37.0,22.0,,2.0,2.3,10.0,175.0,,,80.0,,22.0
6, 20,2300.0,40.0,22.0,0.0,2.0,1.4,10.0,253.0,0.0,,85.0,,22.0
6, 20,2300.0,43.0,21.0,,1.0,1.5,0.0,328.0,,,85.0,,21.0
6, 20,2300.0,46.0,20.0,0.0,1.0,0.9,0.0,347.0,0.0,,85.0,,20.0
6, 20,2300.0,49.0,25.0,,1.0,1.4,0.0,98.0,,,70.0,,25.0
6, 20,2300.0,52.0,26.0,0.0,2.0,2.8,10.0,75.0,0.0,,65.0,,26.0
6, 20,2300.0,55.0,25.0,,2.0,3.0,10.0,69.0,,,65.0,,25.0
6, 20,2300.0,58.0,23.0,0.0,2.0,2.6,10.0,59.0,0.0,,75.0,,23.0
6, 20,2300.0,61.0,21.0,,2.0,2.4,10.0,55.0,,,85.0,,21.0
6, 20,2300.0,64.0,21.0,0.0,3.0,1.4,20.0,30.0,0.0,,85.0,,21.0
6, 21,200.0,4.0,25.0,,2.0,4.4,10.0,166.0,,19.0,65.0,,25.0
6, 21,200.0,7.0,22.0,0.0,2.0,2.9,10.0,178.0,0.0,19.0,70.0,,22.0
6, 21,200.0,10.0,21.0,,2.0,3.0,10.0,197.0,,,80.0,,21.0
6, 21,200.0,13.0,21.0,0.0,2.0,1.1,10.0,202.0,0.0,,80.0,,21.0
6, 21,200.0,16.0,20.0,,2.0,0.4,10.0,270.0,,,85.0,,20.0
6, 21,200.0,19.0,20.0,0.0,2.0,1.0,10.0,294.0,0.0,,85.0,,20.0
6, 21,200.0,22.0,24.0,,2.0,1.0,10.0,151.0,,,70.0,,24.0
6, 21,200.0,25.0,27.0,0.0,2.0,1.7,10.0,159.0,0.0,,60.0,,27.0
6, 21,200.0,28.0,27.0,,2.0,2.0,10.0,143.0,,,55.0,,27.0
6, 21,200.0,31.0,26.0,0.0,2.0,2.6,10.0,151.0,0.0,,65.0,,26.0
6, 21,200.0,34.0,22.0,,2.0,2.3,10.0,175.0,,,80.0,,22.0
6, 21,200.0,37.0,22.0,0.0,2.0,1.4,10.0,253.0,0.0,,85.0,,22.0
6, 21,200.0,40.0,21.0,,1.0,1.5,0.0,328.0,,,85.0,,21.0
6, 21,200.0,43.0,20.0,0.0,1.0,0.9,0.0,347.0,0.0,,85.0,,20.0
6, 21,200.0,46.0,25.0,,1.0,1.4,0.0,98.0,,,70.0,,25.0
6, 21,200.0,49.0,26.0,0.0,2.0,2.8,10.0,75.0,0.0,,65.0,,26.0
6, 21,200.0,52.0,25.0,,2.0,3.0,10.0,69.0,,,65.0,,25.0
6, 21,200.0,55.0,23.0,0.0,2.0,2.6,10.0,59.0,0.0,,75.0,,23.0
6, 21,200.0,58.0,21.0,,2.0,2.4,10.0,55.0,,,85.0,,21.0
6, 21,200.0,61.0,21.0,0.0,3.0,1.4,20.0,30.0,0.0,,85.0,,21.0
6, 21,500.0,4.0,22.0,0.0,2.0,2.9,10.0,178.0,0.0,19.0,70.0,,22.0
6, 21,500.0,7.0,21.0,,2.0,3.0,10.0,197.0,,19.0,80.0,,21.0
6, 21,500.0,10.0,21.0,0.0,2.0,1.1,10.0,202.0,0.0,,80.0,,21.0
6, 21,500.0,13.0,20.0,,2.0,0.4,10.0,270.0,,,85.0,,20.0
6, 21,500.0,16.0,20.0,0.0,2.0,1.0,10.0,294.0,0.0,,85.0,,20.0
6, 21,500.0,19.0,24.0,,2.0,1.0,10.0,151.0,,,70.0,,24.0
6, 21,500.0,22.0,27.0,0.0,2.0,1.7,10.0,159.0,0.0,,60.0,,27.0
6, 21,500.0,25.0,27.0,,2.0,2.0,10.0,143.0,,,55.0,,27.0
6, 21,500.0,28.0,26.0,0.0,2.0,2.6,10.0,151.0,0.0,,65.0,,26.0
6, 21,500.0,31.0,22.0,,2.0,2.3,10.0,175.0,,,80.0,,22.0
6, 21,500.0,34.0,22.0,0.0,2.0,1.4,10.0,253.0,0.0,,85.0,,22.0
6, 21,500.0,37.0,21.0,,1.0,1.5,0.0,328.0,,,85.0,,21.0
6, 21,500.0,40.0,20.0,0.0,1.0,0.9,0.0,347.0,0.0,,85.0,,20.0
6, 21,500.0,43.0,25.0,,1.0,1.4,0.0,98.0,,,70.0,,25.0
6, 21,500.0,46.0,26.0,0.0,2.0,2.8,10.0,75.0,0.0,,65.0,,26.0
6, 21,500.0,49.0,25.0,,2.0,3.0,10.0,69.0,,,65.0,,25.0
6, 21,500.0,52.0,23.0,0.0,2.0,2.6,10.0,59.0,0.0,,75.0,,23.0
6, 21,500.0,55.0,21.0,,2.0,2.4,10.0,55.0,,,85.0,,21.0
6, 21,500.0,58.0,21.0,0.0,3.0,1.4,20.0,30.0,0.0,,85.0,,21.0
6, 21,800.0,4.0,21.0,,2.0,3.0,10.0,214.0,,19.0,80.0,,21.0
6, 21,800.0,7.0,21.0,0.0,2.0,0.6,10.0,279.0,0.0,20.0,85.0,,21.0
6, 21,800.0,10.0,20.0,,2.0,0.5,10.0,217.0,,,90.0,,20.0
6, 21,800.0,13.0,20.0,0.0,2.0,1.0,10.0,307.0,0.0,,90.0,,20.0
6, 21,800.0,16.0,24.0,,2.0,0.9,10.0,180.0,,,75.0,,24.0
6, 21,800.0,19.0,26.0,0.0,2.0,1.5,10.0,127.0,0.0,,65.0,,26.0
6, 21,800.0,22.0,27.0,,2.0,2.5,10.0,133.0,,,60.0,,27.0
6, 21,800.0,25.0,25.0,0.0,2.0,2.1,10.0,137.0,0.0,,70.0,,25.0
6, 21,800.0,28.0,22.0,,2.0,2.1,10.0,104.0,,,85.0,,22.0
6, 21,800.0,31.0,21.0,0.0,2.0,0.7,10.0,82.0,0.0,,85.0,,21.0
6, 21,800.0,34.0,21.0,,1.0,0.8,0.0,203.0,,,85.0,,21.0
6, 21,800.0,37.0,20.0,0.0,1.0,0.9,0.0,288.0,0.0,,85.0,,20.0
6, 21,800.0,40.0,25.0,,1.0,1.0,0.0,79.0,,,70.0,,25.0
6, 21,800.0,43.0,27.0,0.0,2.0,3.4,10.0,111.0,0.0,,65.0,,27.0
6, 21,800.0,46.0,25.0,,2.0,2.1,10.0,90.0,,,70.0,,25.0
6, 21,800.0,49.0,24.0,0.0,2.0,2.5,10.0,97.0,0.0,,75.0,,24.0
6, 21,800.0,52.0,21.0,,2.0,2.1,10.0,87.0,,,85.0,,21.0
6, 21,800.0,55.0,20.0,0.0,3.0,1.3,20.0,94.0,0.0,,90.0,,20.0
6, 21,1100.0,4.0,21.0,0.0,3.0,0.6,20.0,279.0,0.0,19.0,85.0,,21.0
6, 21,1100.0,7.0,20.0,,2.0,0.5,10.0,217.0,,20.0,90.0,,20.0
6, 21,1100.0,10.0,20.0,0.0,2.0,1.0,10.0,307.0,0.0,,90.0,,20.0
6, 21,1100.0,13.0,24.0,,2.0,0.9,10.0,180.0,,,75.0,,24.0
6, 21,1100.0,16.0,26.0,0.0,2.0,1.5,10.0,127.0,0.0,,65.0,,26.0
6, 21,1100.0,19.0,27.0,,2.0,2.5,10.0,133.0,,,60.0,,27.0
6, 21,1100.0,22.0,25.0,0.0,2.0,2.1,10.0,137.0,0.0,,70.0,,25.0
6, 21,1100.0,25.0,22.0,,2.0,2.1,10.0,104.0,,,85.0,,22.0
6, 21,1100.0,28.0,21.0,0.0,2.0,0.7,10.0,82.0,0.0,,85.0,,21.0
6, 21,1100.0,31.0,21.0,,1.0,0.8,0.0,203.0,,,85.0,,21.0
6, 21,1100.0,34.0,20.0,0.0,1.0,0.9,0.0,288.0,0.0,,85.0,,20.0
6, 21,1100.0,37.0,25.0,,1.0,1.0,0.0,79.0,,,70.0,,25.0
6, 21,1100.0,40.0,27.0,0.0,2.0,3.4,10.0,111.0,0.0,,65.0,,27.0
6, 21,1100.0,43.0,25.0,,2.0,2.1,10.0,90.0,,,70.0,,25.0
6, 21,1100.0,46.0,24.0,0.0,2.0,2.5,10.0,97.0,0.0,,75.0,,24.0
6, 21,1100.0,49.0,21.0,,2.0,2.1,10.0,87.0,,,85.0,,21.0
6, 21,1100.0,52.0,20.0,0.0,3.0,1.3,20.0,94.0,0.0,,90.0,,20.0
6, 21,1400.0,4.0,20.0,,2.0,0.5,10.0,217.0,,19.0,90.0,,20.0
6, 21,1400.0,7.0,20.0,0.0,2.0,1.0,10.0,307.0,0.0,20.0,90.0,,20.0
6, 21,1400.0,10.0,24.0,,2.0,0.9,10.0,180.0,,,75.0,,24.0
6, 21,1400.0,13.0,26.0,0.0,2.0,1.5,10.0,127.0,0.0,,65.0,,26.0
6, 21,1400.0,16.0,27.0,,2.0,2.5,10.0,133.0,,,60.0,,27.0
6, 21,1400.0,19.0,25.0,0.0,2.0,2.1,10.0,137.0,0.0,,70.0,,25.0
6, 21,1400.0,22.0,22.0,,2.0,2.1,10.0,104.0,,,85.0,,22.0
6, 21,1400.0,25.0,21.0,0.0,2.0,0.7,10.0,82.0,0.0,,85.0,,21.0
6, 21,1400.0,28.0,21.0,,1.0,0.8,0.0,203.0,,,85.0,,21.0
6, 21,1400.0,31.0,20.0,0.0,1.0,0.9,0.0,288.0,0.0,,85.0,,20.0
6, 21,1400.0,34.0,25.0,,1.0,1.0,0.0,79.0,,,70.0,,25.0
6, 21,1400.0,37.0,27.0,0.0,2.0,3.4,10.0,111.0,0.0,,65.0,,27.0
6, 21,1400.0,40.0,25.0,,2.0,2.1,10.0,90.0,,,70.0,,25.0
6, 21,1400.0,43.0,24.0,0.0,2.0,2.5,10.0,97.0,0.0,,75.0,,24.0
6, 21,1400.0,46.0,21.0,,2.0,2.1,10.0,87.0,,,85.0,,21.0
6, 21,1400.0,49.0,20.0,0.0,3.0,1.3,20.0,94.0,0.0,,90.0,,20.0
6, 21,1700.0,4.0,20.0,0.0,2.0,1.0,10.0,307.0,0.0,19.0,90.0,,20.0
6, 21,1700.0,7.0,24.0,,2.0,0.9,10.0,180.0,,20.0,75.0,,24.0
6, 21,1700.0,10.0,26.0,0.0,2.0,1.5,10.0,127.0,0.0,,65.0,,26.0
6, 21,1700.0,13.0,27.0,,2.0,2.5,10.0,133.0,,,60.0,,27.0
6, 21,1700.0,16.0,25.0,0.0,2.0,2.1,10.0,137.0,0.0,,70.0,,25.0
6, 21,1700.0,19.0,22.0,,2.0,2.1,10.0,104.0,,,85.0,,22.0
6, 21,1700.0,22.0,21.0,0.0,2.0,0.7,10.0,82.0,0.0,,85.0,,21.0
6, 21,1700.0,25.0,21.0,,1.0,0.8,0.0,203.0,,,85.0,,21.0
6, 21,1700.0,28.0,20.0,0.0,1.0,0.9,0.0,288.0,0.0,,85.0,,20.0
6, 21,1700.0,31.0,25.0,,1.0,1.0,0.0,79.0,,,70.0,,25.0
6, 21,1700.0,34.0,27.0,0.0,2.0,3.4,10.0,111.0,0.0,,65.0,,27.0
6, 21,1700.0,37.0,25.0,,2.0,2.1,10.0,90.0,,,70.0,,25.0
6, 21,1700.0,40.0,24.0,0.0,2.0,2.5,10.0,97.0,0.0,,75.0,,24.0
6, 21,1700.0,43.0,21.0,,2.0,2.1,10.0,87.0,,,85.0,,21.0
6, 21,1700.0,46.0,20.0,0.0,3.0,1.3,20.0,94.0,0.0,,90.0,,20.0
6, 21,2000.0,4.0,24.0,,2.0,0.2,10.0,63.0,,20.0,70.0,,24.0
6, 21,2000.0,7.0,26.0,0.0,2.0,1.3,10.0,135.0,0.0,19.0,65.0,,26.0
6, 21,2000.0,10.0,26.0,,2.0,3.6,10.0,148.0,,,65.0,,26.0
6, 21,2000.0,13.0,25.0,0.0,2.0,2.7,10.0,144.0,0.0,,65.0,,25.0
