month, format: day,hour,forecast,풍속,하늘상태,3시간기온,6시간강수량,강수확률,6시간적설,강수형태,일최고기온,풍향,일최저기온,습도
1, 1,200.0,4.0,35.0,1.0,7.0,,0.0,,0.0,8.0,292.0,1.0,35.0
1, 1,200.0,7.0,40.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0,299.0,2.0,40.0
1, 1,200.0,10.0,50.0,1.0,2.0,,0.0,,0.0,10.0,300.0,,50.0
1, 1,200.0,13.0,55.0,1.0,2.0,0.0,0.0,0.0,0.0,,295.0,,55.0
1, 1,200.0,16.0,60.0,1.0,1.0,,0.0,,0.0,,298.0,,60.0
1, 1,200.0,19.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,,306.0,,65.0
1, 1,200.0,22.0,60.0,1.0,3.0,,0.0,,0.0,,292.0,,60.0
1, 1,200.0,25.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,286.0,,50.0
1, 1,200.0,28.0,40.0,1.0,10.0,,0.0,,0.0,,288.0,,40.0
1, 1,200.0,31.0,45.0,1.0,7.0,0.0,0.0,0.0,0.0,,289.0,,45.0
1, 1,200.0,34.0,50.0,1.0,5.0,,0.0,,0.0,,290.0,,50.0
1, 1,200.0,37.0,50.0,1.0,4.0,0.0,0.0,0.0,0.0,,287.0,,50.0
1, 1,200.0,40.0,60.0,1.0,3.0,,0.0,,0.0,,290.0,,60.0
1, 1,200.0,43.0,60.0,1.0,3.0,0.0,0.0,0.0,0.0,,294.0,,60.0
1, 1,200.0,46.0,55.0,1.0,4.0,,0.0,,0.0,,290.0,,55.0
1, 1,200.0,49.0,40.0,1.0,8.0,0.0,0.0,0.0,0.0,,291.0,,40.0
1, 1,200.0,52.0,35.0,1.0,10.0,,0.0,,0.0,,297.0,,35.0
1, 1,200.0,55.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,301.0,,45.0
1, 1,200.0,58.0,50.0,1.0,5.0,,0.0,,0.0,,301.0,,50.0
1, 1,200.0,61.0,55.0,1.0,4.0,0.0,0.0,0.0,0.0,,301.0,,55.0
1, 1,500.0,4.0,40.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0,299.0,1.0,40.0
1, 1,500.0,7.0,50.0,1.0,2.0,,0.0,,0.0,10.0,300.0,2.0,50.0
1, 1,500.0,10.0,55.0,1.0,2.0,0.0,0.0,0.0,0.0,,295.0,,55.0
1, 1,500.0,13.0,60.0,1.0,1.0,,0.0,,0.0,,298.0,,60.0
1, 1,500.0,16.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,,306.0,,65.0
1, 1,500.0,19.0,60.0,1.0,3.0,,0.0,,0.0,,292.0,,60.0
1, 1,500.0,22.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,286.0,,50.0
1, 1,500.0,25.0,40.0,1.0,10.0,,0.0,,0.0,,288.0,,40.0
1, 1,500.0,28.0,45.0,1.0,7.0,0.0,0.0,0.0,0.0,,289.0,,45.0
1, 1,500.0,31.0,50.0,1.0,5.0,,0.0,,0.0,,290.0,,50.0
1, 1,500.0,34.0,50.0,1.0,4.0,0.0,0.0,0.0,0.0,,287.0,,50.0
1, 1,500.0,37.0,60.0,1.0,3.0,,0.0,,0.0,,290.0,,60.0
1, 1,500.0,40.0,60.0,1.0,3.0,0.0,0.0,0.0,0.0,,294.0,,60.0
1, 1,500.0,43.0,55.0,1.0,4.0,,0.0,,0.0,,290.0,,55.0
1, 1,500.0,46.0,40.0,1.0,8.0,0.0,0.0,0.0,0.0,,291.0,,40.0
1, 1,500.0,49.0,35.0,1.0,10.0,,0.0,,0.0,,297.0,,35.0
1, 1,500.0,52.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,301.0,,45.0
1, 1,500.0,55.0,50.0,1.0,5.0,,0.0,,0.0,,301.0,,50.0
1, 1,500.0,58.0,55.0,1.0,4.0,0.0,0.0,0.0,0.0,,301.0,,55.0
1, 1,800.0,4.0,50.0,1.0,2.0,,0.0,,0.0,10.0,305.0,1.0,50.0
1, 1,800.0,7.0,55.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,299.0,2.0,55.0
1, 1,800.0,10.0,65.0,1.0,1.0,,0.0,,0.0,,298.0,,65.0
1, 1,800.0,13.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,,304.0,,65.0
1, 1,800.0,16.0,65.0,1.0,3.0,,0.0,,0.0,,296.0,,65.0
1, 1,800.0,19.0,50.0,1.0,6.0,0.0,0.0,0.0,0.0,,284.0,,50.0
1, 1,800.0,22.0,45.0,1.0,9.0,,0.0,,0.0,,286.0,,45.0
1, 1,800.0,25.0,55.0,1.0,6.0,0.0,0.0,0.0,0.0,,291.0,,55.0
1, 1,800.0,28.0,50.0,1.0,5.0,,0.0,,0.0,,290.0,,50.0
1, 1,800.0,31.0,50.0,1.0,5.0,0.0,0.0,0.0,0.0,,288.0,,50.0
1, 1,800.0,34.0,60.0,1.0,4.0,,0.0,,0.0,,291.0,,60.0
1, 1,800.0,37.0,60.0,1.0,3.0,0.0,0.0,0.0,0.0,,293.0,,60.0
1, 1,800.0,40.0,60.0,1.0,4.0,,0.0,,0.0,,292.0,,60.0
1, 1,800.0,43.0,45.0,1.0,7.0,0.0,0.0,0.0,0.0,,291.0,,45.0
1, 1,800.0,46.0,35.0,1.0,9.0,,0.0,,0.0,,298.0,,35.0
1, 1,800.0,49.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,304.0,,45.0
1, 1,800.0,52.0,45.0,1.0,5.0,,0.0,,0.0,,305.0,,45.0
1, 1,800.0,55.0,55.0,1.0,3.0,0.0,0.0,0.0,0.0,,305.0,,55.0
1, 1,1100.0,4.0,55.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,299.0,1.0,55.0
1, 1,1100.0,7.0,65.0,1.0,1.0,,0.0,,0.0,10.0,298.0,2.0,65.0
1, 1,1100.0,10.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,,304.0,,65.0
1, 1,1100.0,13.0,65.0,1.0,3.0,,0.0,,0.0,,296.0,,65.0
1, 1,1100.0,16.0,50.0,1.0,6.0,0.0,0.0,0.0,0.0,,284.0,,50.0
1, 1,1100.0,19.0,45.0,1.0,9.0,,0.0,,0.0,,286.0,,45.0
1, 1,1100.0,22.0,55.0,1.0,6.0,0.0,0.0,0.0,0.0,,291.0,,55.0
1, 1,1100.0,25.0,50.0,1.0,5.0,,0.0,,0.0,,290.0,,50.0
1, 1,1100.0,28.0,50.0,1.0,5.0,0.0,0.0,0.0,0.0,,288.0,,50.0
1, 1,1100.0,31.0,60.0,1.0,4.0,,0.0,,0.0,,291.0,,60.0
1, 1,1100.0,34.0,60.0,1.0,3.0,0.0,0.0,0.0,0.0,,293.0,,60.0
1, 1,1100.0,37.0,60.0,1.0,4.0,,0.0,,0.0,,292.0,,60.0
1, 1,1100.0,40.0,45.0,1.0,7.0,0.0,0.0,0.0,0.0,,291.0,,45.0
1, 1,1100.0,43.0,35.0,1.0,9.0,,0.0,,0.0,,298.0,,35.0
1, 1,1100.0,46.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,304.0,,45.0
1, 1,1100.0,49.0,45.0,1.0,5.0,,0.0,,0.0,,305.0,,45.0
1, 1,1100.0,52.0,55.0,1.0,3.0,0.0,0.0,0.0,0.0,,305.0,,55.0
1, 1,1400.0,4.0,65.0,1.0,1.0,,0.0,,0.0,10.0,298.0,1.0,65.0
1, 1,1400.0,7.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,304.0,2.0,65.0
1, 1,1400.0,10.0,65.0,1.0,3.0,,0.0,,0.0,,296.0,,65.0
1, 1,1400.0,13.0,50.0,1.0,6.0,0.0,0.0,0.0,0.0,,284.0,,50.0
1, 1,1400.0,16.0,45.0,1.0,9.0,,0.0,,0.0,,286.0,,45.0
1, 1,1400.0,19.0,55.0,1.0,6.0,0.0,0.0,0.0,0.0,,291.0,,55.0
1, 1,1400.0,22.0,50.0,1.0,5.0,,0.0,,0.0,,290.0,,50.0
1, 1,1400.0,25.0,50.0,1.0,5.0,0.0,0.0,0.0,0.0,,288.0,,50.0
1, 1,1400.0,28.0,60.0,1.0,4.0,,0.0,,0.0,,291.0,,60.0
1, 1,1400.0,31.0,60.0,1.0,3.0,0.0,0.0,0.0,0.0,,293.0,,60.0
1, 1,1400.0,34.0,60.0,1.0,4.0,,0.0,,0.0,,292.0,,60.0
1, 1,1400.0,37.0,45.0,1.0,7.0,0.0,0.0,0.0,0.0,,291.0,,45.0
1, 1,1400.0,40.0,35.0,1.0,9.0,,0.0,,0.0,,298.0,,35.0
1, 1,1400.0,43.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,304.0,,45.0
1, 1,1400.0,46.0,45.0,1.0,5.0,,0.0,,0.0,,305.0,,45.0
1, 1,1400.0,49.0,55.0,1.0,3.0,0.0,0.0,0.0,0.0,,305.0,,55.0
1, 1,1700.0,4.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,304.0,1.0,65.0
1, 1,1700.0,7.0,65.0,1.0,3.0,,0.0,,0.0,10.0,296.0,2.0,65.0
1, 1,1700.0,10.0,50.0,1.0,6.0,0.0,0.0,0.0,0.0,,284.0,,50.0
1, 1,1700.0,13.0,45.0,1.0,9.0,,0.0,,0.0,,286.0,,45.0
1, 1,1700.0,16.0,55.0,1.0,6.0,0.0,0.0,0.0,0.0,,291.0,,55.0
1, 1,1700.0,19.0,50.0,1.0,5.0,,0.0,,0.0,,290.0,,50.0
1, 1,1700.0,22.0,50.0,1.0,5.0,0.0,0.0,0.0,0.0,,288.0,,50.0
1, 1,1700.0,25.0,60.0,1.0,4.0,,0.0,,0.0,,291.0,,60.0
1, 1,1700.0,28.0,60.0,1.0,3.0,0.0,0.0,0.0,0.0,,293.0,,60.0
1, 1,1700.0,31.0,60.0,1.0,4.0,,0.0,,0.0,,292.0,,60.0
1, 1,1700.0,34.0,45.0,1.0,7.0,0.0,0.0,0.0,0.0,,291.0,,45.0
1, 1,1700.0,37.0,35.0,1.0,9.0,,0.0,,0.0,,298.0,,35.0
1, 1,1700.0,40.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,304.0,,45.0
1, 1,1700.0,43.0,45.0,1.0,5.0,,0.0,,0.0,,305.0,,45.0
1, 1,1700.0,46.0,55.0,1.0,3.0,0.0,0.0,0.0,0.0,,305.0,,55.0
1, 1,2000.0,4.0,65.0,1.0,2.0,,0.0,,0.0,9.0,297.0,3.0,65.0
1, 1,2000.0,7.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,10.0,291.0,1.0,50.0
1, 1,2000.0,10.0,45.0,1.0,9.0,,0.0,,0.0,10.0,288.0,,45.0
1, 1,2000.0,13.0,50.0,1.0,6.0,0.0,0.0,0.0,0.0,,297.0,,50.0
1, 1,2000.0,16.0,55.0,1.0,5.0,,0.0,,0.0,,292.0,,55.0
1, 1,2000.0,19.0,50.0,1.0,6.0,0.0,0.0,0.0,0.0,,292.0,,50.0
1, 1,2000.0,22.0,60.0,1.0,6.0,,0.0,,0.0,,288.0,,60.0
1, 1,2000.0,25.0,65.0,1.0,4.0,0.0,0.0,0.0,0.0,,294.0,,65.0
1, 1,2000.0,28.0,60.0,1.0,4.0,,0.0,,0.0,,292.0,,60.0
1, 1,2000.0,31.0,40.0,1.0,7.0,0.0,0.0,0.0,0.0,,292.0,,40.0
1, 1,2000.0,34.0,30.0,1.0,10.0,,0.0,,0.0,,298.0,,30.0
1, 1,2000.0,37.0,35.0,1.0,8.0,0.0,0.0,0.0,0.0,,303.0,,35.0
1, 1,2000.0,40.0,45.0,1.0,6.0,,0.0,,0.0,,304.0,,45.0
1, 1,2000.0,43.0,55.0,1.0,3.0,0.0,0.0,0.0,0.0,,310.0,,55.0
1, 1,2000.0,46.0,60.0,1.0,2.0,,0.0,,0.0,,314.0,,60.0
1, 1,2000.0,49.0,65.0,1.0,2.0,0.0,0.0,0.0,0.0,,307.0,,65.0
1, 1,2000.0,52.0,50.0,1.0,4.0,,0.0,,0.0,,300.0,,50.0
1, 1,2000.0,55.0,40.0,1.0,8.0,0.0,0.0,0.0,0.0,,294.0,,40.0
1, 1,2000.0,58.0,40.0,1.0,9.0,,0.0,,0.0,,296.0,,40.0
1, 1,2000.0,61.0,45.0,1.0,7.0,0.0,0.0,0.0,0.0,,304.0,,45.0
1, 1,2000.0,64.0,50.0,1.0,6.0,,0.0,,0.0,,304.0,,50.0
1, 1,2000.0,67.0,60.0,1.0,4.0,0.0,0.0,0.0,0.0,,316.0,,60.0
1, 1,2300.0,4.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,9.0,291.0,3.0,50.0
1, 1,2300.0,7.0,45.0,1.0,9.0,,0.0,,0.0,10.0,288.0,1.0,45.0
1, 1,2300.0,10.0,50.0,1.0,6.0,0.0,0.0,0.0,0.0,10.0,297.0,,50.0
1, 1,2300.0,13.0,55.0,1.0,5.0,,0.0,,0.0,,292.0,,55.0
1, 1,2300.0,16.0,50.0,1.0,6.0,0.0,0.0,0.0,0.0,,292.0,,50.0
1, 1,2300.0,19.0,60.0,1.0,6.0,,0.0,,0.0,,288.0,,60.0
1, 1,2300.0,22.0,65.0,1.0,4.0,0.0,0.0,0.0,0.0,,294.0,,65.0
1, 1,2300.0,25.0,60.0,1.0,4.0,,0.0,,0.0,,292.0,,60.0
1, 1,2300.0,28.0,40.0,1.0,7.0,0.0,0.0,0.0,0.0,,292.0,,40.0
1, 1,2300.0,31.0,30.0,1.0,10.0,,0.0,,0.0,,298.0,,30.0
1, 1,2300.0,34.0,35.0,1.0,8.0,0.0,0.0,0.0,0.0,,303.0,,35.0
1, 1,2300.0,37.0,45.0,1.0,6.0,,0.0,,0.0,,304.0,,45.0
1, 1,2300.0,40.0,55.0,1.0,3.0,0.0,0.0,0.0,0.0,,310.0,,55.0
1, 1,2300.0,43.0,60.0,1.0,2.0,,0.0,,0.0,,314.0,,60.0
1, 1,2300.0,46.0,65.0,1.0,2.0,0.0,0.0,0.0,0.0,,307.0,,65.0
1, 1,2300.0,49.0,50.0,1.0,4.0,,0.0,,0.0,,300.0,,50.0
1, 1,2300.0,52.0,40.0,1.0,8.0,0.0,0.0,0.0,0.0,,294.0,,40.0
1, 1,2300.0,55.0,40.0,1.0,9.0,,0.0,,0.0,,296.0,,40.0
1, 1,2300.0,58.0,45.0,1.0,7.0,0.0,0.0,0.0,0.0,,304.0,,45.0
1, 1,2300.0,61.0,50.0,1.0,6.0,,0.0,,0.0,,304.0,,50.0
1, 1,2300.0,64.0,60.0,1.0,4.0,0.0,0.0,0.0,0.0,,316.0,,60.0
1, 10,200.0,4.0,45.0,1.0,10.0,,0.0,,0.0,11.0,337.0,1.0,45.0
1, 10,200.0,7.0,50.0,1.0,8.0,0.0,0.0,0.0,0.0,9.0,305.0,2.0,50.0
1, 10,200.0,10.0,55.0,1.0,6.0,,0.0,,0.0,9.0,302.0,,55.0
1, 10,200.0,13.0,45.0,3.0,4.0,0.0,20.0,0.0,0.0,,301.0,,45.0
1, 10,200.0,16.0,50.0,3.0,3.0,,20.0,,0.0,,305.0,,50.0
1, 10,200.0,19.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,,311.0,,65.0
1, 10,200.0,22.0,55.0,1.0,4.0,,0.0,,0.0,,311.0,,55.0
1, 10,200.0,25.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,305.0,,45.0
1, 10,200.0,28.0,45.0,1.0,9.0,,0.0,,0.0,,305.0,,45.0
1, 10,200.0,31.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,318.0,,50.0
1, 10,200.0,34.0,60.0,3.0,5.0,,20.0,,0.0,,326.0,,60.0
1, 10,200.0,37.0,60.0,3.0,4.0,0.0,20.0,0.0,0.0,,322.0,,60.0
1, 10,200.0,40.0,65.0,3.0,4.0,,20.0,,0.0,,315.0,,65.0
1, 10,200.0,43.0,55.0,3.0,3.0,0.0,20.0,0.0,0.0,,312.0,,55.0
1, 10,200.0,46.0,55.0,3.0,3.0,,20.0,,0.0,,308.0,,55.0
1, 10,200.0,49.0,40.0,1.0,6.0,0.0,0.0,0.0,0.0,,302.0,,40.0
1, 10,200.0,52.0,35.0,1.0,7.0,,0.0,,0.0,,303.0,,35.0
1, 10,200.0,55.0,35.0,1.0,5.0,0.0,0.0,0.0,0.0,,304.0,,35.0
1, 10,200.0,58.0,40.0,1.0,3.0,,0.0,,0.0,,299.0,,40.0
1, 10,200.0,61.0,45.0,1.0,1.0,0.0,0.0,0.0,0.0,,296.0,,45.0
1, 10,500.0,4.0,50.0,1.0,8.0,0.0,0.0,0.0,0.0,9.0,305.0,1.0,50.0
1, 10,500.0,7.0,55.0,1.0,6.0,,0.0,,0.0,9.0,302.0,2.0,55.0
1, 10,500.0,10.0,45.0,3.0,4.0,0.0,20.0,0.0,0.0,,301.0,,45.0
1, 10,500.0,13.0,50.0,3.0,3.0,,20.0,,0.0,,305.0,,50.0
1, 10,500.0,16.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,,311.0,,65.0
1, 10,500.0,19.0,55.0,1.0,4.0,,0.0,,0.0,,311.0,,55.0
1, 10,500.0,22.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,305.0,,45.0
1, 10,500.0,25.0,45.0,1.0,9.0,,0.0,,0.0,,305.0,,45.0
1, 10,500.0,28.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,318.0,,50.0
1, 10,500.0,31.0,60.0,3.0,5.0,,20.0,,0.0,,326.0,,60.0
1, 10,500.0,34.0,60.0,3.0,4.0,0.0,20.0,0.0,0.0,,322.0,,60.0
1, 10,500.0,37.0,65.0,3.0,4.0,,20.0,,0.0,,315.0,,65.0
1, 10,500.0,40.0,55.0,3.0,3.0,0.0,20.0,0.0,0.0,,312.0,,55.0
1, 10,500.0,43.0,55.0,3.0,3.0,,20.0,,0.0,,308.0,,55.0
1, 10,500.0,46.0,40.0,1.0,6.0,0.0,0.0,0.0,0.0,,302.0,,40.0
1, 10,500.0,49.0,35.0,1.0,7.0,,0.0,,0.0,,303.0,,35.0
1, 10,500.0,52.0,35.0,1.0,5.0,0.0,0.0,0.0,0.0,,304.0,,35.0
1, 10,500.0,55.0,40.0,1.0,3.0,,0.0,,0.0,,299.0,,40.0
1, 10,500.0,58.0,45.0,1.0,1.0,0.0,0.0,0.0,0.0,,296.0,,45.0
1, 10,800.0,4.0,55.0,1.0,5.0,,0.0,,0.0,10.0,294.0,1.0,55.0
1, 10,800.0,7.0,50.0,1.0,4.0,0.0,0.0,0.0,0.0,8.0,301.0,2.0,50.0
1, 10,800.0,10.0,55.0,1.0,3.0,,0.0,,0.0,,305.0,,55.0
1, 10,800.0,13.0,60.0,1.0,2.0,0.0,0.0,0.0,0.0,,307.0,,60.0
1, 10,800.0,16.0,55.0,1.0,3.0,,0.0,,0.0,,312.0,,55.0
1, 10,800.0,19.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,310.0,,45.0
1, 10,800.0,22.0,40.0,1.0,9.0,,0.0,,0.0,,314.0,,40.0
1, 10,800.0,25.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,323.0,,50.0
1, 10,800.0,28.0,55.0,3.0,5.0,,20.0,,0.0,,324.0,,55.0
1, 10,800.0,31.0,55.0,3.0,4.0,0.0,20.0,0.0,0.0,,321.0,,55.0
1, 10,800.0,34.0,65.0,3.0,4.0,,20.0,,0.0,,312.0,,65.0
1, 10,800.0,37.0,55.0,3.0,3.0,0.0,20.0,0.0,0.0,,308.0,,55.0
1, 10,800.0,40.0,55.0,1.0,3.0,,0.0,,0.0,,308.0,,55.0
1, 10,800.0,43.0,40.0,1.0,6.0,0.0,0.0,0.0,0.0,,304.0,,40.0
1, 10,800.0,46.0,35.0,1.0,7.0,,0.0,,0.0,,305.0,,35.0
1, 10,800.0,49.0,35.0,1.0,5.0,0.0,0.0,0.0,0.0,,306.0,,35.0
1, 10,800.0,52.0,45.0,1.0,4.0,,0.0,,0.0,,300.0,,45.0
1, 10,800.0,55.0,45.0,1.0,2.0,0.0,0.0,0.0,0.0,,296.0,,45.0
1, 10,1100.0,4.0,50.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0,301.0,1.0,50.0
1, 10,1100.0,7.0,55.0,1.0,3.0,,0.0,,0.0,8.0,305.0,2.0,55.0
1, 10,1100.0,10.0,60.0,1.0,2.0,0.0,0.0,0.0,0.0,,307.0,,60.0
1, 10,1100.0,13.0,55.0,1.0,3.0,,0.0,,0.0,,312.0,,55.0
1, 10,1100.0,16.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,310.0,,45.0
1, 10,1100.0,19.0,40.0,1.0,9.0,,0.0,,0.0,,314.0,,40.0
1, 10,1100.0,22.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,323.0,,50.0
1, 10,1100.0,25.0,55.0,3.0,5.0,,20.0,,0.0,,324.0,,55.0
1, 10,1100.0,28.0,55.0,3.0,4.0,0.0,20.0,0.0,0.0,,321.0,,55.0
1, 10,1100.0,31.0,65.0,3.0,4.0,,20.0,,0.0,,312.0,,65.0
1, 10,1100.0,34.0,55.0,3.0,3.0,0.0,20.0,0.0,0.0,,308.0,,55.0
1, 10,1100.0,37.0,55.0,1.0,3.0,,0.0,,0.0,,308.0,,55.0
1, 10,1100.0,40.0,40.0,1.0,6.0,0.0,0.0,0.0,0.0,,304.0,,40.0
1, 10,1100.0,43.0,35.0,1.0,7.0,,0.0,,0.0,,305.0,,35.0
1, 10,1100.0,46.0,35.0,1.0,5.0,0.0,0.0,0.0,0.0,,306.0,,35.0
1, 10,1100.0,49.0,45.0,1.0,4.0,,0.0,,0.0,,300.0,,45.0
1, 10,1100.0,52.0,45.0,1.0,2.0,0.0,0.0,0.0,0.0,,296.0,,45.0
1, 10,1400.0,4.0,55.0,1.0,3.0,,0.0,,0.0,10.0,305.0,1.0,55.0
1, 10,1400.0,7.0,60.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,307.0,2.0,60.0
1, 10,1400.0,10.0,55.0,1.0,3.0,,0.0,,0.0,,312.0,,55.0
1, 10,1400.0,13.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,310.0,,45.0
1, 10,1400.0,16.0,40.0,1.0,9.0,,0.0,,0.0,,314.0,,40.0
1, 10,1400.0,19.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,323.0,,50.0
1, 10,1400.0,22.0,55.0,3.0,5.0,,20.0,,0.0,,324.0,,55.0
1, 10,1400.0,25.0,55.0,3.0,4.0,0.0,20.0,0.0,0.0,,321.0,,55.0
1, 10,1400.0,28.0,65.0,3.0,4.0,,20.0,,0.0,,312.0,,65.0
1, 10,1400.0,31.0,55.0,3.0,3.0,0.0,20.0,0.0,0.0,,308.0,,55.0
1, 10,1400.0,34.0,55.0,1.0,3.0,,0.0,,0.0,,308.0,,55.0
1, 10,1400.0,37.0,40.0,1.0,6.0,0.0,0.0,0.0,0.0,,304.0,,40.0
1, 10,1400.0,40.0,35.0,1.0,7.0,,0.0,,0.0,,305.0,,35.0
1, 10,1400.0,43.0,35.0,1.0,5.0,0.0,0.0,0.0,0.0,,306.0,,35.0
1, 10,1400.0,46.0,45.0,1.0,4.0,,0.0,,0.0,,300.0,,45.0
1, 10,1400.0,49.0,45.0,1.0,2.0,0.0,0.0,0.0,0.0,,296.0,,45.0
1, 10,1700.0,4.0,60.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,307.0,1.0,60.0
1, 10,1700.0,7.0,55.0,1.0,3.0,,0.0,,0.0,8.0,312.0,2.0,55.0
1, 10,1700.0,10.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,310.0,,45.0
1, 10,1700.0,13.0,40.0,1.0,9.0,,0.0,,0.0,,314.0,,40.0
1, 10,1700.0,16.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,323.0,,50.0
1, 10,1700.0,19.0,55.0,3.0,5.0,,20.0,,0.0,,324.0,,55.0
1, 10,1700.0,22.0,55.0,3.0,4.0,0.0,20.0,0.0,0.0,,321.0,,55.0
1, 10,1700.0,25.0,65.0,3.0,4.0,,20.0,,0.0,,312.0,,65.0
1, 10,1700.0,28.0,55.0,3.0,3.0,0.0,20.0,0.0,0.0,,308.0,,55.0
1, 10,1700.0,31.0,55.0,1.0,3.0,,0.0,,0.0,,308.0,,55.0
1, 10,1700.0,34.0,40.0,1.0,6.0,0.0,0.0,0.0,0.0,,304.0,,40.0
1, 10,1700.0,37.0,35.0,1.0,7.0,,0.0,,0.0,,305.0,,35.0
1, 10,1700.0,40.0,35.0,1.0,5.0,0.0,0.0,0.0,0.0,,306.0,,35.0
1, 10,1700.0,43.0,45.0,1.0,4.0,,0.0,,0.0,,300.0,,45.0
1, 10,1700.0,46.0,45.0,1.0,2.0,0.0,0.0,0.0,0.0,,296.0,,45.0
1, 10,2000.0,4.0,55.0,3.0,4.0,,20.0,,0.0,10.0,314.0,2.0,55.0
1, 10,2000.0,7.0,40.0,3.0,8.0,0.0,20.0,0.0,0.0,8.0,313.0,0.0,40.0
1, 10,2000.0,10.0,35.0,1.0,10.0,,0.0,,0.0,7.0,320.0,,35.0
1, 10,2000.0,13.0,55.0,3.0,7.0,0.0,20.0,0.0,0.0,,331.0,,55.0
1, 10,2000.0,16.0,55.0,3.0,5.0,,20.0,,0.0,,328.0,,55.0
1, 10,2000.0,19.0,55.0,3.0,4.0,0.0,20.0,0.0,0.0,,325.0,,55.0
1, 10,2000.0,22.0,60.0,3.0,4.0,,20.0,,0.0,,309.0,,60.0
1, 10,2000.0,25.0,50.0,3.0,3.0,0.0,20.0,0.0,0.0,,306.0,,50.0
1, 10,2000.0,28.0,50.0,1.0,3.0,,0.0,,0.0,,302.0,,50.0
1, 10,2000.0,31.0,40.0,1.0,6.0,0.0,0.0,0.0,0.0,,297.0,,40.0
1, 10,2000.0,34.0,35.0,1.0,7.0,,0.0,,0.0,,300.0,,35.0
1, 10,2000.0,37.0,35.0,1.0,5.0,0.0,0.0,0.0,0.0,,300.0,,35.0
1, 10,2000.0,40.0,45.0,1.0,4.0,,0.0,,0.0,,297.0,,45.0
1, 10,2000.0,43.0,45.0,1.0,2.0,0.0,0.0,0.0,0.0,,297.0,,45.0
1, 10,2000.0,46.0,55.0,1.0,1.0,,0.0,,0.0,,293.0,,55.0
1, 10,2000.0,49.0,50.0,3.0,1.0,0.0,20.0,0.0,0.0,,293.0,,50.0
1, 10,2000.0,52.0,50.0,1.0,2.0,,0.0,,0.0,,291.0,,50.0
1, 10,2000.0,55.0,40.0,1.0,4.0,0.0,0.0,0.0,0.0,,293.0,,40.0
1, 10,2000.0,58.0,40.0,3.0,6.0,,20.0,,0.0,,294.0,,40.0
1, 10,2000.0,61.0,40.0,3.0,4.0,0.0,20.0,0.0,0.0,,297.0,,40.0
1, 10,2000.0,64.0,40.0,3.0,2.0,,20.0,,0.0,,294.0,,40.0
1, 10,2000.0,67.0,35.0,3.0,1.0,0.0,20.0,0.0,0.0,,295.0,,35.0
1, 10,2300.0,4.0,40.0,3.0,8.0,0.0,20.0,0.0,0.0,10.0,313.0,2.0,40.0
1, 10,2300.0,7.0,35.0,1.0,10.0,,0.0,,0.0,8.0,320.0,0.0,35.0
1, 10,2300.0,10.0,55.0,3.0,7.0,0.0,20.0,0.0,0.0,7.0,331.0,,55.0
1, 10,2300.0,13.0,55.0,3.0,5.0,,20.0,,0.0,,328.0,,55.0
1, 10,2300.0,16.0,55.0,3.0,4.0,0.0,20.0,0.0,0.0,,325.0,,55.0
1, 10,2300.0,19.0,60.0,3.0,4.0,,20.0,,0.0,,309.0,,60.0
