month, format: day,hour,forecast,풍속,하늘상태,3시간기온,6시간강수량,강수확률,6시간적설,강수형태,일최고기온,풍향,일최저기온,습도
4, 6,200.0,34.0,45.0,1.0,16.0,,0.0,,0.0,,241.0,,45.0
4, 6,200.0,37.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,,260.0,,50.0
4, 6,200.0,40.0,60.0,1.0,10.0,,0.0,,0.0,,280.0,,60.0
4, 6,200.0,43.0,60.0,1.0,7.0,0.0,0.0,0.0,0.0,,297.0,,60.0
4, 6,200.0,46.0,35.0,1.0,12.0,,0.0,,0.0,,299.0,,35.0
4, 6,200.0,49.0,25.0,1.0,17.0,0.0,0.0,0.0,0.0,,293.0,,25.0
4, 6,200.0,52.0,30.0,3.0,17.0,,20.0,,0.0,,250.0,,30.0
4, 6,200.0,55.0,45.0,4.0,14.0,0.0,30.0,0.0,0.0,,130.0,,45.0
4, 6,200.0,58.0,50.0,3.0,12.0,,20.0,,0.0,,29.0,,50.0
4, 6,200.0,61.0,60.0,4.0,9.0,0.0,30.0,0.0,0.0,,20.0,,60.0
4, 6,500.0,4.0,45.0,3.0,15.0,0.0,20.0,0.0,0.0,21.0,217.0,8.0,45.0
4, 6,500.0,7.0,45.0,1.0,13.0,,0.0,,0.0,18.0,226.0,7.0,45.0
4, 6,500.0,10.0,50.0,1.0,11.0,0.0,0.0,0.0,0.0,,257.0,,50.0
4, 6,500.0,13.0,45.0,1.0,11.0,,0.0,,0.0,,288.0,,45.0
4, 6,500.0,16.0,50.0,1.0,9.0,0.0,0.0,0.0,0.0,,291.0,,50.0
4, 6,500.0,19.0,35.0,1.0,14.0,,0.0,,0.0,,281.0,,35.0
4, 6,500.0,22.0,35.0,1.0,19.0,0.0,0.0,0.0,0.0,,273.0,,35.0
4, 6,500.0,25.0,40.0,1.0,21.0,,0.0,,0.0,,249.0,,40.0
4, 6,500.0,28.0,45.0,1.0,18.0,0.0,0.0,0.0,0.0,,236.0,,45.0
4, 6,500.0,31.0,45.0,1.0,16.0,,0.0,,0.0,,241.0,,45.0
4, 6,500.0,34.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,,260.0,,50.0
4, 6,500.0,37.0,60.0,1.0,10.0,,0.0,,0.0,,280.0,,60.0
4, 6,500.0,40.0,60.0,1.0,7.0,0.0,0.0,0.0,0.0,,297.0,,60.0
4, 6,500.0,43.0,35.0,1.0,12.0,,0.0,,0.0,,299.0,,35.0
4, 6,500.0,46.0,25.0,1.0,17.0,0.0,0.0,0.0,0.0,,293.0,,25.0
4, 6,500.0,49.0,30.0,3.0,17.0,,20.0,,0.0,,250.0,,30.0
4, 6,500.0,52.0,45.0,4.0,14.0,0.0,30.0,0.0,0.0,,130.0,,45.0
4, 6,500.0,55.0,50.0,3.0,12.0,,20.0,,0.0,,29.0,,50.0
4, 6,500.0,58.0,60.0,4.0,9.0,0.0,30.0,0.0,0.0,,20.0,,60.0
4, 6,800.0,4.0,45.0,3.0,13.0,,20.0,,0.0,21.0,225.0,8.0,45.0
4, 6,800.0,7.0,50.0,3.0,12.0,0.0,20.0,0.0,0.0,18.0,249.0,7.0,50.0
4, 6,800.0,10.0,45.0,3.0,11.0,,20.0,,0.0,,275.0,,45.0
4, 6,800.0,13.0,50.0,1.0,8.0,0.0,0.0,0.0,0.0,,285.0,,50.0
4, 6,800.0,16.0,35.0,1.0,14.0,,0.0,,0.0,,274.0,,35.0
4, 6,800.0,19.0,35.0,1.0,19.0,0.0,0.0,0.0,0.0,,267.0,,35.0
4, 6,800.0,22.0,40.0,1.0,21.0,,0.0,,0.0,,248.0,,40.0
4, 6,800.0,25.0,50.0,1.0,18.0,0.0,0.0,0.0,0.0,,236.0,,50.0
4, 6,800.0,28.0,50.0,1.0,15.0,,0.0,,0.0,,253.0,,50.0
4, 6,800.0,31.0,65.0,1.0,11.0,0.0,0.0,0.0,0.0,,276.0,,65.0
4, 6,800.0,34.0,50.0,1.0,10.0,,0.0,,0.0,,294.0,,50.0
4, 6,800.0,37.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,302.0,,50.0
4, 6,800.0,40.0,35.0,1.0,12.0,,0.0,,0.0,,302.0,,35.0
4, 6,800.0,43.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,309.0,,20.0
4, 6,800.0,46.0,25.0,3.0,17.0,,20.0,,0.0,,288.0,,25.0
4, 6,800.0,49.0,45.0,4.0,13.0,0.0,30.0,0.0,0.0,,266.0,,45.0
4, 6,800.0,52.0,55.0,3.0,10.0,,20.0,,0.0,,321.0,,55.0
4, 6,800.0,55.0,65.0,4.0,8.0,0.0,30.0,0.0,0.0,,337.0,,65.0
4, 6,1100.0,4.0,50.0,3.0,12.0,0.0,20.0,0.0,0.0,21.0,249.0,8.0,50.0
4, 6,1100.0,7.0,45.0,3.0,11.0,,20.0,,0.0,18.0,275.0,7.0,45.0
4, 6,1100.0,10.0,50.0,1.0,8.0,0.0,0.0,0.0,0.0,,285.0,,50.0
4, 6,1100.0,13.0,35.0,1.0,14.0,,0.0,,0.0,,274.0,,35.0
4, 6,1100.0,16.0,35.0,1.0,19.0,0.0,0.0,0.0,0.0,,267.0,,35.0
4, 6,1100.0,19.0,40.0,1.0,21.0,,0.0,,0.0,,248.0,,40.0
4, 6,1100.0,22.0,50.0,1.0,18.0,0.0,0.0,0.0,0.0,,236.0,,50.0
4, 6,1100.0,25.0,50.0,1.0,15.0,,0.0,,0.0,,253.0,,50.0
4, 6,1100.0,28.0,65.0,1.0,11.0,0.0,0.0,0.0,0.0,,276.0,,65.0
4, 6,1100.0,31.0,50.0,1.0,10.0,,0.0,,0.0,,294.0,,50.0
4, 6,1100.0,34.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,302.0,,50.0
4, 6,1100.0,37.0,35.0,1.0,12.0,,0.0,,0.0,,302.0,,35.0
4, 6,1100.0,40.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,309.0,,20.0
4, 6,1100.0,43.0,25.0,3.0,17.0,,20.0,,0.0,,288.0,,25.0
4, 6,1100.0,46.0,45.0,4.0,13.0,0.0,30.0,0.0,0.0,,266.0,,45.0
4, 6,1100.0,49.0,55.0,3.0,10.0,,20.0,,0.0,,321.0,,55.0
4, 6,1100.0,52.0,65.0,4.0,8.0,0.0,30.0,0.0,0.0,,337.0,,65.0
4, 6,1400.0,4.0,45.0,3.0,11.0,,20.0,,0.0,21.0,275.0,8.0,45.0
4, 6,1400.0,7.0,50.0,1.0,8.0,0.0,0.0,0.0,0.0,18.0,285.0,7.0,50.0
4, 6,1400.0,10.0,35.0,1.0,14.0,,0.0,,0.0,,274.0,,35.0
4, 6,1400.0,13.0,35.0,1.0,19.0,0.0,0.0,0.0,0.0,,267.0,,35.0
4, 6,1400.0,16.0,40.0,1.0,21.0,,0.0,,0.0,,248.0,,40.0
4, 6,1400.0,19.0,50.0,1.0,18.0,0.0,0.0,0.0,0.0,,236.0,,50.0
4, 6,1400.0,22.0,50.0,1.0,15.0,,0.0,,0.0,,253.0,,50.0
4, 6,1400.0,25.0,65.0,1.0,11.0,0.0,0.0,0.0,0.0,,276.0,,65.0
4, 6,1400.0,28.0,50.0,1.0,10.0,,0.0,,0.0,,294.0,,50.0
4, 6,1400.0,31.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,302.0,,50.0
4, 6,1400.0,34.0,35.0,1.0,12.0,,0.0,,0.0,,302.0,,35.0
4, 6,1400.0,37.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,309.0,,20.0
4, 6,1400.0,40.0,25.0,3.0,17.0,,20.0,,0.0,,288.0,,25.0
4, 6,1400.0,43.0,45.0,4.0,13.0,0.0,30.0,0.0,0.0,,266.0,,45.0
4, 6,1400.0,46.0,55.0,3.0,10.0,,20.0,,0.0,,321.0,,55.0
4, 6,1400.0,49.0,65.0,4.0,8.0,0.0,30.0,0.0,0.0,,337.0,,65.0
4, 6,1700.0,4.0,50.0,1.0,8.0,0.0,0.0,0.0,0.0,21.0,285.0,8.0,50.0
4, 6,1700.0,7.0,35.0,1.0,14.0,,0.0,,0.0,18.0,274.0,7.0,35.0
4, 6,1700.0,10.0,35.0,1.0,19.0,0.0,0.0,0.0,0.0,,267.0,,35.0
4, 6,1700.0,13.0,40.0,1.0,21.0,,0.0,,0.0,,248.0,,40.0
4, 6,1700.0,16.0,50.0,1.0,18.0,0.0,0.0,0.0,0.0,,236.0,,50.0
4, 6,1700.0,19.0,50.0,1.0,15.0,,0.0,,0.0,,253.0,,50.0
4, 6,1700.0,22.0,65.0,1.0,11.0,0.0,0.0,0.0,0.0,,276.0,,65.0
4, 6,1700.0,25.0,50.0,1.0,10.0,,0.0,,0.0,,294.0,,50.0
4, 6,1700.0,28.0,50.0,1.0,7.0,0.0,0.0,0.0,0.0,,302.0,,50.0
4, 6,1700.0,31.0,35.0,1.0,12.0,,0.0,,0.0,,302.0,,35.0
4, 6,1700.0,34.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,309.0,,20.0
4, 6,1700.0,37.0,25.0,3.0,17.0,,20.0,,0.0,,288.0,,25.0
4, 6,1700.0,40.0,45.0,4.0,13.0,0.0,30.0,0.0,0.0,,266.0,,45.0
4, 6,1700.0,43.0,55.0,3.0,10.0,,20.0,,0.0,,321.0,,55.0
4, 6,1700.0,46.0,65.0,4.0,8.0,0.0,30.0,0.0,0.0,,337.0,,65.0
4, 6,2000.0,4.0,30.0,1.0,14.0,,0.0,,0.0,21.0,278.0,8.0,30.0
4, 6,2000.0,7.0,30.0,1.0,20.0,0.0,0.0,0.0,0.0,18.0,270.0,5.0,30.0
4, 6,2000.0,10.0,40.0,1.0,21.0,,0.0,,0.0,17.0,258.0,,40.0
4, 6,2000.0,13.0,50.0,1.0,19.0,0.0,0.0,0.0,0.0,,249.0,,50.0
4, 6,2000.0,16.0,50.0,1.0,15.0,,0.0,,0.0,,266.0,,50.0
4, 6,2000.0,19.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,,285.0,,50.0
4, 6,2000.0,22.0,50.0,1.0,10.0,,0.0,,0.0,,301.0,,50.0
4, 6,2000.0,25.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,308.0,,45.0
4, 6,2000.0,28.0,30.0,1.0,12.0,,0.0,,0.0,,309.0,,30.0
4, 6,2000.0,31.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,310.0,,20.0
4, 6,2000.0,34.0,25.0,1.0,17.0,,0.0,,0.0,,296.0,,25.0
4, 6,2000.0,37.0,40.0,1.0,13.0,0.0,0.0,0.0,0.0,,294.0,,40.0
4, 6,2000.0,40.0,55.0,3.0,10.0,,20.0,,0.0,,311.0,,55.0
4, 6,2000.0,43.0,60.0,1.0,8.0,0.0,0.0,0.0,0.0,,319.0,,60.0
4, 6,2000.0,46.0,60.0,1.0,7.0,,0.0,,0.0,,323.0,,60.0
4, 6,2000.0,49.0,55.0,1.0,5.0,0.0,0.0,0.0,0.0,,320.0,,55.0
4, 6,2000.0,52.0,40.0,1.0,11.0,,0.0,,0.0,,308.0,,40.0
4, 6,2000.0,55.0,30.0,1.0,15.0,0.0,0.0,0.0,0.0,,315.0,,30.0
4, 6,2000.0,58.0,30.0,1.0,16.0,,0.0,,0.0,,319.0,,30.0
4, 6,2000.0,61.0,50.0,3.0,13.0,0.0,20.0,0.0,0.0,,108.0,,50.0
4, 6,2000.0,64.0,65.0,4.0,10.0,,30.0,,0.0,,75.0,,65.0
4, 6,2000.0,67.0,70.0,3.0,9.0,0.0,20.0,0.0,0.0,,34.0,,70.0
4, 6,2300.0,4.0,30.0,1.0,20.0,0.0,0.0,0.0,0.0,21.0,270.0,8.0,30.0
4, 6,2300.0,7.0,40.0,1.0,21.0,,0.0,,0.0,18.0,258.0,5.0,40.0
4, 6,2300.0,10.0,50.0,1.0,19.0,0.0,0.0,0.0,0.0,17.0,249.0,,50.0
4, 6,2300.0,13.0,50.0,1.0,15.0,,0.0,,0.0,,266.0,,50.0
4, 6,2300.0,16.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,,285.0,,50.0
4, 6,2300.0,19.0,50.0,1.0,10.0,,0.0,,0.0,,301.0,,50.0
4, 6,2300.0,22.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,308.0,,45.0
4, 6,2300.0,25.0,30.0,1.0,12.0,,0.0,,0.0,,309.0,,30.0
4, 6,2300.0,28.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,310.0,,20.0
4, 6,2300.0,31.0,25.0,1.0,17.0,,0.0,,0.0,,296.0,,25.0
4, 6,2300.0,34.0,40.0,1.0,13.0,0.0,0.0,0.0,0.0,,294.0,,40.0
4, 6,2300.0,37.0,55.0,3.0,10.0,,20.0,,0.0,,311.0,,55.0
4, 6,2300.0,40.0,60.0,1.0,8.0,0.0,0.0,0.0,0.0,,319.0,,60.0
4, 6,2300.0,43.0,60.0,1.0,7.0,,0.0,,0.0,,323.0,,60.0
4, 6,2300.0,46.0,55.0,1.0,5.0,0.0,0.0,0.0,0.0,,320.0,,55.0
4, 6,2300.0,49.0,40.0,1.0,11.0,,0.0,,0.0,,308.0,,40.0
4, 6,2300.0,52.0,30.0,1.0,15.0,0.0,0.0,0.0,0.0,,315.0,,30.0
4, 6,2300.0,55.0,30.0,1.0,16.0,,0.0,,0.0,,319.0,,30.0
4, 6,2300.0,58.0,50.0,3.0,13.0,0.0,20.0,0.0,0.0,,108.0,,50.0
4, 6,2300.0,61.0,65.0,4.0,10.0,,30.0,,0.0,,75.0,,65.0
4, 6,2300.0,64.0,70.0,3.0,9.0,0.0,20.0,0.0,0.0,,34.0,,70.0
4, 7,200.0,4.0,40.0,1.0,21.0,,0.0,,0.0,21.0,258.0,8.0,40.0
4, 7,200.0,7.0,50.0,1.0,19.0,0.0,0.0,0.0,0.0,18.0,249.0,5.0,50.0
4, 7,200.0,10.0,50.0,1.0,15.0,,0.0,,0.0,17.0,266.0,,50.0
4, 7,200.0,13.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,,285.0,,50.0
4, 7,200.0,16.0,50.0,1.0,10.0,,0.0,,0.0,,301.0,,50.0
4, 7,200.0,19.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,308.0,,45.0
4, 7,200.0,22.0,30.0,1.0,12.0,,0.0,,0.0,,309.0,,30.0
4, 7,200.0,25.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,310.0,,20.0
4, 7,200.0,28.0,25.0,1.0,17.0,,0.0,,0.0,,296.0,,25.0
4, 7,200.0,31.0,40.0,1.0,13.0,0.0,0.0,0.0,0.0,,294.0,,40.0
4, 7,200.0,34.0,55.0,3.0,10.0,,20.0,,0.0,,311.0,,55.0
4, 7,200.0,37.0,60.0,1.0,8.0,0.0,0.0,0.0,0.0,,319.0,,60.0
4, 7,200.0,40.0,60.0,1.0,7.0,,0.0,,0.0,,323.0,,60.0
4, 7,200.0,43.0,55.0,1.0,5.0,0.0,0.0,0.0,0.0,,320.0,,55.0
4, 7,200.0,46.0,40.0,1.0,11.0,,0.0,,0.0,,308.0,,40.0
4, 7,200.0,49.0,30.0,1.0,15.0,0.0,0.0,0.0,0.0,,315.0,,30.0
4, 7,200.0,52.0,30.0,1.0,16.0,,0.0,,0.0,,319.0,,30.0
4, 7,200.0,55.0,50.0,3.0,13.0,0.0,20.0,0.0,0.0,,108.0,,50.0
4, 7,200.0,58.0,65.0,4.0,10.0,,30.0,,0.0,,75.0,,65.0
4, 7,200.0,61.0,70.0,3.0,9.0,0.0,20.0,0.0,0.0,,34.0,,70.0
4, 7,500.0,4.0,50.0,1.0,19.0,0.0,0.0,0.0,0.0,18.0,249.0,8.0,50.0
4, 7,500.0,7.0,50.0,1.0,15.0,,0.0,,0.0,17.0,266.0,5.0,50.0
4, 7,500.0,10.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,,285.0,,50.0
4, 7,500.0,13.0,50.0,1.0,10.0,,0.0,,0.0,,301.0,,50.0
4, 7,500.0,16.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0,,308.0,,45.0
4, 7,500.0,19.0,30.0,1.0,12.0,,0.0,,0.0,,309.0,,30.0
4, 7,500.0,22.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,310.0,,20.0
4, 7,500.0,25.0,25.0,1.0,17.0,,0.0,,0.0,,296.0,,25.0
4, 7,500.0,28.0,40.0,1.0,13.0,0.0,0.0,0.0,0.0,,294.0,,40.0
4, 7,500.0,31.0,55.0,3.0,10.0,,20.0,,0.0,,311.0,,55.0
4, 7,500.0,34.0,60.0,1.0,8.0,0.0,0.0,0.0,0.0,,319.0,,60.0
4, 7,500.0,37.0,60.0,1.0,7.0,,0.0,,0.0,,323.0,,60.0
4, 7,500.0,40.0,55.0,1.0,5.0,0.0,0.0,0.0,0.0,,320.0,,55.0
4, 7,500.0,43.0,40.0,1.0,11.0,,0.0,,0.0,,308.0,,40.0
4, 7,500.0,46.0,30.0,1.0,15.0,0.0,0.0,0.0,0.0,,315.0,,30.0
4, 7,500.0,49.0,30.0,1.0,16.0,,0.0,,0.0,,319.0,,30.0
4, 7,500.0,52.0,50.0,3.0,13.0,0.0,20.0,0.0,0.0,,108.0,,50.0
4, 7,500.0,55.0,65.0,4.0,10.0,,30.0,,0.0,,75.0,,65.0
4, 7,500.0,58.0,70.0,3.0,9.0,0.0,20.0,0.0,0.0,,34.0,,70.0
4, 7,800.0,4.0,45.0,1.0,16.0,,0.0,,0.0,18.0,238.0,8.0,45.0
4, 7,800.0,7.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,17.0,274.0,6.0,50.0
4, 7,800.0,10.0,55.0,1.0,11.0,,0.0,,0.0,,298.0,,55.0
4, 7,800.0,13.0,40.0,1.0,10.0,0.0,0.0,0.0,0.0,,305.0,,40.0
4, 7,800.0,16.0,30.0,1.0,12.0,,0.0,,0.0,,304.0,,30.0
4, 7,800.0,19.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,307.0,,20.0
4, 7,800.0,22.0,20.0,1.0,17.0,,0.0,,0.0,,294.0,,20.0
4, 7,800.0,25.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,,296.0,,50.0
4, 7,800.0,28.0,65.0,1.0,10.0,,0.0,,0.0,,318.0,,65.0
4, 7,800.0,31.0,70.0,1.0,8.0,0.0,0.0,0.0,0.0,,319.0,,70.0
4, 7,800.0,34.0,65.0,1.0,7.0,,0.0,,0.0,,312.0,,65.0
4, 7,800.0,37.0,60.0,1.0,6.0,0.0,0.0,0.0,0.0,,307.0,,60.0
4, 7,800.0,40.0,35.0,1.0,12.0,,0.0,,0.0,,303.0,,35.0
4, 7,800.0,43.0,25.0,1.0,16.0,0.0,0.0,0.0,0.0,,308.0,,25.0
4, 7,800.0,46.0,30.0,1.0,16.0,,0.0,,0.0,,298.0,,30.0
4, 7,800.0,49.0,45.0,3.0,13.0,0.0,20.0,0.0,0.0,,304.0,,45.0
4, 7,800.0,52.0,65.0,3.0,10.0,,20.0,,0.0,,32.0,,65.0
4, 7,800.0,55.0,70.0,3.0,9.0,0.0,20.0,0.0,0.0,,26.0,,70.0
4, 7,1100.0,4.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,18.0,274.0,8.0,50.0
4, 7,1100.0,7.0,55.0,1.0,11.0,,0.0,,0.0,17.0,298.0,6.0,55.0
4, 7,1100.0,10.0,40.0,1.0,10.0,0.0,0.0,0.0,0.0,,305.0,,40.0
4, 7,1100.0,13.0,30.0,1.0,12.0,,0.0,,0.0,,304.0,,30.0
4, 7,1100.0,16.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,307.0,,20.0
4, 7,1100.0,19.0,20.0,1.0,17.0,,0.0,,0.0,,294.0,,20.0
4, 7,1100.0,22.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,,296.0,,50.0
4, 7,1100.0,25.0,65.0,1.0,10.0,,0.0,,0.0,,318.0,,65.0
4, 7,1100.0,28.0,70.0,1.0,8.0,0.0,0.0,0.0,0.0,,319.0,,70.0
4, 7,1100.0,31.0,65.0,1.0,7.0,,0.0,,0.0,,312.0,,65.0
4, 7,1100.0,34.0,60.0,1.0,6.0,0.0,0.0,0.0,0.0,,307.0,,60.0
4, 7,1100.0,37.0,35.0,1.0,12.0,,0.0,,0.0,,303.0,,35.0
4, 7,1100.0,40.0,25.0,1.0,16.0,0.0,0.0,0.0,0.0,,308.0,,25.0
4, 7,1100.0,43.0,30.0,1.0,16.0,,0.0,,0.0,,298.0,,30.0
4, 7,1100.0,46.0,45.0,3.0,13.0,0.0,20.0,0.0,0.0,,304.0,,45.0
4, 7,1100.0,49.0,65.0,3.0,10.0,,20.0,,0.0,,32.0,,65.0
4, 7,1100.0,52.0,70.0,3.0,9.0,0.0,20.0,0.0,0.0,,26.0,,70.0
4, 7,1400.0,4.0,55.0,1.0,11.0,,0.0,,0.0,18.0,298.0,8.0,55.0
4, 7,1400.0,7.0,40.0,1.0,10.0,0.0,0.0,0.0,0.0,17.0,305.0,6.0,40.0
4, 7,1400.0,10.0,30.0,1.0,12.0,,0.0,,0.0,,304.0,,30.0
4, 7,1400.0,13.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,307.0,,20.0
4, 7,1400.0,16.0,20.0,1.0,17.0,,0.0,,0.0,,294.0,,20.0
4, 7,1400.0,19.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,,296.0,,50.0
4, 7,1400.0,22.0,65.0,1.0,10.0,,0.0,,0.0,,318.0,,65.0
4, 7,1400.0,25.0,70.0,1.0,8.0,0.0,0.0,0.0,0.0,,319.0,,70.0
4, 7,1400.0,28.0,65.0,1.0,7.0,,0.0,,0.0,,312.0,,65.0
4, 7,1400.0,31.0,60.0,1.0,6.0,0.0,0.0,0.0,0.0,,307.0,,60.0
4, 7,1400.0,34.0,35.0,1.0,12.0,,0.0,,0.0,,303.0,,35.0
4, 7,1400.0,37.0,25.0,1.0,16.0,0.0,0.0,0.0,0.0,,308.0,,25.0
4, 7,1400.0,40.0,30.0,1.0,16.0,,0.0,,0.0,,298.0,,30.0
4, 7,1400.0,43.0,45.0,3.0,13.0,0.0,20.0,0.0,0.0,,304.0,,45.0
4, 7,1400.0,46.0,65.0,3.0,10.0,,20.0,,0.0,,32.0,,65.0
4, 7,1400.0,49.0,70.0,3.0,9.0,0.0,20.0,0.0,0.0,,26.0,,70.0
4, 7,1700.0,4.0,40.0,1.0,10.0,0.0,0.0,0.0,0.0,18.0,305.0,8.0,40.0
4, 7,1700.0,7.0,30.0,1.0,12.0,,0.0,,0.0,17.0,304.0,6.0,30.0
4, 7,1700.0,10.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,,307.0,,20.0
4, 7,1700.0,13.0,20.0,1.0,17.0,,0.0,,0.0,,294.0,,20.0
4, 7,1700.0,16.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,,296.0,,50.0
4, 7,1700.0,19.0,65.0,1.0,10.0,,0.0,,0.0,,318.0,,65.0
4, 7,1700.0,22.0,70.0,1.0,8.0,0.0,0.0,0.0,0.0,,319.0,,70.0
4, 7,1700.0,25.0,65.0,1.0,7.0,,0.0,,0.0,,312.0,,65.0
4, 7,1700.0,28.0,60.0,1.0,6.0,0.0,0.0,0.0,0.0,,307.0,,60.0
4, 7,1700.0,31.0,35.0,1.0,12.0,,0.0,,0.0,,303.0,,35.0
4, 7,1700.0,34.0,25.0,1.0,16.0,0.0,0.0,0.0,0.0,,308.0,,25.0
4, 7,1700.0,37.0,30.0,1.0,16.0,,0.0,,0.0,,298.0,,30.0
4, 7,1700.0,40.0,45.0,3.0,13.0,0.0,20.0,0.0,0.0,,304.0,,45.0
4, 7,1700.0,43.0,65.0,3.0,10.0,,20.0,,0.0,,32.0,,65.0
4, 7,1700.0,46.0,70.0,3.0,9.0,0.0,20.0,0.0,0.0,,26.0,,70.0
4, 7,2000.0,4.0,35.0,1.0,13.0,,0.0,,0.0,19.0,295.0,6.0,35.0
4, 7,2000.0,7.0,20.0,1.0,17.0,0.0,0.0,0.0,0.0,17.0,289.0,7.0,20.0
4, 7,2000.0,10.0,20.0,1.0,18.0,,0.0,,0.0,13.0,283.0,,20.0
4, 7,2000.0,13.0,55.0,1.0,12.0,0.0,0.0,0.0,0.0,,305.0,,55.0
4, 7,2000.0,16.0,65.0,1.0,9.0,,0.0,,0.0,,11.0,,65.0
4, 7,2000.0,19.0,80.0,1.0,7.0,0.0,0.0,0.0,0.0,,7.0,,80.0
4, 7,2000.0,22.0,80.0,1.0,7.0,,0.0,,0.0,,344.0,,80.0
4, 7,2000.0,25.0,65.0,1.0,6.0,0.0,0.0,0.0,0.0,,326.0,,65.0
4, 7,2000.0,28.0,35.0,1.0,12.0,,0.0,,0.0,,309.0,,35.0
4, 7,2000.0,31.0,25.0,1.0,16.0,0.0,0.0,0.0,0.0,,303.0,,25.0
4, 7,2000.0,34.0,30.0,1.0,17.0,,0.0,,0.0,,284.0,,30.0
4, 7,2000.0,37.0,40.0,3.0,14.0,0.0,20.0,0.0,0.0,,293.0,,40.0
4, 7,2000.0,40.0,70.0,3.0,10.0,,20.0,,0.0,,29.0,,70.0
4, 7,2000.0,43.0,70.0,3.0,9.0,0.0,20.0,0.0,0.0,,25.0,,70.0
4, 7,2000.0,46.0,75.0,3.0,9.0,,20.0,,0.0,,24.0,,75.0
4, 7,2000.0,49.0,75.0,3.0,8.0,0.0,20.0,0.0,0.0,,29.0,,75.0
4, 7,2000.0,52.0,55.0,3.0,11.0,,20.0,,0.0,,37.0,,55.0
4, 7,2000.0,55.0,50.0,3.0,12.0,0.0,20.0,0.0,0.0,,58.0,,50.0
4, 7,2000.0,58.0,55.0,3.0,11.0,,20.0,,0.0,,64.0,,55.0
4, 7,2000.0,61.0,60.0,3.0,10.0,0.0,20.0,0.0,0.0,,63.0,,60.0
4, 7,2000.0,64.0,65.0,3.0,10.0,,20.0,,0.0,,53.0,,65.0
4, 7,2000.0,67.0,75.0,3.0,10.0,0.0,20.0,0.0,0.0,,39.0,,75.0
4, 7,2300.0,4.0,20.0,1.0,17.0,0.0,0.0,0.0,0.0,19.0,289.0,6.0,20.0
4, 7,2300.0,7.0,20.0,1.0,18.0,,0.0,,0.0,17.0,283.0,7.0,20.0
4, 7,2300.0,10.0,55.0,1.0,12.0,0.0,0.0,0.0,0.0,13.0,305.0,,55.0
4, 7,2300.0,13.0,65.0,1.0,9.0,,0.0,,0.0,,11.0,,65.0
4, 7,2300.0,16.0,80.0,1.0,7.0,0.0,0.0,0.0,0.0,,7.0,,80.0
4, 7,2300.0,19.0,80.0,1.0,7.0,,0.0,,0.0,,344.0,,80.0
4, 7,2300.0,22.0,65.0,1.0,6.0,0.0,0.0,0.0,0.0,,326.0,,65.0
4, 7,2300.0,25.0,35.0,1.0,12.0,,0.0,,0.0,,309.0,,35.0
4, 7,2300.0,28.0,25.0,1.0,16.0,0.0,0.0,0.0,0.0,,303.0,,25.0
4, 7,2300.0,31.0,30.0,1.0,17.0,,0.0,,0.0,,284.0,,30.0
4, 7,2300.0,34.0,40.0,3.0,14.0,0.0,20.0,0.0,0.0,,293.0,,40.0
4, 7,2300.0,37.0,70.0,3.0,10.0,,20.0,,0.0,,29.0,,70.0
4, 7,2300.0,40.0,70.0,3.0,9.0,0.0,20.0,0.0,0.0,,25.0,,70.0
4, 7,2300.0,43.0,75.0,3.0,9.0,,20.0,,0.0,,24.0,,75.0
4, 7,2300.0,46.0,75.0,3.0,8.0,0.0,20.0,0.0,0.0,,29.0,,75.0
4, 7,2300.0,49.0,55.0,3.0,11.0,,20.0,,0.0,,37.0,,55.0
