month, format: day,hour,forecast,3시간기온,습도,강수형태,강수확률,일최저기온,일최고기온,하늘상태,풍속,풍향,6시간적설,6시간강수량
2, 2,1700.0,19.0,0.0,85.0,0.0,10.0,,,2.0,1.2,294.0,,
2, 2,1700.0,22.0,-1.0,90.0,0.0,10.0,,,2.0,0.7,254.0,0.0,0.0
2, 2,1700.0,25.0,-2.0,90.0,0.0,20.0,,,3.0,1.3,141.0,,
2, 2,1700.0,28.0,-2.0,95.0,0.0,20.0,,,3.0,2.2,148.0,0.0,0.0
2, 2,1700.0,31.0,-1.0,95.0,0.0,20.0,,,3.0,2.4,138.0,,
2, 2,1700.0,34.0,4.0,80.0,0.0,30.0,,,4.0,1.8,133.0,0.0,0.0
2, 2,1700.0,37.0,5.0,80.0,0.0,30.0,,,4.0,1.6,125.0,,
2, 2,1700.0,40.0,4.0,85.0,1.0,60.0,,,4.0,1.8,90.0,0.0,5.0
2, 2,1700.0,43.0,2.0,90.0,2.0,70.0,,,4.0,2.5,81.0,,
2, 2,1700.0,46.0,2.0,90.0,2.0,70.0,,,4.0,2.0,93.0,0.0,5.0
2, 2,2000.0,4.0,0.0,90.0,0.0,10.0,-3.0,6.0,2.0,1.0,259.0,,
2, 2,2000.0,7.0,5.0,65.0,0.0,10.0,0.0,6.0,2.0,2.1,281.0,0.0,0.0
2, 2,2000.0,10.0,6.0,65.0,0.0,10.0,,4.0,2.0,2.5,275.0,,
2, 2,2000.0,13.0,3.0,70.0,0.0,10.0,,,2.0,2.5,275.0,0.0,0.0
2, 2,2000.0,16.0,0.0,85.0,0.0,10.0,,,2.0,1.2,239.0,,
2, 2,2000.0,19.0,-2.0,95.0,0.0,10.0,,,2.0,0.9,159.0,0.0,0.0
2, 2,2000.0,22.0,-2.0,95.0,0.0,20.0,,,3.0,1.9,159.0,,
2, 2,2000.0,25.0,-3.0,95.0,0.0,20.0,,,3.0,2.0,139.0,0.0,0.0
2, 2,2000.0,28.0,0.0,95.0,0.0,20.0,,,3.0,2.1,127.0,,
2, 2,2000.0,31.0,4.0,80.0,0.0,30.0,,,4.0,2.4,144.0,0.0,0.0
2, 2,2000.0,34.0,6.0,75.0,0.0,30.0,,,4.0,2.3,139.0,,
2, 2,2000.0,37.0,4.0,85.0,0.0,30.0,,,4.0,2.8,111.0,0.0,0.0
2, 2,2000.0,40.0,3.0,85.0,2.0,70.0,,,4.0,2.4,112.0,,
2, 2,2000.0,43.0,2.0,90.0,2.0,70.0,,,4.0,2.2,114.0,0.0,5.0
2, 2,2000.0,46.0,1.0,90.0,3.0,80.0,,,4.0,2.0,123.0,,
2, 2,2000.0,49.0,1.0,95.0,3.0,80.0,,,4.0,1.5,113.0,5.0,5.0
2, 2,2000.0,52.0,1.0,95.0,0.0,30.0,,,4.0,3.1,245.0,,
2, 2,2000.0,55.0,3.0,95.0,0.0,20.0,,,3.0,4.7,315.0,0.0,0.0
2, 2,2000.0,58.0,4.0,80.0,0.0,20.0,,,3.0,5.2,328.0,,
2, 2,2000.0,61.0,2.0,70.0,0.0,10.0,,,2.0,4.2,313.0,0.0,0.0
2, 2,2000.0,64.0,1.0,65.0,0.0,10.0,,,2.0,6.2,325.0,,
2, 2,2000.0,67.0,1.0,65.0,0.0,0.0,,,1.0,7.1,321.0,0.0,0.0
2, 2,2300.0,4.0,5.0,65.0,0.0,10.0,-3.0,6.0,2.0,2.1,281.0,0.0,0.0
2, 2,2300.0,7.0,6.0,65.0,0.0,10.0,0.0,6.0,2.0,2.5,275.0,,
2, 2,2300.0,10.0,3.0,70.0,0.0,10.0,,4.0,2.0,2.5,275.0,0.0,0.0
2, 2,2300.0,13.0,0.0,85.0,0.0,10.0,,,2.0,1.2,239.0,,
2, 2,2300.0,16.0,-2.0,95.0,0.0,10.0,,,2.0,0.9,159.0,0.0,0.0
2, 2,2300.0,19.0,-2.0,95.0,0.0,20.0,,,3.0,1.9,159.0,,
2, 2,2300.0,22.0,-3.0,95.0,0.0,20.0,,,3.0,2.0,139.0,0.0,0.0
2, 2,2300.0,25.0,0.0,95.0,0.0,20.0,,,3.0,2.1,127.0,,
2, 2,2300.0,28.0,4.0,80.0,0.0,30.0,,,4.0,2.4,144.0,0.0,0.0
2, 2,2300.0,31.0,6.0,75.0,0.0,30.0,,,4.0,2.3,139.0,,
2, 2,2300.0,34.0,4.0,85.0,0.0,30.0,,,4.0,2.8,111.0,0.0,0.0
2, 2,2300.0,37.0,3.0,85.0,2.0,70.0,,,4.0,2.4,112.0,,
2, 2,2300.0,40.0,2.0,90.0,2.0,70.0,,,4.0,2.2,114.0,0.0,5.0
2, 2,2300.0,43.0,1.0,90.0,3.0,80.0,,,4.0,2.0,123.0,,
2, 2,2300.0,46.0,1.0,95.0,3.0,80.0,,,4.0,1.5,113.0,5.0,5.0
2, 2,2300.0,49.0,1.0,95.0,0.0,30.0,,,4.0,3.1,245.0,,
2, 2,2300.0,52.0,3.0,95.0,0.0,20.0,,,3.0,4.7,315.0,0.0,0.0
2, 2,2300.0,55.0,4.0,80.0,0.0,20.0,,,3.0,5.2,328.0,,
2, 2,2300.0,58.0,2.0,70.0,0.0,10.0,,,2.0,4.2,313.0,0.0,0.0
2, 2,2300.0,61.0,1.0,65.0,0.0,10.0,,,2.0,6.2,325.0,,
2, 2,2300.0,64.0,1.0,65.0,0.0,0.0,,,1.0,7.1,321.0,0.0,0.0
2, 20,200.0,4.0,-1.0,55.0,0.0,0.0,-7.0,-1.0,1.0,9.4,335.0,,
2, 20,200.0,7.0,-2.0,55.0,0.0,0.0,0.0,3.0,1.0,9.4,339.0,0.0,0.0
2, 20,200.0,10.0,-3.0,60.0,0.0,0.0,,4.0,1.0,8.1,346.0,,
2, 20,200.0,13.0,-4.0,60.0,0.0,0.0,,,1.0,7.7,358.0,0.0,0.0
2, 20,200.0,16.0,-5.0,60.0,0.0,0.0,,,1.0,4.8,1.0,,
2, 20,200.0,19.0,-7.0,70.0,0.0,0.0,,,1.0,2.8,2.0,0.0,0.0
2, 20,200.0,22.0,-5.0,60.0,0.0,0.0,,,1.0,1.1,34.0,,
2, 20,200.0,25.0,0.0,50.0,0.0,0.0,,,1.0,0.6,9.0,0.0,0.0
2, 20,200.0,28.0,2.0,50.0,0.0,10.0,,,2.0,1.9,21.0,,
2, 20,200.0,31.0,1.0,60.0,0.0,10.0,,,2.0,1.6,7.0,0.0,0.0
2, 20,200.0,34.0,0.0,70.0,0.0,20.0,,,3.0,2.1,55.0,,
2, 20,200.0,37.0,-1.0,75.0,0.0,20.0,,,3.0,1.5,127.0,0.0,0.0
2, 20,200.0,40.0,0.0,70.0,0.0,30.0,,,4.0,2.3,119.0,,
2, 20,200.0,43.0,0.0,70.0,0.0,30.0,,,4.0,3.3,125.0,0.0,0.0
2, 20,200.0,46.0,0.0,85.0,1.0,60.0,,,4.0,5.0,118.0,,
2, 20,200.0,49.0,2.0,95.0,1.0,80.0,,,4.0,3.4,104.0,0.0,20.0
2, 20,200.0,52.0,3.0,95.0,1.0,90.0,,,4.0,4.8,53.0,,
2, 20,200.0,55.0,4.0,95.0,1.0,70.0,,,4.0,3.3,33.0,0.0,20.0
2, 20,200.0,58.0,3.0,90.0,1.0,60.0,,,4.0,6.6,338.0,,
2, 20,200.0,61.0,2.0,90.0,1.0,60.0,,,4.0,6.8,332.0,0.0,10.0
2, 20,500.0,4.0,-2.0,55.0,0.0,0.0,-7.0,3.0,1.0,9.4,339.0,0.0,0.0
2, 20,500.0,7.0,-3.0,60.0,0.0,0.0,0.0,4.0,1.0,8.1,346.0,,
2, 20,500.0,10.0,-4.0,60.0,0.0,0.0,,,1.0,7.7,358.0,0.0,0.0
2, 20,500.0,13.0,-5.0,60.0,0.0,0.0,,,1.0,4.8,1.0,,
2, 20,500.0,16.0,-7.0,70.0,0.0,0.0,,,1.0,2.8,2.0,0.0,0.0
2, 20,500.0,19.0,-5.0,60.0,0.0,0.0,,,1.0,1.1,34.0,,
2, 20,500.0,22.0,0.0,50.0,0.0,0.0,,,1.0,0.6,9.0,0.0,0.0
2, 20,500.0,25.0,2.0,50.0,0.0,10.0,,,2.0,1.9,21.0,,
2, 20,500.0,28.0,1.0,60.0,0.0,10.0,,,2.0,1.6,7.0,0.0,0.0
2, 20,500.0,31.0,0.0,70.0,0.0,20.0,,,3.0,2.1,55.0,,
2, 20,500.0,34.0,-1.0,75.0,0.0,20.0,,,3.0,1.5,127.0,0.0,0.0
2, 20,500.0,37.0,0.0,70.0,0.0,30.0,,,4.0,2.3,119.0,,
2, 20,500.0,40.0,0.0,70.0,0.0,30.0,,,4.0,3.3,125.0,0.0,0.0
2, 20,500.0,43.0,0.0,85.0,1.0,60.0,,,4.0,5.0,118.0,,
2, 20,500.0,46.0,2.0,95.0,1.0,80.0,,,4.0,3.4,104.0,0.0,10.0
2, 20,500.0,49.0,3.0,95.0,1.0,90.0,,,4.0,4.8,53.0,,
2, 20,500.0,52.0,4.0,95.0,1.0,70.0,,,4.0,3.3,33.0,0.0,20.0
2, 20,500.0,55.0,3.0,90.0,1.0,60.0,,,4.0,6.6,338.0,,
2, 20,500.0,58.0,2.0,90.0,1.0,60.0,,,4.0,6.8,332.0,0.0,5.0
2, 20,800.0,4.0,-3.0,60.0,0.0,0.0,-7.0,2.0,1.0,8.0,346.0,,
2, 20,800.0,7.0,-4.0,60.0,0.0,0.0,-1.0,3.0,1.0,6.9,353.0,0.0,0.0
2, 20,800.0,10.0,-6.0,60.0,0.0,0.0,,,1.0,4.4,360.0,,
2, 20,800.0,13.0,-7.0,70.0,0.0,0.0,,,1.0,2.7,350.0,0.0,0.0
2, 20,800.0,16.0,-4.0,60.0,0.0,0.0,,,1.0,1.3,360.0,,
2, 20,800.0,19.0,0.0,50.0,0.0,0.0,,,1.0,1.2,312.0,0.0,0.0
2, 20,800.0,22.0,2.0,50.0,0.0,10.0,,,2.0,2.0,330.0,,
2, 20,800.0,25.0,1.0,60.0,0.0,10.0,,,2.0,1.9,357.0,0.0,0.0
2, 20,800.0,28.0,0.0,70.0,0.0,20.0,,,3.0,2.1,55.0,,
2, 20,800.0,31.0,-2.0,75.0,0.0,20.0,,,3.0,2.1,127.0,0.0,0.0
2, 20,800.0,34.0,-1.0,70.0,0.0,30.0,,,4.0,2.3,128.0,,
2, 20,800.0,37.0,0.0,70.0,0.0,30.0,,,4.0,3.3,129.0,0.0,0.0
2, 20,800.0,40.0,0.0,90.0,1.0,60.0,,,4.0,3.8,101.0,,
2, 20,800.0,43.0,2.0,95.0,1.0,80.0,,,4.0,4.7,111.0,0.0,10.0
2, 20,800.0,46.0,3.0,95.0,1.0,90.0,,,4.0,5.8,26.0,,
2, 20,800.0,49.0,3.0,95.0,1.0,70.0,,,4.0,5.3,10.0,0.0,20.0
2, 20,800.0,52.0,3.0,95.0,1.0,60.0,,,4.0,6.7,348.0,,
2, 20,800.0,55.0,2.0,85.0,2.0,60.0,,,4.0,6.8,333.0,0.0,5.0
2, 20,1100.0,4.0,-4.0,60.0,0.0,0.0,-7.0,2.0,1.0,6.9,353.0,0.0,0.0
2, 20,1100.0,7.0,-6.0,60.0,0.0,0.0,-1.0,3.0,1.0,4.4,360.0,,
2, 20,1100.0,10.0,-7.0,70.0,0.0,0.0,,,1.0,2.7,350.0,0.0,0.0
2, 20,1100.0,13.0,-4.0,60.0,0.0,0.0,,,1.0,1.3,360.0,,
2, 20,1100.0,16.0,0.0,50.0,0.0,0.0,,,1.0,1.2,312.0,0.0,0.0
2, 20,1100.0,19.0,2.0,50.0,0.0,10.0,,,2.0,2.0,330.0,,
2, 20,1100.0,22.0,1.0,60.0,0.0,10.0,,,2.0,1.9,357.0,0.0,0.0
2, 20,1100.0,25.0,0.0,70.0,0.0,20.0,,,3.0,2.1,55.0,,
2, 20,1100.0,28.0,-2.0,75.0,0.0,20.0,,,3.0,2.1,127.0,0.0,0.0
2, 20,1100.0,31.0,-1.0,70.0,0.0,30.0,,,4.0,2.3,128.0,,
2, 20,1100.0,34.0,0.0,70.0,0.0,30.0,,,4.0,3.3,129.0,0.0,0.0
2, 20,1100.0,37.0,0.0,90.0,1.0,60.0,,,4.0,3.8,101.0,,
2, 20,1100.0,40.0,2.0,95.0,1.0,80.0,,,4.0,4.7,111.0,0.0,10.0
2, 20,1100.0,43.0,3.0,95.0,1.0,90.0,,,4.0,5.8,26.0,,
2, 20,1100.0,46.0,3.0,95.0,1.0,70.0,,,4.0,5.3,10.0,0.0,20.0
2, 20,1100.0,49.0,3.0,95.0,1.0,60.0,,,4.0,6.7,348.0,,
2, 20,1100.0,52.0,2.0,85.0,2.0,60.0,,,4.0,6.8,333.0,0.0,5.0
2, 20,1400.0,4.0,-6.0,60.0,0.0,0.0,-7.0,2.0,1.0,4.4,360.0,,
2, 20,1400.0,7.0,-7.0,70.0,0.0,0.0,-1.0,3.0,1.0,2.7,350.0,0.0,0.0
2, 20,1400.0,10.0,-4.0,60.0,0.0,0.0,,,1.0,1.3,360.0,,
2, 20,1400.0,13.0,0.0,50.0,0.0,0.0,,,1.0,1.2,312.0,0.0,0.0
2, 20,1400.0,16.0,2.0,50.0,0.0,10.0,,,2.0,2.0,330.0,,
2, 20,1400.0,19.0,1.0,60.0,0.0,10.0,,,2.0,1.9,357.0,0.0,0.0
2, 20,1400.0,22.0,0.0,70.0,0.0,20.0,,,3.0,2.1,55.0,,
2, 20,1400.0,25.0,-2.0,75.0,0.0,20.0,,,3.0,2.1,127.0,0.0,0.0
2, 20,1400.0,28.0,-1.0,70.0,0.0,30.0,,,4.0,2.3,128.0,,
2, 20,1400.0,31.0,0.0,70.0,0.0,30.0,,,4.0,3.3,129.0,0.0,0.0
2, 20,1400.0,34.0,0.0,90.0,1.0,60.0,,,4.0,3.8,101.0,,
2, 20,1400.0,37.0,2.0,95.0,1.0,80.0,,,4.0,4.7,111.0,0.0,10.0
2, 20,1400.0,40.0,3.0,95.0,1.0,90.0,,,4.0,5.8,26.0,,
2, 20,1400.0,43.0,3.0,95.0,1.0,70.0,,,4.0,5.3,10.0,0.0,20.0
2, 20,1400.0,46.0,3.0,95.0,1.0,60.0,,,4.0,6.7,348.0,,
2, 20,1400.0,49.0,2.0,85.0,2.0,60.0,,,4.0,6.8,333.0,0.0,5.0
2, 20,1700.0,4.0,-7.0,70.0,0.0,0.0,-7.0,2.0,1.0,2.7,350.0,0.0,0.0
2, 20,1700.0,7.0,-4.0,60.0,0.0,0.0,-1.0,3.0,1.0,1.3,360.0,,
2, 20,1700.0,10.0,0.0,50.0,0.0,0.0,,,1.0,1.2,312.0,0.0,0.0
2, 20,1700.0,13.0,2.0,50.0,0.0,10.0,,,2.0,2.0,330.0,,
2, 20,1700.0,16.0,1.0,60.0,0.0,10.0,,,2.0,1.9,357.0,0.0,0.0
2, 20,1700.0,19.0,0.0,70.0,0.0,20.0,,,3.0,2.1,55.0,,
2, 20,1700.0,22.0,-2.0,75.0,0.0,20.0,,,3.0,2.1,127.0,0.0,0.0
2, 20,1700.0,25.0,-1.0,70.0,0.0,30.0,,,4.0,2.3,128.0,,
2, 20,1700.0,28.0,0.0,70.0,0.0,30.0,,,4.0,3.3,129.0,0.0,0.0
2, 20,1700.0,31.0,0.0,90.0,1.0,60.0,,,4.0,3.8,101.0,,
2, 20,1700.0,34.0,2.0,95.0,1.0,80.0,,,4.0,4.7,111.0,0.0,10.0
2, 20,1700.0,37.0,3.0,95.0,1.0,90.0,,,4.0,5.8,26.0,,
2, 20,1700.0,40.0,3.0,95.0,1.0,70.0,,,4.0,5.3,10.0,0.0,20.0
2, 20,1700.0,43.0,3.0,95.0,1.0,60.0,,,4.0,6.7,348.0,,
2, 20,1700.0,46.0,2.0,85.0,2.0,60.0,,,4.0,6.8,333.0,0.0,5.0
2, 20,2000.0,4.0,-4.0,65.0,0.0,0.0,0.0,3.0,1.0,0.2,180.0,,
2, 20,2000.0,7.0,0.0,50.0,0.0,0.0,0.0,4.0,1.0,1.4,291.0,0.0,0.0
2, 20,2000.0,10.0,2.0,50.0,0.0,10.0,,2.0,2.0,1.6,60.0,,
2, 20,2000.0,13.0,1.0,60.0,0.0,10.0,,,2.0,1.7,10.0,0.0,0.0
2, 20,2000.0,16.0,0.0,75.0,0.0,20.0,,,3.0,2.7,54.0,,
2, 20,2000.0,19.0,-1.0,75.0,0.0,20.0,,,3.0,1.9,133.0,0.0,0.0
2, 20,2000.0,22.0,0.0,70.0,0.0,30.0,,,4.0,1.9,148.0,,
2, 20,2000.0,25.0,0.0,75.0,0.0,30.0,,,4.0,2.6,140.0,0.0,0.0
2, 20,2000.0,28.0,0.0,90.0,1.0,60.0,,,4.0,4.9,121.0,,
2, 20,2000.0,31.0,2.0,95.0,1.0,80.0,,,4.0,4.9,103.0,0.0,10.0
2, 20,2000.0,34.0,3.0,95.0,1.0,90.0,,,4.0,5.2,97.0,,
2, 20,2000.0,37.0,3.0,95.0,1.0,70.0,,,4.0,4.2,31.0,0.0,20.0
2, 20,2000.0,40.0,3.0,95.0,1.0,60.0,,,4.0,6.0,355.0,,
2, 20,2000.0,43.0,2.0,80.0,2.0,60.0,,,4.0,6.7,332.0,0.0,5.0
2, 20,2000.0,46.0,0.0,80.0,0.0,20.0,,,3.0,7.9,332.0,,
2, 20,2000.0,49.0,0.0,75.0,0.0,20.0,,,3.0,8.0,339.0,0.0,0.0
2, 20,2000.0,52.0,1.0,70.0,0.0,20.0,,,3.0,6.9,334.0,,
2, 20,2000.0,55.0,2.0,60.0,0.0,10.0,,,2.0,5.3,340.0,0.0,0.0
2, 20,2000.0,58.0,2.0,55.0,0.0,10.0,,,2.0,6.2,336.0,,
2, 20,2000.0,61.0,0.0,55.0,0.0,0.0,,,1.0,5.2,338.0,0.0,0.0
2, 20,2000.0,64.0,-1.0,65.0,0.0,0.0,,,1.0,7.7,340.0,,
2, 20,2000.0,67.0,-2.0,65.0,0.0,0.0,,,1.0,7.4,344.0,0.0,0.0
2, 20,2300.0,4.0,0.0,50.0,0.0,0.0,0.0,3.0,1.0,1.4,291.0,0.0,0.0
2, 20,2300.0,7.0,2.0,50.0,0.0,10.0,0.0,4.0,2.0,1.6,60.0,,
2, 20,2300.0,10.0,1.0,60.0,0.0,10.0,,2.0,2.0,1.7,10.0,0.0,0.0
2, 20,2300.0,13.0,0.0,75.0,0.0,20.0,,,3.0,2.7,54.0,,
2, 20,2300.0,16.0,-1.0,75.0,0.0,20.0,,,3.0,1.9,133.0,0.0,0.0
2, 20,2300.0,19.0,0.0,70.0,0.0,30.0,,,4.0,1.9,148.0,,
2, 20,2300.0,22.0,0.0,75.0,0.0,30.0,,,4.0,2.6,140.0,0.0,0.0
2, 20,2300.0,25.0,0.0,90.0,1.0,60.0,,,4.0,4.9,121.0,,
2, 20,2300.0,28.0,2.0,95.0,1.0,80.0,,,4.0,4.9,103.0,0.0,10.0
2, 20,2300.0,31.0,3.0,95.0,1.0,90.0,,,4.0,5.2,97.0,,
2, 20,2300.0,34.0,3.0,95.0,1.0,70.0,,,4.0,4.2,31.0,0.0,20.0
2, 20,2300.0,37.0,3.0,95.0,1.0,60.0,,,4.0,6.0,355.0,,
2, 20,2300.0,40.0,2.0,80.0,2.0,60.0,,,4.0,6.7,332.0,0.0,5.0
2, 20,2300.0,43.0,0.0,80.0,0.0,20.0,,,3.0,7.9,332.0,,
2, 20,2300.0,46.0,0.0,75.0,0.0,20.0,,,3.0,8.0,339.0,0.0,0.0
2, 20,2300.0,49.0,1.0,70.0,0.0,20.0,,,3.0,6.9,334.0,,
2, 20,2300.0,52.0,2.0,60.0,0.0,10.0,,,2.0,5.3,340.0,0.0,0.0
2, 20,2300.0,55.0,2.0,55.0,0.0,10.0,,,2.0,6.2,336.0,,
2, 20,2300.0,58.0,0.0,55.0,0.0,0.0,,,1.0,5.2,338.0,0.0,0.0
2, 20,2300.0,61.0,-1.0,65.0,0.0,0.0,,,1.0,7.7,340.0,,
2, 20,2300.0,64.0,-2.0,65.0,0.0,0.0,,,1.0,7.4,344.0,0.0,0.0
2, 21,200.0,4.0,2.0,50.0,0.0,10.0,0.0,3.0,2.0,1.6,60.0,,
2, 21,200.0,7.0,1.0,60.0,0.0,10.0,0.0,4.0,2.0,1.7,10.0,0.0,0.0
2, 21,200.0,10.0,0.0,75.0,0.0,20.0,,2.0,3.0,2.7,54.0,,
2, 21,200.0,13.0,-1.0,75.0,0.0,20.0,,,3.0,1.9,133.0,0.0,0.0
2, 21,200.0,16.0,0.0,70.0,0.0,30.0,,,4.0,1.9,148.0,,
2, 21,200.0,19.0,0.0,75.0,0.0,30.0,,,4.0,2.6,140.0,0.0,0.0
2, 21,200.0,22.0,0.0,90.0,1.0,60.0,,,4.0,4.9,121.0,,
2, 21,200.0,25.0,2.0,95.0,1.0,80.0,,,4.0,4.9,103.0,0.0,10.0
2, 21,200.0,28.0,3.0,95.0,1.0,90.0,,,4.0,5.2,97.0,,
2, 21,200.0,31.0,3.0,95.0,1.0,70.0,,,4.0,4.2,31.0,0.0,20.0
2, 21,200.0,34.0,3.0,95.0,1.0,60.0,,,4.0,6.0,355.0,,
2, 21,200.0,37.0,2.0,80.0,2.0,60.0,,,4.0,6.7,332.0,0.0,5.0
2, 21,200.0,40.0,0.0,80.0,0.0,20.0,,,3.0,7.9,332.0,,
2, 21,200.0,43.0,0.0,75.0,0.0,20.0,,,3.0,8.0,339.0,0.0,0.0
2, 21,200.0,46.0,1.0,70.0,0.0,20.0,,,3.0,6.9,334.0,,
2, 21,200.0,49.0,2.0,60.0,0.0,10.0,,,2.0,5.3,340.0,0.0,0.0
2, 21,200.0,52.0,2.0,55.0,0.0,10.0,,,2.0,6.2,336.0,,
2, 21,200.0,55.0,0.0,55.0,0.0,0.0,,,1.0,5.2,338.0,0.0,0.0
2, 21,200.0,58.0,-1.0,65.0,0.0,0.0,,,1.0,7.7,340.0,,
2, 21,200.0,61.0,-2.0,65.0,0.0,0.0,,,1.0,7.4,344.0,0.0,0.0
2, 21,500.0,4.0,1.0,60.0,0.0,10.0,0.0,4.0,2.0,1.7,10.0,0.0,0.0
2, 21,500.0,7.0,0.0,75.0,0.0,20.0,0.0,2.0,3.0,2.7,54.0,,
2, 21,500.0,10.0,-1.0,75.0,0.0,20.0,,,3.0,1.9,133.0,0.0,0.0
2, 21,500.0,13.0,0.0,70.0,0.0,30.0,,,4.0,1.9,148.0,,
2, 21,500.0,16.0,0.0,75.0,0.0,30.0,,,4.0,2.6,140.0,0.0,0.0
2, 21,500.0,19.0,0.0,90.0,1.0,60.0,,,4.0,4.9,121.0,,
2, 21,500.0,22.0,2.0,95.0,1.0,80.0,,,4.0,4.9,103.0,0.0,10.0
2, 21,500.0,25.0,3.0,95.0,1.0,90.0,,,4.0,5.2,97.0,,
2, 21,500.0,28.0,3.0,95.0,1.0,70.0,,,4.0,4.2,31.0,0.0,20.0
2, 21,500.0,31.0,3.0,95.0,1.0,60.0,,,4.0,6.0,355.0,,
2, 21,500.0,34.0,2.0,80.0,2.0,60.0,,,4.0,6.7,332.0,0.0,5.0
2, 21,500.0,37.0,0.0,80.0,0.0,20.0,,,3.0,7.9,332.0,,
2, 21,500.0,40.0,0.0,75.0,0.0,20.0,,,3.0,8.0,339.0,0.0,0.0
2, 21,500.0,43.0,1.0,70.0,0.0,20.0,,,3.0,6.9,334.0,,
2, 21,500.0,46.0,2.0,60.0,0.0,10.0,,,2.0,5.3,340.0,0.0,0.0
2, 21,500.0,49.0,2.0,55.0,0.0,10.0,,,2.0,6.2,336.0,,
2, 21,500.0,52.0,0.0,55.0,0.0,0.0,,,1.0,5.2,338.0,0.0,0.0
2, 21,500.0,55.0,-1.0,65.0,0.0,0.0,,,1.0,7.7,340.0,,
2, 21,500.0,58.0,-2.0,65.0,0.0,0.0,,,1.0,7.4,344.0,0.0,0.0
2, 21,800.0,4.0,0.0,75.0,0.0,20.0,0.0,4.0,3.0,2.2,43.0,,
2, 21,800.0,7.0,-1.0,75.0,0.0,20.0,0.0,2.0,3.0,2.1,125.0,0.0,0.0
2, 21,800.0,10.0,1.0,70.0,0.0,30.0,,,4.0,1.6,137.0,,
2, 21,800.0,13.0,0.0,70.0,0.0,30.0,,,4.0,3.1,123.0,0.0,0.0
2, 21,800.0,16.0,1.0,95.0,1.0,60.0,,,4.0,4.8,123.0,,
2, 21,800.0,19.0,2.0,100.0,1.0,80.0,,,4.0,4.5,132.0,0.0,10.0
2, 21,800.0,22.0,3.0,95.0,1.0,90.0,,,4.0,3.7,36.0,,
2, 21,800.0,25.0,3.0,95.0,1.0,70.0,,,4.0,5.7,358.0,0.0,20.0
2, 21,800.0,28.0,2.0,95.0,1.0,60.0,,,4.0,6.4,344.0,,
2, 21,800.0,31.0,1.0,85.0,2.0,60.0,,,4.0,6.8,335.0,0.0,5.0
2, 21,800.0,34.0,0.0,80.0,0.0,20.0,,,3.0,7.1,334.0,,
2, 21,800.0,37.0,0.0,75.0,0.0,20.0,,,3.0,7.2,333.0,0.0,0.0
2, 21,800.0,40.0,0.0,70.0,0.0,20.0,,,3.0,6.7,332.0,,
2, 21,800.0,43.0,2.0,60.0,0.0,10.0,,,2.0,7.0,333.0,0.0,0.0
2, 21,800.0,46.0,1.0,50.0,0.0,10.0,,,2.0,7.3,332.0,,
2, 21,800.0,49.0,0.0,55.0,0.0,0.0,,,1.0,7.7,335.0,0.0,0.0
2, 21,800.0,52.0,-1.0,65.0,0.0,0.0,,,1.0,7.2,335.0,,
2, 21,800.0,55.0,-2.0,60.0,0.0,0.0,,,1.0,6.7,340.0,0.0,0.0
2, 21,1100.0,4.0,-1.0,75.0,0.0,20.0,0.0,4.0,3.0,2.1,125.0,0.0,0.0
2, 21,1100.0,7.0,1.0,70.0,0.0,30.0,0.0,2.0,4.0,1.6,137.0,,
2, 21,1100.0,10.0,0.0,70.0,0.0,30.0,,,4.0,3.1,123.0,0.0,0.0
2, 21,1100.0,13.0,1.0,95.0,1.0,60.0,,,4.0,4.8,123.0,,
2, 21,1100.0,16.0,2.0,100.0,1.0,80.0,,,4.0,4.5,132.0,0.0,10.0
2, 21,1100.0,19.0,3.0,95.0,1.0,90.0,,,4.0,3.7,36.0,,
2, 21,1100.0,22.0,3.0,95.0,1.0,70.0,,,4.0,5.7,358.0,0.0,20.0
2, 21,1100.0,25.0,2.0,95.0,1.0,60.0,,,4.0,6.4,344.0,,
2, 21,1100.0,28.0,1.0,85.0,2.0,60.0,,,4.0,6.8,335.0,0.0,5.0
2, 21,1100.0,31.0,0.0,80.0,0.0,20.0,,,3.0,7.1,334.0,,
2, 21,1100.0,34.0,0.0,75.0,0.0,20.0,,,3.0,7.2,333.0,0.0,0.0
2, 21,1100.0,37.0,0.0,70.0,0.0,20.0,,,3.0,6.7,332.0,,
2, 21,1100.0,40.0,2.0,60.0,0.0,10.0,,,2.0,7.0,333.0,0.0,0.0
2, 21,1100.0,43.0,1.0,50.0,0.0,10.0,,,2.0,7.3,332.0,,
2, 21,1100.0,46.0,0.0,55.0,0.0,0.0,,,1.0,7.7,335.0,0.0,0.0
2, 21,1100.0,49.0,-1.0,65.0,0.0,0.0,,,1.0,7.2,335.0,,
2, 21,1100.0,52.0,-2.0,60.0,0.0,0.0,,,1.0,6.7,340.0,0.0,0.0
2, 21,1400.0,4.0,1.0,70.0,0.0,30.0,0.0,4.0,4.0,1.6,137.0,,
2, 21,1400.0,7.0,0.0,70.0,0.0,30.0,0.0,2.0,4.0,3.1,123.0,0.0,0.0
2, 21,1400.0,10.0,1.0,95.0,1.0,60.0,,,4.0,4.8,123.0,,
2, 21,1400.0,13.0,2.0,100.0,1.0,80.0,,,4.0,4.5,132.0,0.0,10.0
2, 21,1400.0,16.0,3.0,95.0,1.0,90.0,,,4.0,3.7,36.0,,
