month, format: day,hour,forecast,강수확률,풍향,강수형태,6시간강수량,하늘상태,습도,일최고기온,풍속,6시간적설,일최저기온,3시간기온
1, 1,200.0,4.0,5.0,291.0,0.0,,2.0,35.0,5.0,6.0,,-2.0,5.0
1, 1,200.0,7.0,1.0,293.0,0.0,0.0,1.0,45.0,6.0,5.8,0.0,-1.0,1.0
1, 1,200.0,10.0,0.0,295.0,0.0,,1.0,45.0,7.0,6.5,,,0.0
1, 1,200.0,13.0,0.0,293.0,0.0,0.0,1.0,45.0,,7.5,0.0,,0.0
1, 1,200.0,16.0,-1.0,304.0,0.0,,1.0,45.0,,7.3,,,-1.0
1, 1,200.0,19.0,-1.0,307.0,0.0,0.0,1.0,45.0,,6.9,0.0,,-1.0
1, 1,200.0,22.0,0.0,302.0,0.0,,1.0,40.0,,5.7,,,0.0
1, 1,200.0,25.0,4.0,300.0,0.0,0.0,1.0,25.0,,5.1,0.0,,4.0
1, 1,200.0,28.0,5.0,308.0,0.0,,1.0,20.0,,5.4,,,5.0
1, 1,200.0,31.0,3.0,294.0,0.0,0.0,1.0,25.0,,4.6,0.0,,3.0
1, 1,200.0,34.0,2.0,299.0,0.0,,1.0,30.0,,5.5,,,2.0
1, 1,200.0,37.0,0.0,305.0,0.0,0.0,1.0,35.0,,6.7,0.0,,0.0
1, 1,200.0,40.0,0.0,310.0,0.0,,1.0,45.0,,6.8,,,0.0
1, 1,200.0,43.0,0.0,311.0,0.0,0.0,1.0,40.0,,5.8,0.0,,0.0
1, 1,200.0,46.0,0.0,307.0,0.0,,1.0,35.0,,4.8,,,0.0
1, 1,200.0,49.0,5.0,311.0,0.0,0.0,1.0,25.0,,4.9,0.0,,5.0
1, 1,200.0,52.0,7.0,308.0,0.0,,1.0,20.0,,3.7,,,7.0
1, 1,200.0,55.0,4.0,274.0,0.0,0.0,1.0,30.0,,1.5,0.0,,4.0
1, 1,200.0,58.0,2.0,279.0,0.0,,1.0,35.0,,1.3,,,2.0
1, 1,200.0,61.0,1.0,274.0,0.0,0.0,1.0,35.0,,1.5,0.0,,1.0
1, 1,500.0,4.0,1.0,293.0,0.0,0.0,1.0,45.0,6.0,5.8,0.0,-2.0,1.0
1, 1,500.0,7.0,0.0,295.0,0.0,,1.0,45.0,7.0,6.5,,-1.0,0.0
1, 1,500.0,10.0,0.0,293.0,0.0,0.0,1.0,45.0,,7.5,0.0,,0.0
1, 1,500.0,13.0,-1.0,304.0,0.0,,1.0,45.0,,7.3,,,-1.0
1, 1,500.0,16.0,-1.0,307.0,0.0,0.0,1.0,45.0,,6.9,0.0,,-1.0
1, 1,500.0,19.0,0.0,302.0,0.0,,1.0,40.0,,5.7,,,0.0
1, 1,500.0,22.0,4.0,300.0,0.0,0.0,1.0,25.0,,5.1,0.0,,4.0
1, 1,500.0,25.0,5.0,308.0,0.0,,1.0,20.0,,5.4,,,5.0
1, 1,500.0,28.0,3.0,294.0,0.0,0.0,1.0,25.0,,4.6,0.0,,3.0
1, 1,500.0,31.0,2.0,299.0,0.0,,1.0,30.0,,5.5,,,2.0
1, 1,500.0,34.0,0.0,305.0,0.0,0.0,1.0,35.0,,6.7,0.0,,0.0
1, 1,500.0,37.0,0.0,310.0,0.0,,1.0,45.0,,6.8,,,0.0
1, 1,500.0,40.0,0.0,311.0,0.0,0.0,1.0,40.0,,5.8,0.0,,0.0
1, 1,500.0,43.0,0.0,307.0,0.0,,1.0,35.0,,4.8,,,0.0
1, 1,500.0,46.0,5.0,311.0,0.0,0.0,1.0,25.0,,4.9,0.0,,5.0
1, 1,500.0,49.0,7.0,308.0,0.0,,1.0,20.0,,3.7,,,7.0
1, 1,500.0,52.0,4.0,274.0,0.0,0.0,1.0,30.0,,1.5,0.0,,4.0
1, 1,500.0,55.0,2.0,279.0,0.0,,1.0,35.0,,1.3,,,2.0
1, 1,500.0,58.0,1.0,274.0,0.0,0.0,1.0,35.0,,1.5,0.0,,1.0
1, 1,800.0,4.0,0.0,288.0,0.0,,1.0,45.0,6.0,4.9,,-2.0,0.0
1, 1,800.0,7.0,0.0,292.0,0.0,0.0,1.0,45.0,7.0,5.7,0.0,-1.0,0.0
1, 1,800.0,10.0,-1.0,303.0,0.0,,1.0,45.0,,6.2,,,-1.0
1, 1,800.0,13.0,-1.0,306.0,0.0,0.0,1.0,45.0,,6.0,0.0,,-1.0
1, 1,800.0,16.0,0.0,298.0,0.0,,1.0,40.0,,4.2,,,0.0
1, 1,800.0,19.0,4.0,305.0,0.0,0.0,1.0,25.0,,4.4,0.0,,4.0
1, 1,800.0,22.0,5.0,310.0,0.0,,1.0,20.0,,5.0,,,5.0
1, 1,800.0,25.0,3.0,288.0,0.0,0.0,1.0,30.0,,2.0,0.0,,3.0
1, 1,800.0,28.0,2.0,293.0,0.0,,1.0,30.0,,2.3,,,2.0
1, 1,800.0,31.0,0.0,301.0,0.0,0.0,1.0,30.0,,2.9,0.0,,0.0
1, 1,800.0,34.0,0.0,306.0,0.0,,1.0,35.0,,3.4,,,0.0
1, 1,800.0,37.0,0.0,305.0,0.0,0.0,1.0,35.0,,3.5,0.0,,0.0
1, 1,800.0,40.0,0.0,300.0,0.0,,1.0,25.0,,3.2,,,0.0
1, 1,800.0,43.0,5.0,309.0,0.0,0.0,1.0,20.0,,4.5,0.0,,5.0
1, 1,800.0,46.0,7.0,309.0,0.0,,1.0,20.0,,4.0,,,7.0
1, 1,800.0,49.0,4.0,291.0,0.0,0.0,1.0,30.0,,1.7,0.0,,4.0
1, 1,800.0,52.0,2.0,282.0,0.0,,1.0,40.0,,1.4,,,2.0
1, 1,800.0,55.0,1.0,274.0,0.0,0.0,1.0,40.0,,1.6,0.0,,1.0
1, 1,1100.0,4.0,0.0,292.0,0.0,0.0,1.0,45.0,6.0,5.7,0.0,-2.0,0.0
1, 1,1100.0,7.0,-1.0,303.0,0.0,,1.0,45.0,7.0,6.2,,-1.0,-1.0
1, 1,1100.0,10.0,-1.0,306.0,0.0,0.0,1.0,45.0,,6.0,0.0,,-1.0
1, 1,1100.0,13.0,0.0,298.0,0.0,,1.0,40.0,,4.2,,,0.0
1, 1,1100.0,16.0,4.0,305.0,0.0,0.0,1.0,25.0,,4.4,0.0,,4.0
1, 1,1100.0,19.0,5.0,310.0,0.0,,1.0,20.0,,5.0,,,5.0
1, 1,1100.0,22.0,3.0,288.0,0.0,0.0,1.0,30.0,,2.0,0.0,,3.0
1, 1,1100.0,25.0,2.0,293.0,0.0,,1.0,30.0,,2.3,,,2.0
1, 1,1100.0,28.0,0.0,301.0,0.0,0.0,1.0,30.0,,2.9,0.0,,0.0
1, 1,1100.0,31.0,0.0,306.0,0.0,,1.0,35.0,,3.4,,,0.0
1, 1,1100.0,34.0,0.0,305.0,0.0,0.0,1.0,35.0,,3.5,0.0,,0.0
1, 1,1100.0,37.0,0.0,300.0,0.0,,1.0,25.0,,3.2,,,0.0
1, 1,1100.0,40.0,5.0,309.0,0.0,0.0,1.0,20.0,,4.5,0.0,,5.0
1, 1,1100.0,43.0,7.0,309.0,0.0,,1.0,20.0,,4.0,,,7.0
1, 1,1100.0,46.0,4.0,291.0,0.0,0.0,1.0,30.0,,1.7,0.0,,4.0
1, 1,1100.0,49.0,2.0,282.0,0.0,,1.0,40.0,,1.4,,,2.0
1, 1,1100.0,52.0,1.0,274.0,0.0,0.0,1.0,40.0,,1.6,0.0,,1.0
1, 1,1400.0,4.0,-1.0,303.0,0.0,,1.0,45.0,6.0,6.2,,-2.0,-1.0
1, 1,1400.0,7.0,-1.0,306.0,0.0,0.0,1.0,45.0,7.0,6.0,0.0,-1.0,-1.0
1, 1,1400.0,10.0,0.0,298.0,0.0,,1.0,40.0,,4.2,,,0.0
1, 1,1400.0,13.0,4.0,305.0,0.0,0.0,1.0,25.0,,4.4,0.0,,4.0
1, 1,1400.0,16.0,5.0,310.0,0.0,,1.0,20.0,,5.0,,,5.0
1, 1,1400.0,19.0,3.0,288.0,0.0,0.0,1.0,30.0,,2.0,0.0,,3.0
1, 1,1400.0,22.0,2.0,293.0,0.0,,1.0,30.0,,2.3,,,2.0
1, 1,1400.0,25.0,0.0,301.0,0.0,0.0,1.0,30.0,,2.9,0.0,,0.0
1, 1,1400.0,28.0,0.0,306.0,0.0,,1.0,35.0,,3.4,,,0.0
1, 1,1400.0,31.0,0.0,305.0,0.0,0.0,1.0,35.0,,3.5,0.0,,0.0
1, 1,1400.0,34.0,0.0,300.0,0.0,,1.0,25.0,,3.2,,,0.0
1, 1,1400.0,37.0,5.0,309.0,0.0,0.0,1.0,20.0,,4.5,0.0,,5.0
1, 1,1400.0,40.0,7.0,309.0,0.0,,1.0,20.0,,4.0,,,7.0
1, 1,1400.0,43.0,4.0,291.0,0.0,0.0,1.0,30.0,,1.7,0.0,,4.0
1, 1,1400.0,46.0,2.0,282.0,0.0,,1.0,40.0,,1.4,,,2.0
1, 1,1400.0,49.0,1.0,274.0,0.0,0.0,1.0,40.0,,1.6,0.0,,1.0
1, 1,1700.0,4.0,-1.0,306.0,0.0,0.0,1.0,45.0,6.0,6.0,0.0,-2.0,-1.0
1, 1,1700.0,7.0,0.0,298.0,0.0,,1.0,40.0,7.0,4.2,,-1.0,0.0
1, 1,1700.0,10.0,4.0,305.0,0.0,0.0,1.0,25.0,,4.4,0.0,,4.0
1, 1,1700.0,13.0,5.0,310.0,0.0,,1.0,20.0,,5.0,,,5.0
1, 1,1700.0,16.0,3.0,288.0,0.0,0.0,1.0,30.0,,2.0,0.0,,3.0
1, 1,1700.0,19.0,2.0,293.0,0.0,,1.0,30.0,,2.3,,,2.0
1, 1,1700.0,22.0,0.0,301.0,0.0,0.0,1.0,30.0,,2.9,0.0,,0.0
1, 1,1700.0,25.0,0.0,306.0,0.0,,1.0,35.0,,3.4,,,0.0
1, 1,1700.0,28.0,0.0,305.0,0.0,0.0,1.0,35.0,,3.5,0.0,,0.0
1, 1,1700.0,31.0,0.0,300.0,0.0,,1.0,25.0,,3.2,,,0.0
1, 1,1700.0,34.0,5.0,309.0,0.0,0.0,1.0,20.0,,4.5,0.0,,5.0
1, 1,1700.0,37.0,7.0,309.0,0.0,,1.0,20.0,,4.0,,,7.0
1, 1,1700.0,40.0,4.0,291.0,0.0,0.0,1.0,30.0,,1.7,0.0,,4.0
1, 1,1700.0,43.0,2.0,282.0,0.0,,1.0,40.0,,1.4,,,2.0
1, 1,1700.0,46.0,1.0,274.0,0.0,0.0,1.0,40.0,,1.6,0.0,,1.0
1, 1,2000.0,4.0,0.0,303.0,0.0,,1.0,45.0,6.0,5.1,,-1.0,0.0
1, 1,2000.0,7.0,4.0,305.0,0.0,0.0,1.0,30.0,8.0,4.7,0.0,-1.0,4.0
1, 1,2000.0,10.0,5.0,306.0,0.0,,1.0,25.0,10.0,4.7,,,5.0
1, 1,2000.0,13.0,2.0,293.0,0.0,0.0,1.0,25.0,,2.5,0.0,,2.0
1, 1,2000.0,16.0,2.0,293.0,0.0,,1.0,25.0,,2.6,,,2.0
1, 1,2000.0,19.0,0.0,297.0,0.0,0.0,1.0,30.0,,4.2,0.0,,0.0
1, 1,2000.0,22.0,0.0,306.0,0.0,,1.0,45.0,,5.4,,,0.0
1, 1,2000.0,25.0,0.0,309.0,0.0,0.0,1.0,40.0,,5.8,0.0,,0.0
1, 1,2000.0,28.0,0.0,310.0,0.0,,1.0,30.0,,4.2,,,0.0
1, 1,2000.0,31.0,5.0,319.0,0.0,0.0,1.0,20.0,,4.6,0.0,,5.0
1, 1,2000.0,34.0,7.0,320.0,0.0,,1.0,20.0,,3.4,,,7.0
1, 1,2000.0,37.0,4.0,279.0,0.0,0.0,1.0,25.0,,1.2,0.0,,4.0
1, 1,2000.0,40.0,2.0,288.0,0.0,,1.0,35.0,,1.3,,,2.0
1, 1,2000.0,43.0,1.0,280.0,0.0,0.0,1.0,40.0,,1.7,0.0,,1.0
1, 1,2000.0,46.0,0.0,277.0,0.0,,1.0,50.0,,1.7,,,0.0
1, 1,2000.0,49.0,0.0,283.0,0.0,0.0,1.0,50.0,,1.7,0.0,,0.0
1, 1,2000.0,52.0,1.0,276.0,0.0,,1.0,40.0,,1.8,,,1.0
1, 1,2000.0,55.0,8.0,294.0,0.0,0.0,2.0,25.0,,3.6,0.0,,8.0
1, 1,2000.0,58.0,9.0,300.0,0.0,,2.0,30.0,,3.6,,,9.0
1, 1,2000.0,61.0,5.0,293.0,0.0,0.0,2.0,45.0,,2.1,0.0,,5.0
1, 1,2000.0,64.0,3.0,282.0,0.0,,2.0,55.0,,1.9,,,3.0
1, 1,2000.0,67.0,3.0,283.0,0.0,0.0,2.0,55.0,,2.2,0.0,,3.0
1, 1,2300.0,4.0,4.0,305.0,0.0,0.0,1.0,30.0,6.0,4.7,0.0,-1.0,4.0
1, 1,2300.0,7.0,5.0,306.0,0.0,,1.0,25.0,8.0,4.7,,-1.0,5.0
1, 1,2300.0,10.0,2.0,293.0,0.0,0.0,1.0,25.0,10.0,2.5,0.0,,2.0
1, 1,2300.0,13.0,2.0,293.0,0.0,,1.0,25.0,,2.6,,,2.0
1, 1,2300.0,16.0,0.0,297.0,0.0,0.0,1.0,30.0,,4.2,0.0,,0.0
1, 1,2300.0,19.0,0.0,306.0,0.0,,1.0,45.0,,5.4,,,0.0
1, 1,2300.0,22.0,0.0,309.0,0.0,0.0,1.0,40.0,,5.8,0.0,,0.0
1, 1,2300.0,25.0,0.0,310.0,0.0,,1.0,30.0,,4.2,,,0.0
1, 1,2300.0,28.0,5.0,319.0,0.0,0.0,1.0,20.0,,4.6,0.0,,5.0
1, 1,2300.0,31.0,7.0,320.0,0.0,,1.0,20.0,,3.4,,,7.0
1, 1,2300.0,34.0,4.0,279.0,0.0,0.0,1.0,25.0,,1.2,0.0,,4.0
1, 1,2300.0,37.0,2.0,288.0,0.0,,1.0,35.0,,1.3,,,2.0
1, 1,2300.0,40.0,1.0,280.0,0.0,0.0,1.0,40.0,,1.7,0.0,,1.0
1, 1,2300.0,43.0,0.0,277.0,0.0,,1.0,50.0,,1.7,,,0.0
1, 1,2300.0,46.0,0.0,283.0,0.0,0.0,1.0,50.0,,1.7,0.0,,0.0
1, 1,2300.0,49.0,1.0,276.0,0.0,,1.0,40.0,,1.8,,,1.0
1, 1,2300.0,52.0,8.0,294.0,0.0,0.0,2.0,25.0,,3.6,0.0,,8.0
1, 1,2300.0,55.0,9.0,300.0,0.0,,2.0,30.0,,3.6,,,9.0
1, 1,2300.0,58.0,5.0,293.0,0.0,0.0,2.0,45.0,,2.1,0.0,,5.0
1, 1,2300.0,61.0,3.0,282.0,0.0,,2.0,55.0,,1.9,,,3.0
1, 1,2300.0,64.0,3.0,283.0,0.0,0.0,2.0,55.0,,2.2,0.0,,3.0
1, 10,200.0,4.0,7.0,295.0,0.0,,2.0,40.0,8.0,5.0,,0.0,7.0
1, 10,200.0,7.0,5.0,291.0,0.0,0.0,1.0,45.0,10.0,5.7,0.0,4.0,5.0
1, 10,200.0,10.0,5.0,285.0,0.0,,1.0,45.0,7.0,3.4,,,5.0
1, 10,200.0,13.0,4.0,291.0,0.0,0.0,1.0,50.0,,3.0,0.0,,4.0
1, 10,200.0,16.0,2.0,302.0,0.0,,2.0,60.0,,1.9,,,2.0
1, 10,200.0,19.0,1.0,292.0,0.0,0.0,3.0,65.0,,1.6,0.0,,1.0
1, 10,200.0,22.0,2.0,278.0,0.0,,3.0,60.0,,1.5,,,2.0
1, 10,200.0,25.0,7.0,315.0,0.0,0.0,2.0,50.0,,0.6,0.0,,7.0
1, 10,200.0,28.0,10.0,135.0,0.0,,2.0,50.0,,1.4,,,10.0
1, 10,200.0,31.0,7.0,60.0,0.0,0.0,3.0,65.0,,0.8,0.0,,7.0
1, 10,200.0,34.0,7.0,347.0,0.0,,3.0,70.0,,1.3,,,7.0
1, 10,200.0,37.0,6.0,311.0,0.0,0.0,4.0,70.0,,2.1,0.0,,6.0
1, 10,200.0,40.0,5.0,323.0,1.0,,4.0,75.0,,2.1,,,5.0
1, 10,200.0,43.0,5.0,329.0,1.0,5.0,4.0,80.0,,2.3,0.0,,5.0
1, 10,200.0,46.0,4.0,330.0,1.0,,4.0,80.0,,3.0,,,4.0
1, 10,200.0,49.0,5.0,324.0,1.0,5.0,4.0,80.0,,3.2,0.0,,5.0
1, 10,200.0,52.0,6.0,328.0,0.0,,4.0,80.0,,4.4,,,6.0
1, 10,200.0,55.0,7.0,326.0,0.0,0.0,3.0,70.0,,4.8,0.0,,7.0
1, 10,200.0,58.0,6.0,326.0,0.0,,2.0,65.0,,4.3,,,6.0
1, 10,200.0,61.0,5.0,325.0,0.0,0.0,2.0,60.0,,4.2,0.0,,5.0
1, 10,500.0,4.0,5.0,291.0,0.0,0.0,1.0,45.0,10.0,5.7,0.0,0.0,5.0
1, 10,500.0,7.0,5.0,285.0,0.0,,1.0,45.0,7.0,3.4,,4.0,5.0
1, 10,500.0,10.0,4.0,291.0,0.0,0.0,1.0,50.0,,3.0,0.0,,4.0
1, 10,500.0,13.0,2.0,302.0,0.0,,2.0,60.0,,1.9,,,2.0
1, 10,500.0,16.0,1.0,292.0,0.0,0.0,3.0,65.0,,1.6,0.0,,1.0
1, 10,500.0,19.0,2.0,278.0,0.0,,3.0,60.0,,1.5,,,2.0
1, 10,500.0,22.0,7.0,315.0,0.0,0.0,2.0,50.0,,0.6,0.0,,7.0
1, 10,500.0,25.0,10.0,135.0,0.0,,2.0,50.0,,1.4,,,10.0
1, 10,500.0,28.0,7.0,60.0,0.0,0.0,3.0,65.0,,0.8,0.0,,7.0
1, 10,500.0,31.0,7.0,347.0,0.0,,3.0,70.0,,1.3,,,7.0
1, 10,500.0,34.0,6.0,311.0,0.0,0.0,4.0,70.0,,2.1,0.0,,6.0
1, 10,500.0,37.0,5.0,323.0,1.0,,4.0,75.0,,2.1,,,5.0
1, 10,500.0,40.0,5.0,329.0,1.0,5.0,4.0,80.0,,2.3,0.0,,5.0
1, 10,500.0,43.0,4.0,330.0,1.0,,4.0,80.0,,3.0,,,4.0
1, 10,500.0,46.0,5.0,324.0,1.0,5.0,4.0,80.0,,3.2,0.0,,5.0
1, 10,500.0,49.0,6.0,328.0,0.0,,4.0,80.0,,4.4,,,6.0
1, 10,500.0,52.0,7.0,326.0,0.0,0.0,3.0,70.0,,4.8,0.0,,7.0
1, 10,500.0,55.0,6.0,326.0,0.0,,2.0,65.0,,4.3,,,6.0
1, 10,500.0,58.0,5.0,325.0,0.0,0.0,2.0,60.0,,4.2,0.0,,5.0
1, 10,800.0,4.0,6.0,294.0,0.0,,1.0,40.0,11.0,3.4,,0.0,6.0
1, 10,800.0,7.0,4.0,281.0,0.0,0.0,1.0,55.0,7.0,1.5,0.0,4.0,4.0
1, 10,800.0,10.0,1.0,312.0,0.0,,2.0,60.0,,2.5,,,1.0
1, 10,800.0,13.0,1.0,309.0,0.0,0.0,3.0,65.0,,3.3,0.0,,1.0
1, 10,800.0,16.0,2.0,294.0,0.0,,3.0,60.0,,2.0,,,2.0
1, 10,800.0,19.0,8.0,352.0,0.0,0.0,2.0,50.0,,1.4,0.0,,8.0
1, 10,800.0,22.0,10.0,111.0,0.0,,2.0,50.0,,1.9,,,10.0
1, 10,800.0,25.0,7.0,112.0,0.0,0.0,3.0,65.0,,0.5,0.0,,7.0
1, 10,800.0,28.0,6.0,311.0,0.0,,3.0,70.0,,1.1,,,6.0
1, 10,800.0,31.0,5.0,301.0,0.0,0.0,4.0,75.0,,2.1,0.0,,5.0
1, 10,800.0,34.0,5.0,311.0,1.0,,4.0,80.0,,2.1,,,5.0
1, 10,800.0,37.0,5.0,313.0,1.0,5.0,4.0,80.0,,1.9,0.0,,5.0
1, 10,800.0,40.0,5.0,319.0,1.0,,4.0,80.0,,2.8,,,5.0
1, 10,800.0,43.0,5.0,325.0,1.0,5.0,4.0,80.0,,2.8,0.0,,5.0
1, 10,800.0,46.0,7.0,336.0,0.0,,4.0,75.0,,3.0,,,7.0
1, 10,800.0,49.0,7.0,324.0,0.0,0.0,3.0,60.0,,3.1,0.0,,7.0
1, 10,800.0,52.0,6.0,310.0,0.0,,2.0,55.0,,3.3,,,6.0
1, 10,800.0,55.0,4.0,304.0,0.0,0.0,2.0,60.0,,2.9,0.0,,4.0
1, 10,1100.0,4.0,4.0,281.0,0.0,0.0,1.0,55.0,11.0,1.5,0.0,0.0,4.0
1, 10,1100.0,7.0,1.0,312.0,0.0,,2.0,60.0,7.0,2.5,,4.0,1.0
1, 10,1100.0,10.0,1.0,309.0,0.0,0.0,3.0,65.0,,3.3,0.0,,1.0
1, 10,1100.0,13.0,2.0,294.0,0.0,,3.0,60.0,,2.0,,,2.0
1, 10,1100.0,16.0,8.0,352.0,0.0,0.0,2.0,50.0,,1.4,0.0,,8.0
1, 10,1100.0,19.0,10.0,111.0,0.0,,2.0,50.0,,1.9,,,10.0
1, 10,1100.0,22.0,7.0,112.0,0.0,0.0,3.0,65.0,,0.5,0.0,,7.0
1, 10,1100.0,25.0,6.0,311.0,0.0,,3.0,70.0,,1.1,,,6.0
1, 10,1100.0,28.0,5.0,301.0,0.0,0.0,4.0,75.0,,2.1,0.0,,5.0
1, 10,1100.0,31.0,5.0,311.0,1.0,,4.0,80.0,,2.1,,,5.0
1, 10,1100.0,34.0,5.0,313.0,1.0,5.0,4.0,80.0,,1.9,0.0,,5.0
1, 10,1100.0,37.0,5.0,319.0,1.0,,4.0,80.0,,2.8,,,5.0
1, 10,1100.0,40.0,5.0,325.0,1.0,5.0,4.0,80.0,,2.8,0.0,,5.0
1, 10,1100.0,43.0,7.0,336.0,0.0,,4.0,75.0,,3.0,,,7.0
1, 10,1100.0,46.0,7.0,324.0,0.0,0.0,3.0,60.0,,3.1,0.0,,7.0
1, 10,1100.0,49.0,6.0,310.0,0.0,,2.0,55.0,,3.3,,,6.0
1, 10,1100.0,52.0,4.0,304.0,0.0,0.0,2.0,60.0,,2.9,0.0,,4.0
1, 10,1400.0,4.0,1.0,312.0,0.0,,2.0,60.0,11.0,2.5,,0.0,1.0
1, 10,1400.0,7.0,1.0,309.0,0.0,0.0,3.0,65.0,7.0,3.3,0.0,4.0,1.0
1, 10,1400.0,10.0,2.0,294.0,0.0,,3.0,60.0,,2.0,,,2.0
1, 10,1400.0,13.0,8.0,352.0,0.0,0.0,2.0,50.0,,1.4,0.0,,8.0
1, 10,1400.0,16.0,10.0,111.0,0.0,,2.0,50.0,,1.9,,,10.0
1, 10,1400.0,19.0,7.0,112.0,0.0,0.0,3.0,65.0,,0.5,0.0,,7.0
1, 10,1400.0,22.0,6.0,311.0,0.0,,3.0,70.0,,1.1,,,6.0
1, 10,1400.0,25.0,5.0,301.0,0.0,0.0,4.0,75.0,,2.1,0.0,,5.0
1, 10,1400.0,28.0,5.0,311.0,1.0,,4.0,80.0,,2.1,,,5.0
1, 10,1400.0,31.0,5.0,313.0,1.0,5.0,4.0,80.0,,1.9,0.0,,5.0
1, 10,1400.0,34.0,5.0,319.0,1.0,,4.0,80.0,,2.8,,,5.0
1, 10,1400.0,37.0,5.0,325.0,1.0,5.0,4.0,80.0,,2.8,0.0,,5.0
1, 10,1400.0,40.0,7.0,336.0,0.0,,4.0,75.0,,3.0,,,7.0
1, 10,1400.0,43.0,7.0,324.0,0.0,0.0,3.0,60.0,,3.1,0.0,,7.0
1, 10,1400.0,46.0,6.0,310.0,0.0,,2.0,55.0,,3.3,,,6.0
1, 10,1400.0,49.0,4.0,304.0,0.0,0.0,2.0,60.0,,2.9,0.0,,4.0
1, 10,1700.0,4.0,1.0,309.0,0.0,0.0,3.0,65.0,11.0,3.3,0.0,0.0,1.0
1, 10,1700.0,7.0,2.0,294.0,0.0,,3.0,60.0,7.0,2.0,,4.0,2.0
1, 10,1700.0,10.0,8.0,352.0,0.0,0.0,2.0,50.0,,1.4,0.0,,8.0
1, 10,1700.0,13.0,10.0,111.0,0.0,,2.0,50.0,,1.9,,,10.0
1, 10,1700.0,16.0,7.0,112.0,0.0,0.0,3.0,65.0,,0.5,0.0,,7.0
1, 10,1700.0,19.0,6.0,311.0,0.0,,3.0,70.0,,1.1,,,6.0
1, 10,1700.0,22.0,5.0,301.0,0.0,0.0,4.0,75.0,,2.1,0.0,,5.0
1, 10,1700.0,25.0,5.0,311.0,1.0,,4.0,80.0,,2.1,,,5.0
1, 10,1700.0,28.0,5.0,313.0,1.0,5.0,4.0,80.0,,1.9,0.0,,5.0
1, 10,1700.0,31.0,5.0,319.0,1.0,,4.0,80.0,,2.8,,,5.0
1, 10,1700.0,34.0,5.0,325.0,1.0,5.0,4.0,80.0,,2.8,0.0,,5.0
1, 10,1700.0,37.0,7.0,336.0,0.0,,4.0,75.0,,3.0,,,7.0
1, 10,1700.0,40.0,7.0,324.0,0.0,0.0,3.0,60.0,,3.1,0.0,,7.0
1, 10,1700.0,43.0,6.0,310.0,0.0,,2.0,55.0,,3.3,,,6.0
1, 10,1700.0,46.0,4.0,304.0,0.0,0.0,2.0,60.0,,2.9,0.0,,4.0
1, 10,2000.0,4.0,2.0,299.0,0.0,,3.0,60.0,11.0,2.3,,4.0,2.0
1, 10,2000.0,7.0,8.0,340.0,0.0,0.0,2.0,45.0,9.0,2.7,0.0,1.0,8.0
1, 10,2000.0,10.0,10.0,65.0,0.0,,2.0,50.0,12.0,1.9,,,10.0
1, 10,2000.0,13.0,7.0,63.0,0.0,0.0,3.0,65.0,,0.9,0.0,,7.0
1, 10,2000.0,16.0,6.0,315.0,0.0,,3.0,70.0,,1.1,,,6.0
1, 10,2000.0,19.0,5.0,298.0,0.0,0.0,4.0,70.0,,1.9,0.0,,5.0
1, 10,2000.0,22.0,6.0,294.0,0.0,,4.0,75.0,,2.0,,,6.0
1, 10,2000.0,25.0,6.0,303.0,0.0,0.0,4.0,75.0,,3.3,0.0,,6.0
1, 10,2000.0,28.0,5.0,307.0,0.0,,4.0,80.0,,3.1,,,5.0
1, 10,2000.0,31.0,7.0,313.0,0.0,0.0,4.0,70.0,,2.6,0.0,,7.0
1, 10,2000.0,34.0,9.0,334.0,0.0,,4.0,60.0,,2.5,,,9.0
1, 10,2000.0,37.0,8.0,324.0,0.0,0.0,3.0,60.0,,1.4,0.0,,8.0
1, 10,2000.0,40.0,6.0,322.0,0.0,,2.0,55.0,,2.3,,,6.0
1, 10,2000.0,43.0,4.0,305.0,0.0,0.0,2.0,60.0,,2.1,0.0,,4.0
1, 10,2000.0,46.0,4.0,300.0,0.0,,1.0,65.0,,2.2,,,4.0
1, 10,2000.0,49.0,2.0,297.0,0.0,0.0,1.0,70.0,,2.0,0.0,,2.0
1, 10,2000.0,52.0,3.0,309.0,0.0,,1.0,65.0,,1.9,,,3.0
1, 10,2000.0,55.0,10.0,345.0,0.0,0.0,1.0,45.0,,3.5,0.0,,10.0
1, 10,2000.0,58.0,11.0,313.0,0.0,,1.0,40.0,,2.6,,,11.0
1, 10,2000.0,61.0,8.0,330.0,0.0,0.0,1.0,50.0,,2.2,0.0,,8.0
1, 10,2000.0,64.0,5.0,315.0,0.0,,1.0,60.0,,1.6,,,5.0
1, 10,2000.0,67.0,3.0,300.0,0.0,0.0,1.0,60.0,,1.6,0.0,,3.0
1, 10,2300.0,4.0,8.0,340.0,0.0,0.0,2.0,45.0,11.0,2.7,0.0,4.0,8.0
1, 10,2300.0,7.0,10.0,65.0,0.0,,2.0,50.0,9.0,1.9,,1.0,10.0
1, 10,2300.0,10.0,7.0,63.0,0.0,0.0,3.0,65.0,12.0,0.9,0.0,,7.0
1, 10,2300.0,13.0,6.0,315.0,0.0,,3.0,70.0,,1.1,,,6.0
1, 10,2300.0,16.0,5.0,298.0,0.0,0.0,4.0,70.0,,1.9,0.0,,5.0
1, 10,2300.0,19.0,6.0,294.0,0.0,,4.0,75.0,,2.0,,,6.0
