month, format: day,hour,forecast,강수확률,풍향,강수형태,6시간강수량,하늘상태,습도,일최고기온,풍속,6시간적설,일최저기온,3시간기온
3, 22,500.0,49.0,13.0,232.0,0.0,,1.0,35.0,,1.8,,,13.0
3, 22,500.0,52.0,11.0,241.0,0.0,0.0,1.0,40.0,,4.3,0.0,,11.0
3, 22,500.0,55.0,8.0,236.0,0.0,,1.0,50.0,,2.9,,,8.0
3, 22,500.0,58.0,7.0,291.0,0.0,0.0,1.0,65.0,,1.4,0.0,,7.0
3, 22,800.0,4.0,9.0,312.0,0.0,,1.0,35.0,13.0,4.2,,4.0,9.0
3, 22,800.0,7.0,7.0,308.0,0.0,0.0,2.0,40.0,14.0,5.6,0.0,3.0,7.0
3, 22,800.0,10.0,6.0,310.0,0.0,,2.0,40.0,,6.2,,,6.0
3, 22,800.0,13.0,5.0,318.0,0.0,0.0,1.0,40.0,,6.0,0.0,,5.0
3, 22,800.0,16.0,8.0,328.0,0.0,,1.0,40.0,,6.5,,,8.0
3, 22,800.0,19.0,11.0,313.0,0.0,0.0,2.0,25.0,,5.3,0.0,,11.0
3, 22,800.0,22.0,13.0,268.0,0.0,,3.0,25.0,,5.7,,,13.0
3, 22,800.0,25.0,10.0,289.0,1.0,1.0,4.0,60.0,,4.9,0.0,,10.0
3, 22,800.0,28.0,7.0,304.0,0.0,,4.0,55.0,,5.9,,,7.0
3, 22,800.0,31.0,6.0,307.0,0.0,0.0,2.0,50.0,,5.8,0.0,,6.0
3, 22,800.0,34.0,5.0,308.0,0.0,,1.0,50.0,,4.2,,,5.0
3, 22,800.0,37.0,3.0,302.0,0.0,0.0,1.0,50.0,,3.4,0.0,,3.0
3, 22,800.0,40.0,7.0,309.0,0.0,,1.0,35.0,,4.4,,,7.0
3, 22,800.0,43.0,11.0,286.0,0.0,0.0,1.0,25.0,,2.5,0.0,,11.0
3, 22,800.0,46.0,13.0,249.0,0.0,,1.0,30.0,,1.4,,,13.0
3, 22,800.0,49.0,11.0,240.0,0.0,0.0,1.0,40.0,,3.4,0.0,,11.0
3, 22,800.0,52.0,8.0,237.0,0.0,,1.0,55.0,,3.5,,,8.0
3, 22,800.0,55.0,6.0,274.0,0.0,0.0,1.0,65.0,,1.3,0.0,,6.0
3, 22,1100.0,4.0,7.0,308.0,0.0,0.0,2.0,40.0,13.0,5.6,0.0,4.0,7.0
3, 22,1100.0,7.0,6.0,310.0,0.0,,2.0,40.0,14.0,6.2,,3.0,6.0
3, 22,1100.0,10.0,5.0,318.0,0.0,0.0,1.0,40.0,,6.0,0.0,,5.0
3, 22,1100.0,13.0,8.0,328.0,0.0,,1.0,40.0,,6.5,,,8.0
3, 22,1100.0,16.0,11.0,313.0,0.0,0.0,2.0,25.0,,5.3,0.0,,11.0
3, 22,1100.0,19.0,13.0,268.0,0.0,,3.0,25.0,,5.7,,,13.0
3, 22,1100.0,22.0,10.0,289.0,1.0,1.0,4.0,60.0,,4.9,0.0,,10.0
3, 22,1100.0,25.0,7.0,304.0,0.0,,4.0,55.0,,5.9,,,7.0
3, 22,1100.0,28.0,6.0,307.0,0.0,0.0,2.0,50.0,,5.8,0.0,,6.0
3, 22,1100.0,31.0,5.0,308.0,0.0,,1.0,50.0,,4.2,,,5.0
3, 22,1100.0,34.0,3.0,302.0,0.0,0.0,1.0,50.0,,3.4,0.0,,3.0
3, 22,1100.0,37.0,7.0,309.0,0.0,,1.0,35.0,,4.4,,,7.0
3, 22,1100.0,40.0,11.0,286.0,0.0,0.0,1.0,25.0,,2.5,0.0,,11.0
3, 22,1100.0,43.0,13.0,249.0,0.0,,1.0,30.0,,1.4,,,13.0
3, 22,1100.0,46.0,11.0,240.0,0.0,0.0,1.0,40.0,,3.4,0.0,,11.0
3, 22,1100.0,49.0,8.0,237.0,0.0,,1.0,55.0,,3.5,,,8.0
3, 22,1100.0,52.0,6.0,274.0,0.0,0.0,1.0,65.0,,1.3,0.0,,6.0
3, 22,1400.0,4.0,6.0,310.0,0.0,,2.0,40.0,13.0,6.2,,4.0,6.0
3, 22,1400.0,7.0,5.0,318.0,0.0,0.0,1.0,40.0,14.0,6.0,0.0,3.0,5.0
3, 22,1400.0,10.0,8.0,328.0,0.0,,1.0,40.0,,6.5,,,8.0
3, 22,1400.0,13.0,11.0,313.0,0.0,0.0,2.0,25.0,,5.3,0.0,,11.0
3, 22,1400.0,16.0,13.0,268.0,0.0,,3.0,25.0,,5.7,,,13.0
3, 22,1400.0,19.0,10.0,289.0,1.0,1.0,4.0,60.0,,4.9,0.0,,10.0
3, 22,1400.0,22.0,7.0,304.0,0.0,,4.0,55.0,,5.9,,,7.0
3, 22,1400.0,25.0,6.0,307.0,0.0,0.0,2.0,50.0,,5.8,0.0,,6.0
3, 22,1400.0,28.0,5.0,308.0,0.0,,1.0,50.0,,4.2,,,5.0
3, 22,1400.0,31.0,3.0,302.0,0.0,0.0,1.0,50.0,,3.4,0.0,,3.0
3, 22,1400.0,34.0,7.0,309.0,0.0,,1.0,35.0,,4.4,,,7.0
3, 22,1400.0,37.0,11.0,286.0,0.0,0.0,1.0,25.0,,2.5,0.0,,11.0
3, 22,1400.0,40.0,13.0,249.0,0.0,,1.0,30.0,,1.4,,,13.0
3, 22,1400.0,43.0,11.0,240.0,0.0,0.0,1.0,40.0,,3.4,0.0,,11.0
3, 22,1400.0,46.0,8.0,237.0,0.0,,1.0,55.0,,3.5,,,8.0
3, 22,1400.0,49.0,6.0,274.0,0.0,0.0,1.0,65.0,,1.3,0.0,,6.0
3, 22,1700.0,4.0,5.0,318.0,0.0,0.0,1.0,40.0,13.0,6.0,0.0,4.0,5.0
3, 22,1700.0,7.0,8.0,328.0,0.0,,1.0,40.0,14.0,6.5,,3.0,8.0
3, 22,1700.0,10.0,11.0,313.0,0.0,0.0,2.0,25.0,,5.3,0.0,,11.0
3, 22,1700.0,13.0,13.0,268.0,0.0,,3.0,25.0,,5.7,,,13.0
3, 22,1700.0,16.0,10.0,289.0,1.0,1.0,4.0,60.0,,4.9,0.0,,10.0
3, 22,1700.0,19.0,7.0,304.0,0.0,,4.0,55.0,,5.9,,,7.0
3, 22,1700.0,22.0,6.0,307.0,0.0,0.0,2.0,50.0,,5.8,0.0,,6.0
3, 22,1700.0,25.0,5.0,308.0,0.0,,1.0,50.0,,4.2,,,5.0
3, 22,1700.0,28.0,3.0,302.0,0.0,0.0,1.0,50.0,,3.4,0.0,,3.0
3, 22,1700.0,31.0,7.0,309.0,0.0,,1.0,35.0,,4.4,,,7.0
3, 22,1700.0,34.0,11.0,286.0,0.0,0.0,1.0,25.0,,2.5,0.0,,11.0
3, 22,1700.0,37.0,13.0,249.0,0.0,,1.0,30.0,,1.4,,,13.0
3, 22,1700.0,40.0,11.0,240.0,0.0,0.0,1.0,40.0,,3.4,0.0,,11.0
3, 22,1700.0,43.0,8.0,237.0,0.0,,1.0,55.0,,3.5,,,8.0
3, 22,1700.0,46.0,6.0,274.0,0.0,0.0,1.0,65.0,,1.3,0.0,,6.0
3, 22,2000.0,4.0,8.0,329.0,0.0,,1.0,40.0,13.0,5.7,,3.0,8.0
3, 22,2000.0,7.0,12.0,311.0,0.0,0.0,2.0,30.0,14.0,4.1,0.0,4.0,12.0
3, 22,2000.0,10.0,13.0,255.0,0.0,,3.0,25.0,16.0,5.4,,,13.0
3, 22,2000.0,13.0,9.0,303.0,1.0,1.0,4.0,60.0,,7.4,0.0,,9.0
3, 22,2000.0,16.0,6.0,301.0,0.0,,4.0,50.0,,6.9,,,6.0
3, 22,2000.0,19.0,6.0,309.0,0.0,0.0,2.0,45.0,,6.2,0.0,,6.0
3, 22,2000.0,22.0,5.0,306.0,0.0,,1.0,45.0,,5.1,,,5.0
3, 22,2000.0,25.0,3.0,305.0,0.0,0.0,1.0,50.0,,3.9,0.0,,3.0
3, 22,2000.0,28.0,7.0,301.0,0.0,,1.0,35.0,,4.3,,,7.0
3, 22,2000.0,31.0,11.0,290.0,0.0,0.0,1.0,30.0,,2.9,0.0,,11.0
3, 22,2000.0,34.0,13.0,268.0,0.0,,1.0,35.0,,2.8,,,13.0
3, 22,2000.0,37.0,11.0,236.0,0.0,0.0,1.0,40.0,,4.0,0.0,,11.0
3, 22,2000.0,40.0,7.0,244.0,0.0,,1.0,55.0,,2.5,,,7.0
3, 22,2000.0,43.0,7.0,265.0,0.0,0.0,1.0,60.0,,2.1,0.0,,7.0
3, 22,2000.0,46.0,5.0,323.0,0.0,,2.0,65.0,,1.0,,,5.0
3, 22,2000.0,49.0,4.0,294.0,0.0,0.0,2.0,60.0,,1.2,0.0,,4.0
3, 22,2000.0,52.0,8.0,256.0,0.0,,3.0,45.0,,1.2,,,8.0
3, 22,2000.0,55.0,14.0,228.0,0.0,0.0,3.0,30.0,,2.8,0.0,,14.0
3, 22,2000.0,58.0,15.0,250.0,0.0,,3.0,40.0,,3.3,,,15.0
3, 22,2000.0,61.0,12.0,249.0,0.0,0.0,3.0,45.0,,3.6,0.0,,12.0
3, 22,2000.0,64.0,9.0,219.0,0.0,,2.0,60.0,,2.1,,,9.0
3, 22,2000.0,67.0,8.0,246.0,0.0,0.0,2.0,75.0,,1.2,0.0,,8.0
3, 22,2300.0,4.0,12.0,311.0,0.0,0.0,2.0,30.0,13.0,4.1,0.0,3.0,12.0
3, 22,2300.0,7.0,13.0,255.0,0.0,,3.0,25.0,14.0,5.4,,4.0,13.0
3, 22,2300.0,10.0,9.0,303.0,1.0,1.0,4.0,60.0,16.0,7.4,0.0,,9.0
3, 22,2300.0,13.0,6.0,301.0,0.0,,4.0,50.0,,6.9,,,6.0
3, 22,2300.0,16.0,6.0,309.0,0.0,0.0,2.0,45.0,,6.2,0.0,,6.0
3, 22,2300.0,19.0,5.0,306.0,0.0,,1.0,45.0,,5.1,,,5.0
3, 22,2300.0,22.0,3.0,305.0,0.0,0.0,1.0,50.0,,3.9,0.0,,3.0
3, 22,2300.0,25.0,7.0,301.0,0.0,,1.0,35.0,,4.3,,,7.0
3, 22,2300.0,28.0,11.0,290.0,0.0,0.0,1.0,30.0,,2.9,0.0,,11.0
3, 22,2300.0,31.0,13.0,268.0,0.0,,1.0,35.0,,2.8,,,13.0
3, 22,2300.0,34.0,11.0,236.0,0.0,0.0,1.0,40.0,,4.0,0.0,,11.0
3, 22,2300.0,37.0,7.0,244.0,0.0,,1.0,55.0,,2.5,,,7.0
3, 22,2300.0,40.0,7.0,265.0,0.0,0.0,1.0,60.0,,2.1,0.0,,7.0
3, 22,2300.0,43.0,5.0,323.0,0.0,,2.0,65.0,,1.0,,,5.0
3, 22,2300.0,46.0,4.0,294.0,0.0,0.0,2.0,60.0,,1.2,0.0,,4.0
3, 22,2300.0,49.0,8.0,256.0,0.0,,3.0,45.0,,1.2,,,8.0
3, 22,2300.0,52.0,14.0,228.0,0.0,0.0,3.0,30.0,,2.8,0.0,,14.0
3, 22,2300.0,55.0,15.0,250.0,0.0,,3.0,40.0,,3.3,,,15.0
3, 22,2300.0,58.0,12.0,249.0,0.0,0.0,3.0,45.0,,3.6,0.0,,12.0
3, 22,2300.0,61.0,9.0,219.0,0.0,,2.0,60.0,,2.1,,,9.0
3, 22,2300.0,64.0,8.0,246.0,0.0,0.0,2.0,75.0,,1.2,0.0,,8.0
3, 23,200.0,4.0,13.0,255.0,0.0,,3.0,25.0,13.0,5.4,,3.0,13.0
3, 23,200.0,7.0,9.0,303.0,1.0,1.0,4.0,60.0,14.0,7.4,0.0,4.0,9.0
3, 23,200.0,10.0,6.0,301.0,0.0,,4.0,50.0,16.0,6.9,,,6.0
3, 23,200.0,13.0,6.0,309.0,0.0,0.0,2.0,45.0,,6.2,0.0,,6.0
3, 23,200.0,16.0,5.0,306.0,0.0,,1.0,45.0,,5.1,,,5.0
3, 23,200.0,19.0,3.0,305.0,0.0,0.0,1.0,50.0,,3.9,0.0,,3.0
3, 23,200.0,22.0,7.0,301.0,0.0,,1.0,35.0,,4.3,,,7.0
3, 23,200.0,25.0,11.0,290.0,0.0,0.0,1.0,30.0,,2.9,0.0,,11.0
3, 23,200.0,28.0,13.0,268.0,0.0,,1.0,35.0,,2.8,,,13.0
3, 23,200.0,31.0,11.0,236.0,0.0,0.0,1.0,40.0,,4.0,0.0,,11.0
3, 23,200.0,34.0,7.0,244.0,0.0,,1.0,55.0,,2.5,,,7.0
3, 23,200.0,37.0,7.0,265.0,0.0,0.0,1.0,60.0,,2.1,0.0,,7.0
3, 23,200.0,40.0,5.0,323.0,0.0,,2.0,65.0,,1.0,,,5.0
3, 23,200.0,43.0,4.0,294.0,0.0,0.0,2.0,60.0,,1.2,0.0,,4.0
3, 23,200.0,46.0,8.0,256.0,0.0,,3.0,45.0,,1.2,,,8.0
3, 23,200.0,49.0,14.0,228.0,0.0,0.0,3.0,30.0,,2.8,0.0,,14.0
3, 23,200.0,52.0,15.0,250.0,0.0,,3.0,40.0,,3.3,,,15.0
3, 23,200.0,55.0,12.0,249.0,0.0,0.0,3.0,45.0,,3.6,0.0,,12.0
3, 23,200.0,58.0,9.0,219.0,0.0,,2.0,60.0,,2.1,,,9.0
3, 23,200.0,61.0,8.0,246.0,0.0,0.0,2.0,75.0,,1.2,0.0,,8.0
3, 23,500.0,4.0,9.0,303.0,1.0,1.0,4.0,60.0,14.0,7.4,0.0,3.0,9.0
3, 23,500.0,7.0,6.0,301.0,0.0,,4.0,50.0,16.0,6.9,,4.0,6.0
3, 23,500.0,10.0,6.0,309.0,0.0,0.0,2.0,45.0,,6.2,0.0,,6.0
3, 23,500.0,13.0,5.0,306.0,0.0,,1.0,45.0,,5.1,,,5.0
3, 23,500.0,16.0,3.0,305.0,0.0,0.0,1.0,50.0,,3.9,0.0,,3.0
3, 23,500.0,19.0,7.0,301.0,0.0,,1.0,35.0,,4.3,,,7.0
3, 23,500.0,22.0,11.0,290.0,0.0,0.0,1.0,30.0,,2.9,0.0,,11.0
3, 23,500.0,25.0,13.0,268.0,0.0,,1.0,35.0,,2.8,,,13.0
3, 23,500.0,28.0,11.0,236.0,0.0,0.0,1.0,40.0,,4.0,0.0,,11.0
3, 23,500.0,31.0,7.0,244.0,0.0,,1.0,55.0,,2.5,,,7.0
3, 23,500.0,34.0,7.0,265.0,0.0,0.0,1.0,60.0,,2.1,0.0,,7.0
3, 23,500.0,37.0,5.0,323.0,0.0,,2.0,65.0,,1.0,,,5.0
3, 23,500.0,40.0,4.0,294.0,0.0,0.0,2.0,60.0,,1.2,0.0,,4.0
3, 23,500.0,43.0,8.0,256.0,0.0,,3.0,45.0,,1.2,,,8.0
3, 23,500.0,46.0,14.0,228.0,0.0,0.0,3.0,30.0,,2.8,0.0,,14.0
3, 23,500.0,49.0,15.0,250.0,0.0,,3.0,40.0,,3.3,,,15.0
3, 23,500.0,52.0,12.0,249.0,0.0,0.0,3.0,45.0,,3.6,0.0,,12.0
3, 23,500.0,55.0,9.0,219.0,0.0,,2.0,60.0,,2.1,,,9.0
3, 23,500.0,58.0,8.0,246.0,0.0,0.0,2.0,75.0,,1.2,0.0,,8.0
3, 23,800.0,4.0,7.0,300.0,0.0,,3.0,45.0,14.0,6.2,,3.0,7.0
3, 23,800.0,7.0,6.0,307.0,0.0,0.0,1.0,40.0,16.0,5.3,0.0,4.0,6.0
3, 23,800.0,10.0,5.0,311.0,0.0,,1.0,45.0,,4.8,,,5.0
3, 23,800.0,13.0,3.0,307.0,0.0,0.0,1.0,45.0,,4.1,0.0,,3.0
3, 23,800.0,16.0,7.0,304.0,0.0,,1.0,35.0,,4.1,,,7.0
3, 23,800.0,19.0,11.0,293.0,0.0,0.0,1.0,30.0,,2.8,0.0,,11.0
3, 23,800.0,22.0,13.0,260.0,0.0,,1.0,35.0,,2.2,,,13.0
3, 23,800.0,25.0,11.0,235.0,0.0,0.0,1.0,40.0,,3.8,0.0,,11.0
3, 23,800.0,28.0,8.0,234.0,0.0,,1.0,60.0,,2.6,,,8.0
3, 23,800.0,31.0,6.0,245.0,0.0,0.0,1.0,65.0,,1.9,0.0,,6.0
3, 23,800.0,34.0,4.0,301.0,0.0,,2.0,65.0,,1.2,,,4.0
3, 23,800.0,37.0,4.0,252.0,0.0,0.0,2.0,65.0,,1.3,0.0,,4.0
3, 23,800.0,40.0,9.0,250.0,0.0,,3.0,45.0,,1.5,,,9.0
3, 23,800.0,43.0,14.0,238.0,0.0,0.0,3.0,35.0,,3.6,0.0,,14.0
3, 23,800.0,46.0,15.0,239.0,0.0,,3.0,40.0,,3.7,,,15.0
3, 23,800.0,49.0,12.0,236.0,0.0,0.0,3.0,50.0,,3.6,0.0,,12.0
3, 23,800.0,52.0,10.0,239.0,0.0,,2.0,60.0,,2.7,,,10.0
3, 23,800.0,55.0,9.0,245.0,0.0,0.0,2.0,70.0,,1.7,0.0,,9.0
3, 23,1100.0,4.0,6.0,307.0,0.0,0.0,1.0,40.0,14.0,5.3,0.0,3.0,6.0
3, 23,1100.0,7.0,5.0,311.0,0.0,,1.0,45.0,16.0,4.8,,4.0,5.0
3, 23,1100.0,10.0,3.0,307.0,0.0,0.0,1.0,45.0,,4.1,0.0,,3.0
3, 23,1100.0,13.0,7.0,304.0,0.0,,1.0,35.0,,4.1,,,7.0
3, 23,1100.0,16.0,11.0,293.0,0.0,0.0,1.0,30.0,,2.8,0.0,,11.0
3, 23,1100.0,19.0,13.0,260.0,0.0,,1.0,35.0,,2.2,,,13.0
3, 23,1100.0,22.0,11.0,235.0,0.0,0.0,1.0,40.0,,3.8,0.0,,11.0
3, 23,1100.0,25.0,8.0,234.0,0.0,,1.0,60.0,,2.6,,,8.0
3, 23,1100.0,28.0,6.0,245.0,0.0,0.0,1.0,65.0,,1.9,0.0,,6.0
3, 23,1100.0,31.0,4.0,301.0,0.0,,2.0,65.0,,1.2,,,4.0
3, 23,1100.0,34.0,4.0,252.0,0.0,0.0,2.0,65.0,,1.3,0.0,,4.0
3, 23,1100.0,37.0,9.0,250.0,0.0,,3.0,45.0,,1.5,,,9.0
3, 23,1100.0,40.0,14.0,238.0,0.0,0.0,3.0,35.0,,3.6,0.0,,14.0
3, 23,1100.0,43.0,15.0,239.0,0.0,,3.0,40.0,,3.7,,,15.0
3, 23,1100.0,46.0,12.0,236.0,0.0,0.0,3.0,50.0,,3.6,0.0,,12.0
3, 23,1100.0,49.0,10.0,239.0,0.0,,2.0,60.0,,2.7,,,10.0
3, 23,1100.0,52.0,9.0,245.0,0.0,0.0,2.0,70.0,,1.7,0.0,,9.0
3, 23,1400.0,4.0,5.0,311.0,0.0,,1.0,45.0,14.0,4.8,,3.0,5.0
3, 23,1400.0,7.0,3.0,307.0,0.0,0.0,1.0,45.0,16.0,4.1,0.0,4.0,3.0
3, 23,1400.0,10.0,7.0,304.0,0.0,,1.0,35.0,,4.1,,,7.0
3, 23,1400.0,13.0,11.0,293.0,0.0,0.0,1.0,30.0,,2.8,0.0,,11.0
3, 23,1400.0,16.0,13.0,260.0,0.0,,1.0,35.0,,2.2,,,13.0
3, 23,1400.0,19.0,11.0,235.0,0.0,0.0,1.0,40.0,,3.8,0.0,,11.0
3, 23,1400.0,22.0,8.0,234.0,0.0,,1.0,60.0,,2.6,,,8.0
3, 23,1400.0,25.0,6.0,245.0,0.0,0.0,1.0,65.0,,1.9,0.0,,6.0
3, 23,1400.0,28.0,4.0,301.0,0.0,,2.0,65.0,,1.2,,,4.0
3, 23,1400.0,31.0,4.0,252.0,0.0,0.0,2.0,65.0,,1.3,0.0,,4.0
3, 23,1400.0,34.0,9.0,250.0,0.0,,3.0,45.0,,1.5,,,9.0
3, 23,1400.0,37.0,14.0,238.0,0.0,0.0,3.0,35.0,,3.6,0.0,,14.0
3, 23,1400.0,40.0,15.0,239.0,0.0,,3.0,40.0,,3.7,,,15.0
3, 23,1400.0,43.0,12.0,236.0,0.0,0.0,3.0,50.0,,3.6,0.0,,12.0
3, 23,1400.0,46.0,10.0,239.0,0.0,,2.0,60.0,,2.7,,,10.0
3, 23,1400.0,49.0,9.0,245.0,0.0,0.0,2.0,70.0,,1.7,0.0,,9.0
3, 23,1700.0,4.0,3.0,307.0,0.0,0.0,1.0,45.0,14.0,4.1,0.0,3.0,3.0
3, 23,1700.0,7.0,7.0,304.0,0.0,,1.0,35.0,16.0,4.1,,4.0,7.0
3, 23,1700.0,10.0,11.0,293.0,0.0,0.0,1.0,30.0,,2.8,0.0,,11.0
3, 23,1700.0,13.0,13.0,260.0,0.0,,1.0,35.0,,2.2,,,13.0
3, 23,1700.0,16.0,11.0,235.0,0.0,0.0,1.0,40.0,,3.8,0.0,,11.0
3, 23,1700.0,19.0,8.0,234.0,0.0,,1.0,60.0,,2.6,,,8.0
3, 23,1700.0,22.0,6.0,245.0,0.0,0.0,1.0,65.0,,1.9,0.0,,6.0
3, 23,1700.0,25.0,4.0,301.0,0.0,,2.0,65.0,,1.2,,,4.0
3, 23,1700.0,28.0,4.0,252.0,0.0,0.0,2.0,65.0,,1.3,0.0,,4.0
3, 23,1700.0,31.0,9.0,250.0,0.0,,3.0,45.0,,1.5,,,9.0
3, 23,1700.0,34.0,14.0,238.0,0.0,0.0,3.0,35.0,,3.6,0.0,,14.0
3, 23,1700.0,37.0,15.0,239.0,0.0,,3.0,40.0,,3.7,,,15.0
3, 23,1700.0,40.0,12.0,236.0,0.0,0.0,3.0,50.0,,3.6,0.0,,12.0
3, 23,1700.0,43.0,10.0,239.0,0.0,,2.0,60.0,,2.7,,,10.0
3, 23,1700.0,46.0,9.0,245.0,0.0,0.0,2.0,70.0,,1.7,0.0,,9.0
3, 23,2000.0,4.0,7.0,298.0,0.0,,1.0,40.0,14.0,3.6,,4.0,7.0
3, 23,2000.0,7.0,11.0,291.0,0.0,0.0,1.0,30.0,16.0,2.5,0.0,6.0,11.0
3, 23,2000.0,10.0,13.0,263.0,0.0,,1.0,35.0,19.0,2.3,,,13.0
3, 23,2000.0,13.0,11.0,236.0,0.0,0.0,1.0,45.0,,3.7,0.0,,11.0
3, 23,2000.0,16.0,8.0,233.0,0.0,,1.0,65.0,,2.6,,,8.0
3, 23,2000.0,19.0,6.0,266.0,0.0,0.0,1.0,70.0,,1.4,0.0,,6.0
3, 23,2000.0,22.0,4.0,266.0,0.0,,2.0,65.0,,1.3,,,4.0
3, 23,2000.0,25.0,4.0,266.0,0.0,0.0,2.0,65.0,,1.3,0.0,,4.0
3, 23,2000.0,28.0,9.0,238.0,0.0,,3.0,50.0,,1.9,,,9.0
3, 23,2000.0,31.0,14.0,236.0,0.0,0.0,3.0,40.0,,4.2,0.0,,14.0
3, 23,2000.0,34.0,15.0,232.0,0.0,,3.0,45.0,,5.5,,,15.0
3, 23,2000.0,37.0,12.0,221.0,0.0,0.0,3.0,50.0,,5.7,0.0,,12.0
3, 23,2000.0,40.0,10.0,236.0,0.0,,2.0,60.0,,4.0,,,10.0
3, 23,2000.0,43.0,9.0,244.0,0.0,0.0,2.0,60.0,,3.0,0.0,,9.0
3, 23,2000.0,46.0,8.0,231.0,0.0,,2.0,70.0,,2.1,,,8.0
3, 23,2000.0,49.0,6.0,236.0,0.0,0.0,2.0,75.0,,1.4,0.0,,6.0
3, 23,2000.0,52.0,11.0,280.0,0.0,,2.0,55.0,,1.1,,,11.0
3, 23,2000.0,55.0,17.0,299.0,0.0,0.0,1.0,50.0,,2.3,0.0,,17.0
3, 23,2000.0,58.0,18.0,321.0,0.0,,1.0,40.0,,5.6,,,18.0
3, 23,2000.0,61.0,15.0,327.0,0.0,0.0,1.0,50.0,,2.4,0.0,,15.0
3, 23,2000.0,64.0,13.0,56.0,0.0,,1.0,60.0,,1.1,,,13.0
3, 23,2000.0,67.0,11.0,264.0,0.0,0.0,1.0,65.0,,0.9,0.0,,11.0
3, 23,2300.0,4.0,11.0,291.0,0.0,0.0,1.0,30.0,14.0,2.5,0.0,4.0,11.0
3, 23,2300.0,7.0,13.0,263.0,0.0,,1.0,35.0,16.0,2.3,,6.0,13.0
3, 23,2300.0,10.0,11.0,236.0,0.0,0.0,1.0,45.0,19.0,3.7,0.0,,11.0
3, 23,2300.0,13.0,8.0,233.0,0.0,,1.0,65.0,,2.6,,,8.0
3, 23,2300.0,16.0,6.0,266.0,0.0,0.0,1.0,70.0,,1.4,0.0,,6.0
3, 23,2300.0,19.0,4.0,266.0,0.0,,2.0,65.0,,1.3,,,4.0
3, 23,2300.0,22.0,4.0,266.0,0.0,0.0,2.0,65.0,,1.3,0.0,,4.0
3, 23,2300.0,25.0,9.0,238.0,0.0,,3.0,50.0,,1.9,,,9.0
3, 23,2300.0,28.0,14.0,236.0,0.0,0.0,3.0,40.0,,4.2,0.0,,14.0
3, 23,2300.0,31.0,15.0,232.0,0.0,,3.0,45.0,,5.5,,,15.0
3, 23,2300.0,34.0,12.0,221.0,0.0,0.0,3.0,50.0,,5.7,0.0,,12.0
3, 23,2300.0,37.0,10.0,236.0,0.0,,2.0,60.0,,4.0,,,10.0
3, 23,2300.0,40.0,9.0,244.0,0.0,0.0,2.0,60.0,,3.0,0.0,,9.0
3, 23,2300.0,43.0,8.0,231.0,0.0,,2.0,70.0,,2.1,,,8.0
3, 23,2300.0,46.0,6.0,236.0,0.0,0.0,2.0,75.0,,1.4,0.0,,6.0
3, 23,2300.0,49.0,11.0,280.0,0.0,,2.0,55.0,,1.1,,,11.0
3, 23,2300.0,52.0,17.0,299.0,0.0,0.0,1.0,50.0,,2.3,0.0,,17.0
3, 23,2300.0,55.0,18.0,321.0,0.0,,1.0,40.0,,5.6,,,18.0
3, 23,2300.0,58.0,15.0,327.0,0.0,0.0,1.0,50.0,,2.4,0.0,,15.0
3, 23,2300.0,61.0,13.0,56.0,0.0,,1.0,60.0,,1.1,,,13.0
3, 23,2300.0,64.0,11.0,264.0,0.0,0.0,1.0,65.0,,0.9,0.0,,11.0
3, 24,200.0,4.0,13.0,263.0,0.0,,1.0,35.0,14.0,2.3,,4.0,13.0
3, 24,200.0,7.0,11.0,236.0,0.0,0.0,1.0,45.0,16.0,3.7,0.0,6.0,11.0
3, 24,200.0,10.0,8.0,233.0,0.0,,1.0,65.0,19.0,2.6,,,8.0
3, 24,200.0,13.0,6.0,266.0,0.0,0.0,1.0,70.0,,1.4,0.0,,6.0
3, 24,200.0,16.0,4.0,266.0,0.0,,2.0,65.0,,1.3,,,4.0
3, 24,200.0,19.0,4.0,266.0,0.0,0.0,2.0,65.0,,1.3,0.0,,4.0
3, 24,200.0,22.0,9.0,238.0,0.0,,3.0,50.0,,1.9,,,9.0
3, 24,200.0,25.0,14.0,236.0,0.0,0.0,3.0,40.0,,4.2,0.0,,14.0
3, 24,200.0,28.0,15.0,232.0,0.0,,3.0,45.0,,5.5,,,15.0
3, 24,200.0,31.0,12.0,221.0,0.0,0.0,3.0,50.0,,5.7,0.0,,12.0
3, 24,200.0,34.0,10.0,236.0,0.0,,2.0,60.0,,4.0,,,10.0
3, 24,200.0,37.0,9.0,244.0,0.0,0.0,2.0,60.0,,3.0,0.0,,9.0
3, 24,200.0,40.0,8.0,231.0,0.0,,2.0,70.0,,2.1,,,8.0
3, 24,200.0,43.0,6.0,236.0,0.0,0.0,2.0,75.0,,1.4,0.0,,6.0
3, 24,200.0,46.0,11.0,280.0,0.0,,2.0,55.0,,1.1,,,11.0
3, 24,200.0,49.0,17.0,299.0,0.0,0.0,1.0,50.0,,2.3,0.0,,17.0
3, 24,200.0,52.0,18.0,321.0,0.0,,1.0,40.0,,5.6,,,18.0
3, 24,200.0,55.0,15.0,327.0,0.0,0.0,1.0,50.0,,2.4,0.0,,15.0
3, 24,200.0,58.0,13.0,56.0,0.0,,1.0,60.0,,1.1,,,13.0
3, 24,200.0,61.0,11.0,264.0,0.0,0.0,1.0,65.0,,0.9,0.0,,11.0
