month, format: day,hour,forecast,습도,일최고기온,풍향,3시간기온,하늘상태,풍속,6시간적설,일최저기온,강수확률,6시간강수량,강수형태
1, 1,200.0,4.0,0.0,12.0,272.0,11.7,,2.3,,0.2,0.0,,0.0
1, 1,200.0,7.0,0.0,14.7,249.0,7.0,,1.9,0.0,2.8,10.0,0.0,0.0
1, 1,200.0,10.0,0.0,15.7,248.0,4.9,,0.8,,,20.0,,0.0
1, 1,200.0,13.0,0.0,,338.0,2.6,,0.6,0.0,,20.0,0.0,0.0
1, 1,200.0,16.0,0.0,,264.0,0.9,,1.2,,,20.0,,0.0
1, 1,200.0,19.0,0.0,,269.0,0.3,,0.8,0.0,,20.0,0.0,0.0
1, 1,200.0,22.0,0.0,,300.0,2.8,,0.7,,,20.0,,0.0
1, 1,200.0,25.0,0.0,,236.0,10.8,,1.6,0.0,,20.0,0.0,0.0
1, 1,200.0,28.0,0.0,,242.0,14.7,,2.9,,,20.0,,0.0
1, 1,200.0,31.0,0.0,,255.0,9.8,,1.7,0.0,,20.0,0.0,0.0
1, 1,200.0,34.0,0.0,,233.0,6.7,,1.0,,,10.0,,0.0
1, 1,200.0,37.0,0.0,,247.0,4.6,,0.8,0.0,,10.0,0.0,0.0
1, 1,200.0,40.0,0.0,,254.0,3.8,,0.8,,,10.0,,0.0
1, 1,200.0,43.0,0.0,,255.0,3.6,,0.7,0.0,,10.0,0.0,0.0
1, 1,200.0,46.0,0.0,,308.0,7.0,,0.7,,,0.0,,0.0
1, 1,200.0,49.0,0.0,,310.0,13.5,,2.9,0.0,,0.0,0.0,0.0
1, 1,200.0,52.0,0.0,,306.0,15.2,,2.4,,,0.0,,0.0
1, 1,200.0,55.0,0.0,,301.0,10.9,,2.3,0.0,,0.0,0.0,0.0
1, 1,200.0,58.0,0.0,,289.0,8.1,,1.0,,,0.0,,0.0
1, 1,200.0,61.0,0.0,,312.0,5.5,,0.9,0.0,,0.0,0.0,0.0
1, 1,500.0,4.0,0.0,14.7,249.0,7.0,,1.9,0.0,0.2,10.0,0.0,0.0
1, 1,500.0,7.0,0.0,15.7,248.0,4.9,,0.8,,2.8,20.0,,0.0
1, 1,500.0,10.0,0.0,,338.0,2.6,,0.6,0.0,,20.0,0.0,0.0
1, 1,500.0,13.0,0.0,,264.0,0.9,,1.2,,,20.0,,0.0
1, 1,500.0,16.0,0.0,,269.0,0.3,,0.8,0.0,,20.0,0.0,0.0
1, 1,500.0,19.0,0.0,,300.0,2.8,,0.7,,,20.0,,0.0
1, 1,500.0,22.0,0.0,,236.0,10.8,,1.6,0.0,,20.0,0.0,0.0
1, 1,500.0,25.0,0.0,,242.0,14.7,,2.9,,,20.0,,0.0
1, 1,500.0,28.0,0.0,,255.0,9.8,,1.7,0.0,,20.0,0.0,0.0
1, 1,500.0,31.0,0.0,,233.0,6.7,,1.0,,,10.0,,0.0
1, 1,500.0,34.0,0.0,,247.0,4.6,,0.8,0.0,,10.0,0.0,0.0
1, 1,500.0,37.0,0.0,,254.0,3.8,,0.8,,,10.0,,0.0
1, 1,500.0,40.0,0.0,,255.0,3.6,,0.7,0.0,,10.0,0.0,0.0
1, 1,500.0,43.0,0.0,,308.0,7.0,,0.7,,,0.0,,0.0
1, 1,500.0,46.0,0.0,,310.0,13.5,,2.9,0.0,,0.0,0.0,0.0
1, 1,500.0,49.0,0.0,,306.0,15.2,,2.4,,,0.0,,0.0
1, 1,500.0,52.0,0.0,,301.0,10.9,,2.3,0.0,,0.0,0.0,0.0
1, 1,500.0,55.0,0.0,,289.0,8.1,,1.0,,,0.0,,0.0
1, 1,500.0,58.0,0.0,,312.0,5.5,,0.9,0.0,,0.0,0.0,0.0
1, 1,800.0,4.0,0.0,13.8,243.0,4.2,,1.4,,1.2,20.0,,0.0
1, 1,800.0,7.0,0.0,16.0,292.0,2.2,,0.7,0.0,2.9,20.0,0.0,0.0
1, 1,800.0,10.0,0.0,,252.0,2.0,,1.2,,,20.0,,0.0
1, 1,800.0,13.0,0.0,,339.0,1.2,,0.6,0.0,,20.0,0.0,0.0
1, 1,800.0,16.0,0.0,,307.0,3.5,,0.6,,,20.0,,0.0
1, 1,800.0,19.0,0.0,,238.0,9.9,,1.3,0.0,,20.0,0.0,0.0
1, 1,800.0,22.0,0.0,,248.0,13.3,,2.2,,,20.0,,0.0
1, 1,800.0,25.0,0.0,,264.0,10.3,,2.2,0.0,,20.0,0.0,0.0
1, 1,800.0,28.0,0.0,,234.0,7.5,,0.9,,,10.0,,0.0
1, 1,800.0,31.0,0.0,,255.0,5.2,,0.8,0.0,,10.0,0.0,0.0
1, 1,800.0,34.0,0.0,,292.0,3.3,,0.8,,,10.0,,0.0
1, 1,800.0,37.0,0.0,,240.0,3.1,,0.8,0.0,,10.0,0.0,0.0
1, 1,800.0,40.0,0.0,,264.0,6.1,,0.7,,,0.0,,0.0
1, 1,800.0,43.0,0.0,,315.0,12.4,,2.3,0.0,,0.0,0.0,0.0
1, 1,800.0,46.0,0.0,,308.0,16.0,,1.9,,,0.0,,0.0
1, 1,800.0,49.0,0.0,,328.0,11.8,,2.3,0.0,,0.0,0.0,0.0
1, 1,800.0,52.0,0.0,,311.0,8.8,,1.3,,,0.0,,0.0
1, 1,800.0,55.0,0.0,,328.0,6.3,,1.0,0.0,,0.0,0.0,0.0
1, 1,1100.0,4.0,0.0,13.8,292.0,2.2,,0.7,0.0,1.2,20.0,0.0,0.0
1, 1,1100.0,7.0,0.0,16.0,252.0,2.0,,1.2,,2.9,20.0,,0.0
1, 1,1100.0,10.0,0.0,,339.0,1.2,,0.6,0.0,,20.0,0.0,0.0
1, 1,1100.0,13.0,0.0,,307.0,3.5,,0.6,,,20.0,,0.0
1, 1,1100.0,16.0,0.0,,238.0,9.9,,1.3,0.0,,20.0,0.0,0.0
1, 1,1100.0,19.0,0.0,,248.0,13.3,,2.2,,,20.0,,0.0
1, 1,1100.0,22.0,0.0,,264.0,10.3,,2.2,0.0,,20.0,0.0,0.0
1, 1,1100.0,25.0,0.0,,234.0,7.5,,0.9,,,10.0,,0.0
1, 1,1100.0,28.0,0.0,,255.0,5.2,,0.8,0.0,,10.0,0.0,0.0
1, 1,1100.0,31.0,0.0,,292.0,3.3,,0.8,,,10.0,,0.0
1, 1,1100.0,34.0,0.0,,240.0,3.1,,0.8,0.0,,10.0,0.0,0.0
1, 1,1100.0,37.0,0.0,,264.0,6.1,,0.7,,,0.0,,0.0
1, 1,1100.0,40.0,0.0,,315.0,12.4,,2.3,0.0,,0.0,0.0,0.0
1, 1,1100.0,43.0,0.0,,308.0,16.0,,1.9,,,0.0,,0.0
1, 1,1100.0,46.0,0.0,,328.0,11.8,,2.3,0.0,,0.0,0.0,0.0
1, 1,1100.0,49.0,0.0,,311.0,8.8,,1.3,,,0.0,,0.0
1, 1,1100.0,52.0,0.0,,328.0,6.3,,1.0,0.0,,0.0,0.0,0.0
1, 1,1400.0,4.0,0.0,13.2,258.0,2.6,,1.2,,1.6,20.0,,0.0
1, 1,1400.0,7.0,0.0,16.200001,343.0,1.8,,0.8,0.0,3.6,20.0,0.0,0.0
1, 1,1400.0,10.0,0.0,,313.0,3.6,,0.9,,,20.0,,0.0
1, 1,1400.0,13.0,0.0,,235.0,9.6,,1.6,0.0,,20.0,0.0,0.0
1, 1,1400.0,16.0,0.0,,249.0,12.3,,1.9,,,20.0,,0.0
1, 1,1400.0,19.0,0.0,,282.0,10.0,,2.5,0.0,,20.0,0.0,0.0
1, 1,1400.0,22.0,0.0,,244.0,8.3,,1.2,,,10.0,,0.0
1, 1,1400.0,25.0,0.0,,265.0,6.5,,1.1,0.0,,10.0,0.0,0.0
1, 1,1400.0,28.0,0.0,,292.0,4.7,,1.2,,,10.0,,0.0
1, 1,1400.0,31.0,0.0,,268.0,3.9,,1.2,0.0,,10.0,0.0,0.0
1, 1,1400.0,34.0,0.0,,287.0,6.1,,1.2,,,0.0,,0.0
1, 1,1400.0,37.0,0.0,,331.0,12.3,,2.3,0.0,,0.0,0.0,0.0
1, 1,1400.0,40.0,0.0,,336.0,16.0,,0.5,,,0.0,,0.0
1, 1,1400.0,43.0,0.0,,351.0,11.9,,2.6,0.0,,0.0,0.0,0.0
1, 1,1400.0,46.0,0.0,,323.0,9.2,,1.9,,,0.0,,0.0
1, 1,1400.0,49.0,0.0,,328.0,6.4,,1.3,0.0,,0.0,0.0,0.0
1, 1,1700.0,4.0,0.0,13.2,343.0,1.8,,0.8,0.0,1.6,20.0,0.0,0.0
1, 1,1700.0,7.0,0.0,16.200001,313.0,3.6,,0.9,,3.6,20.0,,0.0
1, 1,1700.0,10.0,0.0,,235.0,9.6,,1.6,0.0,,20.0,0.0,0.0
1, 1,1700.0,13.0,0.0,,249.0,12.3,,1.9,,,20.0,,0.0
1, 1,1700.0,16.0,0.0,,282.0,10.0,,2.5,0.0,,20.0,0.0,0.0
1, 1,1700.0,19.0,0.0,,244.0,8.3,,1.2,,,10.0,,0.0
1, 1,1700.0,22.0,0.0,,265.0,6.5,,1.1,0.0,,10.0,0.0,0.0
1, 1,1700.0,25.0,0.0,,292.0,4.7,,1.2,,,10.0,,0.0
1, 1,1700.0,28.0,0.0,,268.0,3.9,,1.2,0.0,,10.0,0.0,0.0
1, 1,1700.0,31.0,0.0,,287.0,6.1,,1.2,,,0.0,,0.0
1, 1,1700.0,34.0,0.0,,331.0,12.3,,2.3,0.0,,0.0,0.0,0.0
1, 1,1700.0,37.0,0.0,,336.0,16.0,,0.5,,,0.0,,0.0
1, 1,1700.0,40.0,0.0,,351.0,11.9,,2.6,0.0,,0.0,0.0,0.0
1, 1,1700.0,43.0,0.0,,323.0,9.2,,1.9,,,0.0,,0.0
1, 1,1700.0,46.0,0.0,,328.0,6.4,,1.3,0.0,,0.0,0.0,0.0
1, 1,2000.0,4.0,0.0,13.0,243.0,3.7,,0.8,,3.8,20.0,,0.0
1, 1,2000.0,7.0,0.0,16.0,234.0,9.5,,1.6,0.0,3.7,20.0,0.0,0.0
1, 1,2000.0,10.0,0.0,14.5,250.0,12.0,,1.9,,,20.0,,0.0
1, 1,2000.0,13.0,0.0,,281.0,9.8,,2.6,0.0,,20.0,0.0,0.0
1, 1,2000.0,16.0,0.0,,230.0,8.1,,1.3,,,10.0,,0.0
1, 1,2000.0,19.0,0.0,,266.0,6.6,,1.2,0.0,,10.0,0.0,0.0
1, 1,2000.0,22.0,0.0,,291.0,5.0,,1.3,,,10.0,,0.0
1, 1,2000.0,25.0,0.0,,267.0,4.1,,1.3,0.0,,10.0,0.0,0.0
1, 1,2000.0,28.0,0.0,,287.0,6.3,,1.3,,,0.0,,0.0
1, 1,2000.0,31.0,0.0,,332.0,12.1,,2.3,0.0,,0.0,0.0,0.0
1, 1,2000.0,34.0,0.0,,319.0,15.7,,2.2,,,0.0,,0.0
1, 1,2000.0,37.0,0.0,,351.0,11.9,,2.5,0.0,,0.0,0.0,0.0
1, 1,2000.0,40.0,0.0,,322.0,9.2,,1.9,,,0.0,,0.0
1, 1,2000.0,43.0,0.0,,324.0,6.5,,1.3,0.0,,10.0,0.0,0.0
1, 1,2000.0,46.0,0.0,,299.0,5.7,,1.0,,,10.0,,0.0
1, 1,2000.0,49.0,0.0,,270.0,4.7,,1.0,0.0,,10.0,0.0,0.0
1, 1,2000.0,52.0,0.0,,330.0,5.5,,1.0,,,10.0,,0.0
1, 1,2000.0,55.0,0.0,,313.0,12.6,,2.7,0.0,,10.0,0.0,0.0
1, 1,2000.0,58.0,0.0,,312.0,14.2,,1.9,,,10.0,,0.0
1, 1,2000.0,61.0,0.0,,272.0,10.5,,2.0,0.0,,20.0,0.0,0.0
1, 1,2000.0,64.0,0.0,,316.0,8.7,,1.0,,,20.0,,0.0
1, 1,2000.0,67.0,0.0,,318.0,5.8,,0.9,0.0,,20.0,0.0,0.0
1, 1,2300.0,4.0,0.0,13.0,235.0,9.5,,1.6,0.0,3.8,20.0,0.0,0.0
1, 1,2300.0,7.0,0.0,16.0,250.0,12.0,,1.9,,3.7,20.0,,0.0
1, 1,2300.0,10.0,0.0,14.5,281.0,9.8,,2.6,0.0,,20.0,0.0,0.0
1, 1,2300.0,13.0,0.0,,230.0,8.1,,1.3,,,10.0,,0.0
1, 1,2300.0,16.0,0.0,,266.0,6.6,,1.2,0.0,,10.0,0.0,0.0
1, 1,2300.0,19.0,0.0,,291.0,5.0,,1.3,,,10.0,,0.0
1, 1,2300.0,22.0,0.0,,267.0,4.1,,1.3,0.0,,10.0,0.0,0.0
1, 1,2300.0,25.0,0.0,,287.0,6.3,,1.3,,,0.0,,0.0
1, 1,2300.0,28.0,0.0,,332.0,12.1,,2.3,0.0,,0.0,0.0,0.0
1, 1,2300.0,31.0,0.0,,319.0,15.7,,2.2,,,0.0,,0.0
1, 1,2300.0,34.0,0.0,,351.0,11.9,,2.5,0.0,,0.0,0.0,0.0
1, 1,2300.0,37.0,0.0,,322.0,9.2,,1.9,,,0.0,,0.0
1, 1,2300.0,40.0,0.0,,324.0,6.5,,1.3,0.0,,10.0,0.0,0.0
1, 1,2300.0,43.0,0.0,,299.0,5.7,,1.0,,,10.0,,0.0
1, 1,2300.0,46.0,0.0,,270.0,4.7,,1.0,0.0,,10.0,0.0,0.0
1, 1,2300.0,49.0,0.0,,330.0,5.5,,1.0,,,10.0,,0.0
1, 1,2300.0,52.0,0.0,,313.0,12.6,,2.7,0.0,,10.0,0.0,0.0
1, 1,2300.0,55.0,0.0,,312.0,14.2,,1.9,,,10.0,,0.0
1, 1,2300.0,58.0,0.0,,272.0,10.5,,2.0,0.0,,20.0,0.0,0.0
1, 1,2300.0,61.0,0.0,,316.0,8.7,,1.0,,,20.0,,0.0
1, 1,2300.0,64.0,0.0,,318.0,5.8,,0.9,0.0,,20.0,0.0,0.0
1, 10,200.0,4.0,0.0,9.3,307.0,8.3,,2.9,,0.1,0.0,,0.0
1, 10,200.0,7.0,0.0,7.4,314.0,4.4,,2.9,0.0,-1.9,0.0,0.0,0.0
1, 10,200.0,10.0,0.0,5.3,291.0,2.4,,1.2,,,10.0,,0.0
1, 10,200.0,13.0,0.0,,309.0,1.3,,1.2,0.0,,10.0,0.0,0.0
1, 10,200.0,16.0,0.0,,314.0,1.2,,1.6,,,10.0,,0.0
1, 10,200.0,19.0,0.0,,316.0,0.9,,1.6,0.0,,20.0,0.0,0.0
1, 10,200.0,22.0,0.0,,312.0,1.4,,1.8,,,20.0,,0.0
1, 10,200.0,25.0,0.0,,311.0,5.4,,2.2,0.0,,20.0,0.0,0.0
1, 10,200.0,28.0,0.0,,318.0,7.0,,2.9,,,20.0,,0.0
1, 10,200.0,31.0,0.0,,319.0,4.1,,2.6,0.0,,20.0,0.0,0.0
1, 10,200.0,34.0,0.0,,319.0,1.4,,2.0,,,20.0,,0.0
1, 10,200.0,37.0,0.0,,318.0,0.1,,1.6,0.0,,20.0,0.0,0.0
1, 10,200.0,40.0,0.0,,315.0,-0.9,,1.6,,,20.0,,0.0
1, 10,200.0,43.0,0.0,,312.0,-1.9,,1.6,0.0,,19.0,0.0,0.0
1, 10,200.0,46.0,0.0,,310.0,-1.7,,1.7,,,19.0,,0.0
1, 10,200.0,49.0,0.0,,307.0,4.5,,4.0,0.0,,19.0,0.0,0.0
1, 10,200.0,52.0,0.0,,314.0,4.7,,4.0,,,19.0,,0.0
1, 10,200.0,55.0,0.0,,305.0,2.1,,1.7,0.0,,19.0,0.0,0.0
1, 10,200.0,58.0,0.0,,303.0,-0.2,,2.4,,,19.0,,0.0
1, 10,200.0,61.0,0.0,,302.0,-2.0,,3.1,0.0,,19.0,0.0,0.0
1, 10,500.0,4.0,0.0,7.4,314.0,4.4,,2.9,0.0,0.1,0.0,0.0,0.0
1, 10,500.0,7.0,0.0,5.3,291.0,2.4,,1.2,,-1.9,10.0,,0.0
1, 10,500.0,10.0,0.0,,309.0,1.3,,1.2,0.0,,10.0,0.0,0.0
1, 10,500.0,13.0,0.0,,314.0,1.2,,1.6,,,10.0,,0.0
1, 10,500.0,16.0,0.0,,316.0,0.9,,1.6,0.0,,20.0,0.0,0.0
1, 10,500.0,19.0,0.0,,312.0,1.4,,1.8,,,20.0,,0.0
1, 10,500.0,22.0,0.0,,311.0,5.4,,2.2,0.0,,20.0,0.0,0.0
1, 10,500.0,25.0,0.0,,318.0,7.0,,2.9,,,20.0,,0.0
1, 10,500.0,28.0,0.0,,319.0,4.1,,2.6,0.0,,20.0,0.0,0.0
1, 10,500.0,31.0,0.0,,319.0,1.4,,2.0,,,20.0,,0.0
1, 10,500.0,34.0,0.0,,318.0,0.1,,1.6,0.0,,20.0,0.0,0.0
1, 10,500.0,37.0,0.0,,315.0,-0.9,,1.6,,,20.0,,0.0
1, 10,500.0,40.0,0.0,,312.0,-1.9,,1.6,0.0,,19.0,0.0,0.0
1, 10,500.0,43.0,0.0,,310.0,-1.7,,1.7,,,19.0,,0.0
1, 10,500.0,46.0,0.0,,307.0,4.5,,4.0,0.0,,19.0,0.0,0.0
1, 10,500.0,49.0,0.0,,314.0,4.7,,4.0,,,19.0,,0.0
1, 10,500.0,52.0,0.0,,305.0,2.1,,1.7,0.0,,19.0,0.0,0.0
1, 10,500.0,55.0,0.0,,303.0,-0.2,,2.4,,,19.0,,0.0
1, 10,500.0,58.0,0.0,,302.0,-2.0,,3.1,0.0,,19.0,0.0,0.0
1, 10,800.0,4.0,0.0,7.4,267.0,3.8,,1.6,,0.3,10.0,,0.0
1, 10,800.0,7.0,0.0,5.3,308.0,2.0,,1.0,0.0,-2.0,10.0,0.0,0.0
1, 10,800.0,10.0,0.0,,311.0,0.7,,1.0,,,10.0,,0.0
1, 10,800.0,13.0,0.0,,304.0,0.3,,1.6,0.0,,20.0,0.0,0.0
1, 10,800.0,16.0,0.0,,310.0,1.3,,1.6,,,20.0,,0.0
1, 10,800.0,19.0,0.0,,314.0,5.2,,1.6,0.0,,20.0,0.0,0.0
1, 10,800.0,22.0,0.0,,320.0,6.4,,2.3,,,20.0,,0.0
1, 10,800.0,25.0,0.0,,323.0,3.5,,2.7,0.0,,20.0,0.0,0.0
1, 10,800.0,28.0,0.0,,323.0,1.3,,1.7,,,20.0,,0.0
1, 10,800.0,31.0,0.0,,317.0,-0.7,,1.6,0.0,,20.0,0.0,0.0
1, 10,800.0,34.0,0.0,,313.0,-1.7,,1.9,,,20.0,,0.0
1, 10,800.0,37.0,0.0,,313.0,-2.0,,1.9,0.0,,19.0,0.0,0.0
1, 10,800.0,40.0,0.0,,317.0,-0.9,,1.6,,,19.0,,0.0
1, 10,800.0,43.0,0.0,,309.0,3.4,,2.9,0.0,,19.0,0.0,0.0
1, 10,800.0,46.0,0.0,,306.0,5.3,,3.0,,,19.0,,0.0
1, 10,800.0,49.0,0.0,,304.0,2.2,,2.7,0.0,,9.0,0.0,0.0
1, 10,800.0,52.0,0.0,,306.0,0.0,,2.3,,,9.0,,0.0
1, 10,800.0,55.0,0.0,,304.0,-2.1,,2.3,0.0,,9.0,0.0,0.0
1, 10,1100.0,4.0,0.0,7.4,308.0,1.7,,1.0,0.0,0.3,10.0,0.0,0.0
1, 10,1100.0,7.0,0.0,5.3,311.0,0.7,,1.0,,-2.0,10.0,,0.0
1, 10,1100.0,10.0,0.0,,304.0,0.3,,1.6,0.0,,20.0,0.0,0.0
1, 10,1100.0,13.0,0.0,,310.0,1.3,,1.6,,,20.0,,0.0
1, 10,1100.0,16.0,0.0,,314.0,5.2,,1.6,0.0,,20.0,0.0,0.0
1, 10,1100.0,19.0,0.0,,320.0,6.4,,2.3,,,20.0,,0.0
1, 10,1100.0,22.0,0.0,,323.0,3.5,,2.7,0.0,,20.0,0.0,0.0
1, 10,1100.0,25.0,0.0,,323.0,1.3,,1.7,,,20.0,,0.0
1, 10,1100.0,28.0,0.0,,317.0,-0.7,,1.6,0.0,,20.0,0.0,0.0
1, 10,1100.0,31.0,0.0,,313.0,-1.7,,1.9,,,20.0,,0.0
1, 10,1100.0,34.0,0.0,,313.0,-2.0,,1.9,0.0,,19.0,0.0,0.0
1, 10,1100.0,37.0,0.0,,317.0,-0.9,,1.6,,,19.0,,0.0
1, 10,1100.0,40.0,0.0,,309.0,3.4,,2.9,0.0,,19.0,0.0,0.0
1, 10,1100.0,43.0,0.0,,306.0,5.3,,3.0,,,19.0,,0.0
1, 10,1100.0,46.0,0.0,,304.0,2.2,,2.7,0.0,,9.0,0.0,0.0
1, 10,1100.0,49.0,0.0,,306.0,0.0,,2.3,,,9.0,,0.0
1, 10,1100.0,52.0,0.0,,304.0,-2.1,,2.3,0.0,,9.0,0.0,0.0
1, 10,1400.0,4.0,0.0,7.4,317.0,0.3,,1.1,,-0.5,20.0,,0.0
1, 10,1400.0,7.0,0.0,5.7,303.0,0.1,,1.5,0.0,-2.4,20.0,0.0,0.0
1, 10,1400.0,10.0,0.0,,309.0,1.0,,1.5,,,20.0,,0.0
1, 10,1400.0,13.0,0.0,,316.0,5.6,,2.0,0.0,,20.0,0.0,0.0
1, 10,1400.0,16.0,0.0,,322.0,6.7,,2.8,,,20.0,,0.0
1, 10,1400.0,19.0,0.0,,327.0,3.5,,2.6,0.0,,20.0,0.0,0.0
1, 10,1400.0,22.0,0.0,,331.0,1.2,,1.6,,,20.0,,0.0
1, 10,1400.0,25.0,0.0,,318.0,-0.7,,1.3,0.0,,20.0,0.0,0.0
1, 10,1400.0,28.0,0.0,,313.0,-1.2,,1.6,,,20.0,,0.0
1, 10,1400.0,31.0,0.0,,312.0,-2.3,,1.6,0.0,,19.0,0.0,0.0
1, 10,1400.0,34.0,0.0,,318.0,-0.7,,1.6,,,19.0,,0.0
1, 10,1400.0,37.0,0.0,,310.0,3.6,,3.2,0.0,,19.0,0.0,0.0
1, 10,1400.0,40.0,0.0,,307.0,5.7,,3.8,,,19.0,,0.0
1, 10,1400.0,43.0,0.0,,305.0,2.5,,3.2,0.0,,9.0,0.0,0.0
1, 10,1400.0,46.0,0.0,,306.0,-0.6,,2.6,,,9.0,,0.0
1, 10,1400.0,49.0,0.0,,302.0,-2.0,,2.5,0.0,,9.0,0.0,0.0
1, 10,1700.0,4.0,0.0,7.8,303.0,0.1,,1.5,0.0,-0.5,20.0,0.0,0.0
1, 10,1700.0,7.0,0.0,5.7,309.0,1.0,,1.5,,-2.4,20.0,,0.0
1, 10,1700.0,10.0,0.0,,316.0,5.6,,2.0,0.0,,20.0,0.0,0.0
1, 10,1700.0,13.0,0.0,,322.0,6.7,,2.8,,,20.0,,0.0
1, 10,1700.0,16.0,0.0,,327.0,3.5,,2.6,0.0,,20.0,0.0,0.0
1, 10,1700.0,19.0,0.0,,331.0,1.2,,1.6,,,20.0,,0.0
1, 10,1700.0,22.0,0.0,,318.0,-0.7,,1.3,0.0,,20.0,0.0,0.0
1, 10,1700.0,25.0,0.0,,313.0,-1.2,,1.6,,,20.0,,0.0
1, 10,1700.0,28.0,0.0,,312.0,-2.3,,1.6,0.0,,19.0,0.0,0.0
1, 10,1700.0,31.0,0.0,,318.0,-0.7,,1.6,,,19.0,,0.0
1, 10,1700.0,34.0,0.0,,310.0,3.6,,3.2,0.0,,19.0,0.0,0.0
1, 10,1700.0,37.0,0.0,,307.0,5.7,,3.8,,,19.0,,0.0
1, 10,1700.0,40.0,0.0,,305.0,2.5,,3.2,0.0,,9.0,0.0,0.0
1, 10,1700.0,43.0,0.0,,306.0,-0.6,,2.6,,,9.0,,0.0
1, 10,1700.0,46.0,0.0,,302.0,-2.0,,2.5,0.0,,9.0,0.0,0.0
1, 10,2000.0,4.0,0.0,7.8,311.0,2.1,,1.5,,-1.2,21.0,,0.0
1, 10,2000.0,7.0,0.0,5.8,317.0,5.7,,2.6,0.0,-2.9,21.0,0.0,0.0
1, 10,2000.0,10.0,0.0,5.9,323.0,7.2,,3.0,,,21.0,,0.0
1, 10,2000.0,13.0,0.0,,326.0,3.3,,1.9,0.0,,21.0,0.0,0.0
1, 10,2000.0,16.0,0.0,,331.0,1.4,,1.8,,,21.0,,0.0
1, 10,2000.0,19.0,0.0,,315.0,0.3,,0.9,0.0,,21.0,0.0,0.0
1, 10,2000.0,22.0,0.0,,340.0,-0.2,,1.5,,,20.0,,0.0
1, 10,2000.0,25.0,0.0,,356.0,-0.6,,1.5,0.0,,20.0,0.0,0.0
1, 10,2000.0,28.0,0.0,,11.0,0.9,,1.6,,,29.0,,0.0
1, 10,2000.0,31.0,0.0,,2.0,3.8,,2.9,0.0,,30.0,0.0,0.0
1, 10,2000.0,34.0,0.0,,354.0,5.5,,3.2,,,19.0,,0.0
1, 10,2000.0,37.0,0.0,,315.0,2.6,,2.9,0.0,,10.0,0.0,0.0
1, 10,2000.0,40.0,0.0,,306.0,0.3,,1.9,,,0.0,,0.0
1, 10,2000.0,43.0,0.0,,300.0,-1.6,,1.8,0.0,,0.0,0.0,0.0
1, 10,2000.0,46.0,0.0,,300.0,-2.1,,1.6,,,0.0,,0.0
1, 10,2000.0,49.0,0.0,,300.0,-2.4,,1.6,0.0,,0.0,0.0,0.0
1, 10,2000.0,52.0,0.0,,277.0,-1.3,,1.9,,,10.0,,0.0
1, 10,2000.0,55.0,0.0,,287.0,3.0,,3.7,0.0,,10.0,0.0,0.0
1, 10,2000.0,58.0,0.0,,282.0,5.1,,3.4,,,10.0,,0.0
1, 10,2000.0,61.0,0.0,,263.0,2.5,,2.3,0.0,,10.0,0.0,0.0
1, 10,2000.0,64.0,0.0,,254.0,-0.4,,1.5,,,10.0,,0.0
1, 10,2000.0,67.0,0.0,,234.0,-1.6,,1.2,0.0,,10.0,0.0,0.0
1, 10,2300.0,4.0,0.0,7.8,317.0,5.7,,2.6,0.0,-1.2,10.0,0.0,0.0
1, 10,2300.0,7.0,0.0,5.8,323.0,7.2,,3.0,,-2.9,10.0,,0.0
1, 10,2300.0,10.0,0.0,5.9,326.0,3.3,,1.9,0.0,,10.0,0.0,0.0
1, 10,2300.0,13.0,0.0,,331.0,1.4,,1.8,,,21.0,,0.0
1, 10,2300.0,16.0,0.0,,315.0,0.3,,0.9,0.0,,21.0,0.0,0.0
1, 10,2300.0,19.0,0.0,,340.0,-0.2,,1.5,,,20.0,,0.0
1, 10,2300.0,22.0,0.0,,356.0,-0.6,,1.5,0.0,,20.0,0.0,0.0
1, 10,2300.0,25.0,0.0,,11.0,1.0,,1.6,,,29.0,,0.0
1, 10,2300.0,28.0,0.0,,2.0,3.8,,2.9,0.0,,30.0,0.0,0.0
1, 10,2300.0,31.0,0.0,,354.0,5.5,,3.2,,,19.0,,0.0
1, 10,2300.0,34.0,0.0,,315.0,2.6,,2.9,0.0,,10.0,0.0,0.0
1, 10,2300.0,37.0,0.0,,306.0,0.3,,1.9,,,0.0,,0.0
1, 10,2300.0,40.0,0.0,,300.0,-1.6,,1.8,0.0,,0.0,0.0,0.0
1, 10,2300.0,43.0,0.0,,300.0,-2.1,,1.6,,,0.0,,0.0
1, 10,2300.0,46.0,0.0,,300.0,-2.4,,1.6,0.0,,0.0,0.0,0.0
1, 10,2300.0,49.0,0.0,,277.0,-1.3,,1.9,,,10.0,,0.0
1, 10,2300.0,52.0,0.0,,287.0,3.0,,3.7,0.0,,10.0,0.0,0.0
1, 10,2300.0,55.0,0.0,,282.0,5.1,,3.4,,,10.0,,0.0
1, 10,2300.0,58.0,0.0,,263.0,2.5,,2.3,0.0,,10.0,0.0,0.0
1, 10,2300.0,61.0,0.0,,254.0,-0.4,,1.5,,,10.0,,0.0
1, 10,2300.0,64.0,0.0,,234.0,-1.6,,1.2,0.0,,10.0,0.0,0.0
1, 11,200.0,4.0,0.0,7.3,320.0,7.0,,2.9,,-0.6,10.0,,0.0
1, 11,200.0,7.0,0.0,5.3,321.0,3.1,,1.9,0.0,-2.5,10.0,0.0,0.0
