month, format: day,hour,forecast,6시간강수량,6시간적설,일최고기온,강수확률,습도,하늘상태,강수형태,풍속,풍향,3시간기온,일최저기온
1, 1,200.0,4.0,-2.0,,5.0,30.0,40.0,4.0,0.0,2.9,272.0,5.0,-2.0
1, 1,200.0,7.0,-4.0,0.0,5.0,30.0,60.0,4.0,0.0,1.4,309.0,2.0,-4.0
1, 1,200.0,10.0,,,4.0,30.0,70.0,4.0,0.0,1.7,287.0,0.0,
1, 1,200.0,13.0,,0.0,,10.0,65.0,1.0,0.0,2.8,268.0,0.0,
1, 1,200.0,16.0,,,,0.0,65.0,1.0,0.0,3.0,312.0,-1.0,
1, 1,200.0,19.0,,0.0,,30.0,65.0,4.0,0.0,3.4,323.0,-1.0,
1, 1,200.0,22.0,,,,30.0,55.0,4.0,0.0,3.3,315.0,1.0,
1, 1,200.0,25.0,,0.0,,20.0,35.0,3.0,0.0,4.0,314.0,4.0,
1, 1,200.0,28.0,,,,0.0,25.0,1.0,0.0,4.5,312.0,5.0,
1, 1,200.0,31.0,,0.0,,0.0,35.0,1.0,0.0,1.9,309.0,0.0,
1, 1,200.0,34.0,,,,0.0,30.0,1.0,0.0,3.7,299.0,-1.0,
1, 1,200.0,37.0,,0.0,,0.0,35.0,1.0,0.0,5.4,304.0,-3.0,
1, 1,200.0,40.0,,,,30.0,35.0,4.0,0.0,5.3,306.0,-3.0,
1, 1,200.0,43.0,,0.0,,30.0,25.0,4.0,0.0,5.7,309.0,-3.0,
1, 1,200.0,46.0,,,,30.0,30.0,4.0,0.0,5.5,307.0,-2.0,
1, 1,200.0,49.0,,0.0,,0.0,25.0,1.0,0.0,6.3,307.0,2.0,
1, 1,200.0,52.0,,,,10.0,20.0,1.0,0.0,5.1,310.0,4.0,
1, 1,200.0,55.0,,0.0,,20.0,25.0,3.0,0.0,3.6,306.0,1.0,
1, 1,200.0,58.0,,,,20.0,25.0,3.0,0.0,4.2,306.0,0.0,
1, 1,200.0,61.0,,0.0,,20.0,25.0,3.0,0.0,4.5,311.0,-1.0,
1, 1,500.0,4.0,-2.0,0.0,5.0,30.0,60.0,4.0,0.0,1.4,309.0,2.0,-2.0
1, 1,500.0,7.0,-4.0,,4.0,30.0,70.0,4.0,0.0,1.7,287.0,0.0,-4.0
1, 1,500.0,10.0,,0.0,,10.0,65.0,1.0,0.0,2.8,268.0,0.0,
1, 1,500.0,13.0,,,,0.0,65.0,1.0,0.0,3.0,312.0,-1.0,
1, 1,500.0,16.0,,0.0,,30.0,65.0,4.0,0.0,3.4,323.0,-1.0,
1, 1,500.0,19.0,,,,30.0,55.0,4.0,0.0,3.3,315.0,1.0,
1, 1,500.0,22.0,,0.0,,20.0,35.0,3.0,0.0,4.0,314.0,4.0,
1, 1,500.0,25.0,,,,0.0,25.0,1.0,0.0,4.5,312.0,5.0,
1, 1,500.0,28.0,,0.0,,0.0,35.0,1.0,0.0,1.9,309.0,0.0,
1, 1,500.0,31.0,,,,0.0,30.0,1.0,0.0,3.7,299.0,-1.0,
1, 1,500.0,34.0,,0.0,,0.0,35.0,1.0,0.0,5.4,304.0,-3.0,
1, 1,500.0,37.0,,,,30.0,35.0,4.0,0.0,5.3,306.0,-3.0,
1, 1,500.0,40.0,,0.0,,30.0,25.0,4.0,0.0,5.7,309.0,-3.0,
1, 1,500.0,43.0,,,,30.0,30.0,4.0,0.0,5.5,307.0,-2.0,
1, 1,500.0,46.0,,0.0,,0.0,25.0,1.0,0.0,6.3,307.0,2.0,
1, 1,500.0,49.0,,,,10.0,20.0,1.0,0.0,5.1,310.0,4.0,
1, 1,500.0,52.0,,0.0,,20.0,25.0,3.0,0.0,3.6,306.0,1.0,
1, 1,500.0,55.0,,,,20.0,25.0,3.0,0.0,4.2,306.0,0.0,
1, 1,500.0,58.0,,0.0,,20.0,25.0,3.0,0.0,4.5,311.0,-1.0,
1, 1,800.0,4.0,-1.0,,5.0,30.0,65.0,4.0,0.0,1.7,287.0,1.0,-1.0
1, 1,800.0,7.0,-4.0,0.0,4.0,10.0,65.0,1.0,0.0,3.0,270.0,0.0,-4.0
1, 1,800.0,10.0,,,,0.0,70.0,1.0,0.0,3.2,314.0,-1.0,
1, 1,800.0,13.0,,0.0,,30.0,65.0,4.0,0.0,2.9,316.0,-1.0,
1, 1,800.0,16.0,,,,30.0,55.0,4.0,0.0,3.3,314.0,1.0,
1, 1,800.0,19.0,,0.0,,20.0,40.0,3.0,0.0,3.7,299.0,5.0,
1, 1,800.0,22.0,,,,0.0,25.0,1.0,0.0,4.1,315.0,5.0,
1, 1,800.0,25.0,,0.0,,0.0,30.0,1.0,0.0,1.9,306.0,1.0,
1, 1,800.0,28.0,,,,0.0,30.0,1.0,0.0,3.4,307.0,-1.0,
1, 1,800.0,31.0,,0.0,,0.0,40.0,1.0,0.0,4.4,306.0,-2.0,
1, 1,800.0,34.0,,,,30.0,40.0,4.0,0.0,4.2,297.0,-3.0,
1, 1,800.0,37.0,,0.0,,30.0,25.0,4.0,0.0,5.8,308.0,-3.0,
1, 1,800.0,40.0,,,,30.0,30.0,4.0,0.0,5.9,313.0,-2.0,
1, 1,800.0,43.0,,0.0,,0.0,25.0,1.0,0.0,6.5,311.0,3.0,
1, 1,800.0,46.0,,,,10.0,20.0,1.0,0.0,5.6,308.0,4.0,
1, 1,800.0,49.0,,0.0,,20.0,25.0,3.0,0.0,4.2,301.0,1.0,
1, 1,800.0,52.0,,,,20.0,25.0,3.0,0.0,4.7,305.0,0.0,
1, 1,800.0,55.0,,0.0,,20.0,25.0,3.0,0.0,4.3,311.0,-1.0,
1, 1,1100.0,4.0,-1.0,0.0,5.0,10.0,65.0,1.0,0.0,3.0,270.0,0.0,-1.0
1, 1,1100.0,7.0,-4.0,,4.0,0.0,70.0,1.0,0.0,3.2,314.0,-1.0,-4.0
1, 1,1100.0,10.0,,0.0,,30.0,65.0,4.0,0.0,2.9,316.0,-1.0,
1, 1,1100.0,13.0,,,,30.0,55.0,4.0,0.0,3.3,314.0,1.0,
1, 1,1100.0,16.0,,0.0,,20.0,40.0,3.0,0.0,3.7,299.0,5.0,
1, 1,1100.0,19.0,,,,0.0,25.0,1.0,0.0,4.1,315.0,5.0,
1, 1,1100.0,22.0,,0.0,,0.0,30.0,1.0,0.0,1.9,306.0,1.0,
1, 1,1100.0,25.0,,,,0.0,30.0,1.0,0.0,3.4,307.0,-1.0,
1, 1,1100.0,28.0,,0.0,,0.0,40.0,1.0,0.0,4.4,306.0,-2.0,
1, 1,1100.0,31.0,,,,30.0,40.0,4.0,0.0,4.2,297.0,-3.0,
1, 1,1100.0,34.0,,0.0,,30.0,25.0,4.0,0.0,5.8,308.0,-3.0,
1, 1,1100.0,37.0,,,,30.0,30.0,4.0,0.0,5.9,313.0,-2.0,
1, 1,1100.0,40.0,,0.0,,0.0,25.0,1.0,0.0,6.5,311.0,3.0,
1, 1,1100.0,43.0,,,,10.0,20.0,1.0,0.0,5.6,308.0,4.0,
1, 1,1100.0,46.0,,0.0,,20.0,25.0,3.0,0.0,4.2,301.0,1.0,
1, 1,1100.0,49.0,,,,20.0,25.0,3.0,0.0,4.7,305.0,0.0,
1, 1,1100.0,52.0,,0.0,,20.0,25.0,3.0,0.0,4.3,311.0,-1.0,
1, 1,1400.0,4.0,-1.0,,5.0,0.0,70.0,1.0,0.0,3.2,314.0,-1.0,-1.0
1, 1,1400.0,7.0,-4.0,0.0,4.0,30.0,65.0,4.0,0.0,2.9,316.0,-1.0,-4.0
1, 1,1400.0,10.0,,,,30.0,55.0,4.0,0.0,3.3,314.0,1.0,
1, 1,1400.0,13.0,,0.0,,20.0,40.0,3.0,0.0,3.7,299.0,5.0,
1, 1,1400.0,16.0,,,,0.0,25.0,1.0,0.0,4.1,315.0,5.0,
1, 1,1400.0,19.0,,0.0,,0.0,30.0,1.0,0.0,1.9,306.0,1.0,
1, 1,1400.0,22.0,,,,0.0,30.0,1.0,0.0,3.4,307.0,-1.0,
1, 1,1400.0,25.0,,0.0,,0.0,40.0,1.0,0.0,4.4,306.0,-2.0,
1, 1,1400.0,28.0,,,,30.0,40.0,4.0,0.0,4.2,297.0,-3.0,
1, 1,1400.0,31.0,,0.0,,30.0,25.0,4.0,0.0,5.8,308.0,-3.0,
1, 1,1400.0,34.0,,,,30.0,30.0,4.0,0.0,5.9,313.0,-2.0,
1, 1,1400.0,37.0,,0.0,,0.0,25.0,1.0,0.0,6.5,311.0,3.0,
1, 1,1400.0,40.0,,,,10.0,20.0,1.0,0.0,5.6,308.0,4.0,
1, 1,1400.0,43.0,,0.0,,20.0,25.0,3.0,0.0,4.2,301.0,1.0,
1, 1,1400.0,46.0,,,,20.0,25.0,3.0,0.0,4.7,305.0,0.0,
1, 1,1400.0,49.0,,0.0,,20.0,25.0,3.0,0.0,4.3,311.0,-1.0,
1, 1,1700.0,4.0,-1.0,0.0,5.0,30.0,65.0,4.0,0.0,2.9,316.0,-1.0,-1.0
1, 1,1700.0,7.0,-4.0,,4.0,30.0,55.0,4.0,0.0,3.3,314.0,1.0,-4.0
1, 1,1700.0,10.0,,0.0,,20.0,40.0,3.0,0.0,3.7,299.0,5.0,
1, 1,1700.0,13.0,,,,0.0,25.0,1.0,0.0,4.1,315.0,5.0,
1, 1,1700.0,16.0,,0.0,,0.0,30.0,1.0,0.0,1.9,306.0,1.0,
1, 1,1700.0,19.0,,,,0.0,30.0,1.0,0.0,3.4,307.0,-1.0,
1, 1,1700.0,22.0,,0.0,,0.0,40.0,1.0,0.0,4.4,306.0,-2.0,
1, 1,1700.0,25.0,,,,30.0,40.0,4.0,0.0,4.2,297.0,-3.0,
1, 1,1700.0,28.0,,0.0,,30.0,25.0,4.0,0.0,5.8,308.0,-3.0,
1, 1,1700.0,31.0,,,,30.0,30.0,4.0,0.0,5.9,313.0,-2.0,
1, 1,1700.0,34.0,,0.0,,0.0,25.0,1.0,0.0,6.5,311.0,3.0,
1, 1,1700.0,37.0,,,,10.0,20.0,1.0,0.0,5.6,308.0,4.0,
1, 1,1700.0,40.0,,0.0,,20.0,25.0,3.0,0.0,4.2,301.0,1.0,
1, 1,1700.0,43.0,,,,20.0,25.0,3.0,0.0,4.7,305.0,0.0,
1, 1,1700.0,46.0,,0.0,,20.0,25.0,3.0,0.0,4.3,311.0,-1.0,
1, 1,2000.0,4.0,-3.0,,5.0,30.0,60.0,4.0,0.0,3.7,316.0,1.0,-3.0
1, 1,2000.0,7.0,-2.0,0.0,5.0,20.0,35.0,3.0,0.0,4.5,304.0,4.0,-2.0
1, 1,2000.0,10.0,,,8.0,0.0,25.0,1.0,0.0,4.8,308.0,5.0,
1, 1,2000.0,13.0,,0.0,,0.0,30.0,1.0,0.0,2.6,295.0,1.0,
1, 1,2000.0,16.0,,,,0.0,30.0,1.0,0.0,4.9,301.0,-1.0,
1, 1,2000.0,19.0,,0.0,,0.0,35.0,1.0,0.0,5.2,313.0,-2.0,
1, 1,2000.0,22.0,,,,30.0,40.0,4.0,0.0,4.1,298.0,-2.0,
1, 1,2000.0,25.0,,0.0,,30.0,30.0,4.0,0.0,5.5,308.0,-3.0,
1, 1,2000.0,28.0,,,,30.0,30.0,4.0,0.0,5.8,314.0,-2.0,
1, 1,2000.0,31.0,,0.0,,0.0,25.0,1.0,0.0,6.8,309.0,3.0,
1, 1,2000.0,34.0,,,,10.0,25.0,1.0,0.0,5.8,308.0,4.0,
1, 1,2000.0,37.0,,0.0,,20.0,35.0,3.0,0.0,3.6,302.0,1.0,
1, 1,2000.0,40.0,,,,20.0,40.0,3.0,0.0,3.9,307.0,0.0,
1, 1,2000.0,43.0,,0.0,,20.0,35.0,3.0,0.0,5.0,304.0,0.0,
1, 1,2000.0,46.0,,,,20.0,35.0,3.0,0.0,5.4,305.0,-1.0,
1, 1,2000.0,49.0,,0.0,,20.0,40.0,3.0,0.0,5.1,315.0,-2.0,
1, 1,2000.0,52.0,,,,10.0,40.0,1.0,0.0,4.2,322.0,-1.0,
1, 1,2000.0,55.0,,0.0,,0.0,30.0,1.0,0.0,3.9,333.0,5.0,
1, 1,2000.0,58.0,,,,0.0,30.0,1.0,0.0,2.4,338.0,7.0,
1, 1,2000.0,61.0,,0.0,,0.0,55.0,1.0,0.0,2.0,333.0,2.0,
1, 1,2000.0,64.0,,,,0.0,60.0,1.0,0.0,1.8,286.0,0.0,
1, 1,2000.0,67.0,,0.0,,20.0,60.0,3.0,0.0,2.1,275.0,1.0,
1, 1,2300.0,4.0,-3.0,0.0,5.0,20.0,35.0,3.0,0.0,4.5,304.0,4.0,-3.0
1, 1,2300.0,7.0,-2.0,,5.0,0.0,25.0,1.0,0.0,4.8,308.0,5.0,-2.0
1, 1,2300.0,10.0,,0.0,8.0,0.0,30.0,1.0,0.0,2.6,295.0,1.0,
1, 1,2300.0,13.0,,,,0.0,30.0,1.0,0.0,4.9,301.0,-1.0,
1, 1,2300.0,16.0,,0.0,,0.0,35.0,1.0,0.0,5.2,313.0,-2.0,
1, 1,2300.0,19.0,,,,30.0,40.0,4.0,0.0,4.1,298.0,-2.0,
1, 1,2300.0,22.0,,0.0,,30.0,30.0,4.0,0.0,5.5,308.0,-3.0,
1, 1,2300.0,25.0,,,,30.0,30.0,4.0,0.0,5.8,314.0,-2.0,
1, 1,2300.0,28.0,,0.0,,0.0,25.0,1.0,0.0,6.8,309.0,3.0,
1, 1,2300.0,31.0,,,,10.0,25.0,1.0,0.0,5.8,308.0,4.0,
1, 1,2300.0,34.0,,0.0,,20.0,35.0,3.0,0.0,3.6,302.0,1.0,
1, 1,2300.0,37.0,,,,20.0,40.0,3.0,0.0,3.9,307.0,0.0,
1, 1,2300.0,40.0,,0.0,,20.0,35.0,3.0,0.0,5.0,304.0,0.0,
1, 1,2300.0,43.0,,,,20.0,35.0,3.0,0.0,5.4,305.0,-1.0,
1, 1,2300.0,46.0,,0.0,,20.0,40.0,3.0,0.0,5.1,315.0,-2.0,
1, 1,2300.0,49.0,,,,10.0,40.0,1.0,0.0,4.2,322.0,-1.0,
1, 1,2300.0,52.0,,0.0,,0.0,30.0,1.0,0.0,3.9,333.0,5.0,
1, 1,2300.0,55.0,,,,0.0,30.0,1.0,0.0,2.4,338.0,7.0,
1, 1,2300.0,58.0,,0.0,,0.0,55.0,1.0,0.0,2.0,333.0,2.0,
1, 1,2300.0,61.0,,,,0.0,60.0,1.0,0.0,1.8,286.0,0.0,
1, 1,2300.0,64.0,,0.0,,20.0,60.0,3.0,0.0,2.1,275.0,1.0,
1, 10,200.0,4.0,-4.0,,4.0,0.0,25.0,1.0,0.0,3.7,284.0,3.0,-4.0
1, 10,200.0,7.0,-4.0,0.0,5.0,10.0,50.0,1.0,0.0,1.5,274.0,-1.0,-4.0
1, 10,200.0,10.0,,,6.0,0.0,65.0,1.0,0.0,1.3,261.0,-2.0,
1, 10,200.0,13.0,,0.0,,10.0,65.0,3.0,0.0,3.4,277.0,-2.0,
1, 10,200.0,16.0,,,,0.0,75.0,1.0,0.0,2.6,310.0,-3.0,
1, 10,200.0,19.0,,0.0,,10.0,75.0,3.0,0.0,2.9,288.0,-4.0,
1, 10,200.0,22.0,,,,20.0,55.0,3.0,0.0,2.7,318.0,-2.0,
1, 10,200.0,25.0,,0.0,,20.0,30.0,3.0,0.0,1.9,238.0,3.0,
1, 10,200.0,28.0,,,,20.0,35.0,3.0,0.0,2.9,241.0,5.0,
1, 10,200.0,31.0,,0.0,,20.0,45.0,3.0,0.0,2.5,279.0,2.0,
1, 10,200.0,34.0,,,,20.0,40.0,3.0,0.0,2.5,297.0,0.0,
1, 10,200.0,37.0,,0.0,,10.0,50.0,3.0,0.0,3.2,309.0,-2.0,
1, 10,200.0,40.0,,,,0.0,60.0,1.0,0.0,3.0,312.0,-3.0,
1, 10,200.0,43.0,,0.0,,0.0,70.0,1.0,0.0,3.1,310.0,-4.0,
1, 10,200.0,46.0,,,,0.0,50.0,1.0,0.0,3.5,309.0,-1.0,
1, 10,200.0,49.0,,0.0,,0.0,30.0,1.0,0.0,3.7,296.0,5.0,
1, 10,200.0,52.0,,,,0.0,25.0,1.0,0.0,3.2,296.0,6.0,
1, 10,200.0,55.0,,0.0,,0.0,45.0,1.0,0.0,1.3,266.0,2.0,
1, 10,200.0,58.0,,,,0.0,55.0,1.0,0.0,2.2,286.0,-1.0,
1, 10,200.0,61.0,,0.0,,0.0,65.0,1.0,0.0,2.0,267.0,-1.0,
1, 10,500.0,4.0,-4.0,0.0,5.0,10.0,50.0,1.0,0.0,1.5,274.0,-1.0,-4.0
1, 10,500.0,7.0,-4.0,,6.0,0.0,65.0,1.0,0.0,1.3,261.0,-2.0,-4.0
1, 10,500.0,10.0,,0.0,,10.0,65.0,3.0,0.0,3.4,277.0,-2.0,
1, 10,500.0,13.0,,,,0.0,75.0,1.0,0.0,2.6,310.0,-3.0,
1, 10,500.0,16.0,,0.0,,10.0,75.0,3.0,0.0,2.9,288.0,-4.0,
1, 10,500.0,19.0,,,,20.0,55.0,3.0,0.0,2.7,318.0,-2.0,
1, 10,500.0,22.0,,0.0,,20.0,30.0,3.0,0.0,1.9,238.0,3.0,
1, 10,500.0,25.0,,,,20.0,35.0,3.0,0.0,2.9,241.0,5.0,
1, 10,500.0,28.0,,0.0,,20.0,45.0,3.0,0.0,2.5,279.0,2.0,
1, 10,500.0,31.0,,,,20.0,40.0,3.0,0.0,2.5,297.0,0.0,
1, 10,500.0,34.0,,0.0,,10.0,50.0,3.0,0.0,3.2,309.0,-2.0,
1, 10,500.0,37.0,,,,0.0,60.0,1.0,0.0,3.0,312.0,-3.0,
1, 10,500.0,40.0,,0.0,,0.0,70.0,1.0,0.0,3.1,310.0,-4.0,
1, 10,500.0,43.0,,,,0.0,50.0,1.0,0.0,3.5,309.0,-1.0,
1, 10,500.0,46.0,,0.0,,0.0,30.0,1.0,0.0,3.7,296.0,5.0,
1, 10,500.0,49.0,,,,0.0,25.0,1.0,0.0,3.2,296.0,6.0,
1, 10,500.0,52.0,,0.0,,0.0,45.0,1.0,0.0,1.3,266.0,2.0,
1, 10,500.0,55.0,,,,0.0,55.0,1.0,0.0,2.2,286.0,-1.0,
1, 10,500.0,58.0,,0.0,,0.0,65.0,1.0,0.0,2.0,267.0,-1.0,
1, 10,800.0,4.0,-4.0,,5.0,0.0,45.0,1.0,0.0,1.6,308.0,-2.0,-4.0
1, 10,800.0,7.0,-3.0,0.0,7.0,10.0,50.0,3.0,0.0,2.1,298.0,-3.0,-3.0
1, 10,800.0,10.0,,,,0.0,60.0,1.0,0.0,2.7,324.0,-3.0,
1, 10,800.0,13.0,,0.0,,10.0,65.0,3.0,0.0,2.1,295.0,-4.0,
1, 10,800.0,16.0,,,,20.0,55.0,3.0,0.0,1.6,317.0,-2.0,
1, 10,800.0,19.0,,0.0,,20.0,30.0,3.0,0.0,2.1,223.0,3.0,
1, 10,800.0,22.0,,,,20.0,35.0,3.0,0.0,4.0,214.0,5.0,
1, 10,800.0,25.0,,0.0,,20.0,50.0,3.0,0.0,2.1,262.0,2.0,
1, 10,800.0,28.0,,,,20.0,55.0,3.0,0.0,2.2,275.0,0.0,
1, 10,800.0,31.0,,0.0,,10.0,60.0,3.0,0.0,2.3,301.0,-2.0,
1, 10,800.0,34.0,,,,20.0,65.0,3.0,0.0,2.4,306.0,-3.0,
1, 10,800.0,37.0,,0.0,,10.0,65.0,3.0,0.0,3.1,312.0,-3.0,
1, 10,800.0,40.0,,,,0.0,50.0,1.0,0.0,3.1,315.0,-1.0,
1, 10,800.0,43.0,,0.0,,0.0,30.0,1.0,0.0,3.4,298.0,6.0,
1, 10,800.0,46.0,,,,10.0,25.0,3.0,0.0,3.2,286.0,7.0,
1, 10,800.0,49.0,,0.0,,10.0,45.0,3.0,0.0,1.5,274.0,2.0,
1, 10,800.0,52.0,,,,10.0,55.0,3.0,0.0,2.4,277.0,0.0,
1, 10,800.0,55.0,,0.0,,0.0,65.0,1.0,0.0,2.2,278.0,-1.0,
1, 10,1100.0,4.0,-4.0,0.0,5.0,10.0,50.0,3.0,0.0,2.1,298.0,-3.0,-4.0
1, 10,1100.0,7.0,-3.0,,7.0,0.0,60.0,1.0,0.0,2.7,324.0,-3.0,-3.0
1, 10,1100.0,10.0,,0.0,,10.0,65.0,3.0,0.0,2.1,295.0,-4.0,
1, 10,1100.0,13.0,,,,20.0,55.0,3.0,0.0,1.6,317.0,-2.0,
1, 10,1100.0,16.0,,0.0,,20.0,30.0,3.0,0.0,2.1,223.0,3.0,
1, 10,1100.0,19.0,,,,20.0,35.0,3.0,0.0,4.0,214.0,5.0,
1, 10,1100.0,22.0,,0.0,,20.0,50.0,3.0,0.0,2.1,262.0,2.0,
1, 10,1100.0,25.0,,,,20.0,55.0,3.0,0.0,2.2,275.0,0.0,
1, 10,1100.0,28.0,,0.0,,10.0,60.0,3.0,0.0,2.3,301.0,-2.0,
1, 10,1100.0,31.0,,,,20.0,65.0,3.0,0.0,2.4,306.0,-3.0,
1, 10,1100.0,34.0,,0.0,,10.0,65.0,3.0,0.0,3.1,312.0,-3.0,
1, 10,1100.0,37.0,,,,0.0,50.0,1.0,0.0,3.1,315.0,-1.0,
1, 10,1100.0,40.0,,0.0,,0.0,30.0,1.0,0.0,3.4,298.0,6.0,
1, 10,1100.0,43.0,,,,10.0,25.0,3.0,0.0,3.2,286.0,7.0,
1, 10,1100.0,46.0,,0.0,,10.0,45.0,3.0,0.0,1.5,274.0,2.0,
1, 10,1100.0,49.0,,,,10.0,55.0,3.0,0.0,2.4,277.0,0.0,
1, 10,1100.0,52.0,,0.0,,0.0,65.0,1.0,0.0,2.2,278.0,-1.0,
1, 10,1400.0,4.0,-4.0,,5.0,0.0,60.0,1.0,0.0,2.7,324.0,-3.0,-4.0
1, 10,1400.0,7.0,-3.0,0.0,7.0,10.0,65.0,3.0,0.0,2.1,295.0,-4.0,-3.0
1, 10,1400.0,10.0,,,,20.0,55.0,3.0,0.0,1.6,317.0,-2.0,
1, 10,1400.0,13.0,,0.0,,20.0,30.0,3.0,0.0,2.1,223.0,3.0,
1, 10,1400.0,16.0,,,,20.0,35.0,3.0,0.0,4.0,214.0,5.0,
1, 10,1400.0,19.0,,0.0,,20.0,50.0,3.0,0.0,2.1,262.0,2.0,
1, 10,1400.0,22.0,,,,20.0,55.0,3.0,0.0,2.2,275.0,0.0,
1, 10,1400.0,25.0,,0.0,,10.0,60.0,3.0,0.0,2.3,301.0,-2.0,
1, 10,1400.0,28.0,,,,20.0,65.0,3.0,0.0,2.4,306.0,-3.0,
1, 10,1400.0,31.0,,0.0,,10.0,65.0,3.0,0.0,3.1,312.0,-3.0,
1, 10,1400.0,34.0,,,,0.0,50.0,1.0,0.0,3.1,315.0,-1.0,
1, 10,1400.0,37.0,,0.0,,0.0,30.0,1.0,0.0,3.4,298.0,6.0,
1, 10,1400.0,40.0,,,,10.0,25.0,3.0,0.0,3.2,286.0,7.0,
1, 10,1400.0,43.0,,0.0,,10.0,45.0,3.0,0.0,1.5,274.0,2.0,
1, 10,1400.0,46.0,,,,10.0,55.0,3.0,0.0,2.4,277.0,0.0,
1, 10,1400.0,49.0,,0.0,,0.0,65.0,1.0,0.0,2.2,278.0,-1.0,
1, 10,1700.0,4.0,-4.0,0.0,5.0,10.0,65.0,3.0,0.0,2.1,295.0,-4.0,-4.0
1, 10,1700.0,7.0,-3.0,,7.0,20.0,55.0,3.0,0.0,1.6,317.0,-2.0,-3.0
1, 10,1700.0,10.0,,0.0,,20.0,30.0,3.0,0.0,2.1,223.0,3.0,
1, 10,1700.0,13.0,,,,20.0,35.0,3.0,0.0,4.0,214.0,5.0,
1, 10,1700.0,16.0,,0.0,,20.0,50.0,3.0,0.0,2.1,262.0,2.0,
1, 10,1700.0,19.0,,,,20.0,55.0,3.0,0.0,2.2,275.0,0.0,
1, 10,1700.0,22.0,,0.0,,10.0,60.0,3.0,0.0,2.3,301.0,-2.0,
1, 10,1700.0,25.0,,,,20.0,65.0,3.0,0.0,2.4,306.0,-3.0,
1, 10,1700.0,28.0,,0.0,,10.0,65.0,3.0,0.0,3.1,312.0,-3.0,
1, 10,1700.0,31.0,,,,0.0,50.0,1.0,0.0,3.1,315.0,-1.0,
1, 10,1700.0,34.0,,0.0,,0.0,30.0,1.0,0.0,3.4,298.0,6.0,
1, 10,1700.0,37.0,,,,10.0,25.0,3.0,0.0,3.2,286.0,7.0,
1, 10,1700.0,40.0,,0.0,,10.0,45.0,3.0,0.0,1.5,274.0,2.0,
1, 10,1700.0,43.0,,,,10.0,55.0,3.0,0.0,2.4,277.0,0.0,
1, 10,1700.0,46.0,,0.0,,0.0,65.0,1.0,0.0,2.2,278.0,-1.0,
1, 10,2000.0,4.0,-3.0,,5.0,20.0,45.0,3.0,0.0,1.2,340.0,-1.0,-3.0
1, 10,2000.0,7.0,-1.0,0.0,6.0,20.0,30.0,3.0,0.0,2.2,212.0,3.0,-1.0
1, 10,2000.0,10.0,,,12.0,20.0,40.0,3.0,0.0,2.9,186.0,5.0,
1, 10,2000.0,13.0,,0.0,,20.0,60.0,3.0,0.0,1.8,251.0,2.0,
1, 10,2000.0,16.0,,,,20.0,65.0,3.0,0.0,1.9,276.0,1.0,
1, 10,2000.0,19.0,,0.0,,10.0,65.0,3.0,0.0,2.7,303.0,-1.0,
1, 10,2000.0,22.0,,,,20.0,65.0,3.0,0.0,2.8,308.0,-2.0,
1, 10,2000.0,25.0,,0.0,,10.0,65.0,3.0,0.0,3.7,311.0,-3.0,
1, 10,2000.0,28.0,,,,0.0,50.0,1.0,0.0,3.2,314.0,-1.0,
1, 10,2000.0,31.0,,0.0,,0.0,30.0,1.0,0.0,3.6,298.0,6.0,
1, 10,2000.0,34.0,,,,10.0,25.0,3.0,0.0,3.9,285.0,6.0,
1, 10,2000.0,37.0,,0.0,,10.0,40.0,3.0,0.0,1.7,273.0,2.0,
1, 10,2000.0,40.0,,,,10.0,60.0,3.0,0.0,2.0,264.0,-1.0,
1, 10,2000.0,43.0,,0.0,,0.0,60.0,1.0,0.0,2.8,253.0,0.0,
1, 10,2000.0,46.0,,,,0.0,70.0,1.0,0.0,3.3,272.0,0.0,
1, 10,2000.0,49.0,,0.0,,0.0,80.0,1.0,0.0,2.4,268.0,0.0,
1, 10,2000.0,52.0,,,,0.0,65.0,1.0,0.0,3.4,251.0,3.0,
1, 10,2000.0,55.0,,0.0,,0.0,40.0,1.0,0.0,5.0,242.0,10.0,
1, 10,2000.0,58.0,,,,0.0,35.0,1.0,0.0,4.7,242.0,12.0,
1, 10,2000.0,61.0,,0.0,,0.0,65.0,1.0,0.0,2.2,234.0,6.0,
1, 10,2000.0,64.0,,,,0.0,80.0,1.0,0.0,2.7,253.0,3.0,
1, 10,2000.0,67.0,,0.0,,0.0,85.0,1.0,0.0,2.5,270.0,1.0,
1, 10,2300.0,4.0,-3.0,0.0,5.0,20.0,30.0,3.0,0.0,2.2,212.0,3.0,-3.0
1, 10,2300.0,7.0,-1.0,,6.0,20.0,40.0,3.0,0.0,2.9,186.0,5.0,-1.0
1, 10,2300.0,10.0,,0.0,12.0,20.0,60.0,3.0,0.0,1.8,251.0,2.0,
1, 10,2300.0,13.0,,,,20.0,65.0,3.0,0.0,1.9,276.0,1.0,
1, 10,2300.0,16.0,,0.0,,10.0,65.0,3.0,0.0,2.7,303.0,-1.0,
1, 10,2300.0,19.0,,,,20.0,65.0,3.0,0.0,2.8,308.0,-2.0,
1, 10,2300.0,22.0,,0.0,,10.0,65.0,3.0,0.0,3.7,311.0,-3.0,
1, 10,2300.0,25.0,,,,0.0,50.0,1.0,0.0,3.2,314.0,-1.0,
1, 10,2300.0,28.0,,0.0,,0.0,30.0,1.0,0.0,3.6,298.0,6.0,
