month, format: day,hour,forecast,3시간기온,6시간적설,풍향,풍속,강수형태,습도,6시간강수량,하늘상태,일최고기온,일최저기온,강수확률
4, 12,2300.0,46.0,6.8,0.0,307.0,2.0,0.0,90.0,0.0,3.0,,,19.0
4, 12,2300.0,49.0,10.2,,234.0,2.0,0.0,77.0,,3.0,,,20.0
4, 12,2300.0,52.0,14.9,0.0,237.0,3.8,0.0,50.0,0.0,2.0,,,10.0
4, 12,2300.0,55.0,16.700001,,218.0,4.0,0.0,44.0,,2.0,,,10.0
4, 12,2300.0,58.0,13.9,0.0,206.0,3.2,0.0,58.0,0.0,2.0,,,10.0
4, 12,2300.0,61.0,11.9,,193.0,4.0,0.0,72.0,,2.0,,,10.0
4, 12,2300.0,64.0,11.0,0.0,184.0,4.1,0.0,86.0,0.0,2.0,,,10.0
4, 13,200.0,4.0,13.1,,106.0,5.1,0.0,61.0,,4.0,14.2,6.0,30.0
4, 13,200.0,7.0,10.0,0.0,45.0,3.2,1.0,71.0,1.0,4.0,10.0,6.0,60.0
4, 13,200.0,10.0,7.9,,58.0,2.9,1.0,86.0,,4.0,17.5,,80.0
4, 13,200.0,13.0,7.5,0.0,47.0,2.1,1.0,90.0,5.0,4.0,,,90.0
4, 13,200.0,16.0,6.4,,45.0,2.0,1.0,90.0,,4.0,,,90.0
4, 13,200.0,19.0,6.2,0.0,48.0,2.1,1.0,90.0,5.0,4.0,,,80.0
4, 13,200.0,22.0,7.3,,49.0,3.1,1.0,90.0,,4.0,,,70.0
4, 13,200.0,25.0,9.2,0.0,33.0,2.9,1.0,69.0,5.0,4.0,,,70.0
4, 13,200.0,28.0,9.9,,49.0,3.4,1.0,65.0,,4.0,,,71.0
4, 13,200.0,31.0,7.7,0.0,42.0,3.0,1.0,76.0,1.0,4.0,,,60.0
4, 13,200.0,34.0,6.0,,3.0,3.1,0.0,86.0,,4.0,,,30.0
4, 13,200.0,37.0,6.0,0.0,332.0,2.0,0.0,91.0,0.0,4.0,,,30.0
4, 13,200.0,40.0,6.0,,336.0,3.0,0.0,94.0,,4.0,,,30.0
4, 13,200.0,43.0,6.8,0.0,307.0,2.0,0.0,90.0,0.0,3.0,,,19.0
4, 13,200.0,46.0,10.2,,234.0,2.0,0.0,77.0,,3.0,,,20.0
4, 13,200.0,49.0,14.9,0.0,237.0,3.8,0.0,50.0,0.0,2.0,,,10.0
4, 13,200.0,52.0,16.700001,,218.0,4.0,0.0,44.0,,2.0,,,10.0
4, 13,200.0,55.0,13.9,0.0,206.0,3.2,0.0,58.0,0.0,2.0,,,10.0
4, 13,200.0,58.0,11.9,,193.0,4.0,0.0,72.0,,2.0,,,10.0
4, 13,200.0,61.0,11.0,0.0,184.0,4.1,0.0,86.0,0.0,2.0,,,10.0
4, 13,500.0,4.0,9.9,0.0,45.0,3.2,1.0,71.0,1.0,4.0,10.0,6.0,60.0
4, 13,500.0,7.0,7.9,,58.0,2.9,1.0,86.0,,4.0,17.5,6.1,80.0
4, 13,500.0,10.0,7.5,0.0,47.0,2.1,1.0,90.0,5.0,4.0,,,90.0
4, 13,500.0,13.0,6.4,,45.0,2.0,1.0,90.0,,4.0,,,90.0
4, 13,500.0,16.0,6.2,0.0,48.0,2.1,1.0,90.0,5.0,4.0,,,80.0
4, 13,500.0,19.0,7.3,,49.0,3.1,1.0,90.0,,4.0,,,70.0
4, 13,500.0,22.0,9.2,0.0,33.0,2.9,1.0,69.0,5.0,4.0,,,70.0
4, 13,500.0,25.0,9.9,,49.0,3.4,1.0,65.0,,4.0,,,71.0
4, 13,500.0,28.0,7.7,0.0,42.0,3.0,1.0,76.0,1.0,4.0,,,60.0
4, 13,500.0,31.0,6.0,,3.0,3.1,0.0,86.0,,4.0,,,30.0
4, 13,500.0,34.0,6.0,0.0,332.0,2.0,0.0,91.0,0.0,4.0,,,30.0
4, 13,500.0,37.0,6.0,,336.0,3.0,0.0,94.0,,4.0,,,30.0
4, 13,500.0,40.0,6.8,0.0,307.0,2.0,0.0,90.0,0.0,3.0,,,19.0
4, 13,500.0,43.0,10.2,,234.0,2.0,0.0,77.0,,3.0,,,20.0
4, 13,500.0,46.0,14.9,0.0,237.0,3.8,0.0,50.0,0.0,2.0,,,10.0
4, 13,500.0,49.0,16.700001,,218.0,4.0,0.0,44.0,,2.0,,,10.0
4, 13,500.0,52.0,13.9,0.0,206.0,3.2,0.0,58.0,0.0,2.0,,,10.0
4, 13,500.0,55.0,11.9,,193.0,4.0,0.0,72.0,,2.0,,,10.0
4, 13,500.0,58.0,11.0,0.0,184.0,4.1,0.0,86.0,0.0,2.0,,,10.0
4, 13,800.0,4.0,8.9,,41.0,2.3,1.0,85.0,,4.0,9.8,6.1,80.0
4, 13,800.0,7.0,8.0,0.0,41.0,2.4,1.0,95.0,10.0,4.0,17.5,5.9,89.0
4, 13,800.0,10.0,7.0,,32.0,4.0,1.0,95.0,,4.0,,,90.0
4, 13,800.0,13.0,6.2,0.0,28.0,4.2,1.0,95.0,20.0,4.0,,,80.0
4, 13,800.0,16.0,8.0,,27.0,3.6,1.0,91.0,,4.0,,,70.0
4, 13,800.0,19.0,8.9,0.0,79.0,1.1,1.0,85.0,10.0,4.0,,,71.0
4, 13,800.0,22.0,9.8,,345.0,2.2,1.0,76.0,,4.0,,,61.0
4, 13,800.0,25.0,8.6,0.0,341.0,3.2,1.0,76.0,1.0,4.0,,,63.0
4, 13,800.0,28.0,7.8,,337.0,3.8,0.0,80.0,,4.0,,,30.0
4, 13,800.0,31.0,7.0,0.0,314.0,2.0,0.0,90.0,0.0,4.0,,,30.0
4, 13,800.0,34.0,7.0,,311.0,2.2,0.0,90.0,,4.0,,,30.0
4, 13,800.0,37.0,5.9,0.0,283.0,1.1,0.0,90.0,0.0,4.0,,,30.0
4, 13,800.0,40.0,11.0,,242.0,2.0,0.0,75.0,,3.0,,,20.0
4, 13,800.0,43.0,15.4,0.0,249.0,2.8,0.0,52.0,0.0,2.0,,,10.0
4, 13,800.0,46.0,17.5,,228.0,3.0,0.0,42.0,,2.0,,,10.0
4, 13,800.0,49.0,15.8,0.0,197.0,2.9,0.0,51.0,0.0,2.0,,,10.0
4, 13,800.0,52.0,12.9,,202.0,2.9,0.0,70.0,,2.0,,,10.0
4, 13,800.0,55.0,10.9,0.0,182.0,3.0,0.0,80.0,0.0,2.0,,,10.0
4, 13,1100.0,4.0,8.0,0.0,41.0,2.4,1.0,95.0,10.0,4.0,9.8,6.1,89.0
4, 13,1100.0,7.0,7.0,,32.0,4.0,1.0,95.0,,4.0,17.5,5.9,90.0
4, 13,1100.0,10.0,6.2,0.0,28.0,4.2,1.0,95.0,20.0,4.0,,,80.0
4, 13,1100.0,13.0,8.0,,27.0,3.6,1.0,91.0,,4.0,,,70.0
4, 13,1100.0,16.0,8.9,0.0,79.0,1.1,1.0,85.0,10.0,4.0,,,71.0
4, 13,1100.0,19.0,9.8,,345.0,2.2,1.0,76.0,,4.0,,,61.0
4, 13,1100.0,22.0,8.6,0.0,341.0,3.2,1.0,76.0,1.0,4.0,,,63.0
4, 13,1100.0,25.0,7.8,,337.0,3.8,0.0,80.0,,4.0,,,30.0
4, 13,1100.0,28.0,7.0,0.0,314.0,2.0,0.0,90.0,0.0,4.0,,,30.0
4, 13,1100.0,31.0,7.0,,311.0,2.2,0.0,90.0,,4.0,,,30.0
4, 13,1100.0,34.0,5.9,0.0,283.0,1.1,0.0,90.0,0.0,4.0,,,30.0
4, 13,1100.0,37.0,11.0,,242.0,2.0,0.0,75.0,,3.0,,,20.0
4, 13,1100.0,40.0,15.4,0.0,249.0,2.8,0.0,52.0,0.0,2.0,,,10.0
4, 13,1100.0,43.0,17.5,,228.0,3.0,0.0,42.0,,2.0,,,10.0
4, 13,1100.0,46.0,15.8,0.0,197.0,2.9,0.0,51.0,0.0,2.0,,,10.0
4, 13,1100.0,49.0,12.9,,202.0,2.9,0.0,70.0,,2.0,,,10.0
4, 13,1100.0,52.0,10.9,0.0,182.0,3.0,0.0,80.0,0.0,2.0,,,10.0
4, 13,1400.0,4.0,7.1,,33.0,3.7,1.0,92.0,,4.0,11.2,6.2,89.0
4, 13,1400.0,7.0,6.5,0.0,31.0,4.2,1.0,92.0,10.0,4.0,18.0,5.9,80.0
4, 13,1400.0,10.0,8.1,,29.0,4.1,1.0,90.0,,4.0,,,70.0
4, 13,1400.0,13.0,9.3,0.0,72.0,1.5,1.0,84.0,10.0,4.0,,,70.0
4, 13,1400.0,16.0,10.3,,345.0,2.5,1.0,76.0,,4.0,,,61.0
4, 13,1400.0,19.0,9.5,0.0,342.0,3.9,1.0,71.0,1.0,4.0,,,60.0
4, 13,1400.0,22.0,8.3,,339.0,4.0,0.0,80.0,,4.0,,,30.0
4, 13,1400.0,25.0,7.5,0.0,312.0,2.3,0.0,90.0,0.0,4.0,,,30.0
4, 13,1400.0,28.0,7.2,,306.0,2.6,0.0,90.0,,4.0,,,30.0
4, 13,1400.0,31.0,6.4,0.0,274.0,1.6,0.0,90.0,0.0,4.0,,,30.0
4, 13,1400.0,34.0,10.8,,241.0,2.0,0.0,75.0,,3.0,,,20.0
4, 13,1400.0,37.0,15.7,0.0,241.0,2.3,0.0,52.0,0.0,2.0,,,10.0
4, 13,1400.0,40.0,17.700001,,219.0,2.9,0.0,42.0,,2.0,,,10.0
4, 13,1400.0,43.0,15.9,0.0,193.0,3.0,0.0,50.0,0.0,2.0,,,10.0
4, 13,1400.0,46.0,12.8,,199.0,3.0,0.0,70.0,,2.0,,,10.0
4, 13,1400.0,49.0,11.1,0.0,179.0,3.0,0.0,79.0,0.0,2.0,,,10.0
4, 13,1700.0,4.0,6.2,0.0,31.0,4.2,1.0,92.0,10.0,4.0,11.2,6.2,80.0
4, 13,1700.0,7.0,8.1,,29.0,4.1,1.0,91.0,,4.0,18.0,6.2,70.0
4, 13,1700.0,10.0,9.4,0.0,72.0,1.5,1.0,84.0,10.0,4.0,,,70.0
4, 13,1700.0,13.0,10.4,,345.0,2.5,1.0,76.0,,4.0,,,61.0
4, 13,1700.0,16.0,9.5,0.0,342.0,3.9,1.0,71.0,1.0,4.0,,,60.0
4, 13,1700.0,19.0,8.3,,339.0,4.0,0.0,80.0,,4.0,,,30.0
4, 13,1700.0,22.0,7.5,0.0,312.0,2.3,0.0,90.0,0.0,4.0,,,30.0
4, 13,1700.0,25.0,7.2,,306.0,2.6,0.0,90.0,,4.0,,,30.0
4, 13,1700.0,28.0,6.4,0.0,274.0,1.6,0.0,90.0,0.0,4.0,,,30.0
4, 13,1700.0,31.0,10.8,,241.0,2.0,0.0,75.0,,3.0,,,20.0
4, 13,1700.0,34.0,15.7,0.0,241.0,2.3,0.0,52.0,0.0,2.0,,,10.0
4, 13,1700.0,37.0,17.700001,,219.0,2.9,0.0,42.0,,2.0,,,10.0
4, 13,1700.0,40.0,15.9,0.0,193.0,3.0,0.0,50.0,0.0,2.0,,,10.0
4, 13,1700.0,43.0,12.8,,199.0,3.0,0.0,70.0,,2.0,,,10.0
4, 13,1700.0,46.0,11.1,0.0,179.0,3.0,0.0,79.0,0.0,2.0,,,10.0
4, 13,2000.0,4.0,8.0,,29.0,4.1,1.0,91.0,,4.0,11.3,6.1,71.0
4, 13,2000.0,7.0,10.0,0.0,70.0,1.6,1.0,84.0,10.0,4.0,18.5,8.9,71.0
4, 13,2000.0,10.0,10.8,,346.0,2.5,1.0,75.0,,4.0,17.200001,,61.0
4, 13,2000.0,13.0,10.1,0.0,343.0,3.9,1.0,71.0,5.0,4.0,,,61.0
4, 13,2000.0,16.0,8.4,,339.0,4.0,0.0,80.0,,4.0,,,30.0
4, 13,2000.0,19.0,7.3,0.0,312.0,2.3,0.0,90.0,0.0,4.0,,,30.0
4, 13,2000.0,22.0,7.1,,306.0,2.6,0.0,90.0,,4.0,,,30.0
4, 13,2000.0,25.0,6.1,0.0,275.0,1.6,0.0,90.0,0.0,4.0,,,30.0
4, 13,2000.0,28.0,10.7,,241.0,2.0,0.0,75.0,,3.0,,,20.0
4, 13,2000.0,31.0,15.1,0.0,240.0,2.4,0.0,52.0,0.0,2.0,,,10.0
4, 13,2000.0,34.0,17.5,,219.0,3.0,0.0,42.0,,2.0,,,10.0
4, 13,2000.0,37.0,15.8,0.0,193.0,3.1,0.0,50.0,0.0,2.0,,,10.0
4, 13,2000.0,40.0,12.7,,198.0,3.1,0.0,70.0,,2.0,,,10.0
4, 13,2000.0,43.0,10.9,0.0,178.0,3.1,0.0,80.0,0.0,2.0,,,10.0
4, 13,2000.0,46.0,9.9,,175.0,2.7,0.0,84.0,,2.0,,,10.0
4, 13,2000.0,49.0,10.2,0.0,177.0,3.1,0.0,79.0,0.0,2.0,,,10.0
4, 13,2000.0,52.0,13.6,,192.0,3.1,0.0,79.0,,3.0,,,20.0
4, 13,2000.0,55.0,16.200001,0.0,195.0,3.3,0.0,71.0,0.0,3.0,,,22.0
4, 13,2000.0,58.0,14.4,,210.0,3.3,1.0,84.0,,4.0,,,60.0
4, 13,2000.0,61.0,11.1,0.0,294.0,3.2,1.0,77.0,5.0,4.0,,,59.0
4, 13,2000.0,64.0,9.7,,282.0,3.1,0.0,80.0,,3.0,,,19.0
4, 13,2000.0,67.0,8.9,0.0,289.0,3.2,0.0,71.0,0.0,2.0,,,10.0
4, 13,2300.0,4.0,10.0,0.0,70.0,1.6,1.0,84.0,5.0,4.0,11.3,6.1,71.0
4, 13,2300.0,7.0,10.8,,346.0,2.5,1.0,75.0,,4.0,18.5,8.9,61.0
4, 13,2300.0,10.0,10.1,0.0,343.0,3.9,1.0,71.0,5.0,4.0,17.200001,,61.0
4, 13,2300.0,13.0,8.1,,339.0,4.0,0.0,80.0,,4.0,,,30.0
4, 13,2300.0,16.0,7.1,0.0,312.0,2.3,0.0,90.0,0.0,4.0,,,30.0
4, 13,2300.0,19.0,7.1,,306.0,2.6,0.0,90.0,,4.0,,,30.0
4, 13,2300.0,22.0,6.1,0.0,275.0,1.6,0.0,90.0,0.0,4.0,,,30.0
4, 13,2300.0,25.0,10.0,,241.0,2.0,0.0,75.0,,3.0,,,20.0
4, 13,2300.0,28.0,15.1,0.0,240.0,2.4,0.0,52.0,0.0,2.0,,,10.0
4, 13,2300.0,31.0,17.5,,219.0,3.0,0.0,42.0,,2.0,,,10.0
4, 13,2300.0,34.0,15.8,0.0,193.0,3.1,0.0,50.0,0.0,2.0,,,10.0
4, 13,2300.0,37.0,12.7,,198.0,3.1,0.0,70.0,,2.0,,,10.0
4, 13,2300.0,40.0,10.9,0.0,178.0,3.1,0.0,80.0,0.0,2.0,,,10.0
4, 13,2300.0,43.0,9.9,,175.0,2.7,0.0,85.0,,2.0,,,10.0
4, 13,2300.0,46.0,10.2,0.0,177.0,3.1,0.0,83.0,0.0,2.0,,,10.0
4, 13,2300.0,49.0,13.9,,192.0,3.1,0.0,80.0,,3.0,,,20.0
4, 13,2300.0,52.0,16.200001,0.0,195.0,3.3,0.0,74.0,0.0,3.0,,,22.0
4, 13,2300.0,55.0,14.1,,210.0,3.3,1.0,82.0,,4.0,,,60.0
4, 13,2300.0,58.0,10.5,0.0,294.0,3.2,1.0,85.0,5.0,4.0,,,59.0
4, 13,2300.0,61.0,9.5,,282.0,3.1,0.0,81.0,,3.0,,,20.0
4, 13,2300.0,64.0,8.6,0.0,289.0,3.2,0.0,74.0,0.0,2.0,,,10.0
4, 14,200.0,4.0,10.8,,346.0,2.2,0.0,77.0,,4.0,11.6,5.9,30.0
4, 14,200.0,7.0,10.0,0.0,342.0,3.2,0.0,76.0,0.0,4.0,18.5,8.8,30.0
4, 14,200.0,10.0,7.9,,337.0,3.9,0.0,80.0,,4.0,17.1,,30.0
4, 14,200.0,13.0,6.9,0.0,312.0,2.3,0.0,90.0,0.0,4.0,,,30.0
4, 14,200.0,16.0,7.0,,306.0,2.6,0.0,90.0,,4.0,,,30.0
4, 14,200.0,19.0,5.9,0.0,275.0,1.6,0.0,90.0,0.0,4.0,,,30.0
4, 14,200.0,22.0,10.0,,241.0,2.0,0.0,75.0,,3.0,,,20.0
4, 14,200.0,25.0,14.6,0.0,240.0,2.4,0.0,52.0,0.0,2.0,,,10.0
4, 14,200.0,28.0,17.0,,228.0,3.0,0.0,42.0,,2.0,,,10.0
4, 14,200.0,31.0,15.8,0.0,197.0,3.0,0.0,50.0,0.0,2.0,,,10.0
4, 14,200.0,34.0,13.0,,198.0,3.1,0.0,70.0,,2.0,,,10.0
4, 14,200.0,37.0,10.9,0.0,181.0,3.1,0.0,80.0,0.0,2.0,,,10.0
4, 14,200.0,40.0,9.8,,175.0,2.7,0.0,85.0,,2.0,,,10.0
4, 14,200.0,43.0,10.1,0.0,177.0,3.1,0.0,83.0,0.0,2.0,,,10.0
4, 14,200.0,46.0,13.9,,192.0,3.1,0.0,80.0,,3.0,,,20.0
4, 14,200.0,49.0,16.0,0.0,198.0,3.2,0.0,74.0,0.0,3.0,,,22.0
4, 14,200.0,52.0,14.1,,211.0,3.2,1.0,82.0,,4.0,,,60.0
4, 14,200.0,55.0,10.9,0.0,291.0,3.2,1.0,85.0,5.0,4.0,,,59.0
4, 14,200.0,58.0,9.9,,283.0,3.1,0.0,81.0,,3.0,,,20.0
4, 14,200.0,61.0,9.0,0.0,289.0,3.2,0.0,74.0,0.0,2.0,,,10.0
4, 14,500.0,4.0,9.8,0.0,342.0,3.2,0.0,75.0,0.0,4.0,18.0,5.9,30.0
4, 14,500.0,7.0,7.9,,337.0,3.9,1.0,80.0,,4.0,17.1,8.8,32.0
4, 14,500.0,10.0,6.9,0.0,312.0,2.3,1.0,90.0,0.0,4.0,,,30.0
4, 14,500.0,13.0,7.0,,306.0,2.6,0.0,90.0,,4.0,,,30.0
4, 14,500.0,16.0,5.9,0.0,275.0,1.6,0.0,90.0,0.0,4.0,,,30.0
4, 14,500.0,19.0,10.0,,241.0,2.0,0.0,75.0,,3.0,,,20.0
4, 14,500.0,22.0,14.6,0.0,240.0,2.4,0.0,52.0,0.0,2.0,,,10.0
4, 14,500.0,25.0,17.0,,228.0,3.0,0.0,42.0,,2.0,,,10.0
4, 14,500.0,28.0,15.8,0.0,197.0,3.0,0.0,50.0,0.0,2.0,,,10.0
4, 14,500.0,31.0,13.0,,198.0,3.1,0.0,70.0,,2.0,,,10.0
4, 14,500.0,34.0,10.9,0.0,181.0,3.1,0.0,80.0,0.0,2.0,,,10.0
4, 14,500.0,37.0,9.8,,175.0,2.7,0.0,85.0,,2.0,,,10.0
4, 14,500.0,40.0,10.1,0.0,177.0,3.1,0.0,83.0,0.0,2.0,,,10.0
4, 14,500.0,43.0,13.9,,192.0,3.1,0.0,80.0,,3.0,,,20.0
4, 14,500.0,46.0,16.0,0.0,198.0,3.2,0.0,74.0,0.0,3.0,,,21.0
4, 14,500.0,49.0,14.1,,211.0,3.2,1.0,82.0,,4.0,,,60.0
4, 14,500.0,52.0,10.9,0.0,291.0,3.2,1.0,85.0,5.0,4.0,,,59.0
4, 14,500.0,55.0,9.9,,283.0,3.1,0.0,81.0,,3.0,,,20.0
4, 14,500.0,58.0,9.0,0.0,289.0,3.2,0.0,74.0,0.0,2.0,,,10.0
4, 14,800.0,4.0,7.9,,266.0,1.6,0.0,90.0,,4.0,17.799999,6.0,30.0
4, 14,800.0,7.0,6.9,0.0,343.0,2.5,0.0,96.0,0.0,4.0,17.0,8.8,30.0
4, 14,800.0,10.0,6.9,,316.0,2.0,0.0,95.0,,4.0,,,28.0
4, 14,800.0,13.0,6.0,0.0,278.0,1.0,0.0,90.0,0.0,4.0,,,30.0
4, 14,800.0,16.0,9.0,,254.0,2.0,0.0,72.0,,3.0,,,20.0
4, 14,800.0,19.0,14.6,0.0,244.0,2.8,0.0,49.0,0.0,2.0,,,10.0
4, 14,800.0,22.0,16.9,,219.0,2.9,0.0,45.0,,2.0,,,10.0
4, 14,800.0,25.0,15.9,0.0,205.0,2.9,0.0,61.0,0.0,2.0,,,10.0
4, 14,800.0,28.0,12.8,,195.0,3.2,0.0,76.0,,2.0,,,10.0
4, 14,800.0,31.0,10.8,0.0,180.0,4.2,0.0,85.0,0.0,2.0,,,10.0
4, 14,800.0,34.0,10.0,,180.0,3.1,0.0,87.0,,2.0,,,10.0
4, 14,800.0,37.0,9.0,0.0,179.0,3.1,0.0,82.0,0.0,2.0,,,10.0
4, 14,800.0,40.0,12.5,,187.0,3.9,0.0,72.0,,3.0,,,20.0
4, 14,800.0,43.0,15.2,0.0,203.0,5.3,0.0,67.0,0.0,3.0,,,21.0
4, 14,800.0,46.0,16.799999,,213.0,7.8,1.0,86.0,,4.0,,,60.0
4, 14,800.0,49.0,14.8,0.0,292.0,6.7,1.0,86.0,5.0,4.0,,,59.0
4, 14,800.0,52.0,11.3,,271.0,5.7,0.0,81.0,,3.0,,,20.0
4, 14,800.0,55.0,9.2,0.0,292.0,5.3,0.0,81.0,0.0,2.0,,,10.0
4, 14,1100.0,4.0,6.8,0.0,343.0,2.5,0.0,95.0,0.0,4.0,17.799999,6.0,30.0
4, 14,1100.0,7.0,6.9,,316.0,2.0,0.0,95.0,,4.0,17.0,8.8,28.0
4, 14,1100.0,10.0,6.0,0.0,278.0,1.0,0.0,90.0,0.0,4.0,,,30.0
4, 14,1100.0,13.0,9.0,,254.0,2.0,0.0,72.0,,3.0,,,20.0
4, 14,1100.0,16.0,14.6,0.0,244.0,2.8,0.0,49.0,0.0,2.0,,,10.0
4, 14,1100.0,19.0,16.9,,219.0,2.9,0.0,45.0,,2.0,,,10.0
4, 14,1100.0,22.0,15.9,0.0,205.0,2.9,0.0,61.0,0.0,2.0,,,10.0
4, 14,1100.0,25.0,12.8,,195.0,3.2,0.0,76.0,,2.0,,,10.0
4, 14,1100.0,28.0,10.8,0.0,180.0,4.2,0.0,85.0,0.0,2.0,,,10.0
4, 14,1100.0,31.0,10.0,,180.0,3.1,0.0,87.0,,2.0,,,10.0
4, 14,1100.0,34.0,9.0,0.0,179.0,3.1,0.0,82.0,0.0,2.0,,,10.0
4, 14,1100.0,37.0,12.5,,187.0,3.9,0.0,72.0,,3.0,,,20.0
4, 14,1100.0,40.0,15.3,0.0,203.0,5.3,0.0,67.0,0.0,3.0,,,21.0
4, 14,1100.0,43.0,16.799999,,213.0,7.8,1.0,86.0,,4.0,,,60.0
4, 14,1100.0,46.0,14.8,0.0,292.0,6.7,1.0,86.0,5.0,4.0,,,59.0
4, 14,1100.0,49.0,11.3,,271.0,5.7,0.0,81.0,,3.0,,,20.0
4, 14,1100.0,52.0,9.2,0.0,292.0,5.3,0.0,81.0,0.0,2.0,,,10.0
4, 14,1400.0,4.0,6.6,,314.0,2.0,0.0,95.0,,4.0,17.799999,6.2,30.0
4, 14,1400.0,7.0,6.3,0.0,273.0,1.0,0.0,90.0,0.0,4.0,17.6,8.8,30.0
4, 14,1400.0,10.0,9.4,,254.0,2.0,0.0,74.0,,3.0,,,20.0
4, 14,1400.0,13.0,15.1,0.0,234.0,2.6,0.0,50.0,0.0,2.0,,,10.0
4, 14,1400.0,16.0,17.6,,213.0,2.9,0.0,45.0,,2.0,,,10.0
4, 14,1400.0,19.0,16.0,0.0,200.0,3.0,0.0,61.0,0.0,2.0,,,10.0
4, 14,1400.0,22.0,12.7,,193.0,3.1,0.0,75.0,,2.0,,,10.0
4, 14,1400.0,25.0,10.6,0.0,177.0,3.1,0.0,85.0,0.0,2.0,,,10.0
4, 14,1400.0,28.0,9.8,,178.0,3.4,0.0,88.0,,2.0,,,10.0
4, 14,1400.0,31.0,8.9,0.0,176.0,3.5,0.0,82.0,0.0,2.0,,,10.0
4, 14,1400.0,34.0,13.0,,184.0,3.8,0.0,71.0,,3.0,,,20.0
4, 14,1400.0,37.0,16.0,0.0,200.0,6.1,0.0,67.0,0.0,3.0,,,21.0
4, 14,1400.0,40.0,16.9,,212.0,7.5,1.0,86.0,,4.0,,,60.0
4, 14,1400.0,43.0,14.5,0.0,294.0,6.8,1.0,86.0,5.0,4.0,,,59.0
4, 14,1400.0,46.0,11.3,,272.0,5.5,0.0,80.0,,3.0,,,20.0
4, 14,1400.0,49.0,9.4,0.0,293.0,4.9,0.0,80.0,0.0,2.0,,,10.0
4, 14,1700.0,4.0,6.3,0.0,273.0,1.0,0.0,90.0,0.0,4.0,18.0,6.2,29.0
4, 14,1700.0,7.0,9.4,,254.0,2.0,0.0,74.0,,3.0,17.6,8.6,20.0
4, 14,1700.0,10.0,15.1,0.0,234.0,2.6,0.0,50.0,0.0,2.0,,,10.0
4, 14,1700.0,13.0,17.6,,213.0,2.9,0.0,45.0,,2.0,,,10.0
4, 14,1700.0,16.0,16.0,0.0,200.0,3.0,0.0,60.0,0.0,2.0,,,10.0
4, 14,1700.0,19.0,12.7,,193.0,3.1,0.0,75.0,,2.0,,,10.0
4, 14,1700.0,22.0,10.6,0.0,177.0,3.1,0.0,85.0,0.0,2.0,,,10.0
4, 14,1700.0,25.0,9.8,,178.0,3.4,0.0,88.0,,2.0,,,10.0
4, 14,1700.0,28.0,8.9,0.0,176.0,3.5,0.0,82.0,0.0,2.0,,,10.0
4, 14,1700.0,31.0,13.0,,184.0,3.8,0.0,71.0,,3.0,,,20.0
4, 14,1700.0,34.0,16.0,0.0,200.0,6.1,0.0,67.0,0.0,3.0,,,21.0
4, 14,1700.0,37.0,17.0,,212.0,7.5,1.0,86.0,,4.0,,,60.0
4, 14,1700.0,40.0,14.5,0.0,294.0,6.8,1.0,85.0,5.0,4.0,,,59.0
4, 14,1700.0,43.0,11.3,,272.0,5.5,0.0,80.0,,3.0,,,20.0
4, 14,1700.0,46.0,9.4,0.0,293.0,4.9,0.0,80.0,0.0,2.0,,,10.0
4, 14,2000.0,4.0,9.5,,248.0,2.0,0.0,77.0,,3.0,17.9,9.0,20.0
4, 14,2000.0,7.0,15.1,0.0,234.0,2.6,0.0,58.0,0.0,2.0,17.4,5.2,10.0
4, 14,2000.0,10.0,17.299999,,212.0,4.5,0.0,53.0,,2.0,18.4,,10.0
4, 14,2000.0,13.0,16.0,0.0,199.0,4.6,0.0,62.0,0.0,2.0,,,10.0
4, 14,2000.0,16.0,12.7,,193.0,3.1,0.0,75.0,,2.0,,,10.0
4, 14,2000.0,19.0,10.8,0.0,177.0,3.1,0.0,85.0,0.0,2.0,,,10.0
4, 14,2000.0,22.0,9.7,,178.0,3.4,0.0,88.0,,2.0,,,10.0
4, 14,2000.0,25.0,9.8,0.0,176.0,3.4,0.0,83.0,0.0,2.0,,,10.0
4, 14,2000.0,28.0,14.2,,184.0,3.8,0.0,73.0,,3.0,,,20.0
4, 14,2000.0,31.0,16.5,0.0,200.0,6.1,0.0,70.0,0.0,3.0,,,22.0
4, 14,2000.0,34.0,14.7,,212.0,7.7,1.0,86.0,,4.0,,,60.0
4, 14,2000.0,37.0,12.7,0.0,294.0,6.8,1.0,90.0,5.0,4.0,,,59.0
4, 14,2000.0,40.0,10.2,,272.0,5.5,0.0,87.0,,3.0,,,20.0
4, 14,2000.0,43.0,8.0,0.0,293.0,5.0,0.0,84.0,0.0,2.0,,,10.0
4, 14,2000.0,46.0,7.1,,290.0,3.5,0.0,79.0,,1.0,,,0.0
4, 14,2000.0,49.0,6.2,0.0,277.0,2.2,0.0,76.0,0.0,1.0,,,0.0
4, 14,2000.0,52.0,11.7,,255.0,1.6,0.0,59.0,,1.0,,,0.0
4, 14,2000.0,55.0,16.0,0.0,258.0,3.5,0.0,46.0,0.0,1.0,,,0.0
4, 14,2000.0,58.0,17.4,,230.0,4.8,0.0,43.0,,2.0,,,10.0
4, 14,2000.0,61.0,15.1,0.0,216.0,4.0,0.0,48.0,0.0,3.0,,,19.0
4, 14,2000.0,64.0,10.9,,184.0,3.7,0.0,62.0,,2.0,,,10.0
