month, format: day,hour,forecast,3시간기온,6시간적설,풍향,풍속,강수형태,습도,6시간강수량,하늘상태,일최고기온,일최저기온,강수확률
8, 31,1400.0,7.0,21.200001,0.0,79.0,1.2,0.0,82.0,0.0,4.0,26.700001,20.1,30.0
8, 31,1400.0,10.0,23.1,,59.0,2.4,0.0,61.0,,4.0,,,30.0
8, 31,1400.0,13.0,25.9,0.0,79.0,3.1,0.0,51.0,0.0,4.0,,,30.0
8, 31,1400.0,16.0,26.700001,,66.0,3.0,0.0,51.0,,4.0,,,30.0
8, 31,1400.0,19.0,25.700001,0.0,52.0,3.0,0.0,57.0,0.0,3.0,,,20.0
8, 31,1400.0,22.0,23.200001,,77.0,2.0,0.0,71.0,,3.0,,,20.0
8, 31,1400.0,25.0,22.0,0.0,73.0,1.2,0.0,81.0,0.0,3.0,,,20.0
8, 31,1400.0,28.0,20.299999,,55.0,1.3,0.0,86.0,,3.0,,,20.0
8, 31,1400.0,31.0,20.5,0.0,62.0,1.3,0.0,86.0,0.0,3.0,,,20.0
8, 31,1400.0,34.0,23.1,,92.0,2.3,0.0,71.0,,3.0,,,20.0
8, 31,1400.0,37.0,25.5,0.0,99.0,3.1,0.0,66.0,0.0,3.0,,,20.0
8, 31,1400.0,40.0,26.200001,,255.0,3.2,0.0,71.0,,3.0,,,20.0
8, 31,1400.0,43.0,23.799999,0.0,228.0,3.0,0.0,78.0,0.0,3.0,,,18.0
8, 31,1400.0,46.0,21.0,,171.0,2.0,0.0,82.0,,3.0,,,18.0
8, 31,1400.0,49.0,20.1,0.0,160.0,1.3,0.0,86.0,0.0,3.0,,,20.0
8, 31,1700.0,4.0,21.200001,0.0,79.0,1.2,0.0,82.0,0.0,4.0,27.799999,20.0,30.0
8, 31,1700.0,7.0,23.1,,59.0,2.4,0.0,61.0,,4.0,26.700001,20.1,30.0
8, 31,1700.0,10.0,25.9,0.0,79.0,3.1,0.0,51.0,0.0,4.0,,,30.0
8, 31,1700.0,13.0,26.700001,,66.0,3.0,0.0,51.0,,4.0,,,30.0
8, 31,1700.0,16.0,25.700001,0.0,52.0,3.0,0.0,57.0,0.0,3.0,,,20.0
8, 31,1700.0,19.0,23.200001,,77.0,2.0,0.0,71.0,,3.0,,,20.0
8, 31,1700.0,22.0,22.0,0.0,73.0,1.2,0.0,81.0,0.0,3.0,,,20.0
8, 31,1700.0,25.0,20.299999,,55.0,1.3,0.0,86.0,,3.0,,,20.0
8, 31,1700.0,28.0,20.5,0.0,62.0,1.3,0.0,86.0,0.0,3.0,,,20.0
8, 31,1700.0,31.0,23.1,,92.0,2.3,0.0,71.0,,3.0,,,20.0
8, 31,1700.0,34.0,25.5,0.0,99.0,3.1,0.0,66.0,0.0,3.0,,,20.0
8, 31,1700.0,37.0,26.200001,,255.0,3.2,0.0,71.0,,3.0,,,20.0
8, 31,1700.0,40.0,23.799999,0.0,228.0,3.0,0.0,78.0,0.0,3.0,,,18.0
8, 31,1700.0,43.0,21.0,,171.0,2.0,0.0,82.0,,3.0,,,18.0
8, 31,1700.0,46.0,20.1,0.0,160.0,1.3,0.0,86.0,0.0,3.0,,,20.0
8, 31,2000.0,4.0,24.0,,59.0,2.4,0.0,62.0,,3.0,27.9,19.9,20.0
8, 31,2000.0,7.0,25.9,0.0,80.0,3.2,0.0,52.0,0.0,3.0,27.0,19.200001,20.0
8, 31,2000.0,10.0,26.700001,,67.0,3.1,0.0,51.0,,3.0,25.1,,20.0
8, 31,2000.0,13.0,25.5,0.0,54.0,3.0,0.0,57.0,0.0,3.0,,,20.0
8, 31,2000.0,16.0,23.1,,79.0,2.1,0.0,70.0,,3.0,,,20.0
8, 31,2000.0,19.0,22.1,0.0,72.0,1.2,0.0,81.0,0.0,3.0,,,20.0
8, 31,2000.0,22.0,20.1,,56.0,1.3,0.0,86.0,,3.0,,,20.0
8, 31,2000.0,25.0,20.299999,0.0,63.0,1.3,0.0,86.0,0.0,3.0,,,20.0
8, 31,2000.0,28.0,22.4,,92.0,2.4,0.0,70.0,,3.0,,,20.0
8, 31,2000.0,31.0,24.200001,0.0,98.0,3.2,0.0,66.0,0.0,3.0,,,20.0
8, 31,2000.0,34.0,25.0,,257.0,3.4,0.0,71.0,,3.0,,,17.0
8, 31,2000.0,37.0,24.1,0.0,233.0,3.1,0.0,77.0,0.0,3.0,,,18.0
8, 31,2000.0,40.0,21.200001,,172.0,2.0,0.0,82.0,,3.0,,,22.0
8, 31,2000.0,43.0,20.1,0.0,160.0,1.2,0.0,86.0,0.0,3.0,,,20.0
8, 31,2000.0,46.0,20.1,,169.0,1.0,0.0,89.0,,3.0,,,20.0
8, 31,2000.0,49.0,20.200001,0.0,170.0,1.0,0.0,88.0,0.0,3.0,,,20.0
8, 31,2000.0,52.0,23.200001,,193.0,2.0,0.0,77.0,,3.0,,,20.0
8, 31,2000.0,55.0,24.1,0.0,200.0,3.0,0.0,69.0,0.0,3.0,,,22.0
8, 31,2000.0,58.0,25.1,,227.0,3.1,0.0,68.0,,3.0,,,16.0
8, 31,2000.0,61.0,24.1,0.0,10.0,2.2,0.0,68.0,0.0,3.0,,,17.0
8, 31,2000.0,64.0,21.1,,3.0,2.0,0.0,87.0,,3.0,,,20.0
8, 31,2000.0,67.0,19.799999,0.0,339.0,0.9,0.0,87.0,0.0,3.0,,,20.0
8, 31,2300.0,4.0,25.9,0.0,80.0,3.2,0.0,52.0,0.0,3.0,27.9,19.9,20.0
8, 31,2300.0,7.0,26.700001,,67.0,3.1,0.0,50.0,,3.0,27.0,19.200001,20.0
8, 31,2300.0,10.0,25.5,0.0,54.0,3.0,0.0,56.0,0.0,3.0,25.1,,20.0
8, 31,2300.0,13.0,23.1,,79.0,2.1,0.0,70.0,,3.0,,,20.0
8, 31,2300.0,16.0,22.1,0.0,72.0,1.2,0.0,81.0,0.0,3.0,,,20.0
8, 31,2300.0,19.0,20.1,,56.0,1.3,0.0,86.0,,3.0,,,20.0
8, 31,2300.0,22.0,20.299999,0.0,63.0,1.3,0.0,86.0,0.0,3.0,,,20.0
8, 31,2300.0,25.0,22.4,,92.0,2.4,0.0,70.0,,3.0,,,20.0
8, 31,2300.0,28.0,24.200001,0.0,98.0,3.2,0.0,66.0,0.0,3.0,,,20.0
8, 31,2300.0,31.0,25.0,,257.0,3.4,0.0,71.0,,3.0,,,17.0
8, 31,2300.0,34.0,24.1,0.0,233.0,3.1,0.0,77.0,0.0,3.0,,,18.0
8, 31,2300.0,37.0,21.200001,,172.0,2.0,0.0,82.0,,3.0,,,22.0
8, 31,2300.0,40.0,20.1,0.0,160.0,1.2,0.0,86.0,0.0,3.0,,,20.0
8, 31,2300.0,43.0,20.1,,169.0,1.0,0.0,89.0,,3.0,,,20.0
8, 31,2300.0,46.0,20.200001,0.0,170.0,1.0,0.0,88.0,0.0,3.0,,,20.0
8, 31,2300.0,49.0,23.200001,,193.0,2.0,0.0,77.0,,3.0,,,20.0
8, 31,2300.0,52.0,24.1,0.0,200.0,3.0,0.0,69.0,0.0,3.0,,,22.0
8, 31,2300.0,55.0,25.1,,227.0,3.1,0.0,68.0,,3.0,,,16.0
8, 31,2300.0,58.0,24.1,0.0,10.0,2.2,0.0,68.0,0.0,3.0,,,17.0
8, 31,2300.0,61.0,21.1,,3.0,2.0,0.0,87.0,,3.0,,,20.0
8, 31,2300.0,64.0,19.799999,0.0,339.0,0.9,0.0,87.0,0.0,3.0,,,20.0
8, 4,200.0,4.0,30.9,,204.0,7.0,0.0,78.0,,2.0,32.799999,25.1,10.0
8, 4,200.0,7.0,29.1,0.0,202.0,5.9,0.0,81.0,0.0,2.0,33.099998,24.0,10.0
8, 4,200.0,10.0,26.200001,,197.0,4.0,0.0,86.0,,2.0,33.299999,,10.0
8, 4,200.0,13.0,25.5,0.0,196.0,4.2,0.0,91.0,0.0,2.0,,,10.0
8, 4,200.0,16.0,25.1,,186.0,3.0,0.0,96.0,,2.0,,,10.0
8, 4,200.0,19.0,25.1,0.0,204.0,2.0,0.0,90.0,0.0,2.0,,,10.0
8, 4,200.0,22.0,28.1,,194.0,2.1,0.0,82.0,,2.0,,,10.0
8, 4,200.0,25.0,31.1,0.0,195.0,2.2,0.0,68.0,0.0,2.0,,,10.0
8, 4,200.0,28.0,32.299999,,220.0,3.2,0.0,63.0,,2.0,,,10.0
8, 4,200.0,31.0,29.1,0.0,217.0,4.0,0.0,68.0,0.0,2.0,,,10.0
8, 4,200.0,34.0,26.200001,,211.0,2.7,0.0,81.0,,2.0,,,10.0
8, 4,200.0,37.0,25.0,0.0,118.0,0.9,0.0,90.0,0.0,2.0,,,10.0
8, 4,200.0,40.0,24.0,,166.0,0.9,0.0,90.0,,2.0,,,10.0
8, 4,200.0,43.0,24.200001,0.0,126.0,0.7,0.0,90.0,0.0,2.0,,,10.0
8, 4,200.0,46.0,26.700001,,151.0,0.5,0.0,75.0,,2.0,,,10.0
8, 4,200.0,49.0,31.799999,0.0,76.0,2.0,0.0,64.0,0.0,2.0,,,10.0
8, 4,200.0,52.0,32.299999,,318.0,2.6,0.0,64.0,,2.0,,,10.0
8, 4,200.0,55.0,29.9,0.0,336.0,2.7,0.0,68.0,0.0,2.0,,,10.0
8, 4,200.0,58.0,27.9,,350.0,2.6,0.0,81.0,,2.0,,,10.0
8, 4,200.0,61.0,26.299999,0.0,1.0,1.1,0.0,85.0,0.0,2.0,,,10.0
8, 4,500.0,4.0,29.1,0.0,202.0,5.9,0.0,81.0,0.0,2.0,33.099998,25.1,10.0
8, 4,500.0,7.0,26.200001,,197.0,4.0,0.0,86.0,,2.0,33.299999,24.200001,10.0
8, 4,500.0,10.0,25.5,0.0,196.0,4.2,0.0,91.0,0.0,2.0,,,10.0
8, 4,500.0,13.0,25.1,,186.0,3.0,0.0,96.0,,2.0,,,10.0
8, 4,500.0,16.0,25.1,0.0,204.0,2.0,0.0,90.0,0.0,2.0,,,10.0
8, 4,500.0,19.0,28.1,,194.0,2.1,0.0,82.0,,2.0,,,10.0
8, 4,500.0,22.0,31.1,0.0,195.0,2.2,0.0,68.0,0.0,2.0,,,10.0
8, 4,500.0,25.0,32.299999,,220.0,3.2,0.0,63.0,,2.0,,,10.0
8, 4,500.0,28.0,29.1,0.0,217.0,4.0,0.0,68.0,0.0,2.0,,,10.0
8, 4,500.0,31.0,26.200001,,211.0,2.7,0.0,81.0,,2.0,,,10.0
8, 4,500.0,34.0,25.0,0.0,118.0,0.9,0.0,90.0,0.0,2.0,,,10.0
8, 4,500.0,37.0,24.0,,166.0,0.9,0.0,90.0,,2.0,,,10.0
8, 4,500.0,40.0,24.200001,0.0,126.0,0.7,0.0,90.0,0.0,2.0,,,10.0
8, 4,500.0,43.0,26.700001,,151.0,0.5,0.0,75.0,,2.0,,,10.0
8, 4,500.0,46.0,31.799999,0.0,76.0,2.0,0.0,64.0,0.0,2.0,,,10.0
8, 4,500.0,49.0,32.299999,,318.0,2.6,0.0,64.0,,2.0,,,10.0
8, 4,500.0,52.0,29.799999,0.0,336.0,2.7,0.0,68.0,0.0,2.0,,,10.0
8, 4,500.0,55.0,27.9,,350.0,2.6,0.0,81.0,,2.0,,,10.0
8, 4,500.0,58.0,26.299999,0.0,1.0,1.1,0.0,85.0,0.0,2.0,,,10.0
8, 4,800.0,4.0,27.1,,198.0,4.2,0.0,87.0,,2.0,33.0,25.200001,10.0
8, 4,800.0,7.0,26.200001,0.0,204.0,3.3,0.0,93.0,0.0,2.0,34.099998,24.1,10.0
8, 4,800.0,10.0,26.200001,,198.0,3.3,0.0,92.0,,2.0,,,10.0
8, 4,800.0,13.0,25.200001,0.0,198.0,3.1,0.0,94.0,0.0,2.0,,,10.0
8, 4,800.0,16.0,26.9,,197.0,2.0,0.0,87.0,,2.0,,,10.0
8, 4,800.0,19.0,29.1,0.0,212.0,3.1,0.0,78.0,0.0,2.0,,,10.0
8, 4,800.0,22.0,32.0,,219.0,3.2,0.0,68.0,,2.0,,,10.0
8, 4,800.0,25.0,30.1,0.0,209.0,4.0,0.0,70.0,0.0,2.0,,,10.0
8, 4,800.0,28.0,27.9,,202.0,3.0,0.0,82.0,,2.0,,,10.0
8, 4,800.0,31.0,26.1,0.0,188.0,1.0,0.0,87.0,0.0,2.0,,,10.0
8, 4,800.0,34.0,24.9,,131.0,1.1,0.0,92.0,,2.0,,,10.0
8, 4,800.0,37.0,24.1,0.0,123.0,1.1,0.0,94.0,0.0,2.0,,,10.0
8, 4,800.0,40.0,27.6,,96.0,1.0,0.0,74.0,,2.0,,,10.0
8, 4,800.0,43.0,31.0,0.0,324.0,0.9,0.0,67.0,0.0,2.0,,,10.0
8, 4,800.0,46.0,32.099998,,315.0,2.0,0.0,66.0,,2.0,,,10.0
8, 4,800.0,49.0,29.6,0.0,334.0,3.1,0.0,65.0,0.0,2.0,,,10.0
8, 4,800.0,52.0,28.0,,312.0,2.0,0.0,79.0,,2.0,,,10.0
8, 4,800.0,55.0,26.299999,0.0,303.0,1.1,0.0,82.0,0.0,2.0,,,10.0
8, 4,1100.0,4.0,26.1,0.0,204.0,3.3,0.0,93.0,0.0,2.0,33.0,25.200001,10.0
8, 4,1100.0,7.0,26.200001,,198.0,3.3,0.0,92.0,,2.0,34.099998,24.1,10.0
8, 4,1100.0,10.0,25.200001,0.0,198.0,3.1,0.0,94.0,0.0,2.0,,,10.0
8, 4,1100.0,13.0,26.9,,197.0,2.0,0.0,87.0,,2.0,,,10.0
8, 4,1100.0,16.0,29.1,0.0,212.0,3.1,0.0,78.0,0.0,2.0,,,10.0
8, 4,1100.0,19.0,32.0,,219.0,3.2,0.0,68.0,,2.0,,,10.0
8, 4,1100.0,22.0,30.1,0.0,209.0,4.0,0.0,70.0,0.0,2.0,,,10.0
8, 4,1100.0,25.0,27.9,,202.0,3.0,0.0,82.0,,2.0,,,10.0
8, 4,1100.0,28.0,26.1,0.0,188.0,1.0,0.0,87.0,0.0,2.0,,,10.0
8, 4,1100.0,31.0,24.9,,131.0,1.1,0.0,92.0,,2.0,,,10.0
8, 4,1100.0,34.0,24.1,0.0,123.0,1.1,0.0,94.0,0.0,2.0,,,10.0
8, 4,1100.0,37.0,27.6,,96.0,1.0,0.0,74.0,,2.0,,,10.0
8, 4,1100.0,40.0,31.0,0.0,324.0,0.9,0.0,67.0,0.0,2.0,,,10.0
8, 4,1100.0,43.0,32.099998,,315.0,2.0,0.0,66.0,,2.0,,,10.0
8, 4,1100.0,46.0,29.6,0.0,334.0,3.1,0.0,65.0,0.0,2.0,,,10.0
8, 4,1100.0,49.0,28.0,,312.0,2.0,0.0,79.0,,2.0,,,10.0
8, 4,1100.0,52.0,26.299999,0.0,303.0,1.1,0.0,82.0,0.0,2.0,,,10.0
8, 4,1400.0,4.0,25.0,,197.0,3.7,0.0,93.0,,2.0,31.6,25.0,10.0
8, 4,1400.0,7.0,25.0,0.0,196.0,3.1,0.0,94.0,0.0,2.0,32.799999,24.299999,10.0
8, 4,1400.0,10.0,26.700001,,194.0,2.3,0.0,88.0,,2.0,,,10.0
8, 4,1400.0,13.0,28.799999,0.0,204.0,3.3,0.0,80.0,0.0,2.0,,,10.0
8, 4,1400.0,16.0,31.1,,209.0,3.9,0.0,70.0,,2.0,,,10.0
8, 4,1400.0,19.0,30.1,0.0,202.0,4.5,0.0,73.0,0.0,2.0,,,10.0
8, 4,1400.0,22.0,27.299999,,197.0,3.3,0.0,83.0,,2.0,,,10.0
8, 4,1400.0,25.0,26.0,0.0,186.0,1.0,0.0,88.0,0.0,2.0,,,10.0
8, 4,1400.0,28.0,24.5,,129.0,1.1,0.0,92.0,,2.0,,,10.0
8, 4,1400.0,31.0,24.299999,0.0,117.0,1.0,0.0,93.0,0.0,2.0,,,10.0
8, 4,1400.0,34.0,27.5,,94.0,1.0,0.0,74.0,,2.0,,,10.0
8, 4,1400.0,37.0,31.4,0.0,310.0,1.3,0.0,68.0,0.0,2.0,,,10.0
8, 4,1400.0,40.0,32.200001,,308.0,2.0,0.0,67.0,,2.0,,,10.0
8, 4,1400.0,43.0,29.200001,0.0,335.0,3.3,0.0,66.0,0.0,2.0,,,10.0
8, 4,1400.0,46.0,27.299999,,332.0,2.5,0.0,80.0,,2.0,,,10.0
8, 4,1400.0,49.0,26.6,0.0,303.0,1.1,0.0,82.0,0.0,2.0,,,10.0
8, 4,1700.0,4.0,25.0,0.0,196.0,3.1,0.0,94.0,0.0,2.0,31.6,25.0,10.0
8, 4,1700.0,7.0,26.700001,,194.0,2.3,0.0,88.0,,2.0,32.799999,24.299999,10.0
8, 4,1700.0,10.0,28.799999,0.0,204.0,3.3,0.0,80.0,0.0,2.0,,,10.0
8, 4,1700.0,13.0,31.1,,209.0,3.9,0.0,70.0,,2.0,,,10.0
8, 4,1700.0,16.0,30.1,0.0,202.0,4.5,0.0,73.0,0.0,2.0,,,10.0
8, 4,1700.0,19.0,27.299999,,197.0,3.3,0.0,83.0,,2.0,,,10.0
8, 4,1700.0,22.0,26.0,0.0,186.0,1.0,0.0,88.0,0.0,2.0,,,10.0
8, 4,1700.0,25.0,24.5,,129.0,1.1,0.0,92.0,,2.0,,,10.0
8, 4,1700.0,28.0,24.299999,0.0,117.0,1.0,0.0,93.0,0.0,2.0,,,10.0
8, 4,1700.0,31.0,27.5,,94.0,1.0,0.0,74.0,,2.0,,,10.0
8, 4,1700.0,34.0,31.4,0.0,310.0,1.3,0.0,68.0,0.0,2.0,,,10.0
8, 4,1700.0,37.0,32.200001,,308.0,2.0,0.0,67.0,,2.0,,,10.0
8, 4,1700.0,40.0,29.200001,0.0,335.0,3.3,0.0,66.0,0.0,2.0,,,10.0
8, 4,1700.0,43.0,27.299999,,332.0,2.5,0.0,80.0,,2.0,,,10.0
8, 4,1700.0,46.0,26.6,0.0,303.0,1.1,0.0,82.0,0.0,2.0,,,10.0
8, 4,2000.0,4.0,27.200001,,194.0,2.4,0.0,87.0,,3.0,31.700001,23.9,20.0
8, 4,2000.0,7.0,29.0,0.0,204.0,3.3,0.0,82.0,0.0,3.0,32.299999,23.9,21.0
8, 4,2000.0,10.0,31.200001,,209.0,3.9,0.0,73.0,,2.0,33.200001,,10.0
8, 4,2000.0,13.0,30.0,0.0,202.0,4.5,0.0,79.0,0.0,2.0,,,10.0
8, 4,2000.0,16.0,26.700001,,198.0,3.3,0.0,85.0,,2.0,,,10.0
8, 4,2000.0,19.0,25.799999,0.0,186.0,1.0,0.0,90.0,0.0,2.0,,,11.0
8, 4,2000.0,22.0,24.5,,129.0,1.1,0.0,95.0,,2.0,,,10.0
8, 4,2000.0,25.0,24.0,0.0,117.0,1.0,0.0,95.0,0.0,2.0,,,11.0
8, 4,2000.0,28.0,28.0,,94.0,1.0,0.0,73.0,,2.0,,,10.0
8, 4,2000.0,31.0,30.6,0.0,310.0,1.3,0.0,65.0,0.0,2.0,,,10.0
8, 4,2000.0,34.0,30.9,,308.0,2.0,0.0,63.0,,2.0,,,10.0
8, 4,2000.0,37.0,28.700001,0.0,335.0,3.3,0.0,68.0,0.0,2.0,,,10.0
8, 4,2000.0,40.0,27.200001,,332.0,2.6,0.0,80.0,,2.0,,,10.0
8, 4,2000.0,43.0,26.0,0.0,302.0,1.1,0.0,85.0,0.0,2.0,,,10.0
8, 4,2000.0,46.0,24.799999,,341.0,0.6,0.0,90.0,,2.0,,,10.0
8, 4,2000.0,49.0,24.200001,0.0,193.0,0.3,0.0,95.0,0.0,2.0,,,10.0
8, 4,2000.0,52.0,27.9,,106.0,0.4,0.0,77.0,,2.0,,,10.0
8, 4,2000.0,55.0,31.799999,0.0,43.0,1.4,0.0,65.0,0.0,2.0,,,10.0
8, 4,2000.0,58.0,32.200001,,323.0,3.1,0.0,67.0,,3.0,,,20.0
8, 4,2000.0,61.0,29.6,0.0,320.0,2.7,0.0,70.0,0.0,3.0,,,20.0
8, 4,2000.0,64.0,26.799999,,327.0,2.0,0.0,80.0,,3.0,,,20.0
8, 4,2000.0,67.0,25.6,0.0,269.0,1.0,0.0,85.0,0.0,3.0,,,20.0
8, 4,2300.0,4.0,29.0,0.0,204.0,3.3,0.0,82.0,0.0,3.0,31.700001,23.9,21.0
8, 4,2300.0,7.0,31.200001,,209.0,3.9,0.0,73.0,,2.0,32.299999,23.9,10.0
8, 4,2300.0,10.0,30.0,0.0,202.0,4.5,0.0,79.0,0.0,2.0,33.200001,,10.0
8, 4,2300.0,13.0,26.700001,,198.0,3.3,0.0,85.0,,2.0,,,10.0
8, 4,2300.0,16.0,25.799999,0.0,186.0,1.0,0.0,90.0,0.0,2.0,,,11.0
8, 4,2300.0,19.0,24.5,,129.0,1.1,0.0,95.0,,2.0,,,10.0
8, 4,2300.0,22.0,24.0,0.0,117.0,1.0,0.0,95.0,0.0,2.0,,,11.0
8, 4,2300.0,25.0,28.0,,94.0,1.0,0.0,73.0,,2.0,,,10.0
8, 4,2300.0,28.0,30.6,0.0,310.0,1.3,0.0,65.0,0.0,2.0,,,10.0
8, 4,2300.0,31.0,30.9,,308.0,2.0,0.0,63.0,,2.0,,,10.0
8, 4,2300.0,34.0,28.700001,0.0,335.0,3.3,0.0,68.0,0.0,2.0,,,10.0
8, 4,2300.0,37.0,27.200001,,332.0,2.6,0.0,80.0,,2.0,,,10.0
8, 4,2300.0,40.0,26.0,0.0,302.0,1.1,0.0,85.0,0.0,2.0,,,10.0
8, 4,2300.0,43.0,24.700001,,341.0,0.6,0.0,90.0,,2.0,,,10.0
8, 4,2300.0,46.0,24.299999,0.0,193.0,0.3,0.0,95.0,0.0,2.0,,,10.0
8, 4,2300.0,49.0,27.9,,106.0,0.4,0.0,77.0,,2.0,,,10.0
8, 4,2300.0,52.0,31.799999,0.0,43.0,1.4,0.0,65.0,0.0,2.0,,,10.0
8, 4,2300.0,55.0,32.200001,,323.0,3.1,0.0,67.0,,3.0,,,20.0
8, 4,2300.0,58.0,29.6,0.0,320.0,2.7,0.0,70.0,0.0,3.0,,,20.0
8, 4,2300.0,61.0,26.799999,,327.0,2.0,0.0,80.0,,3.0,,,20.0
8, 4,2300.0,64.0,25.6,0.0,269.0,1.0,0.0,85.0,0.0,3.0,,,20.0
8, 5,200.0,4.0,31.4,,218.0,3.2,0.0,73.0,,3.0,31.4,24.0,30.0
8, 5,200.0,7.0,30.0,0.0,209.0,4.0,0.0,79.0,0.0,2.0,32.0,23.9,10.0
8, 5,200.0,10.0,27.0,,202.0,3.0,0.0,85.0,,2.0,32.599998,,10.0
8, 5,200.0,13.0,26.200001,0.0,188.0,1.0,0.0,90.0,0.0,2.0,,,11.0
8, 5,200.0,16.0,25.0,,129.0,1.1,0.0,95.0,,2.0,,,10.0
8, 5,200.0,19.0,24.0,0.0,117.0,1.0,0.0,95.0,0.0,2.0,,,11.0
8, 5,200.0,22.0,27.9,,94.0,1.0,0.0,72.0,,2.0,,,10.0
8, 5,200.0,25.0,30.5,0.0,323.0,1.1,0.0,64.0,0.0,2.0,,,10.0
8, 5,200.0,28.0,30.6,,314.0,2.1,0.0,63.0,,2.0,,,10.0
8, 5,200.0,31.0,29.1,0.0,334.0,3.1,0.0,68.0,0.0,2.0,,,10.0
8, 5,200.0,34.0,28.1,,311.0,2.0,0.0,80.0,,2.0,,,10.0
8, 5,200.0,37.0,26.4,0.0,300.0,1.1,0.0,85.0,0.0,2.0,,,10.0
8, 5,200.0,40.0,24.799999,,341.0,0.6,0.0,90.0,,2.0,,,10.0
8, 5,200.0,43.0,24.200001,0.0,193.0,0.3,0.0,95.0,0.0,2.0,,,10.0
8, 5,200.0,46.0,27.299999,,125.0,0.4,0.0,76.0,,2.0,,,10.0
8, 5,200.0,49.0,31.799999,0.0,87.0,2.3,0.0,63.0,0.0,2.0,,,10.0
8, 5,200.0,52.0,31.4,,337.0,3.2,0.0,67.0,,3.0,,,20.0
8, 5,200.0,55.0,29.299999,0.0,315.0,2.6,0.0,71.0,0.0,3.0,,,20.0
8, 5,200.0,58.0,26.700001,,298.0,2.2,0.0,81.0,,3.0,,,20.0
8, 5,200.0,61.0,25.6,0.0,257.0,1.1,0.0,85.0,0.0,3.0,,,20.0
8, 5,500.0,4.0,30.0,0.0,209.0,4.0,0.0,79.0,0.0,2.0,32.0,24.0,10.0
8, 5,500.0,7.0,26.9,,202.0,3.0,0.0,85.0,,2.0,32.599998,23.9,10.0
8, 5,500.0,10.0,26.200001,0.0,188.0,1.0,0.0,90.0,0.0,2.0,,,10.0
8, 5,500.0,13.0,25.0,,129.0,1.1,0.0,95.0,,2.0,,,10.0
8, 5,500.0,16.0,24.0,0.0,117.0,1.0,0.0,95.0,0.0,2.0,,,11.0
8, 5,500.0,19.0,27.9,,95.0,1.1,0.0,72.0,,2.0,,,10.0
8, 5,500.0,22.0,30.5,0.0,323.0,1.0,0.0,64.0,0.0,2.0,,,10.0
8, 5,500.0,25.0,30.6,,314.0,2.0,0.0,63.0,,2.0,,,10.0
8, 5,500.0,28.0,29.1,0.0,334.0,3.1,0.0,68.0,0.0,2.0,,,10.0
8, 5,500.0,31.0,28.1,,311.0,2.0,0.0,80.0,,2.0,,,10.0
8, 5,500.0,34.0,26.4,0.0,300.0,1.1,0.0,85.0,0.0,2.0,,,10.0
8, 5,500.0,37.0,24.799999,,341.0,0.6,0.0,90.0,,2.0,,,10.0
8, 5,500.0,40.0,24.200001,0.0,193.0,0.3,0.0,95.0,0.0,2.0,,,10.0
8, 5,500.0,43.0,27.299999,,125.0,0.4,0.0,76.0,,2.0,,,10.0
8, 5,500.0,46.0,31.799999,0.0,87.0,2.3,0.0,63.0,0.0,2.0,,,10.0
8, 5,500.0,49.0,31.4,,337.0,3.2,0.0,67.0,,3.0,,,20.0
8, 5,500.0,52.0,29.4,0.0,315.0,2.6,0.0,71.0,0.0,3.0,,,20.0
8, 5,500.0,55.0,26.700001,,298.0,2.2,0.0,81.0,,3.0,,,20.0
8, 5,500.0,58.0,25.9,0.0,257.0,1.1,0.0,85.0,0.0,3.0,,,20.0
8, 5,800.0,4.0,26.9,,193.0,3.2,0.0,76.0,,2.0,31.0,24.1,10.0
8, 5,800.0,7.0,26.1,0.0,196.0,1.1,0.0,85.0,0.0,2.0,32.5,23.9,10.0
8, 5,800.0,10.0,25.1,,178.0,1.0,0.0,90.0,,2.0,,,10.0
8, 5,800.0,13.0,24.1,0.0,150.0,1.3,0.0,90.0,0.0,2.0,,,10.0
8, 5,800.0,16.0,27.6,,358.0,1.0,0.0,71.0,,2.0,,,10.0
8, 5,800.0,19.0,30.5,0.0,18.0,1.0,0.0,57.0,0.0,2.0,,,10.0
8, 5,800.0,22.0,30.9,,334.0,2.3,0.0,52.0,,2.0,,,10.0
8, 5,800.0,25.0,29.200001,0.0,311.0,3.1,0.0,67.0,0.0,2.0,,,10.0
8, 5,800.0,28.0,26.9,,326.0,2.0,0.0,77.0,,2.0,,,10.0
8, 5,800.0,31.0,26.200001,0.0,304.0,1.1,0.0,86.0,0.0,2.0,,,10.0
8, 5,800.0,34.0,25.1,,358.0,1.2,0.0,90.0,,2.0,,,10.0
8, 5,800.0,37.0,24.200001,0.0,163.0,0.6,0.0,90.0,0.0,2.0,,,10.0
8, 5,800.0,40.0,27.200001,,83.0,0.8,0.0,71.0,,2.0,,,10.0
8, 5,800.0,43.0,31.4,0.0,19.0,1.7,0.0,61.0,0.0,2.0,,,10.0
8, 5,800.0,46.0,32.400002,,347.0,2.0,0.0,60.0,,3.0,,,20.0
8, 5,800.0,49.0,29.1,0.0,338.0,3.0,0.0,66.0,0.0,3.0,,,20.0
8, 5,800.0,52.0,26.9,,345.0,3.1,0.0,75.0,,3.0,,,20.0
8, 5,800.0,55.0,26.0,0.0,352.0,1.0,0.0,90.0,0.0,3.0,,,20.0
8, 5,1100.0,4.0,26.1,0.0,196.0,1.1,0.0,85.0,0.0,2.0,31.0,24.1,10.0
