month, format: day,hour,forecast,강수형태,강수확률,풍속,3시간기온,습도,일최고기온,하늘상태,6시간적설,6시간강수량,일최저기온,풍향
2, 7,500.0,22.0,0.0,0.0,7.8,-2.0,35.0,,1.0,0.0,0.0,,335.0
2, 7,500.0,25.0,0.0,0.0,7.2,0.0,35.0,,1.0,,,,324.0
2, 7,500.0,28.0,0.0,0.0,5.2,-1.0,45.0,,1.0,0.0,0.0,,317.0
2, 7,500.0,31.0,0.0,0.0,5.5,-2.0,50.0,,1.0,,,,320.0
2, 7,500.0,34.0,0.0,0.0,3.7,-3.0,55.0,,1.0,0.0,0.0,,336.0
2, 7,500.0,37.0,0.0,0.0,0.7,-3.0,60.0,,1.0,,,,344.0
2, 7,500.0,40.0,0.0,10.0,1.7,-3.0,65.0,,3.0,0.0,0.0,,167.0
2, 7,500.0,43.0,0.0,10.0,2.5,-1.0,60.0,,1.0,,,,196.0
2, 7,500.0,46.0,0.0,10.0,4.2,4.0,45.0,,1.0,0.0,0.0,,263.0
2, 7,500.0,49.0,0.0,0.0,5.5,5.0,50.0,,1.0,,,,264.0
2, 7,500.0,52.0,0.0,0.0,2.5,2.0,70.0,,1.0,0.0,0.0,,227.0
2, 7,500.0,55.0,0.0,0.0,2.6,0.0,85.0,,1.0,,,,203.0
2, 7,500.0,58.0,0.0,0.0,2.5,0.0,90.0,,1.0,0.0,0.0,,196.0
2, 7,800.0,4.0,0.0,0.0,7.5,-1.0,50.0,0.0,1.0,,,-5.0,328.0
2, 7,800.0,7.0,0.0,0.0,7.3,-2.0,50.0,6.0,1.0,0.0,0.0,-4.0,328.0
2, 7,800.0,10.0,0.0,0.0,7.0,-3.0,50.0,,1.0,,,,330.0
2, 7,800.0,13.0,0.0,0.0,7.4,-4.0,50.0,,1.0,0.0,0.0,,333.0
2, 7,800.0,16.0,0.0,0.0,8.5,-4.0,40.0,,1.0,,,,333.0
2, 7,800.0,19.0,0.0,0.0,8.3,-2.0,35.0,,1.0,0.0,0.0,,330.0
2, 7,800.0,22.0,0.0,0.0,7.8,-1.0,35.0,,1.0,,,,323.0
2, 7,800.0,25.0,0.0,0.0,6.4,-2.0,40.0,,1.0,0.0,0.0,,318.0
2, 7,800.0,28.0,0.0,0.0,6.6,-3.0,45.0,,1.0,,,,325.0
2, 7,800.0,31.0,0.0,0.0,4.5,-3.0,50.0,,1.0,0.0,0.0,,318.0
2, 7,800.0,34.0,0.0,0.0,3.6,-3.0,55.0,,1.0,,,,324.0
2, 7,800.0,37.0,0.0,10.0,1.7,-3.0,60.0,,3.0,0.0,0.0,,339.0
2, 7,800.0,40.0,0.0,10.0,0.9,-1.0,55.0,,1.0,,,,126.0
2, 7,800.0,43.0,0.0,10.0,3.4,3.0,45.0,,1.0,0.0,0.0,,243.0
2, 7,800.0,46.0,0.0,0.0,5.6,5.0,50.0,,1.0,,,,256.0
2, 7,800.0,49.0,0.0,0.0,2.6,1.0,70.0,,1.0,0.0,0.0,,220.0
2, 7,800.0,52.0,0.0,0.0,2.4,-1.0,85.0,,1.0,,,,204.0
2, 7,800.0,55.0,0.0,0.0,2.4,-1.0,90.0,,1.0,0.0,0.0,,195.0
2, 7,1100.0,4.0,0.0,0.0,7.3,-2.0,50.0,0.0,1.0,0.0,0.0,-5.0,328.0
2, 7,1100.0,7.0,0.0,0.0,7.0,-3.0,50.0,6.0,1.0,,,-4.0,330.0
2, 7,1100.0,10.0,0.0,0.0,7.4,-4.0,50.0,,1.0,0.0,0.0,,333.0
2, 7,1100.0,13.0,0.0,0.0,8.5,-4.0,40.0,,1.0,,,,333.0
2, 7,1100.0,16.0,0.0,0.0,8.3,-2.0,35.0,,1.0,0.0,0.0,,330.0
2, 7,1100.0,19.0,0.0,0.0,7.8,-1.0,35.0,,1.0,,,,323.0
2, 7,1100.0,22.0,0.0,0.0,6.4,-2.0,40.0,,1.0,0.0,0.0,,318.0
2, 7,1100.0,25.0,0.0,0.0,6.6,-3.0,45.0,,1.0,,,,325.0
2, 7,1100.0,28.0,0.0,0.0,4.5,-3.0,50.0,,1.0,0.0,0.0,,318.0
2, 7,1100.0,31.0,0.0,0.0,3.6,-3.0,55.0,,1.0,,,,324.0
2, 7,1100.0,34.0,0.0,10.0,1.7,-3.0,60.0,,3.0,0.0,0.0,,339.0
2, 7,1100.0,37.0,0.0,10.0,0.9,-1.0,55.0,,1.0,,,,126.0
2, 7,1100.0,40.0,0.0,10.0,3.4,3.0,45.0,,1.0,0.0,0.0,,243.0
2, 7,1100.0,43.0,0.0,0.0,5.6,5.0,50.0,,1.0,,,,256.0
2, 7,1100.0,46.0,0.0,0.0,2.6,1.0,70.0,,1.0,0.0,0.0,,220.0
2, 7,1100.0,49.0,0.0,0.0,2.4,-1.0,85.0,,1.0,,,,204.0
2, 7,1100.0,52.0,0.0,0.0,2.4,-1.0,90.0,,1.0,0.0,0.0,,195.0
2, 7,1400.0,4.0,0.0,0.0,7.0,-3.0,50.0,0.0,1.0,,,-5.0,330.0
2, 7,1400.0,7.0,0.0,0.0,7.4,-4.0,50.0,6.0,1.0,0.0,0.0,-4.0,333.0
2, 7,1400.0,10.0,0.0,0.0,8.5,-4.0,40.0,,1.0,,,,333.0
2, 7,1400.0,13.0,0.0,0.0,8.3,-2.0,35.0,,1.0,0.0,0.0,,330.0
2, 7,1400.0,16.0,0.0,0.0,7.8,-1.0,35.0,,1.0,,,,323.0
2, 7,1400.0,19.0,0.0,0.0,6.4,-2.0,40.0,,1.0,0.0,0.0,,318.0
2, 7,1400.0,22.0,0.0,0.0,6.6,-3.0,45.0,,1.0,,,,325.0
2, 7,1400.0,25.0,0.0,0.0,4.5,-3.0,50.0,,1.0,0.0,0.0,,318.0
2, 7,1400.0,28.0,0.0,0.0,3.6,-3.0,55.0,,1.0,,,,324.0
2, 7,1400.0,31.0,0.0,10.0,1.7,-3.0,60.0,,3.0,0.0,0.0,,339.0
2, 7,1400.0,34.0,0.0,10.0,0.9,-1.0,55.0,,1.0,,,,126.0
2, 7,1400.0,37.0,0.0,10.0,3.4,3.0,45.0,,1.0,0.0,0.0,,243.0
2, 7,1400.0,40.0,0.0,0.0,5.6,5.0,50.0,,1.0,,,,256.0
2, 7,1400.0,43.0,0.0,0.0,2.6,1.0,70.0,,1.0,0.0,0.0,,220.0
2, 7,1400.0,46.0,0.0,0.0,2.4,-1.0,85.0,,1.0,,,,204.0
2, 7,1400.0,49.0,0.0,0.0,2.4,-1.0,90.0,,1.0,0.0,0.0,,195.0
2, 7,1700.0,4.0,0.0,0.0,7.4,-4.0,50.0,0.0,1.0,0.0,0.0,-5.0,333.0
2, 7,1700.0,7.0,0.0,0.0,8.5,-4.0,40.0,6.0,1.0,,,-4.0,333.0
2, 7,1700.0,10.0,0.0,0.0,8.3,-2.0,35.0,,1.0,0.0,0.0,,330.0
2, 7,1700.0,13.0,0.0,0.0,7.8,-1.0,35.0,,1.0,,,,323.0
2, 7,1700.0,16.0,0.0,0.0,6.4,-2.0,40.0,,1.0,0.0,0.0,,318.0
2, 7,1700.0,19.0,0.0,0.0,6.6,-3.0,45.0,,1.0,,,,325.0
2, 7,1700.0,22.0,0.0,0.0,4.5,-3.0,50.0,,1.0,0.0,0.0,,318.0
2, 7,1700.0,25.0,0.0,0.0,3.6,-3.0,55.0,,1.0,,,,324.0
2, 7,1700.0,28.0,0.0,10.0,1.7,-3.0,60.0,,3.0,0.0,0.0,,339.0
2, 7,1700.0,31.0,0.0,10.0,0.9,-1.0,55.0,,1.0,,,,126.0
2, 7,1700.0,34.0,0.0,10.0,3.4,3.0,45.0,,1.0,0.0,0.0,,243.0
2, 7,1700.0,37.0,0.0,0.0,5.6,5.0,50.0,,1.0,,,,256.0
2, 7,1700.0,40.0,0.0,0.0,2.6,1.0,70.0,,1.0,0.0,0.0,,220.0
2, 7,1700.0,43.0,0.0,0.0,2.4,-1.0,85.0,,1.0,,,,204.0
2, 7,1700.0,46.0,0.0,0.0,2.4,-1.0,90.0,,1.0,0.0,0.0,,195.0
2, 7,2000.0,4.0,0.0,0.0,8.3,-4.0,40.0,-1.0,1.0,,,-4.0,333.0
2, 7,2000.0,7.0,0.0,0.0,8.1,-2.0,35.0,5.0,1.0,0.0,0.0,-1.0,330.0
2, 7,2000.0,10.0,0.0,0.0,7.8,-1.0,35.0,9.0,1.0,,,,322.0
2, 7,2000.0,13.0,0.0,0.0,6.1,-2.0,45.0,,1.0,0.0,0.0,,315.0
2, 7,2000.0,16.0,0.0,0.0,6.4,-3.0,45.0,,1.0,,,,325.0
2, 7,2000.0,19.0,0.0,0.0,4.7,-3.0,50.0,,1.0,0.0,0.0,,325.0
2, 7,2000.0,22.0,0.0,0.0,4.2,-3.0,55.0,,1.0,,,,327.0
2, 7,2000.0,25.0,0.0,0.0,2.4,-3.0,55.0,,1.0,0.0,0.0,,330.0
2, 7,2000.0,28.0,0.0,0.0,1.1,-2.0,50.0,,1.0,,,,350.0
2, 7,2000.0,31.0,0.0,0.0,1.8,2.0,40.0,,1.0,0.0,0.0,,261.0
2, 7,2000.0,34.0,0.0,0.0,5.1,4.0,50.0,,1.0,,,,259.0
2, 7,2000.0,37.0,0.0,0.0,2.6,0.0,75.0,,1.0,0.0,0.0,,219.0
2, 7,2000.0,40.0,0.0,0.0,2.7,-1.0,85.0,,1.0,,,,200.0
2, 7,2000.0,43.0,0.0,0.0,2.2,-1.0,90.0,,1.0,0.0,0.0,,198.0
2, 7,2000.0,46.0,0.0,0.0,2.1,0.0,90.0,,1.0,,,,191.0
2, 7,2000.0,49.0,0.0,10.0,3.2,0.0,90.0,,1.0,0.0,0.0,,200.0
2, 7,2000.0,52.0,0.0,20.0,3.6,3.0,85.0,,3.0,,,,217.0
2, 7,2000.0,55.0,0.0,20.0,6.5,8.0,60.0,,3.0,0.0,0.0,,255.0
2, 7,2000.0,58.0,0.0,20.0,6.0,8.0,60.0,,3.0,,,,261.0
2, 7,2000.0,61.0,0.0,10.0,1.8,4.0,85.0,,1.0,0.0,0.0,,251.0
2, 7,2000.0,64.0,0.0,0.0,1.7,2.0,95.0,,1.0,,,,230.0
2, 7,2000.0,67.0,0.0,0.0,2.0,1.0,95.0,,1.0,0.0,0.0,,221.0
2, 7,2300.0,4.0,0.0,0.0,8.1,-2.0,35.0,-1.0,1.0,0.0,0.0,-4.0,330.0
2, 7,2300.0,7.0,0.0,0.0,7.8,-1.0,35.0,5.0,1.0,,,-1.0,322.0
2, 7,2300.0,10.0,0.0,0.0,6.1,-2.0,45.0,9.0,1.0,0.0,0.0,,315.0
2, 7,2300.0,13.0,0.0,0.0,6.4,-3.0,45.0,,1.0,,,,325.0
2, 7,2300.0,16.0,0.0,0.0,4.7,-3.0,50.0,,1.0,0.0,0.0,,325.0
2, 7,2300.0,19.0,0.0,0.0,4.2,-3.0,55.0,,1.0,,,,327.0
2, 7,2300.0,22.0,0.0,0.0,2.4,-3.0,55.0,,1.0,0.0,0.0,,330.0
2, 7,2300.0,25.0,0.0,0.0,1.1,-2.0,50.0,,1.0,,,,350.0
2, 7,2300.0,28.0,0.0,0.0,1.8,2.0,40.0,,1.0,0.0,0.0,,261.0
2, 7,2300.0,31.0,0.0,0.0,5.1,4.0,50.0,,1.0,,,,259.0
2, 7,2300.0,34.0,0.0,0.0,2.6,0.0,75.0,,1.0,0.0,0.0,,219.0
2, 7,2300.0,37.0,0.0,0.0,2.7,-1.0,85.0,,1.0,,,,200.0
2, 7,2300.0,40.0,0.0,0.0,2.2,-1.0,90.0,,1.0,0.0,0.0,,198.0
2, 7,2300.0,43.0,0.0,0.0,2.1,0.0,90.0,,1.0,,,,191.0
2, 7,2300.0,46.0,0.0,10.0,3.2,0.0,90.0,,1.0,0.0,0.0,,200.0
2, 7,2300.0,49.0,0.0,20.0,3.6,3.0,85.0,,3.0,,,,217.0
2, 7,2300.0,52.0,0.0,20.0,6.5,8.0,60.0,,3.0,0.0,0.0,,255.0
2, 7,2300.0,55.0,0.0,20.0,6.0,8.0,60.0,,3.0,,,,261.0
2, 7,2300.0,58.0,0.0,10.0,1.8,4.0,85.0,,1.0,0.0,0.0,,251.0
2, 7,2300.0,61.0,0.0,0.0,1.7,2.0,95.0,,1.0,,,,230.0
2, 7,2300.0,64.0,0.0,0.0,2.0,1.0,95.0,,1.0,0.0,0.0,,221.0
2, 8,200.0,4.0,0.0,0.0,7.8,-1.0,35.0,-1.0,1.0,,,-4.0,322.0
2, 8,200.0,7.0,0.0,0.0,6.1,-2.0,45.0,5.0,1.0,0.0,0.0,-1.0,315.0
2, 8,200.0,10.0,0.0,0.0,6.4,-3.0,45.0,9.0,1.0,,,,325.0
2, 8,200.0,13.0,0.0,0.0,4.7,-3.0,50.0,,1.0,0.0,0.0,,325.0
2, 8,200.0,16.0,0.0,0.0,4.2,-3.0,55.0,,1.0,,,,327.0
2, 8,200.0,19.0,0.0,0.0,2.4,-3.0,55.0,,1.0,0.0,0.0,,330.0
2, 8,200.0,22.0,0.0,0.0,1.1,-2.0,50.0,,1.0,,,,350.0
2, 8,200.0,25.0,0.0,0.0,1.8,2.0,40.0,,1.0,0.0,0.0,,261.0
2, 8,200.0,28.0,0.0,0.0,5.1,4.0,50.0,,1.0,,,,259.0
2, 8,200.0,31.0,0.0,0.0,2.6,0.0,75.0,,1.0,0.0,0.0,,219.0
2, 8,200.0,34.0,0.0,0.0,2.7,-1.0,85.0,,1.0,,,,200.0
2, 8,200.0,37.0,0.0,0.0,2.2,-1.0,90.0,,1.0,0.0,0.0,,198.0
2, 8,200.0,40.0,0.0,0.0,2.1,0.0,90.0,,1.0,,,,191.0
2, 8,200.0,43.0,0.0,10.0,3.2,0.0,90.0,,1.0,0.0,0.0,,200.0
2, 8,200.0,46.0,0.0,20.0,3.6,3.0,85.0,,3.0,,,,217.0
2, 8,200.0,49.0,0.0,20.0,6.5,8.0,60.0,,3.0,0.0,0.0,,255.0
2, 8,200.0,52.0,0.0,20.0,6.0,8.0,60.0,,3.0,,,,261.0
2, 8,200.0,55.0,0.0,10.0,1.8,4.0,85.0,,1.0,0.0,0.0,,251.0
2, 8,200.0,58.0,0.0,0.0,1.7,2.0,95.0,,1.0,,,,230.0
2, 8,200.0,61.0,0.0,0.0,2.0,1.0,95.0,,1.0,0.0,0.0,,221.0
2, 8,500.0,4.0,0.0,0.0,6.1,-2.0,45.0,5.0,1.0,0.0,0.0,-4.0,315.0
2, 8,500.0,7.0,0.0,0.0,6.4,-3.0,45.0,9.0,1.0,,,-1.0,325.0
2, 8,500.0,10.0,0.0,0.0,4.7,-3.0,50.0,,1.0,0.0,0.0,,325.0
2, 8,500.0,13.0,0.0,0.0,4.2,-3.0,55.0,,1.0,,,,327.0
2, 8,500.0,16.0,0.0,0.0,2.4,-3.0,55.0,,1.0,0.0,0.0,,330.0
2, 8,500.0,19.0,0.0,0.0,1.1,-2.0,50.0,,1.0,,,,350.0
2, 8,500.0,22.0,0.0,0.0,1.8,2.0,40.0,,1.0,0.0,0.0,,261.0
2, 8,500.0,25.0,0.0,0.0,5.1,4.0,50.0,,1.0,,,,259.0
2, 8,500.0,28.0,0.0,0.0,2.6,0.0,75.0,,1.0,0.0,0.0,,219.0
2, 8,500.0,31.0,0.0,0.0,2.7,-1.0,85.0,,1.0,,,,200.0
2, 8,500.0,34.0,0.0,0.0,2.2,-1.0,90.0,,1.0,0.0,0.0,,198.0
2, 8,500.0,37.0,0.0,0.0,2.1,0.0,90.0,,1.0,,,,191.0
2, 8,500.0,40.0,0.0,10.0,3.2,0.0,90.0,,1.0,0.0,0.0,,200.0
2, 8,500.0,43.0,0.0,20.0,3.6,3.0,85.0,,3.0,,,,217.0
2, 8,500.0,46.0,0.0,20.0,6.5,8.0,60.0,,3.0,0.0,0.0,,255.0
2, 8,500.0,49.0,0.0,20.0,6.0,8.0,60.0,,3.0,,,,261.0
2, 8,500.0,52.0,0.0,10.0,1.8,4.0,85.0,,1.0,0.0,0.0,,251.0
2, 8,500.0,55.0,0.0,0.0,1.7,2.0,95.0,,1.0,,,,230.0
2, 8,500.0,58.0,0.0,0.0,2.0,1.0,95.0,,1.0,0.0,0.0,,221.0
2, 8,800.0,4.0,0.0,0.0,6.4,-3.0,50.0,4.0,1.0,,,-4.0,324.0
2, 8,800.0,7.0,0.0,0.0,4.7,-3.0,50.0,9.0,1.0,0.0,0.0,-1.0,331.0
2, 8,800.0,10.0,0.0,0.0,4.2,-3.0,55.0,,1.0,,,,326.0
2, 8,800.0,13.0,0.0,0.0,2.4,-3.0,55.0,,1.0,0.0,0.0,,323.0
2, 8,800.0,16.0,0.0,0.0,1.1,-1.0,45.0,,1.0,,,,332.0
2, 8,800.0,19.0,0.0,0.0,1.8,2.0,40.0,,1.0,0.0,0.0,,295.0
2, 8,800.0,22.0,0.0,0.0,5.1,4.0,50.0,,1.0,,,,270.0
2, 8,800.0,25.0,0.0,0.0,2.6,1.0,75.0,,1.0,0.0,0.0,,221.0
2, 8,800.0,28.0,0.0,0.0,2.7,-1.0,85.0,,1.0,,,,189.0
2, 8,800.0,31.0,0.0,0.0,2.2,-1.0,90.0,,1.0,0.0,0.0,,185.0
2, 8,800.0,34.0,0.0,0.0,2.1,-1.0,90.0,,1.0,,,,180.0
2, 8,800.0,37.0,0.0,10.0,3.2,-1.0,90.0,,1.0,0.0,0.0,,178.0
2, 8,800.0,40.0,0.0,20.0,3.6,2.0,85.0,,3.0,,,,207.0
2, 8,800.0,43.0,0.0,20.0,6.5,8.0,65.0,,3.0,0.0,0.0,,249.0
2, 8,800.0,46.0,0.0,20.0,6.0,8.0,60.0,,3.0,,,,261.0
2, 8,800.0,49.0,0.0,10.0,1.8,4.0,85.0,,1.0,0.0,0.0,,249.0
2, 8,800.0,52.0,0.0,0.0,1.7,2.0,95.0,,1.0,,,,240.0
2, 8,800.0,55.0,0.0,10.0,2.0,1.0,95.0,,3.0,0.0,0.0,,266.0
2, 8,1100.0,4.0,0.0,0.0,4.7,-3.0,50.0,4.0,1.0,0.0,0.0,-4.0,331.0
2, 8,1100.0,7.0,0.0,0.0,4.2,-3.0,55.0,9.0,1.0,,,-1.0,326.0
2, 8,1100.0,10.0,0.0,0.0,2.4,-3.0,55.0,,1.0,0.0,0.0,,323.0
2, 8,1100.0,13.0,0.0,0.0,1.1,-1.0,45.0,,1.0,,,,332.0
2, 8,1100.0,16.0,0.0,0.0,1.8,2.0,40.0,,1.0,0.0,0.0,,295.0
2, 8,1100.0,19.0,0.0,0.0,5.1,4.0,50.0,,1.0,,,,270.0
2, 8,1100.0,22.0,0.0,0.0,2.6,1.0,75.0,,1.0,0.0,0.0,,221.0
2, 8,1100.0,25.0,0.0,0.0,2.7,-1.0,85.0,,1.0,,,,189.0
2, 8,1100.0,28.0,0.0,0.0,2.2,-1.0,90.0,,1.0,0.0,0.0,,185.0
2, 8,1100.0,31.0,0.0,0.0,2.1,-1.0,90.0,,1.0,,,,180.0
2, 8,1100.0,34.0,0.0,10.0,3.2,-1.0,90.0,,1.0,0.0,0.0,,178.0
2, 8,1100.0,37.0,0.0,20.0,3.6,2.0,85.0,,3.0,,,,207.0
2, 8,1100.0,40.0,0.0,20.0,6.5,8.0,65.0,,3.0,0.0,0.0,,249.0
2, 8,1100.0,43.0,0.0,20.0,6.0,8.0,60.0,,3.0,,,,261.0
2, 8,1100.0,46.0,0.0,10.0,1.8,4.0,85.0,,1.0,0.0,0.0,,249.0
2, 8,1100.0,49.0,0.0,0.0,1.7,2.0,95.0,,1.0,,,,240.0
2, 8,1100.0,52.0,0.0,10.0,2.0,1.0,95.0,,3.0,0.0,0.0,,266.0
2, 8,1400.0,4.0,0.0,0.0,4.2,-3.0,55.0,4.0,1.0,,,-4.0,326.0
2, 8,1400.0,7.0,0.0,0.0,2.4,-3.0,55.0,9.0,1.0,0.0,0.0,-1.0,323.0
2, 8,1400.0,10.0,0.0,0.0,1.1,-1.0,45.0,,1.0,,,,332.0
2, 8,1400.0,13.0,0.0,0.0,1.8,2.0,40.0,,1.0,0.0,0.0,,295.0
2, 8,1400.0,16.0,0.0,0.0,5.1,4.0,50.0,,1.0,,,,270.0
2, 8,1400.0,19.0,0.0,0.0,2.6,1.0,75.0,,1.0,0.0,0.0,,221.0
2, 8,1400.0,22.0,0.0,0.0,2.7,-1.0,85.0,,1.0,,,,189.0
2, 8,1400.0,25.0,0.0,0.0,2.2,-1.0,90.0,,1.0,0.0,0.0,,185.0
2, 8,1400.0,28.0,0.0,0.0,2.1,-1.0,90.0,,1.0,,,,180.0
2, 8,1400.0,31.0,0.0,10.0,3.2,-1.0,90.0,,1.0,0.0,0.0,,178.0
2, 8,1400.0,34.0,0.0,20.0,3.6,2.0,85.0,,3.0,,,,207.0
2, 8,1400.0,37.0,0.0,20.0,6.5,8.0,65.0,,3.0,0.0,0.0,,249.0
2, 8,1400.0,40.0,0.0,20.0,6.0,8.0,60.0,,3.0,,,,261.0
2, 8,1400.0,43.0,0.0,10.0,1.8,4.0,85.0,,1.0,0.0,0.0,,249.0
2, 8,1400.0,46.0,0.0,0.0,1.7,2.0,95.0,,1.0,,,,240.0
2, 8,1400.0,49.0,0.0,10.0,2.0,1.0,95.0,,3.0,0.0,0.0,,266.0
2, 8,1700.0,4.0,0.0,0.0,2.4,-3.0,55.0,4.0,1.0,0.0,0.0,-4.0,323.0
2, 8,1700.0,7.0,0.0,0.0,1.1,-1.0,45.0,9.0,1.0,,,-1.0,332.0
2, 8,1700.0,10.0,0.0,0.0,1.8,2.0,40.0,,1.0,0.0,0.0,,295.0
2, 8,1700.0,13.0,0.0,0.0,5.1,4.0,50.0,,1.0,,,,270.0
2, 8,1700.0,16.0,0.0,0.0,2.6,1.0,75.0,,1.0,0.0,0.0,,221.0
2, 8,1700.0,19.0,0.0,0.0,2.7,-1.0,85.0,,1.0,,,,189.0
2, 8,1700.0,22.0,0.0,0.0,2.2,-1.0,90.0,,1.0,0.0,0.0,,185.0
2, 8,1700.0,25.0,0.0,0.0,2.1,-1.0,90.0,,1.0,,,,180.0
2, 8,1700.0,28.0,0.0,10.0,3.2,-1.0,90.0,,1.0,0.0,0.0,,178.0
2, 8,1700.0,31.0,0.0,20.0,3.6,2.0,85.0,,3.0,,,,207.0
2, 8,1700.0,34.0,0.0,20.0,6.5,8.0,65.0,,3.0,0.0,0.0,,249.0
2, 8,1700.0,37.0,0.0,20.0,6.0,8.0,60.0,,3.0,,,,261.0
2, 8,1700.0,40.0,0.0,10.0,1.8,4.0,85.0,,1.0,0.0,0.0,,249.0
2, 8,1700.0,43.0,0.0,0.0,1.7,2.0,95.0,,1.0,,,,240.0
2, 8,1700.0,46.0,0.0,10.0,2.0,1.0,95.0,,3.0,0.0,0.0,,266.0
2, 8,2000.0,4.0,0.0,0.0,1.1,-1.0,50.0,4.0,1.0,,,-1.0,328.0
2, 8,2000.0,7.0,0.0,0.0,1.8,2.0,40.0,9.0,1.0,0.0,0.0,-1.0,313.0
2, 8,2000.0,10.0,0.0,0.0,5.1,4.0,45.0,9.0,1.0,,,,275.0
2, 8,2000.0,13.0,0.0,0.0,2.6,1.0,70.0,,1.0,0.0,0.0,,224.0
2, 8,2000.0,16.0,0.0,0.0,2.7,-1.0,85.0,,1.0,,,,185.0
2, 8,2000.0,19.0,0.0,0.0,2.2,-1.0,85.0,,1.0,0.0,0.0,,189.0
2, 8,2000.0,22.0,0.0,0.0,2.1,-1.0,90.0,,1.0,,,,186.0
2, 8,2000.0,25.0,0.0,10.0,3.2,-1.0,90.0,,1.0,0.0,0.0,,180.0
2, 8,2000.0,28.0,0.0,20.0,3.6,2.0,85.0,,3.0,,,,212.0
2, 8,2000.0,31.0,0.0,20.0,6.5,8.0,60.0,,3.0,0.0,0.0,,248.0
2, 8,2000.0,34.0,0.0,20.0,6.0,7.0,65.0,,3.0,,,,245.0
2, 8,2000.0,37.0,0.0,10.0,1.8,5.0,85.0,,1.0,0.0,0.0,,231.0
2, 8,2000.0,40.0,0.0,0.0,1.7,3.0,95.0,,1.0,,,,227.0
2, 8,2000.0,43.0,0.0,10.0,1.7,2.0,95.0,,3.0,0.0,0.0,,273.0
2, 8,2000.0,46.0,0.0,20.0,0.6,1.0,95.0,,3.0,,,,171.0
2, 8,2000.0,49.0,0.0,20.0,1.8,1.0,95.0,,3.0,0.0,0.0,,161.0
2, 8,2000.0,52.0,0.0,20.0,1.7,1.0,95.0,,3.0,,,,156.0
2, 8,2000.0,55.0,0.0,0.0,1.8,4.0,85.0,,1.0,0.0,0.0,,74.0
2, 8,2000.0,58.0,0.0,0.0,1.6,7.0,65.0,,1.0,,,,14.0
2, 8,2000.0,61.0,0.0,0.0,1.3,4.0,80.0,,1.0,0.0,0.0,,328.0
2, 8,2000.0,64.0,0.0,0.0,0.9,1.0,90.0,,1.0,,,,283.0
2, 8,2000.0,67.0,0.0,0.0,0.6,0.0,95.0,,1.0,0.0,0.0,,309.0
2, 8,2300.0,4.0,0.0,0.0,1.8,2.0,40.0,4.0,1.0,0.0,0.0,-1.0,313.0
2, 8,2300.0,7.0,0.0,0.0,5.1,4.0,45.0,9.0,1.0,,,-1.0,275.0
2, 8,2300.0,10.0,0.0,0.0,2.6,1.0,70.0,9.0,1.0,0.0,0.0,,224.0
2, 8,2300.0,13.0,0.0,0.0,2.7,-1.0,85.0,,1.0,,,,185.0
2, 8,2300.0,16.0,0.0,0.0,2.2,-1.0,85.0,,1.0,0.0,0.0,,189.0
2, 8,2300.0,19.0,0.0,0.0,2.1,-1.0,90.0,,1.0,,,,186.0
2, 8,2300.0,22.0,0.0,10.0,3.2,-1.0,90.0,,1.0,0.0,0.0,,180.0
2, 8,2300.0,25.0,0.0,20.0,3.6,2.0,85.0,,3.0,,,,212.0
2, 8,2300.0,28.0,0.0,20.0,6.5,8.0,60.0,,3.0,0.0,0.0,,248.0
2, 8,2300.0,31.0,0.0,20.0,6.0,7.0,65.0,,3.0,,,,245.0
2, 8,2300.0,34.0,0.0,10.0,1.8,5.0,85.0,,1.0,0.0,0.0,,231.0
2, 8,2300.0,37.0,0.0,0.0,1.7,3.0,95.0,,1.0,,,,227.0
2, 8,2300.0,40.0,0.0,10.0,1.7,2.0,95.0,,3.0,0.0,0.0,,273.0
2, 8,2300.0,43.0,0.0,20.0,0.6,1.0,95.0,,3.0,,,,171.0
2, 8,2300.0,46.0,0.0,20.0,1.8,1.0,95.0,,3.0,0.0,0.0,,161.0
2, 8,2300.0,49.0,0.0,20.0,1.7,1.0,95.0,,3.0,,,,156.0
2, 8,2300.0,52.0,0.0,0.0,1.8,4.0,85.0,,1.0,0.0,0.0,,74.0
2, 8,2300.0,55.0,0.0,0.0,1.6,7.0,65.0,,1.0,,,,14.0
2, 8,2300.0,58.0,0.0,0.0,1.3,4.0,80.0,,1.0,0.0,0.0,,328.0
2, 8,2300.0,61.0,0.0,0.0,0.9,1.0,90.0,,1.0,,,,283.0
2, 8,2300.0,64.0,0.0,0.0,0.6,0.0,95.0,,1.0,0.0,0.0,,309.0
2, 9,200.0,4.0,0.0,0.0,5.1,4.0,45.0,4.0,1.0,,,-1.0,275.0
2, 9,200.0,7.0,0.0,0.0,2.6,1.0,70.0,9.0,1.0,0.0,0.0,-1.0,224.0
2, 9,200.0,10.0,0.0,0.0,2.7,-1.0,85.0,9.0,1.0,,,,185.0
2, 9,200.0,13.0,0.0,0.0,2.2,-1.0,85.0,,1.0,0.0,0.0,,189.0
2, 9,200.0,16.0,0.0,0.0,2.1,-1.0,90.0,,1.0,,,,186.0
2, 9,200.0,19.0,0.0,10.0,3.2,-1.0,90.0,,1.0,0.0,0.0,,180.0
2, 9,200.0,22.0,0.0,20.0,3.6,2.0,85.0,,3.0,,,,212.0
2, 9,200.0,25.0,0.0,20.0,6.5,8.0,60.0,,3.0,0.0,0.0,,248.0
