month, format: day,hour,forecast,강수형태,강수확률,풍속,3시간기온,습도,일최고기온,하늘상태,6시간적설,6시간강수량,일최저기온,풍향
1, 1,200.0,4.0,0.0,30.0,2.7,1.0,55.0,2.0,4.0,,,-7.0,360.0
1, 1,200.0,7.0,3.0,60.0,2.3,-1.0,75.0,-3.0,4.0,1.0,1.0,-8.0,7.0
1, 1,200.0,10.0,0.0,30.0,1.8,-2.0,65.0,-2.0,4.0,,,,29.0
1, 1,200.0,13.0,0.0,30.0,2.6,-3.0,60.0,,4.0,0.0,0.0,,29.0
1, 1,200.0,16.0,0.0,30.0,4.3,-4.0,55.0,,4.0,,,,29.0
1, 1,200.0,19.0,0.0,30.0,3.0,-5.0,55.0,,4.0,0.0,0.0,,37.0
1, 1,200.0,22.0,0.0,30.0,2.7,-5.0,50.0,,4.0,,,,27.0
1, 1,200.0,25.0,0.0,10.0,4.4,-3.0,45.0,,3.0,0.0,0.0,,335.0
1, 1,200.0,28.0,0.0,0.0,5.8,-3.0,45.0,,1.0,,,,321.0
1, 1,200.0,31.0,0.0,0.0,4.0,-4.0,50.0,,1.0,0.0,0.0,,313.0
1, 1,200.0,34.0,0.0,0.0,5.1,-4.0,50.0,,1.0,,,,327.0
1, 1,200.0,37.0,0.0,0.0,5.2,-5.0,55.0,,1.0,0.0,0.0,,337.0
1, 1,200.0,40.0,0.0,30.0,4.2,-5.0,60.0,,4.0,,,,348.0
1, 1,200.0,43.0,0.0,30.0,3.2,-6.0,65.0,,4.0,0.0,0.0,,4.0
1, 1,200.0,46.0,0.0,30.0,4.0,-5.0,55.0,,4.0,,,,3.0
1, 1,200.0,49.0,0.0,30.0,5.3,-3.0,45.0,,4.0,0.0,0.0,,347.0
1, 1,200.0,52.0,0.0,20.0,5.0,-2.0,40.0,,3.0,,,,340.0
1, 1,200.0,55.0,0.0,20.0,2.5,-4.0,50.0,,3.0,0.0,0.0,,358.0
1, 1,200.0,58.0,0.0,0.0,1.7,-4.0,55.0,,1.0,,,,50.0
1, 1,200.0,61.0,0.0,0.0,1.4,-5.0,65.0,,1.0,0.0,0.0,,86.0
1, 1,500.0,4.0,3.0,60.0,2.3,-1.0,75.0,-3.0,4.0,1.0,1.0,-7.0,7.0
1, 1,500.0,7.0,0.0,30.0,1.8,-2.0,65.0,-2.0,4.0,,,-8.0,29.0
1, 1,500.0,10.0,0.0,30.0,2.6,-3.0,60.0,,4.0,0.0,0.0,,29.0
1, 1,500.0,13.0,0.0,30.0,4.3,-4.0,55.0,,4.0,,,,29.0
1, 1,500.0,16.0,0.0,30.0,3.0,-5.0,55.0,,4.0,0.0,0.0,,37.0
1, 1,500.0,19.0,0.0,30.0,2.7,-5.0,50.0,,4.0,,,,27.0
1, 1,500.0,22.0,0.0,10.0,4.4,-3.0,45.0,,3.0,0.0,0.0,,335.0
1, 1,500.0,25.0,0.0,0.0,5.8,-3.0,45.0,,1.0,,,,321.0
1, 1,500.0,28.0,0.0,0.0,4.0,-4.0,50.0,,1.0,0.0,0.0,,313.0
1, 1,500.0,31.0,0.0,0.0,5.1,-4.0,50.0,,1.0,,,,327.0
1, 1,500.0,34.0,0.0,0.0,5.2,-5.0,55.0,,1.0,0.0,0.0,,337.0
1, 1,500.0,37.0,0.0,30.0,4.2,-5.0,60.0,,4.0,,,,348.0
1, 1,500.0,40.0,0.0,30.0,3.2,-6.0,65.0,,4.0,0.0,0.0,,4.0
1, 1,500.0,43.0,0.0,30.0,4.0,-5.0,55.0,,4.0,,,,3.0
1, 1,500.0,46.0,0.0,30.0,5.3,-3.0,45.0,,4.0,0.0,0.0,,347.0
1, 1,500.0,49.0,0.0,20.0,5.0,-2.0,40.0,,3.0,,,,340.0
1, 1,500.0,52.0,0.0,20.0,2.5,-4.0,50.0,,3.0,0.0,0.0,,358.0
1, 1,500.0,55.0,0.0,0.0,1.7,-4.0,55.0,,1.0,,,,50.0
1, 1,500.0,58.0,0.0,0.0,1.4,-5.0,65.0,,1.0,0.0,0.0,,86.0
1, 1,800.0,4.0,0.0,30.0,2.1,-2.0,70.0,-2.0,4.0,,,-7.0,19.0
1, 1,800.0,7.0,0.0,30.0,2.6,-2.0,60.0,-2.0,4.0,0.0,0.0,-8.0,31.0
1, 1,800.0,10.0,0.0,30.0,3.4,-4.0,50.0,,4.0,,,,34.0
1, 1,800.0,13.0,0.0,30.0,2.5,-5.0,50.0,,4.0,0.0,0.0,,42.0
1, 1,800.0,16.0,0.0,30.0,2.9,-4.0,50.0,,4.0,,,,27.0
1, 1,800.0,19.0,0.0,10.0,4.4,-2.0,40.0,,3.0,0.0,0.0,,340.0
1, 1,800.0,22.0,0.0,0.0,5.6,-2.0,45.0,,1.0,,,,324.0
1, 1,800.0,25.0,0.0,0.0,3.7,-3.0,50.0,,1.0,0.0,0.0,,304.0
1, 1,800.0,28.0,0.0,0.0,5.4,-4.0,50.0,,1.0,,,,321.0
1, 1,800.0,31.0,0.0,0.0,5.4,-4.0,55.0,,1.0,0.0,0.0,,341.0
1, 1,800.0,34.0,0.0,30.0,4.6,-4.0,60.0,,4.0,,,,341.0
1, 1,800.0,37.0,0.0,30.0,4.2,-5.0,60.0,,4.0,0.0,0.0,,352.0
1, 1,800.0,40.0,0.0,30.0,4.6,-5.0,50.0,,4.0,,,,349.0
1, 1,800.0,43.0,0.0,30.0,6.1,-3.0,40.0,,4.0,0.0,0.0,,344.0
1, 1,800.0,46.0,0.0,20.0,5.2,-2.0,40.0,,3.0,,,,342.0
1, 1,800.0,49.0,0.0,20.0,2.3,-4.0,50.0,,3.0,0.0,0.0,,358.0
1, 1,800.0,52.0,0.0,0.0,1.1,-4.0,55.0,,1.0,,,,45.0
1, 1,800.0,55.0,0.0,0.0,1.7,-5.0,65.0,,1.0,0.0,0.0,,90.0
1, 1,1100.0,4.0,0.0,30.0,2.6,-2.0,60.0,-2.0,4.0,0.0,0.0,-7.0,31.0
1, 1,1100.0,7.0,0.0,30.0,3.4,-4.0,50.0,-2.0,4.0,,,-8.0,34.0
1, 1,1100.0,10.0,0.0,30.0,2.5,-5.0,50.0,,4.0,0.0,0.0,,42.0
1, 1,1100.0,13.0,0.0,30.0,2.9,-4.0,50.0,,4.0,,,,27.0
1, 1,1100.0,16.0,0.0,10.0,4.4,-2.0,40.0,,3.0,0.0,0.0,,340.0
1, 1,1100.0,19.0,0.0,0.0,5.6,-2.0,45.0,,1.0,,,,324.0
1, 1,1100.0,22.0,0.0,0.0,3.7,-3.0,50.0,,1.0,0.0,0.0,,304.0
1, 1,1100.0,25.0,0.0,0.0,5.4,-4.0,50.0,,1.0,,,,321.0
1, 1,1100.0,28.0,0.0,0.0,5.4,-4.0,55.0,,1.0,0.0,0.0,,341.0
1, 1,1100.0,31.0,0.0,30.0,4.6,-4.0,60.0,,4.0,,,,341.0
1, 1,1100.0,34.0,0.0,30.0,4.2,-5.0,60.0,,4.0,0.0,0.0,,352.0
1, 1,1100.0,37.0,0.0,30.0,4.6,-5.0,50.0,,4.0,,,,349.0
1, 1,1100.0,40.0,0.0,30.0,6.1,-3.0,40.0,,4.0,0.0,0.0,,344.0
1, 1,1100.0,43.0,0.0,20.0,5.2,-2.0,40.0,,3.0,,,,342.0
1, 1,1100.0,46.0,0.0,20.0,2.3,-4.0,50.0,,3.0,0.0,0.0,,358.0
1, 1,1100.0,49.0,0.0,0.0,1.1,-4.0,55.0,,1.0,,,,45.0
1, 1,1100.0,52.0,0.0,0.0,1.7,-5.0,65.0,,1.0,0.0,0.0,,90.0
1, 1,1400.0,4.0,3.0,60.0,3.4,-4.0,50.0,-2.0,4.0,,,-7.0,34.0
1, 1,1400.0,7.0,0.0,30.0,2.5,-5.0,50.0,-2.0,4.0,1.0,1.0,-8.0,42.0
1, 1,1400.0,10.0,0.0,30.0,2.9,-4.0,50.0,,4.0,,,,27.0
1, 1,1400.0,13.0,0.0,10.0,4.4,-2.0,40.0,,3.0,0.0,0.0,,340.0
1, 1,1400.0,16.0,0.0,0.0,5.6,-2.0,45.0,,1.0,,,,324.0
1, 1,1400.0,19.0,0.0,0.0,3.7,-3.0,50.0,,1.0,0.0,0.0,,304.0
1, 1,1400.0,22.0,0.0,0.0,5.4,-4.0,50.0,,1.0,,,,321.0
1, 1,1400.0,25.0,0.0,0.0,5.4,-4.0,55.0,,1.0,0.0,0.0,,341.0
1, 1,1400.0,28.0,0.0,30.0,4.6,-4.0,60.0,,4.0,,,,341.0
1, 1,1400.0,31.0,0.0,30.0,4.2,-5.0,60.0,,4.0,0.0,0.0,,352.0
1, 1,1400.0,34.0,0.0,30.0,4.6,-5.0,50.0,,4.0,,,,349.0
1, 1,1400.0,37.0,0.0,30.0,6.1,-3.0,40.0,,4.0,0.0,0.0,,344.0
1, 1,1400.0,40.0,0.0,20.0,5.2,-2.0,40.0,,3.0,,,,342.0
1, 1,1400.0,43.0,0.0,20.0,2.3,-4.0,50.0,,3.0,0.0,0.0,,358.0
1, 1,1400.0,46.0,0.0,0.0,1.1,-4.0,55.0,,1.0,,,,45.0
1, 1,1400.0,49.0,0.0,0.0,1.7,-5.0,65.0,,1.0,0.0,0.0,,90.0
1, 1,1700.0,4.0,0.0,30.0,2.5,-5.0,50.0,-2.0,4.0,0.0,0.0,-7.0,42.0
1, 1,1700.0,7.0,0.0,30.0,2.9,-4.0,50.0,-2.0,4.0,,,-8.0,27.0
1, 1,1700.0,10.0,0.0,10.0,4.4,-2.0,40.0,,3.0,0.0,0.0,,340.0
1, 1,1700.0,13.0,0.0,0.0,5.6,-2.0,45.0,,1.0,,,,324.0
1, 1,1700.0,16.0,0.0,0.0,3.7,-3.0,50.0,,1.0,0.0,0.0,,304.0
1, 1,1700.0,19.0,0.0,0.0,5.4,-4.0,50.0,,1.0,,,,321.0
1, 1,1700.0,22.0,0.0,0.0,5.4,-4.0,55.0,,1.0,0.0,0.0,,341.0
1, 1,1700.0,25.0,0.0,30.0,4.6,-4.0,60.0,,4.0,,,,341.0
1, 1,1700.0,28.0,0.0,30.0,4.2,-5.0,60.0,,4.0,0.0,0.0,,352.0
1, 1,1700.0,31.0,0.0,30.0,4.6,-5.0,50.0,,4.0,,,,349.0
1, 1,1700.0,34.0,0.0,30.0,6.1,-3.0,40.0,,4.0,0.0,0.0,,344.0
1, 1,1700.0,37.0,0.0,20.0,5.2,-2.0,40.0,,3.0,,,,342.0
1, 1,1700.0,40.0,0.0,20.0,2.3,-4.0,50.0,,3.0,0.0,0.0,,358.0
1, 1,1700.0,43.0,0.0,0.0,1.1,-4.0,55.0,,1.0,,,,45.0
1, 1,1700.0,46.0,0.0,0.0,1.7,-5.0,65.0,,1.0,0.0,0.0,,90.0
1, 1,2000.0,4.0,0.0,30.0,3.3,-4.0,50.0,-2.0,4.0,,,-6.0,7.0
1, 1,2000.0,7.0,0.0,10.0,5.1,-2.0,40.0,-2.0,3.0,0.0,0.0,-7.0,334.0
1, 1,2000.0,10.0,0.0,0.0,5.9,-2.0,45.0,2.0,1.0,,,,324.0
1, 1,2000.0,13.0,0.0,0.0,3.8,-3.0,50.0,,1.0,0.0,0.0,,317.0
1, 1,2000.0,16.0,0.0,0.0,4.6,-3.0,45.0,,1.0,,,,318.0
1, 1,2000.0,19.0,0.0,0.0,5.3,-4.0,55.0,,1.0,0.0,0.0,,337.0
1, 1,2000.0,22.0,0.0,30.0,4.0,-4.0,60.0,,4.0,,,,344.0
1, 1,2000.0,25.0,0.0,30.0,2.8,-5.0,65.0,,4.0,0.0,0.0,,4.0
1, 1,2000.0,28.0,0.0,30.0,3.5,-5.0,55.0,,4.0,,,,7.0
1, 1,2000.0,31.0,0.0,30.0,5.0,-3.0,40.0,,4.0,0.0,0.0,,347.0
1, 1,2000.0,34.0,0.0,20.0,4.3,-2.0,45.0,,3.0,,,,337.0
1, 1,2000.0,37.0,0.0,20.0,2.5,-3.0,55.0,,3.0,0.0,0.0,,342.0
1, 1,2000.0,40.0,0.0,0.0,1.8,-4.0,60.0,,1.0,,,,38.0
1, 1,2000.0,43.0,0.0,0.0,0.9,-4.0,65.0,,1.0,0.0,0.0,,108.0
1, 1,2000.0,46.0,0.0,20.0,1.8,-6.0,70.0,,3.0,,,,103.0
1, 1,2000.0,49.0,0.0,20.0,3.1,-7.0,65.0,,3.0,0.0,0.0,,99.0
1, 1,2000.0,52.0,0.0,0.0,3.6,-6.0,60.0,,1.0,,,,92.0
1, 1,2000.0,55.0,0.0,10.0,3.4,-1.0,45.0,,3.0,0.0,0.0,,111.0
1, 1,2000.0,58.0,0.0,20.0,2.2,1.0,45.0,,3.0,,,,72.0
1, 1,2000.0,61.0,0.0,20.0,2.2,-1.0,65.0,,3.0,0.0,0.0,,69.0
1, 1,2000.0,64.0,3.0,60.0,3.8,-1.0,75.0,,4.0,,,,22.0
1, 1,2000.0,67.0,3.0,60.0,3.9,-2.0,80.0,,4.0,1.0,1.0,,24.0
1, 1,2300.0,4.0,0.0,10.0,5.1,-2.0,40.0,-2.0,3.0,0.0,0.0,-6.0,334.0
1, 1,2300.0,7.0,0.0,0.0,5.9,-2.0,45.0,-2.0,1.0,,,-7.0,324.0
1, 1,2300.0,10.0,0.0,0.0,3.8,-3.0,50.0,2.0,1.0,0.0,0.0,,317.0
1, 1,2300.0,13.0,0.0,0.0,4.6,-3.0,45.0,,1.0,,,,318.0
1, 1,2300.0,16.0,0.0,0.0,5.3,-4.0,55.0,,1.0,0.0,0.0,,337.0
1, 1,2300.0,19.0,0.0,30.0,4.0,-4.0,60.0,,4.0,,,,344.0
1, 1,2300.0,22.0,0.0,30.0,2.8,-5.0,65.0,,4.0,0.0,0.0,,4.0
1, 1,2300.0,25.0,0.0,30.0,3.5,-5.0,55.0,,4.0,,,,7.0
1, 1,2300.0,28.0,0.0,30.0,5.0,-3.0,40.0,,4.0,0.0,0.0,,347.0
1, 1,2300.0,31.0,0.0,20.0,4.3,-2.0,45.0,,3.0,,,,337.0
1, 1,2300.0,34.0,0.0,20.0,2.5,-3.0,55.0,,3.0,0.0,0.0,,342.0
1, 1,2300.0,37.0,0.0,0.0,1.8,-4.0,60.0,,1.0,,,,38.0
1, 1,2300.0,40.0,0.0,0.0,0.9,-4.0,65.0,,1.0,0.0,0.0,,108.0
1, 1,2300.0,43.0,0.0,20.0,1.8,-6.0,70.0,,3.0,,,,103.0
1, 1,2300.0,46.0,0.0,20.0,3.1,-7.0,65.0,,3.0,0.0,0.0,,99.0
1, 1,2300.0,49.0,0.0,0.0,3.6,-6.0,60.0,,1.0,,,,92.0
1, 1,2300.0,52.0,0.0,10.0,3.4,-1.0,45.0,,3.0,0.0,0.0,,111.0
1, 1,2300.0,55.0,0.0,20.0,2.2,1.0,45.0,,3.0,,,,72.0
1, 1,2300.0,58.0,0.0,20.0,2.2,-1.0,65.0,,3.0,0.0,0.0,,69.0
1, 1,2300.0,61.0,3.0,60.0,3.8,-1.0,75.0,,4.0,,,,22.0
1, 1,2300.0,64.0,3.0,60.0,3.9,-2.0,80.0,,4.0,1.0,1.0,,24.0
1, 10,200.0,4.0,0.0,30.0,6.2,-3.0,50.0,-3.0,4.0,,,-10.0,179.0
1, 10,200.0,7.0,3.0,60.0,4.4,-4.0,65.0,-2.0,4.0,1.0,1.0,-8.0,288.0
1, 10,200.0,10.0,3.0,60.0,6.3,-4.0,75.0,3.0,4.0,,,,345.0
1, 10,200.0,13.0,0.0,30.0,4.1,-5.0,65.0,,4.0,1.0,1.0,,343.0
1, 10,200.0,16.0,0.0,30.0,3.0,-7.0,65.0,,4.0,,,,27.0
1, 10,200.0,19.0,0.0,20.0,1.6,-8.0,75.0,,3.0,0.0,0.0,,105.0
1, 10,200.0,22.0,0.0,30.0,2.7,-8.0,70.0,,4.0,,,,107.0
1, 10,200.0,25.0,0.0,20.0,1.7,-3.0,50.0,,3.0,0.0,0.0,,111.0
1, 10,200.0,28.0,0.0,20.0,2.1,-2.0,50.0,,3.0,,,,23.0
1, 10,200.0,31.0,0.0,30.0,1.1,-5.0,65.0,,4.0,0.0,0.0,,56.0
1, 10,200.0,34.0,0.0,30.0,1.0,-5.0,70.0,,4.0,,,,37.0
1, 10,200.0,37.0,0.0,30.0,1.3,-6.0,80.0,,4.0,0.0,0.0,,135.0
1, 10,200.0,40.0,0.0,30.0,1.6,-7.0,80.0,,4.0,,,,125.0
1, 10,200.0,43.0,0.0,30.0,2.3,-7.0,85.0,,4.0,0.0,0.0,,142.0
1, 10,200.0,46.0,0.0,10.0,2.9,-7.0,75.0,,3.0,,,,158.0
1, 10,200.0,49.0,0.0,20.0,4.7,1.0,60.0,,3.0,0.0,0.0,,207.0
1, 10,200.0,52.0,0.0,30.0,5.2,2.0,50.0,,4.0,,,,248.0
1, 10,200.0,55.0,0.0,20.0,2.1,-1.0,65.0,,3.0,0.0,0.0,,217.0
1, 10,200.0,58.0,0.0,30.0,2.5,-2.0,75.0,,4.0,,,,166.0
1, 10,200.0,61.0,0.0,30.0,2.8,1.0,65.0,,4.0,0.0,0.0,,244.0
1, 10,500.0,4.0,3.0,60.0,4.4,-4.0,65.0,-2.0,4.0,1.0,1.0,-10.0,288.0
1, 10,500.0,7.0,3.0,60.0,6.3,-4.0,75.0,3.0,4.0,,,-8.0,345.0
1, 10,500.0,10.0,0.0,30.0,4.1,-5.0,65.0,,4.0,1.0,1.0,,343.0
1, 10,500.0,13.0,0.0,30.0,3.0,-7.0,65.0,,4.0,,,,27.0
1, 10,500.0,16.0,0.0,20.0,1.6,-8.0,75.0,,3.0,0.0,0.0,,105.0
1, 10,500.0,19.0,0.0,30.0,2.7,-8.0,70.0,,4.0,,,,107.0
1, 10,500.0,22.0,0.0,20.0,1.7,-3.0,50.0,,3.0,0.0,0.0,,111.0
1, 10,500.0,25.0,0.0,20.0,2.1,-2.0,50.0,,3.0,,,,23.0
1, 10,500.0,28.0,0.0,30.0,1.1,-5.0,65.0,,4.0,0.0,0.0,,56.0
1, 10,500.0,31.0,0.0,30.0,1.0,-5.0,70.0,,4.0,,,,37.0
1, 10,500.0,34.0,0.0,30.0,1.3,-6.0,80.0,,4.0,0.0,0.0,,135.0
1, 10,500.0,37.0,0.0,30.0,1.6,-7.0,80.0,,4.0,,,,125.0
1, 10,500.0,40.0,0.0,30.0,2.3,-7.0,85.0,,4.0,0.0,0.0,,142.0
1, 10,500.0,43.0,0.0,10.0,2.9,-7.0,75.0,,3.0,,,,158.0
1, 10,500.0,46.0,0.0,20.0,4.7,1.0,60.0,,3.0,0.0,0.0,,207.0
1, 10,500.0,49.0,0.0,30.0,5.2,2.0,50.0,,4.0,,,,248.0
1, 10,500.0,52.0,0.0,20.0,2.1,-1.0,65.0,,3.0,0.0,0.0,,217.0
1, 10,500.0,55.0,0.0,30.0,2.5,-2.0,75.0,,4.0,,,,166.0
1, 10,500.0,58.0,0.0,30.0,2.8,1.0,65.0,,4.0,0.0,0.0,,244.0
1, 10,800.0,4.0,3.0,60.0,3.0,-5.0,65.0,-2.0,4.0,,,-10.0,60.0
1, 10,800.0,7.0,0.0,30.0,3.9,-5.0,70.0,3.0,4.0,1.0,1.0,-9.0,29.0
1, 10,800.0,10.0,0.0,30.0,1.5,-7.0,70.0,,4.0,,,,42.0
1, 10,800.0,13.0,0.0,20.0,1.1,-8.0,75.0,,3.0,0.0,0.0,,128.0
1, 10,800.0,16.0,0.0,30.0,2.8,-8.0,70.0,,4.0,,,,111.0
1, 10,800.0,19.0,0.0,20.0,2.3,-4.0,45.0,,3.0,0.0,0.0,,135.0
1, 10,800.0,22.0,0.0,20.0,1.1,-2.0,45.0,,3.0,,,,56.0
1, 10,800.0,25.0,0.0,30.0,1.9,-5.0,60.0,,4.0,0.0,0.0,,115.0
1, 10,800.0,28.0,0.0,30.0,1.9,-6.0,65.0,,4.0,,,,99.0
1, 10,800.0,31.0,0.0,30.0,2.0,-6.0,75.0,,4.0,0.0,0.0,,87.0
1, 10,800.0,34.0,0.0,30.0,2.3,-7.0,75.0,,4.0,,,,108.0
1, 10,800.0,37.0,0.0,30.0,2.5,-8.0,80.0,,4.0,0.0,0.0,,124.0
1, 10,800.0,40.0,0.0,10.0,3.0,-7.0,75.0,,3.0,,,,134.0
1, 10,800.0,43.0,0.0,20.0,3.2,1.0,55.0,,3.0,0.0,0.0,,154.0
1, 10,800.0,46.0,0.0,30.0,3.4,3.0,45.0,,4.0,,,,232.0
1, 10,800.0,49.0,0.0,30.0,2.6,-1.0,65.0,,4.0,0.0,0.0,,234.0
1, 10,800.0,52.0,0.0,20.0,2.4,-1.0,65.0,,3.0,,,,222.0
1, 10,800.0,55.0,0.0,30.0,2.4,0.0,70.0,,4.0,0.0,0.0,,218.0
1, 10,1100.0,4.0,0.0,30.0,3.9,-5.0,70.0,-2.0,4.0,0.0,0.0,-10.0,29.0
1, 10,1100.0,7.0,0.0,30.0,1.5,-7.0,70.0,3.0,4.0,,,-9.0,42.0
1, 10,1100.0,10.0,0.0,20.0,1.1,-8.0,75.0,,3.0,0.0,0.0,,128.0
1, 10,1100.0,13.0,0.0,30.0,2.8,-8.0,70.0,,4.0,,,,111.0
1, 10,1100.0,16.0,0.0,20.0,2.3,-4.0,45.0,,3.0,0.0,0.0,,135.0
1, 10,1100.0,19.0,0.0,20.0,1.1,-2.0,45.0,,3.0,,,,56.0
1, 10,1100.0,22.0,0.0,30.0,1.9,-5.0,60.0,,4.0,0.0,0.0,,115.0
1, 10,1100.0,25.0,0.0,30.0,1.9,-6.0,65.0,,4.0,,,,99.0
1, 10,1100.0,28.0,0.0,30.0,2.0,-6.0,75.0,,4.0,0.0,0.0,,87.0
1, 10,1100.0,31.0,0.0,30.0,2.3,-7.0,75.0,,4.0,,,,108.0
1, 10,1100.0,34.0,0.0,30.0,2.5,-8.0,80.0,,4.0,0.0,0.0,,124.0
1, 10,1100.0,37.0,0.0,10.0,3.0,-7.0,75.0,,3.0,,,,134.0
1, 10,1100.0,40.0,0.0,20.0,3.2,1.0,55.0,,3.0,0.0,0.0,,154.0
1, 10,1100.0,43.0,0.0,30.0,3.4,3.0,45.0,,4.0,,,,232.0
1, 10,1100.0,46.0,0.0,30.0,2.6,-1.0,65.0,,4.0,0.0,0.0,,234.0
1, 10,1100.0,49.0,0.0,20.0,2.4,-1.0,65.0,,3.0,,,,222.0
1, 10,1100.0,52.0,0.0,30.0,2.4,0.0,70.0,,4.0,0.0,0.0,,218.0
1, 10,1400.0,4.0,0.0,30.0,1.5,-7.0,70.0,-2.0,4.0,,,-10.0,42.0
1, 10,1400.0,7.0,0.0,20.0,1.1,-8.0,75.0,3.0,3.0,0.0,0.0,-9.0,128.0
1, 10,1400.0,10.0,0.0,30.0,2.8,-8.0,70.0,,4.0,,,,111.0
1, 10,1400.0,13.0,0.0,20.0,2.3,-4.0,45.0,,3.0,0.0,0.0,,135.0
1, 10,1400.0,16.0,0.0,20.0,1.1,-2.0,45.0,,3.0,,,,56.0
1, 10,1400.0,19.0,0.0,30.0,1.9,-5.0,60.0,,4.0,0.0,0.0,,115.0
1, 10,1400.0,22.0,0.0,30.0,1.9,-6.0,65.0,,4.0,,,,99.0
1, 10,1400.0,25.0,0.0,30.0,2.0,-6.0,75.0,,4.0,0.0,0.0,,87.0
1, 10,1400.0,28.0,0.0,30.0,2.3,-7.0,75.0,,4.0,,,,108.0
1, 10,1400.0,31.0,0.0,30.0,2.5,-8.0,80.0,,4.0,0.0,0.0,,124.0
1, 10,1400.0,34.0,0.0,10.0,3.0,-7.0,75.0,,3.0,,,,134.0
1, 10,1400.0,37.0,0.0,20.0,3.2,1.0,55.0,,3.0,0.0,0.0,,154.0
1, 10,1400.0,40.0,0.0,30.0,3.4,3.0,45.0,,4.0,,,,232.0
1, 10,1400.0,43.0,0.0,30.0,2.6,-1.0,65.0,,4.0,0.0,0.0,,234.0
1, 10,1400.0,46.0,0.0,20.0,2.4,-1.0,65.0,,3.0,,,,222.0
1, 10,1400.0,49.0,0.0,30.0,2.4,0.0,70.0,,4.0,0.0,0.0,,218.0
1, 10,1700.0,4.0,0.0,20.0,1.1,-8.0,75.0,-2.0,3.0,0.0,0.0,-10.0,128.0
1, 10,1700.0,7.0,0.0,30.0,2.8,-8.0,70.0,3.0,4.0,,,-9.0,111.0
1, 10,1700.0,10.0,0.0,20.0,2.3,-4.0,45.0,,3.0,0.0,0.0,,135.0
1, 10,1700.0,13.0,0.0,20.0,1.1,-2.0,45.0,,3.0,,,,56.0
1, 10,1700.0,16.0,0.0,30.0,1.9,-5.0,60.0,,4.0,0.0,0.0,,115.0
1, 10,1700.0,19.0,0.0,30.0,1.9,-6.0,65.0,,4.0,,,,99.0
1, 10,1700.0,22.0,0.0,30.0,2.0,-6.0,75.0,,4.0,0.0,0.0,,87.0
1, 10,1700.0,25.0,0.0,30.0,2.3,-7.0,75.0,,4.0,,,,108.0
1, 10,1700.0,28.0,0.0,30.0,2.5,-8.0,80.0,,4.0,0.0,0.0,,124.0
1, 10,1700.0,31.0,0.0,10.0,3.0,-7.0,75.0,,3.0,,,,134.0
1, 10,1700.0,34.0,0.0,20.0,3.2,1.0,55.0,,3.0,0.0,0.0,,154.0
1, 10,1700.0,37.0,0.0,30.0,3.4,3.0,45.0,,4.0,,,,232.0
1, 10,1700.0,40.0,0.0,30.0,2.6,-1.0,65.0,,4.0,0.0,0.0,,234.0
1, 10,1700.0,43.0,0.0,20.0,2.4,-1.0,65.0,,3.0,,,,222.0
1, 10,1700.0,46.0,0.0,30.0,2.4,0.0,70.0,,4.0,0.0,0.0,,218.0
1, 10,2000.0,4.0,0.0,30.0,3.0,-8.0,65.0,-3.0,4.0,,,-9.0,116.0
1, 10,2000.0,7.0,0.0,20.0,2.6,-4.0,45.0,3.0,3.0,0.0,0.0,-2.0,144.0
1, 10,2000.0,10.0,0.0,20.0,1.9,-3.0,45.0,9.0,3.0,,,,36.0
1, 10,2000.0,13.0,0.0,30.0,2.1,-5.0,55.0,,4.0,0.0,0.0,,129.0
1, 10,2000.0,16.0,0.0,30.0,1.9,-5.0,60.0,,4.0,,,,129.0
1, 10,2000.0,19.0,0.0,30.0,1.8,-7.0,70.0,,4.0,0.0,0.0,,137.0
1, 10,2000.0,22.0,0.0,30.0,1.9,-7.0,75.0,,4.0,,,,108.0
1, 10,2000.0,25.0,0.0,30.0,2.7,-9.0,80.0,,4.0,0.0,0.0,,114.0
1, 10,2000.0,28.0,0.0,10.0,2.9,-8.0,80.0,,3.0,,,,139.0
1, 10,2000.0,31.0,0.0,20.0,2.9,1.0,55.0,,3.0,0.0,0.0,,194.0
1, 10,2000.0,34.0,0.0,30.0,6.1,3.0,45.0,,4.0,,,,259.0
1, 10,2000.0,37.0,3.0,60.0,2.5,-1.0,65.0,,4.0,1.0,1.0,,233.0
1, 10,2000.0,40.0,0.0,20.0,2.3,-1.0,75.0,,3.0,,,,211.0
1, 10,2000.0,43.0,0.0,30.0,3.2,0.0,65.0,,4.0,0.0,0.0,,246.0
1, 10,2000.0,46.0,0.0,20.0,2.4,-1.0,75.0,,3.0,,,,161.0
1, 10,2000.0,49.0,0.0,10.0,1.8,-1.0,80.0,,1.0,0.0,0.0,,214.0
1, 10,2000.0,52.0,0.0,0.0,1.4,0.0,80.0,,1.0,,,,188.0
1, 10,2000.0,55.0,0.0,0.0,4.3,7.0,50.0,,1.0,0.0,0.0,,230.0
1, 10,2000.0,58.0,0.0,0.0,5.4,8.0,55.0,,1.0,,,,227.0
1, 10,2000.0,61.0,0.0,0.0,2.4,2.0,90.0,,1.0,0.0,0.0,,197.0
1, 10,2000.0,64.0,0.0,0.0,2.3,0.0,90.0,,1.0,,,,209.0
1, 10,2000.0,67.0,0.0,0.0,1.7,-1.0,90.0,,1.0,0.0,0.0,,213.0
