month, format: day,hour,forecast,6시간적설,습도,강수형태,풍향,6시간강수량,강수확률,일최고기온,하늘상태,3시간기온,일최저기온,풍속
1, 1,200.0,4.0,8.8,21.0,0.0,303.0,,0.0,1.4,1.0,1.4,-5.5,8.8
1, 1,200.0,7.0,5.9,29.0,0.0,295.0,0.0,0.0,4.6,1.0,-0.8,-5.6,5.9
1, 1,200.0,10.0,5.9,39.0,0.0,296.0,,0.0,8.2,1.0,-3.0,,5.9
1, 1,200.0,13.0,5.2,46.0,0.0,290.0,0.0,0.0,,1.0,-4.2,,5.2
1, 1,200.0,16.0,4.2,51.0,0.0,295.0,,10.0,,2.0,-5.4,,4.2
1, 1,200.0,19.0,3.2,51.0,0.0,293.0,0.0,10.0,,2.0,-5.5,,3.2
1, 1,200.0,22.0,3.2,45.0,0.0,279.0,,10.0,,2.0,-3.8,,3.2
1, 1,200.0,25.0,4.5,30.0,0.0,268.0,0.0,10.0,,2.0,1.6,,4.5
1, 1,200.0,28.0,4.9,24.0,0.0,287.0,,10.0,,2.0,3.6,,4.9
1, 1,200.0,31.0,4.3,34.0,0.0,310.0,0.0,0.0,,1.0,1.4,,4.3
1, 1,200.0,34.0,2.9,40.0,0.0,315.0,,0.0,,1.0,-1.8,,2.9
1, 1,200.0,37.0,1.9,44.0,0.0,308.0,0.0,0.0,,1.0,-3.7,,1.9
1, 1,200.0,40.0,1.2,49.0,0.0,296.0,,0.0,,1.0,-4.8,,1.2
1, 1,200.0,43.0,1.2,49.0,0.0,283.0,0.0,0.0,,1.0,-5.5,,1.2
1, 1,200.0,46.0,1.8,40.0,0.0,286.0,,0.0,,1.0,-3.5,,1.8
1, 1,200.0,49.0,2.8,25.0,0.0,281.0,0.0,1.0,,1.0,4.1,,2.8
1, 1,200.0,52.0,2.9,20.0,0.0,294.0,,10.0,,2.0,7.6,,2.9
1, 1,200.0,55.0,2.8,30.0,0.0,307.0,0.0,9.0,,2.0,5.1,,2.8
1, 1,200.0,58.0,1.9,43.0,0.0,285.0,,9.0,,2.0,2.5,,1.9
1, 1,200.0,61.0,1.3,53.0,0.0,308.0,0.0,9.0,,2.0,0.5,,1.3
1, 1,500.0,4.0,5.9,28.0,0.0,295.0,0.0,0.0,4.3,1.0,-0.8,-5.5,5.9
1, 1,500.0,7.0,5.9,39.0,0.0,296.0,,0.0,8.2,1.0,-2.9,-5.6,5.9
1, 1,500.0,10.0,5.2,46.0,0.0,290.0,0.0,0.0,,1.0,-4.2,,5.2
1, 1,500.0,13.0,4.2,51.0,0.0,295.0,,10.0,,2.0,-5.4,,4.2
1, 1,500.0,16.0,3.2,51.0,0.0,293.0,0.0,10.0,,2.0,-5.5,,3.2
1, 1,500.0,19.0,3.2,45.0,0.0,279.0,,10.0,,2.0,-3.8,,3.2
1, 1,500.0,22.0,4.5,30.0,0.0,268.0,0.0,10.0,,2.0,1.6,,4.5
1, 1,500.0,25.0,4.9,24.0,0.0,287.0,,10.0,,2.0,3.6,,4.9
1, 1,500.0,28.0,4.3,34.0,0.0,310.0,0.0,0.0,,1.0,1.4,,4.3
1, 1,500.0,31.0,2.9,40.0,0.0,315.0,,0.0,,1.0,-1.8,,2.9
1, 1,500.0,34.0,1.9,44.0,0.0,308.0,0.0,0.0,,1.0,-3.7,,1.9
1, 1,500.0,37.0,1.2,49.0,0.0,296.0,,0.0,,1.0,-4.8,,1.2
1, 1,500.0,40.0,1.2,49.0,0.0,283.0,0.0,0.0,,1.0,-5.5,,1.2
1, 1,500.0,43.0,1.8,40.0,0.0,286.0,,0.0,,1.0,-3.5,,1.8
1, 1,500.0,46.0,2.8,25.0,0.0,281.0,0.0,1.0,,1.0,4.1,,2.8
1, 1,500.0,49.0,2.9,20.0,0.0,294.0,,10.0,,2.0,7.6,,2.9
1, 1,500.0,52.0,2.8,30.0,0.0,307.0,0.0,9.0,,2.0,5.1,,2.8
1, 1,500.0,55.0,1.9,43.0,0.0,285.0,,9.0,,2.0,2.5,,1.9
1, 1,500.0,58.0,1.3,53.0,0.0,308.0,0.0,9.0,,2.0,0.5,,1.3
1, 1,800.0,4.0,6.4,35.0,0.0,294.0,,0.0,3.7,1.0,-3.6,-6.3,6.4
1, 1,800.0,7.0,5.4,41.0,0.0,299.0,0.0,0.0,8.6,1.0,-4.1,-6.1,5.4
1, 1,800.0,10.0,3.5,46.0,0.0,295.0,,0.0,,1.0,-5.1,,3.5
1, 1,800.0,13.0,3.4,47.0,0.0,293.0,0.0,10.0,,2.0,-5.3,,3.4
1, 1,800.0,16.0,4.4,42.0,0.0,271.0,,10.0,,2.0,-3.6,,4.4
1, 1,800.0,19.0,5.7,27.0,0.0,288.0,0.0,10.0,,2.0,1.8,,5.7
1, 1,800.0,22.0,6.2,25.0,0.0,309.0,,10.0,,2.0,2.8,,6.2
1, 1,800.0,25.0,5.3,35.0,0.0,308.0,0.0,0.0,,1.0,0.3,,5.3
1, 1,800.0,28.0,3.3,40.0,0.0,305.0,,0.0,,1.0,-2.0,,3.3
1, 1,800.0,31.0,2.2,45.0,0.0,302.0,0.0,0.0,,1.0,-3.9,,2.2
1, 1,800.0,34.0,1.2,50.0,0.0,291.0,,0.0,,1.0,-4.9,,1.2
1, 1,800.0,37.0,1.2,50.0,0.0,288.0,0.0,0.0,,1.0,-5.7,,1.2
1, 1,800.0,40.0,1.8,40.0,0.0,285.0,,0.0,,1.0,-2.9,,1.8
1, 1,800.0,43.0,2.2,25.0,0.0,294.0,0.0,1.0,,1.0,5.3,,2.2
1, 1,800.0,46.0,3.0,20.0,0.0,292.0,,10.0,,2.0,7.6,,3.0
1, 1,800.0,49.0,2.9,30.0,0.0,294.0,0.0,19.0,,2.0,5.1,,2.9
1, 1,800.0,52.0,1.3,43.0,0.0,291.0,,19.0,,3.0,2.3,,1.3
1, 1,800.0,55.0,0.9,54.0,0.0,302.0,0.0,19.0,,3.0,0.5,,0.9
1, 1,1100.0,4.0,5.4,41.0,0.0,299.0,0.0,0.0,3.7,1.0,-4.1,-6.3,5.4
1, 1,1100.0,7.0,3.5,46.0,0.0,295.0,,0.0,8.6,1.0,-5.1,-6.1,3.5
1, 1,1100.0,10.0,3.4,47.0,0.0,293.0,0.0,10.0,,2.0,-5.3,,3.4
1, 1,1100.0,13.0,4.4,42.0,0.0,271.0,,10.0,,2.0,-3.6,,4.4
1, 1,1100.0,16.0,5.7,27.0,0.0,288.0,0.0,10.0,,2.0,1.8,,5.7
1, 1,1100.0,19.0,6.2,25.0,0.0,309.0,,10.0,,2.0,2.8,,6.2
1, 1,1100.0,22.0,5.3,35.0,0.0,308.0,0.0,0.0,,1.0,0.3,,5.3
1, 1,1100.0,25.0,3.3,40.0,0.0,305.0,,0.0,,1.0,-2.0,,3.3
1, 1,1100.0,28.0,2.2,45.0,0.0,302.0,0.0,0.0,,1.0,-3.9,,2.2
1, 1,1100.0,31.0,1.2,50.0,0.0,291.0,,0.0,,1.0,-4.9,,1.2
1, 1,1100.0,34.0,1.2,50.0,0.0,288.0,0.0,0.0,,1.0,-5.7,,1.2
1, 1,1100.0,37.0,1.8,40.0,0.0,285.0,,0.0,,1.0,-2.9,,1.8
1, 1,1100.0,40.0,2.2,25.0,0.0,294.0,0.0,1.0,,1.0,5.3,,2.2
1, 1,1100.0,43.0,3.0,20.0,0.0,292.0,,10.0,,2.0,7.6,,3.0
1, 1,1100.0,46.0,2.9,30.0,0.0,294.0,0.0,19.0,,2.0,5.1,,2.9
1, 1,1100.0,49.0,1.3,43.0,0.0,291.0,,19.0,,3.0,2.3,,1.3
1, 1,1100.0,52.0,0.9,54.0,0.0,302.0,0.0,19.0,,3.0,0.5,,0.9
1, 1,1400.0,4.0,3.5,46.0,0.0,295.0,,0.0,3.7,1.0,-5.0,-6.3,3.5
1, 1,1400.0,7.0,3.4,47.0,0.0,293.0,0.0,10.0,8.6,2.0,-5.6,-6.1,3.4
1, 1,1400.0,10.0,4.4,42.0,0.0,271.0,,10.0,,2.0,-3.6,,4.4
1, 1,1400.0,13.0,5.7,27.0,0.0,288.0,0.0,10.0,,2.0,1.8,,5.7
1, 1,1400.0,16.0,6.2,25.0,0.0,309.0,,10.0,,2.0,2.8,,6.2
1, 1,1400.0,19.0,5.3,35.0,0.0,308.0,0.0,0.0,,1.0,0.3,,5.3
1, 1,1400.0,22.0,3.3,40.0,0.0,305.0,,0.0,,1.0,-2.0,,3.3
1, 1,1400.0,25.0,2.2,45.0,0.0,302.0,0.0,0.0,,1.0,-3.9,,2.2
1, 1,1400.0,28.0,1.2,50.0,0.0,291.0,,0.0,,1.0,-4.9,,1.2
1, 1,1400.0,31.0,1.2,50.0,0.0,287.0,0.0,0.0,,1.0,-5.7,,1.2
1, 1,1400.0,34.0,1.8,40.0,0.0,285.0,,0.0,,1.0,-2.9,,1.8
1, 1,1400.0,37.0,2.2,25.0,0.0,294.0,0.0,1.0,,1.0,5.3,,2.2
1, 1,1400.0,40.0,3.0,20.0,0.0,292.0,,10.0,,2.0,7.6,,3.0
1, 1,1400.0,43.0,2.9,30.0,0.0,294.0,0.0,9.0,,2.0,5.1,,2.9
1, 1,1400.0,46.0,1.3,43.0,0.0,291.0,,9.0,,2.0,2.3,,1.3
1, 1,1400.0,49.0,0.9,54.0,0.0,302.0,0.0,9.0,,2.0,0.5,,0.9
1, 1,1700.0,4.0,3.4,47.0,0.0,293.0,0.0,10.0,3.7,2.0,-5.6,-6.3,3.4
1, 1,1700.0,7.0,4.4,42.0,0.0,271.0,,10.0,8.6,2.0,-3.6,-6.1,4.4
1, 1,1700.0,10.0,5.7,27.0,0.0,288.0,0.0,10.0,,2.0,1.8,,5.7
1, 1,1700.0,13.0,6.2,25.0,0.0,309.0,,10.0,,2.0,2.8,,6.2
1, 1,1700.0,16.0,5.3,35.0,0.0,308.0,0.0,0.0,,1.0,0.3,,5.3
1, 1,1700.0,19.0,3.3,40.0,0.0,305.0,,0.0,,1.0,-2.0,,3.3
1, 1,1700.0,22.0,2.2,45.0,0.0,302.0,0.0,0.0,,1.0,-3.9,,2.2
1, 1,1700.0,25.0,1.2,50.0,0.0,291.0,,0.0,,1.0,-4.9,,1.2
1, 1,1700.0,28.0,1.2,50.0,0.0,287.0,0.0,0.0,,1.0,-5.7,,1.2
1, 1,1700.0,31.0,1.8,40.0,0.0,285.0,,0.0,,1.0,-2.9,,1.8
1, 1,1700.0,34.0,2.2,25.0,0.0,294.0,0.0,1.0,,1.0,5.3,,2.2
1, 1,1700.0,37.0,3.0,20.0,0.0,292.0,,10.0,,2.0,7.6,,3.0
1, 1,1700.0,40.0,2.9,30.0,0.0,294.0,0.0,9.0,,2.0,5.1,,2.9
1, 1,1700.0,43.0,1.3,43.0,0.0,291.0,,9.0,,2.0,2.3,,1.3
1, 1,1700.0,46.0,0.9,54.0,0.0,302.0,0.0,9.0,,2.0,0.5,,0.9
1, 1,2000.0,4.0,4.4,42.0,0.0,271.0,,10.0,4.4,2.0,-3.8,-6.0,4.4
1, 1,2000.0,7.0,5.8,27.0,0.0,289.0,0.0,10.0,8.6,2.0,1.6,-2.2,5.8
1, 1,2000.0,10.0,6.9,25.0,0.0,308.0,,10.0,13.4,2.0,2.7,,6.9
1, 1,2000.0,13.0,6.0,35.0,0.0,308.0,0.0,0.0,,1.0,0.3,,6.0
1, 1,2000.0,16.0,3.9,40.0,0.0,305.0,,0.0,,1.0,-2.0,,3.9
1, 1,2000.0,19.0,2.2,45.0,0.0,302.0,0.0,0.0,,1.0,-4.0,,2.2
1, 1,2000.0,22.0,1.2,50.0,0.0,293.0,,0.0,,1.0,-4.8,,1.2
1, 1,2000.0,25.0,1.2,49.0,0.0,288.0,0.0,0.0,,1.0,-5.7,,1.2
1, 1,2000.0,28.0,1.8,40.0,0.0,286.0,,0.0,,1.0,-3.8,,1.8
1, 1,2000.0,31.0,2.2,24.0,0.0,294.0,0.0,10.0,,2.0,4.9,,2.2
1, 1,2000.0,34.0,2.9,20.0,0.0,292.0,,10.0,,2.0,7.6,,2.9
1, 1,2000.0,37.0,2.9,30.0,0.0,284.0,0.0,10.0,,2.0,5.0,,2.9
1, 1,2000.0,40.0,1.2,43.0,0.0,280.0,,10.0,,2.0,2.5,,1.2
1, 1,2000.0,43.0,0.9,56.0,0.0,273.0,0.0,10.0,,2.0,0.6,,0.9
1, 1,2000.0,46.0,1.0,61.0,0.0,270.0,,10.0,,2.0,-1.2,,1.0
1, 1,2000.0,49.0,1.0,66.0,0.0,271.0,0.0,10.0,,2.0,-1.7,,1.0
1, 1,2000.0,52.0,0.9,56.0,0.0,248.0,,0.0,,1.0,0.0,,0.9
1, 1,2000.0,55.0,2.7,37.0,0.0,215.0,0.0,0.0,,1.0,8.5,,2.7
1, 1,2000.0,58.0,2.7,35.0,0.0,270.0,,0.0,,1.0,13.1,,2.7
1, 1,2000.0,61.0,1.7,48.0,0.0,312.0,0.0,0.0,,1.0,8.3,,1.7
1, 1,2000.0,64.0,1.6,56.0,0.0,317.0,,0.0,,1.0,6.1,,1.6
1, 1,2000.0,67.0,1.0,66.0,0.0,293.0,0.0,0.0,,1.0,3.4,,1.0
1, 1,2300.0,4.0,5.8,27.0,0.0,289.0,0.0,10.0,4.4,2.0,1.6,-6.0,5.8
1, 1,2300.0,7.0,6.9,25.0,0.0,308.0,,10.0,8.6,2.0,2.7,-2.2,6.9
1, 1,2300.0,10.0,6.0,35.0,0.0,308.0,0.0,0.0,13.4,1.0,0.3,,6.0
1, 1,2300.0,13.0,3.9,40.0,0.0,305.0,,0.0,,1.0,-2.0,,3.9
1, 1,2300.0,16.0,2.2,45.0,0.0,302.0,0.0,0.0,,1.0,-4.0,,2.2
1, 1,2300.0,19.0,1.2,50.0,0.0,293.0,,0.0,,1.0,-4.8,,1.2
1, 1,2300.0,22.0,1.2,49.0,0.0,288.0,0.0,0.0,,1.0,-5.7,,1.2
1, 1,2300.0,25.0,1.8,40.0,0.0,286.0,,0.0,,1.0,-3.8,,1.8
1, 1,2300.0,28.0,2.2,24.0,0.0,294.0,0.0,10.0,,2.0,4.9,,2.2
1, 1,2300.0,31.0,2.9,20.0,0.0,292.0,,10.0,,2.0,7.6,,2.9
1, 1,2300.0,34.0,2.9,30.0,0.0,284.0,0.0,10.0,,2.0,5.0,,2.9
1, 1,2300.0,37.0,1.2,43.0,0.0,280.0,,20.0,,3.0,2.5,,1.2
1, 1,2300.0,40.0,0.9,56.0,0.0,273.0,0.0,20.0,,3.0,0.6,,0.9
1, 1,2300.0,43.0,1.0,61.0,0.0,270.0,,10.0,,2.0,-1.2,,1.0
1, 1,2300.0,46.0,1.0,66.0,0.0,271.0,0.0,10.0,,2.0,-1.7,,1.0
1, 1,2300.0,49.0,0.9,56.0,0.0,248.0,,0.0,,1.0,0.0,,0.9
1, 1,2300.0,52.0,2.7,37.0,0.0,215.0,0.0,0.0,,1.0,8.5,,2.7
1, 1,2300.0,55.0,2.7,35.0,0.0,270.0,,0.0,,1.0,13.1,,2.7
1, 1,2300.0,58.0,1.7,48.0,0.0,312.0,0.0,0.0,,1.0,8.3,,1.7
1, 1,2300.0,61.0,1.6,56.0,0.0,317.0,,0.0,,1.0,6.1,,1.6
1, 1,2300.0,64.0,1.0,66.0,0.0,293.0,0.0,0.0,,1.0,3.4,,1.0
1, 10,200.0,4.0,3.2,25.0,0.0,298.0,,0.0,8.4,1.0,8.4,-1.1,3.2
1, 10,200.0,7.0,3.3,31.0,0.0,289.0,0.0,0.0,7.5,1.0,5.3,-3.9,3.3
1, 10,200.0,10.0,2.6,41.0,0.0,251.0,,0.0,7.3,1.0,2.8,,2.6
1, 10,200.0,13.0,1.7,49.0,0.0,231.0,0.0,0.0,,1.0,1.0,,1.7
1, 10,200.0,16.0,2.0,54.0,0.0,225.0,,0.0,,1.0,-0.8,,2.0
1, 10,200.0,19.0,1.9,54.0,0.0,235.0,0.0,0.0,,1.0,-1.1,,1.9
1, 10,200.0,22.0,2.3,48.0,0.0,273.0,,0.0,,1.0,1.1,,2.3
1, 10,200.0,25.0,2.9,30.0,0.0,299.0,0.0,0.0,,1.0,6.5,,2.9
1, 10,200.0,28.0,4.6,20.0,0.0,308.0,,0.0,,1.0,7.4,,4.6
1, 10,200.0,31.0,4.0,24.0,0.0,303.0,0.0,0.0,,1.0,4.3,,4.0
1, 10,200.0,34.0,3.0,30.0,0.0,303.0,,0.0,,1.0,1.1,,3.0
1, 10,200.0,37.0,2.3,35.0,0.0,304.0,0.0,0.0,,1.0,-1.7,,2.3
1, 10,200.0,40.0,2.3,45.0,0.0,309.0,,0.0,,1.0,-3.0,,2.3
1, 10,200.0,43.0,1.9,51.0,0.0,311.0,0.0,0.0,,1.0,-3.9,,1.9
1, 10,200.0,46.0,1.6,46.0,0.0,317.0,,0.0,,1.0,-2.9,,1.6
1, 10,200.0,49.0,2.7,30.0,0.0,314.0,0.0,0.0,,1.0,3.4,,2.7
1, 10,200.0,52.0,2.7,24.0,0.0,333.0,,0.0,,1.0,6.3,,2.7
1, 10,200.0,55.0,2.0,34.0,0.0,317.0,0.0,0.0,,1.0,3.5,,2.0
1, 10,200.0,58.0,1.6,44.0,0.0,315.0,,0.0,,1.0,0.7,,1.6
1, 10,200.0,61.0,0.9,52.0,0.0,315.0,0.0,0.0,,1.0,-1.5,,0.9
1, 10,500.0,4.0,3.2,31.0,0.0,289.0,0.0,0.0,7.5,1.0,5.3,-1.1,3.2
1, 10,500.0,7.0,2.6,41.0,0.0,251.0,,0.0,7.3,1.0,2.8,-3.9,2.6
1, 10,500.0,10.0,1.7,49.0,0.0,231.0,0.0,0.0,,1.0,1.0,,1.7
1, 10,500.0,13.0,2.0,54.0,0.0,225.0,,0.0,,1.0,-0.8,,2.0
1, 10,500.0,16.0,1.9,54.0,0.0,235.0,0.0,0.0,,1.0,-1.1,,1.9
1, 10,500.0,19.0,2.3,48.0,0.0,273.0,,0.0,,1.0,1.1,,2.3
1, 10,500.0,22.0,2.9,30.0,0.0,299.0,0.0,0.0,,1.0,6.5,,2.9
1, 10,500.0,25.0,4.6,20.0,0.0,308.0,,0.0,,1.0,7.4,,4.6
1, 10,500.0,28.0,4.0,24.0,0.0,303.0,0.0,0.0,,1.0,4.3,,4.0
1, 10,500.0,31.0,3.0,30.0,0.0,303.0,,0.0,,1.0,1.1,,3.0
1, 10,500.0,34.0,2.3,35.0,0.0,304.0,0.0,0.0,,1.0,-1.7,,2.3
1, 10,500.0,37.0,2.3,45.0,0.0,309.0,,0.0,,1.0,-3.0,,2.3
1, 10,500.0,40.0,1.9,51.0,0.0,311.0,0.0,0.0,,1.0,-3.9,,1.9
1, 10,500.0,43.0,1.6,46.0,0.0,317.0,,0.0,,1.0,-2.9,,1.6
1, 10,500.0,46.0,2.7,30.0,0.0,314.0,0.0,0.0,,1.0,3.4,,2.7
1, 10,500.0,49.0,2.7,24.0,0.0,333.0,,0.0,,1.0,6.3,,2.7
1, 10,500.0,52.0,2.0,34.0,0.0,317.0,0.0,0.0,,1.0,3.5,,2.0
1, 10,500.0,55.0,1.6,44.0,0.0,315.0,,0.0,,1.0,0.7,,1.6
1, 10,500.0,58.0,0.9,52.0,0.0,315.0,0.0,0.0,,1.0,-1.5,,0.9
1, 10,800.0,4.0,2.7,44.0,0.0,234.0,,0.0,7.4,1.0,3.0,-0.9,2.7
1, 10,800.0,7.0,1.9,49.0,0.0,242.0,0.0,0.0,6.3,1.0,1.1,-3.9,1.9
1, 10,800.0,10.0,2.0,54.0,0.0,233.0,,0.0,,1.0,0.0,,2.0
1, 10,800.0,13.0,2.0,58.0,0.0,238.0,0.0,0.0,,1.0,0.0,,2.0
1, 10,800.0,16.0,3.0,50.0,0.0,229.0,,16.0,,3.0,2.2,,3.0
1, 10,800.0,19.0,3.6,30.0,0.0,298.0,0.0,0.0,,1.0,5.8,,3.6
1, 10,800.0,22.0,4.6,20.0,0.0,306.0,,0.0,,1.0,7.1,,4.6
1, 10,800.0,25.0,4.0,25.0,0.0,304.0,0.0,0.0,,1.0,4.1,,4.0
1, 10,800.0,28.0,3.0,33.0,0.0,301.0,,0.0,,1.0,1.4,,3.0
1, 10,800.0,31.0,2.6,40.0,0.0,305.0,0.0,0.0,,1.0,-0.8,,2.6
1, 10,800.0,34.0,1.9,46.0,0.0,308.0,,0.0,,1.0,-2.6,,1.9
1, 10,800.0,37.0,1.9,47.0,0.0,310.0,0.0,0.0,,1.0,-3.6,,1.9
1, 10,800.0,40.0,2.2,46.0,0.0,311.0,,0.0,,1.0,-1.9,,2.2
1, 10,800.0,43.0,2.9,31.0,0.0,318.0,0.0,0.0,,1.0,3.3,,2.9
1, 10,800.0,46.0,4.0,25.0,0.0,329.0,,0.0,,1.0,5.3,,4.0
1, 10,800.0,49.0,3.9,31.0,0.0,313.0,0.0,0.0,,1.0,2.4,,3.9
1, 10,800.0,52.0,2.9,39.0,0.0,318.0,,0.0,,1.0,0.3,,2.9
1, 10,800.0,55.0,2.2,44.0,0.0,314.0,0.0,0.0,,1.0,-1.5,,2.2
1, 10,1100.0,4.0,1.9,49.0,0.0,242.0,0.0,0.0,7.4,1.0,0.8,-0.9,1.9
1, 10,1100.0,7.0,2.0,54.0,0.0,233.0,,0.0,6.3,1.0,0.0,-3.9,2.0
1, 10,1100.0,10.0,2.0,58.0,0.0,238.0,0.0,0.0,,1.0,0.0,,2.0
1, 10,1100.0,13.0,3.0,50.0,0.0,229.0,,16.0,,3.0,2.2,,3.0
1, 10,1100.0,16.0,3.6,30.0,0.0,298.0,0.0,0.0,,1.0,5.8,,3.6
1, 10,1100.0,19.0,4.6,20.0,0.0,306.0,,0.0,,1.0,7.1,,4.6
1, 10,1100.0,22.0,4.0,25.0,0.0,304.0,0.0,0.0,,1.0,4.1,,4.0
1, 10,1100.0,25.0,3.0,33.0,0.0,301.0,,0.0,,1.0,1.4,,3.0
1, 10,1100.0,28.0,2.6,40.0,0.0,305.0,0.0,0.0,,1.0,-0.8,,2.6
1, 10,1100.0,31.0,1.9,46.0,0.0,308.0,,0.0,,1.0,-2.6,,1.9
1, 10,1100.0,34.0,1.9,47.0,0.0,310.0,0.0,0.0,,1.0,-3.6,,1.9
1, 10,1100.0,37.0,2.2,46.0,0.0,311.0,,0.0,,1.0,-1.9,,2.2
1, 10,1100.0,40.0,2.9,31.0,0.0,318.0,0.0,0.0,,1.0,3.3,,2.9
1, 10,1100.0,43.0,4.0,25.0,0.0,329.0,,0.0,,1.0,5.3,,4.0
1, 10,1100.0,46.0,3.9,31.0,0.0,313.0,0.0,0.0,,1.0,2.4,,3.9
1, 10,1100.0,49.0,2.9,39.0,0.0,318.0,,0.0,,1.0,0.3,,2.9
1, 10,1100.0,52.0,2.2,44.0,0.0,314.0,0.0,0.0,,1.0,-1.5,,2.2
1, 10,1400.0,4.0,2.0,54.0,0.0,233.0,,0.0,7.4,1.0,-0.1,-0.9,2.0
1, 10,1400.0,7.0,2.0,58.0,0.0,238.0,0.0,0.0,6.3,1.0,-0.7,-3.9,2.0
1, 10,1400.0,10.0,3.0,50.0,0.0,229.0,,9.0,,2.0,2.2,,3.0
1, 10,1400.0,13.0,3.6,30.0,0.0,298.0,0.0,0.0,,1.0,5.8,,3.6
1, 10,1400.0,16.0,4.6,20.0,0.0,306.0,,0.0,,1.0,7.1,,4.6
1, 10,1400.0,19.0,4.0,25.0,0.0,304.0,0.0,0.0,,1.0,4.1,,4.0
1, 10,1400.0,22.0,3.0,33.0,0.0,301.0,,0.0,,1.0,1.4,,3.0
1, 10,1400.0,25.0,2.6,40.0,0.0,305.0,0.0,0.0,,1.0,-0.8,,2.6
1, 10,1400.0,28.0,1.9,46.0,0.0,308.0,,0.0,,1.0,-2.7,,1.9
1, 10,1400.0,31.0,1.9,47.0,0.0,310.0,0.0,0.0,,1.0,-3.6,,1.9
1, 10,1400.0,34.0,2.2,46.0,0.0,311.0,,0.0,,1.0,-1.9,,2.2
1, 10,1400.0,37.0,2.9,31.0,0.0,318.0,0.0,0.0,,1.0,3.3,,2.9
1, 10,1400.0,40.0,4.0,25.0,0.0,329.0,,0.0,,1.0,5.3,,4.0
1, 10,1400.0,43.0,3.9,31.0,0.0,313.0,0.0,0.0,,1.0,2.4,,3.9
1, 10,1400.0,46.0,2.9,39.0,0.0,318.0,,0.0,,1.0,0.3,,2.9
1, 10,1400.0,49.0,2.2,44.0,0.0,314.0,0.0,0.0,,1.0,-1.5,,2.2
1, 10,1700.0,4.0,2.0,58.0,0.0,238.0,0.0,0.0,7.5,1.0,-0.7,-0.9,2.0
1, 10,1700.0,7.0,3.0,50.0,0.0,229.0,,9.0,6.3,2.0,2.2,-3.9,3.0
1, 10,1700.0,10.0,3.6,30.0,0.0,298.0,0.0,0.0,,1.0,5.8,,3.6
1, 10,1700.0,13.0,4.6,20.0,0.0,306.0,,0.0,,1.0,7.1,,4.6
1, 10,1700.0,16.0,4.0,25.0,0.0,304.0,0.0,0.0,,1.0,4.1,,4.0
1, 10,1700.0,19.0,3.0,33.0,0.0,301.0,,0.0,,1.0,1.4,,3.0
1, 10,1700.0,22.0,2.6,40.0,0.0,305.0,0.0,0.0,,1.0,-0.8,,2.6
1, 10,1700.0,25.0,1.9,46.0,0.0,308.0,,0.0,,1.0,-2.7,,1.9
1, 10,1700.0,28.0,1.9,47.0,0.0,310.0,0.0,0.0,,1.0,-3.6,,1.9
1, 10,1700.0,31.0,2.2,46.0,0.0,311.0,,0.0,,1.0,-1.9,,2.2
1, 10,1700.0,34.0,2.9,31.0,0.0,318.0,0.0,0.0,,1.0,3.3,,2.9
1, 10,1700.0,37.0,4.0,25.0,0.0,329.0,,0.0,,1.0,5.3,,4.0
1, 10,1700.0,40.0,3.9,31.0,0.0,313.0,0.0,0.0,,1.0,2.4,,3.9
1, 10,1700.0,43.0,2.9,39.0,0.0,318.0,,0.0,,1.0,0.3,,2.9
1, 10,1700.0,46.0,2.2,44.0,0.0,314.0,0.0,0.0,,1.0,-1.5,,2.2
1, 10,2000.0,4.0,1.1,49.0,0.0,239.0,,0.0,7.5,1.0,2.0,-3.8,1.1
1, 10,2000.0,7.0,3.0,30.0,0.0,297.0,0.0,0.0,6.3,1.0,5.8,-3.3,3.0
1, 10,2000.0,10.0,4.6,21.0,0.0,307.0,,0.0,10.8,1.0,7.0,,4.6
1, 10,2000.0,13.0,3.6,26.0,0.0,310.0,0.0,0.0,,1.0,4.1,,3.6
1, 10,2000.0,16.0,2.3,34.0,0.0,303.0,,0.0,,1.0,1.4,,2.3
1, 10,2000.0,19.0,1.6,41.0,0.0,310.0,0.0,0.0,,1.0,-0.8,,1.6
1, 10,2000.0,22.0,2.2,46.0,0.0,310.0,,0.0,,1.0,-2.1,,2.2
1, 10,2000.0,25.0,1.7,48.0,0.0,310.0,0.0,0.0,,1.0,-3.1,,1.7
1, 10,2000.0,28.0,1.7,46.0,0.0,315.0,,0.0,,1.0,-1.9,,1.7
1, 10,2000.0,31.0,1.8,31.0,0.0,332.0,0.0,0.0,,1.0,3.3,,1.8
1, 10,2000.0,34.0,2.1,24.0,0.0,340.0,,0.0,,1.0,5.2,,2.1
1, 10,2000.0,37.0,2.6,31.0,0.0,331.0,0.0,0.0,,1.0,2.6,,2.6
1, 10,2000.0,40.0,1.8,39.0,0.0,306.0,,0.0,,1.0,0.2,,1.8
1, 10,2000.0,43.0,1.1,49.0,0.0,297.0,0.0,0.0,,1.0,-0.8,,1.1
1, 10,2000.0,46.0,0.9,56.0,0.0,320.0,,0.0,,1.0,-1.7,,0.9
1, 10,2000.0,49.0,0.9,59.0,0.0,313.0,0.0,0.0,,1.0,-2.7,,0.9
1, 10,2000.0,52.0,0.7,52.0,0.0,294.0,,0.0,,1.0,-0.4,,0.7
1, 10,2000.0,55.0,2.8,25.0,0.0,271.0,0.0,0.0,,1.0,7.1,,2.8
