month, format: day,hour,forecast,6시간적설,습도,강수형태,풍향,6시간강수량,강수확률,일최고기온,하늘상태,3시간기온,일최저기온,풍속
4, 16,1100.0,40.0,0.9,27.0,0.0,242.0,0.0,20.0,,3.0,20.0,,0.9
4, 16,1100.0,43.0,3.0,33.0,0.0,218.0,,20.0,,3.0,20.700001,,3.0
4, 16,1100.0,46.0,3.4,64.0,0.0,213.0,0.0,20.0,,3.0,19.1,,3.4
4, 16,1100.0,49.0,2.3,70.0,0.0,217.0,,30.0,,4.0,17.1,,2.3
4, 16,1100.0,52.0,1.0,70.0,0.0,240.0,0.0,30.0,,4.0,15.4,,1.0
4, 16,1400.0,4.0,4.0,55.0,0.0,218.0,,0.0,20.4,1.0,8.4,7.7,4.0
4, 16,1400.0,7.0,2.0,58.0,0.0,232.0,0.0,0.0,21.0,1.0,7.7,9.6,2.0
4, 16,1400.0,10.0,2.0,40.0,0.0,223.0,,0.0,,1.0,13.4,,2.0
4, 16,1400.0,13.0,2.3,21.0,0.0,289.0,0.0,0.0,,1.0,17.700001,,2.3
4, 16,1400.0,16.0,3.6,27.0,0.0,277.0,,1.0,,1.0,19.4,,3.6
4, 16,1400.0,19.0,4.0,44.0,0.0,272.0,0.0,10.0,,2.0,17.0,,4.0
4, 16,1400.0,22.0,3.0,49.0,0.0,228.0,,10.0,,2.0,14.8,,3.0
4, 16,1400.0,25.0,1.3,55.0,0.0,238.0,0.0,10.0,,2.0,12.1,,1.3
4, 16,1400.0,28.0,1.0,60.0,0.0,236.0,,10.0,,2.0,11.3,,1.0
4, 16,1400.0,31.0,0.9,60.0,0.0,261.0,0.0,10.0,,2.0,9.6,,0.9
4, 16,1400.0,34.0,1.0,32.0,0.0,286.0,,10.0,,2.0,16.200001,,1.0
4, 16,1400.0,37.0,0.9,27.0,0.0,242.0,0.0,20.0,,3.0,20.0,,0.9
4, 16,1400.0,40.0,3.0,33.0,0.0,218.0,,20.0,,3.0,20.700001,,3.0
4, 16,1400.0,43.0,3.4,64.0,0.0,213.0,0.0,20.0,,3.0,19.1,,3.4
4, 16,1400.0,46.0,2.3,70.0,0.0,217.0,,30.0,,4.0,17.0,,2.3
4, 16,1400.0,49.0,1.0,70.0,0.0,240.0,0.0,30.0,,4.0,15.3,,1.0
4, 16,1700.0,4.0,2.0,58.0,0.0,232.0,0.0,0.0,20.4,1.0,7.7,7.7,2.0
4, 16,1700.0,7.0,2.0,40.0,0.0,223.0,,0.0,21.0,1.0,13.4,9.6,2.0
4, 16,1700.0,10.0,2.3,21.0,0.0,289.0,0.0,0.0,,1.0,17.700001,,2.3
4, 16,1700.0,13.0,3.6,27.0,0.0,277.0,,1.0,,1.0,19.4,,3.6
4, 16,1700.0,16.0,4.0,44.0,0.0,272.0,0.0,10.0,,2.0,17.0,,4.0
4, 16,1700.0,19.0,3.0,49.0,0.0,228.0,,10.0,,2.0,14.8,,3.0
4, 16,1700.0,22.0,1.3,55.0,0.0,238.0,0.0,10.0,,2.0,12.1,,1.3
4, 16,1700.0,25.0,1.0,60.0,0.0,236.0,,10.0,,2.0,11.3,,1.0
4, 16,1700.0,28.0,0.9,60.0,0.0,261.0,0.0,10.0,,2.0,9.6,,0.9
4, 16,1700.0,31.0,1.0,32.0,0.0,286.0,,10.0,,2.0,16.200001,,1.0
4, 16,1700.0,34.0,0.9,27.0,0.0,242.0,0.0,20.0,,3.0,20.0,,0.9
4, 16,1700.0,37.0,3.0,33.0,0.0,218.0,,20.0,,3.0,20.700001,,3.0
4, 16,1700.0,40.0,3.4,64.0,0.0,213.0,0.0,20.0,,3.0,19.1,,3.4
4, 16,1700.0,43.0,2.3,70.0,0.0,217.0,,30.0,,4.0,17.0,,2.3
4, 16,1700.0,46.0,1.0,70.0,0.0,240.0,0.0,30.0,,4.0,15.3,,1.0
4, 16,2000.0,4.0,1.6,35.0,0.0,275.0,,0.0,20.200001,1.0,12.6,9.6,1.6
4, 16,2000.0,7.0,1.5,17.0,0.0,301.0,0.0,0.0,21.4,1.0,18.700001,13.7,1.5
4, 16,2000.0,10.0,1.0,26.0,0.0,286.0,,0.0,16.6,1.0,19.200001,,1.0
4, 16,2000.0,13.0,3.0,30.0,0.0,236.0,0.0,10.0,,2.0,17.799999,,3.0
4, 16,2000.0,16.0,3.0,38.0,0.0,217.0,,10.0,,2.0,14.8,,3.0
4, 16,2000.0,19.0,1.3,47.0,0.0,230.0,0.0,10.0,,2.0,12.5,,1.3
4, 16,2000.0,22.0,0.9,46.0,0.0,247.0,,10.0,,2.0,10.7,,0.9
4, 16,2000.0,25.0,0.9,51.0,0.0,268.0,0.0,10.0,,2.0,9.6,,0.9
4, 16,2000.0,28.0,0.9,28.0,0.0,282.0,,10.0,,2.0,15.4,,0.9
4, 16,2000.0,31.0,0.9,22.0,0.0,230.0,0.0,10.0,,2.0,20.1,,0.9
4, 16,2000.0,34.0,3.0,32.0,0.0,197.0,,20.0,,3.0,20.799999,,3.0
4, 16,2000.0,37.0,3.0,29.0,0.0,202.0,0.0,20.0,,3.0,18.4,,3.0
4, 16,2000.0,40.0,1.9,62.0,0.0,201.0,,30.0,,4.0,15.5,,1.9
4, 16,2000.0,43.0,2.0,85.0,1.0,159.0,5.0,61.0,,4.0,14.6,,2.0
4, 16,2000.0,46.0,1.2,90.0,1.0,168.0,,70.0,,4.0,14.0,,1.2
4, 16,2000.0,49.0,1.3,94.0,1.0,144.0,5.0,70.0,,4.0,14.0,,1.3
4, 16,2000.0,52.0,2.7,90.0,1.0,167.0,,80.0,,4.0,14.9,,2.7
4, 16,2000.0,55.0,4.0,92.0,1.0,178.0,20.0,90.0,,4.0,15.7,,4.0
4, 16,2000.0,58.0,4.0,85.0,1.0,171.0,,90.0,,4.0,16.200001,,4.0
4, 16,2000.0,61.0,4.1,86.0,1.0,177.0,40.0,90.0,,4.0,16.299999,,4.1
4, 16,2000.0,64.0,3.2,90.0,1.0,209.0,,80.0,,4.0,15.9,,3.2
4, 16,2000.0,67.0,2.4,95.0,1.0,39.0,10.0,70.0,,4.0,15.6,,2.4
4, 16,2300.0,4.0,1.5,17.0,0.0,301.0,0.0,0.0,20.200001,1.0,18.0,9.6,1.5
4, 16,2300.0,7.0,1.0,26.0,0.0,286.0,,0.0,21.4,1.0,19.200001,13.7,1.0
4, 16,2300.0,10.0,3.0,30.0,0.0,236.0,0.0,10.0,16.6,2.0,17.799999,,3.0
4, 16,2300.0,13.0,3.0,38.0,0.0,217.0,,10.0,,2.0,14.8,,3.0
4, 16,2300.0,16.0,1.3,47.0,0.0,230.0,0.0,10.0,,2.0,12.5,,1.3
4, 16,2300.0,19.0,0.9,46.0,0.0,247.0,,10.0,,2.0,10.7,,0.9
4, 16,2300.0,22.0,0.9,51.0,0.0,268.0,0.0,10.0,,2.0,9.6,,0.9
4, 16,2300.0,25.0,0.9,28.0,0.0,282.0,,10.0,,2.0,15.4,,0.9
4, 16,2300.0,28.0,0.9,22.0,0.0,230.0,0.0,10.0,,2.0,20.1,,0.9
4, 16,2300.0,31.0,3.0,32.0,0.0,197.0,,20.0,,3.0,20.799999,,3.0
4, 16,2300.0,34.0,3.0,29.0,0.0,202.0,0.0,20.0,,3.0,18.4,,3.0
4, 16,2300.0,37.0,1.9,62.0,0.0,201.0,,30.0,,4.0,15.5,,1.9
4, 16,2300.0,40.0,2.0,85.0,1.0,159.0,1.0,60.0,,4.0,14.6,,2.0
4, 16,2300.0,43.0,1.2,90.0,1.0,168.0,,70.0,,4.0,14.0,,1.2
4, 16,2300.0,46.0,1.3,94.0,1.0,144.0,5.0,70.0,,4.0,14.0,,1.3
4, 16,2300.0,49.0,2.7,90.0,1.0,167.0,,80.0,,4.0,14.9,,2.7
4, 16,2300.0,52.0,4.0,92.0,1.0,178.0,20.0,90.0,,4.0,15.7,,4.0
4, 16,2300.0,55.0,4.0,85.0,1.0,171.0,,90.0,,4.0,16.200001,,4.0
4, 16,2300.0,58.0,4.1,86.0,1.0,177.0,40.0,90.0,,4.0,16.299999,,4.1
4, 16,2300.0,61.0,3.2,90.0,1.0,209.0,,80.0,,4.0,15.9,,3.2
4, 16,2300.0,64.0,2.4,95.0,1.0,39.0,10.0,70.0,,4.0,15.6,,2.4
4, 17,200.0,4.0,1.0,26.0,0.0,286.0,,0.0,20.200001,1.0,19.200001,9.6,1.0
4, 17,200.0,7.0,3.0,30.0,0.0,236.0,0.0,10.0,21.4,2.0,17.799999,13.7,3.0
4, 17,200.0,10.0,3.0,38.0,0.0,217.0,,10.0,16.6,2.0,14.8,,3.0
4, 17,200.0,13.0,1.3,47.0,0.0,230.0,0.0,10.0,,2.0,12.5,,1.3
4, 17,200.0,16.0,0.9,46.0,0.0,247.0,,10.0,,2.0,10.7,,0.9
4, 17,200.0,19.0,0.9,51.0,0.0,268.0,0.0,10.0,,2.0,9.6,,0.9
4, 17,200.0,22.0,0.9,28.0,0.0,281.0,,10.0,,2.0,15.4,,0.9
4, 17,200.0,25.0,0.9,22.0,0.0,229.0,0.0,10.0,,2.0,20.1,,0.9
4, 17,200.0,28.0,3.0,32.0,0.0,197.0,,20.0,,3.0,20.799999,,3.0
4, 17,200.0,31.0,3.0,29.0,0.0,202.0,0.0,20.0,,3.0,18.4,,3.0
4, 17,200.0,34.0,1.9,62.0,0.0,201.0,,30.0,,4.0,15.5,,1.9
4, 17,200.0,37.0,2.0,85.0,1.0,159.0,1.0,60.0,,4.0,14.6,,2.0
4, 17,200.0,40.0,1.2,90.0,1.0,168.0,,70.0,,4.0,14.0,,1.2
4, 17,200.0,43.0,1.3,94.0,1.0,144.0,5.0,70.0,,4.0,14.0,,1.3
4, 17,200.0,46.0,2.7,90.0,1.0,168.0,,80.0,,4.0,14.9,,2.7
4, 17,200.0,49.0,4.1,92.0,1.0,178.0,20.0,90.0,,4.0,15.7,,4.1
4, 17,200.0,52.0,4.0,85.0,1.0,171.0,,90.0,,4.0,16.200001,,4.0
4, 17,200.0,55.0,4.1,86.0,1.0,177.0,40.0,90.0,,4.0,16.299999,,4.1
4, 17,200.0,58.0,3.2,90.0,1.0,209.0,,80.0,,4.0,15.9,,3.2
4, 17,200.0,61.0,2.4,95.0,1.0,39.0,10.0,70.0,,4.0,15.6,,2.4
4, 17,500.0,4.0,3.0,30.0,0.0,236.0,0.0,10.0,21.4,2.0,17.799999,9.6,3.0
4, 17,500.0,7.0,3.0,38.0,0.0,217.0,,10.0,16.6,2.0,14.8,13.7,3.0
4, 17,500.0,10.0,1.3,47.0,0.0,230.0,0.0,10.0,,2.0,12.5,,1.3
4, 17,500.0,13.0,0.9,46.0,0.0,247.0,,10.0,,2.0,10.7,,0.9
4, 17,500.0,16.0,0.9,51.0,0.0,268.0,0.0,10.0,,2.0,9.6,,0.9
4, 17,500.0,19.0,0.9,28.0,0.0,281.0,,10.0,,2.0,15.4,,0.9
4, 17,500.0,22.0,0.9,22.0,0.0,229.0,0.0,10.0,,2.0,20.1,,0.9
4, 17,500.0,25.0,3.0,32.0,0.0,197.0,,20.0,,3.0,20.799999,,3.0
4, 17,500.0,28.0,3.0,29.0,0.0,202.0,0.0,20.0,,3.0,18.4,,3.0
4, 17,500.0,31.0,1.9,62.0,0.0,201.0,,30.0,,4.0,15.5,,1.9
4, 17,500.0,34.0,2.0,85.0,1.0,159.0,1.0,60.0,,4.0,14.6,,2.0
4, 17,500.0,37.0,1.2,90.0,1.0,168.0,,70.0,,4.0,14.0,,1.2
4, 17,500.0,40.0,1.3,94.0,1.0,144.0,5.0,70.0,,4.0,14.0,,1.3
4, 17,500.0,43.0,2.6,90.0,1.0,168.0,,80.0,,4.0,14.9,,2.6
4, 17,500.0,46.0,4.1,92.0,1.0,178.0,20.0,90.0,,4.0,15.7,,4.1
4, 17,500.0,49.0,4.0,85.0,1.0,171.0,,90.0,,4.0,16.200001,,4.0
4, 17,500.0,52.0,4.1,86.0,1.0,177.0,40.0,90.0,,4.0,16.299999,,4.1
4, 17,500.0,55.0,3.2,90.0,1.0,209.0,,80.0,,4.0,15.9,,3.2
4, 17,500.0,58.0,2.4,95.0,1.0,39.0,10.0,70.0,,4.0,15.6,,2.4
4, 17,800.0,4.0,2.9,33.0,0.0,219.0,,10.0,20.700001,2.0,14.5,8.7,2.9
4, 17,800.0,7.0,1.2,44.0,0.0,237.0,0.0,10.0,17.6,2.0,12.1,13.5,1.2
4, 17,800.0,10.0,0.8,49.0,0.0,271.0,,10.0,,2.0,10.4,,0.8
4, 17,800.0,13.0,0.9,50.0,0.0,289.0,0.0,10.0,,2.0,9.0,,0.9
4, 17,800.0,16.0,0.9,33.0,0.0,251.0,,10.0,,2.0,15.2,,0.9
4, 17,800.0,19.0,1.3,26.0,0.0,187.0,0.0,20.0,,3.0,19.799999,,1.3
4, 17,800.0,22.0,5.1,36.0,0.0,202.0,,20.0,,3.0,19.6,,5.1
4, 17,800.0,25.0,6.5,42.0,0.0,200.0,0.0,30.0,,4.0,17.1,,6.5
4, 17,800.0,28.0,6.1,83.0,1.0,196.0,,60.0,,4.0,14.5,,6.1
4, 17,800.0,31.0,6.4,96.0,1.0,187.0,5.0,70.0,,4.0,14.6,,6.4
4, 17,800.0,34.0,7.2,95.0,1.0,189.0,,70.0,,4.0,14.8,,7.2
4, 17,800.0,37.0,7.0,95.0,1.0,184.0,10.0,70.0,,4.0,14.9,,7.0
4, 17,800.0,40.0,7.1,90.0,1.0,195.0,,70.0,,4.0,16.0,,7.1
4, 17,800.0,43.0,7.1,87.0,1.0,197.0,10.0,80.0,,4.0,17.299999,,7.1
4, 17,800.0,46.0,8.1,87.0,1.0,208.0,,90.0,,4.0,17.4,,8.1
4, 17,800.0,49.0,7.3,90.0,1.0,42.0,40.0,90.0,,4.0,16.9,,7.3
4, 17,800.0,52.0,7.5,92.0,1.0,33.0,,80.0,,4.0,13.4,,7.5
4, 17,800.0,55.0,7.0,90.0,1.0,13.0,20.0,60.0,,4.0,11.8,,7.0
4, 17,1100.0,4.0,1.2,44.0,0.0,237.0,0.0,10.0,20.700001,2.0,12.1,8.7,1.2
4, 17,1100.0,7.0,0.8,49.0,0.0,271.0,,10.0,17.6,2.0,10.4,13.5,0.8
4, 17,1100.0,10.0,0.9,50.0,0.0,289.0,0.0,10.0,,2.0,9.0,,0.9
4, 17,1100.0,13.0,0.9,33.0,0.0,251.0,,10.0,,2.0,15.2,,0.9
4, 17,1100.0,16.0,1.3,26.0,0.0,187.0,0.0,20.0,,3.0,19.799999,,1.3
4, 17,1100.0,19.0,5.1,36.0,0.0,202.0,,20.0,,3.0,19.6,,5.1
4, 17,1100.0,22.0,6.5,42.0,0.0,200.0,0.0,30.0,,4.0,17.1,,6.5
4, 17,1100.0,25.0,6.1,83.0,1.0,196.0,,60.0,,4.0,14.5,,6.1
4, 17,1100.0,28.0,6.4,96.0,1.0,187.0,5.0,70.0,,4.0,14.6,,6.4
4, 17,1100.0,31.0,7.2,95.0,1.0,189.0,,70.0,,4.0,14.8,,7.2
4, 17,1100.0,34.0,7.0,95.0,1.0,184.0,10.0,70.0,,4.0,14.9,,7.0
4, 17,1100.0,37.0,7.1,90.0,1.0,195.0,,70.0,,4.0,16.0,,7.1
4, 17,1100.0,40.0,7.1,87.0,1.0,197.0,10.0,90.0,,4.0,17.299999,,7.1
4, 17,1100.0,43.0,8.1,87.0,1.0,208.0,,90.0,,4.0,17.4,,8.1
4, 17,1100.0,46.0,7.3,90.0,1.0,42.0,40.0,90.0,,4.0,16.9,,7.3
4, 17,1100.0,49.0,7.5,92.0,1.0,33.0,,80.0,,4.0,13.4,,7.5
4, 17,1100.0,52.0,7.0,90.0,1.0,13.0,20.0,60.0,,4.0,11.8,,7.0
4, 17,1400.0,4.0,0.8,49.0,0.0,271.0,,10.0,20.700001,1.0,10.5,8.7,0.8
4, 17,1400.0,7.0,0.9,50.0,0.0,289.0,0.0,10.0,17.6,2.0,9.0,13.5,0.9
4, 17,1400.0,10.0,0.9,33.0,0.0,251.0,,10.0,,2.0,15.2,,0.9
4, 17,1400.0,13.0,1.3,26.0,0.0,187.0,0.0,20.0,,3.0,19.799999,,1.3
4, 17,1400.0,16.0,5.1,36.0,0.0,202.0,,20.0,,3.0,19.6,,5.1
4, 17,1400.0,19.0,6.5,42.0,0.0,200.0,0.0,30.0,,4.0,17.1,,6.5
4, 17,1400.0,22.0,6.1,83.0,1.0,196.0,,60.0,,4.0,14.5,,6.1
4, 17,1400.0,25.0,6.4,96.0,1.0,187.0,5.0,70.0,,4.0,14.6,,6.4
4, 17,1400.0,28.0,7.2,95.0,1.0,189.0,,70.0,,4.0,14.8,,7.2
4, 17,1400.0,31.0,7.0,95.0,1.0,184.0,10.0,70.0,,4.0,14.9,,7.0
4, 17,1400.0,34.0,7.1,90.0,1.0,195.0,,70.0,,4.0,16.0,,7.1
4, 17,1400.0,37.0,7.1,87.0,1.0,197.0,10.0,90.0,,4.0,17.299999,,7.1
4, 17,1400.0,40.0,8.1,87.0,1.0,208.0,,90.0,,4.0,17.4,,8.1
4, 17,1400.0,43.0,7.3,90.0,1.0,42.0,40.0,90.0,,4.0,16.9,,7.3
4, 17,1400.0,46.0,7.5,92.0,1.0,33.0,,80.0,,4.0,13.4,,7.5
4, 17,1400.0,49.0,7.0,90.0,1.0,13.0,20.0,60.0,,4.0,11.8,,7.0
4, 17,1700.0,4.0,0.9,50.0,0.0,289.0,0.0,9.0,20.700001,2.0,9.0,8.7,0.9
4, 17,1700.0,7.0,0.9,33.0,0.0,251.0,,10.0,17.6,2.0,15.2,13.5,0.9
4, 17,1700.0,10.0,1.3,26.0,0.0,187.0,0.0,20.0,,3.0,19.799999,,1.3
4, 17,1700.0,13.0,5.1,36.0,0.0,202.0,,20.0,,3.0,19.6,,5.1
4, 17,1700.0,16.0,6.5,42.0,0.0,200.0,0.0,30.0,,4.0,17.1,,6.5
4, 17,1700.0,19.0,6.1,83.0,1.0,196.0,,60.0,,4.0,14.5,,6.1
4, 17,1700.0,22.0,6.4,96.0,1.0,187.0,5.0,70.0,,4.0,14.6,,6.4
4, 17,1700.0,25.0,7.2,95.0,1.0,189.0,,70.0,,4.0,14.8,,7.2
4, 17,1700.0,28.0,7.0,95.0,1.0,184.0,10.0,70.0,,4.0,14.9,,7.0
4, 17,1700.0,31.0,7.1,90.0,1.0,195.0,,70.0,,4.0,16.0,,7.1
4, 17,1700.0,34.0,7.1,87.0,1.0,197.0,10.0,90.0,,4.0,17.299999,,7.1
4, 17,1700.0,37.0,8.1,87.0,1.0,208.0,,90.0,,4.0,17.4,,8.1
4, 17,1700.0,40.0,7.3,90.0,1.0,42.0,40.0,90.0,,4.0,16.9,,7.3
4, 17,1700.0,43.0,7.5,92.0,1.0,33.0,,80.0,,4.0,13.4,,7.5
4, 17,1700.0,46.0,7.0,90.0,1.0,13.0,20.0,60.0,,4.0,11.8,,7.0
4, 17,2000.0,4.0,0.8,33.0,0.0,346.0,,10.0,18.4,2.0,14.2,12.6,0.8
4, 17,2000.0,7.0,0.9,32.0,0.0,190.0,0.0,20.0,16.200001,3.0,17.1,11.7,0.9
4, 17,2000.0,10.0,3.6,35.0,0.0,196.0,,21.0,13.8,3.0,17.700001,,3.6
4, 17,2000.0,13.0,3.7,30.0,0.0,188.0,0.0,30.0,,4.0,16.700001,,3.7
4, 17,2000.0,16.0,2.0,73.0,1.0,194.0,,61.0,,4.0,14.8,,2.0
4, 17,2000.0,19.0,1.1,90.0,1.0,144.0,5.0,61.0,,4.0,13.6,,1.1
4, 17,2000.0,22.0,1.8,95.0,1.0,161.0,,70.0,,4.0,13.6,,1.8
4, 17,2000.0,25.0,0.7,95.0,1.0,177.0,5.0,70.0,,4.0,12.9,,0.7
4, 17,2000.0,28.0,6.4,95.0,1.0,139.0,,80.0,,4.0,12.9,,6.4
4, 17,2000.0,31.0,7.3,100.0,1.0,179.0,10.0,90.0,,4.0,13.9,,7.3
4, 17,2000.0,34.0,6.9,100.0,1.0,166.0,,90.0,,4.0,15.6,,6.9
4, 17,2000.0,37.0,6.3,100.0,1.0,181.0,40.0,90.0,,4.0,15.3,,6.3
4, 17,2000.0,40.0,3.1,95.0,1.0,195.0,,80.0,,4.0,14.8,,3.1
4, 17,2000.0,43.0,2.3,100.0,1.0,34.0,20.0,80.0,,4.0,13.7,,2.3
4, 17,2000.0,46.0,2.5,95.0,1.0,31.0,,80.0,,4.0,12.6,,2.5
4, 17,2000.0,49.0,3.8,85.0,1.0,17.0,5.0,69.0,,4.0,11.7,,3.8
4, 17,2000.0,52.0,3.9,80.0,1.0,8.0,,59.0,,4.0,12.0,,3.9
4, 17,2000.0,55.0,2.9,81.0,1.0,12.0,1.0,60.0,,4.0,12.7,,2.9
4, 17,2000.0,58.0,2.8,74.0,1.0,15.0,,60.0,,4.0,13.2,,2.8
4, 17,2000.0,61.0,2.9,77.0,0.0,8.0,5.0,30.0,,4.0,11.7,,2.9
4, 17,2000.0,64.0,3.0,77.0,0.0,6.0,,20.0,,3.0,10.9,,3.0
4, 17,2000.0,67.0,2.0,75.0,0.0,4.0,0.0,20.0,,3.0,10.2,,2.0
4, 17,2300.0,4.0,0.9,32.0,0.0,190.0,0.0,20.0,18.4,3.0,17.1,12.6,0.9
4, 17,2300.0,7.0,3.6,35.0,0.0,196.0,,21.0,16.200001,3.0,17.700001,11.7,3.6
4, 17,2300.0,10.0,3.7,30.0,0.0,188.0,0.0,30.0,13.8,4.0,16.700001,,3.7
4, 17,2300.0,13.0,2.0,73.0,1.0,194.0,,61.0,,4.0,14.8,,2.0
4, 17,2300.0,16.0,1.1,90.0,1.0,144.0,5.0,61.0,,4.0,13.6,,1.1
4, 17,2300.0,19.0,1.8,95.0,1.0,161.0,,70.0,,4.0,13.6,,1.8
4, 17,2300.0,22.0,0.7,95.0,1.0,177.0,5.0,70.0,,4.0,12.9,,0.7
4, 17,2300.0,25.0,6.4,95.0,1.0,139.0,,80.0,,4.0,12.9,,6.4
4, 17,2300.0,28.0,7.3,100.0,1.0,179.0,10.0,90.0,,4.0,13.9,,7.3
4, 17,2300.0,31.0,6.9,100.0,1.0,166.0,,90.0,,4.0,15.6,,6.9
4, 17,2300.0,34.0,6.3,100.0,1.0,181.0,40.0,90.0,,4.0,15.3,,6.3
4, 17,2300.0,37.0,3.1,95.0,1.0,195.0,,80.0,,4.0,14.8,,3.1
4, 17,2300.0,40.0,2.3,100.0,1.0,34.0,20.0,80.0,,4.0,13.7,,2.3
4, 17,2300.0,43.0,2.5,95.0,1.0,31.0,,80.0,,4.0,12.6,,2.5
4, 17,2300.0,46.0,3.8,85.0,1.0,17.0,5.0,69.0,,4.0,11.7,,3.8
4, 17,2300.0,49.0,3.9,80.0,1.0,8.0,,59.0,,4.0,12.0,,3.9
4, 17,2300.0,52.0,2.9,81.0,1.0,12.0,1.0,60.0,,4.0,12.7,,2.9
4, 17,2300.0,55.0,2.8,74.0,1.0,15.0,,60.0,,4.0,13.2,,2.8
4, 17,2300.0,58.0,2.9,77.0,0.0,8.0,5.0,30.0,,4.0,11.7,,2.9
4, 17,2300.0,61.0,3.0,77.0,0.0,6.0,,20.0,,3.0,10.9,,3.0
4, 17,2300.0,64.0,2.0,75.0,0.0,4.0,0.0,20.0,,3.0,10.2,,2.0
4, 18,200.0,4.0,3.7,28.0,0.0,195.0,,21.0,18.4,3.0,17.6,12.6,3.7
4, 18,200.0,7.0,3.7,41.0,0.0,188.0,0.0,30.0,16.200001,4.0,16.0,11.7,3.7
4, 18,200.0,10.0,2.0,73.0,1.0,193.0,,61.0,13.8,4.0,14.8,,2.0
4, 18,200.0,13.0,1.2,90.0,1.0,143.0,5.0,70.0,,4.0,13.6,,1.2
4, 18,200.0,16.0,1.9,95.0,1.0,161.0,,70.0,,4.0,13.6,,1.9
4, 18,200.0,19.0,0.7,95.0,1.0,176.0,5.0,70.0,,4.0,12.9,,0.7
4, 18,200.0,22.0,6.4,95.0,1.0,140.0,,80.0,,4.0,12.9,,6.4
4, 18,200.0,25.0,7.2,100.0,1.0,180.0,10.0,90.0,,4.0,13.9,,7.2
4, 18,200.0,28.0,6.8,100.0,1.0,166.0,,90.0,,4.0,15.6,,6.8
4, 18,200.0,31.0,6.2,100.0,1.0,181.0,40.0,90.0,,4.0,15.3,,6.2
4, 18,200.0,34.0,3.1,95.0,1.0,195.0,,80.0,,4.0,14.8,,3.1
4, 18,200.0,37.0,2.4,100.0,1.0,34.0,20.0,80.0,,4.0,13.7,,2.4
4, 18,200.0,40.0,2.5,95.0,1.0,30.0,,80.0,,4.0,12.6,,2.5
4, 18,200.0,43.0,3.8,85.0,1.0,17.0,5.0,69.0,,4.0,11.7,,3.8
4, 18,200.0,46.0,3.8,80.0,1.0,8.0,,59.0,,4.0,12.0,,3.8
4, 18,200.0,49.0,2.8,81.0,1.0,12.0,1.0,60.0,,4.0,12.7,,2.8
4, 18,200.0,52.0,2.8,74.0,1.0,15.0,,60.0,,4.0,13.2,,2.8
4, 18,200.0,55.0,2.8,77.0,0.0,8.0,5.0,30.0,,4.0,11.7,,2.8
4, 18,200.0,58.0,2.9,77.0,0.0,6.0,,20.0,,3.0,10.9,,2.9
4, 18,200.0,61.0,1.9,75.0,0.0,3.0,0.0,20.0,,3.0,10.2,,1.9
4, 18,500.0,4.0,3.7,41.0,0.0,188.0,0.0,30.0,16.200001,4.0,16.0,12.6,3.7
4, 18,500.0,7.0,2.0,73.0,1.0,193.0,,61.0,13.8,4.0,14.8,11.7,2.0
4, 18,500.0,10.0,1.2,90.0,1.0,143.0,5.0,70.0,,4.0,13.6,,1.2
4, 18,500.0,13.0,1.9,95.0,1.0,161.0,,70.0,,4.0,13.6,,1.9
4, 18,500.0,16.0,0.7,95.0,1.0,176.0,5.0,70.0,,4.0,12.9,,0.7
4, 18,500.0,19.0,6.4,95.0,1.0,140.0,,80.0,,4.0,12.9,,6.4
4, 18,500.0,22.0,7.2,100.0,1.0,180.0,10.0,90.0,,4.0,13.9,,7.2
4, 18,500.0,25.0,6.8,100.0,1.0,166.0,,90.0,,4.0,15.6,,6.8
4, 18,500.0,28.0,6.2,100.0,1.0,181.0,40.0,90.0,,4.0,15.3,,6.2
4, 18,500.0,31.0,3.1,95.0,1.0,195.0,,80.0,,4.0,14.8,,3.1
4, 18,500.0,34.0,2.4,100.0,1.0,34.0,20.0,80.0,,4.0,13.7,,2.4
4, 18,500.0,37.0,2.5,95.0,1.0,30.0,,80.0,,4.0,12.6,,2.5
4, 18,500.0,40.0,3.8,85.0,1.0,17.0,5.0,69.0,,4.0,11.7,,3.8
4, 18,500.0,43.0,3.8,80.0,1.0,8.0,,59.0,,4.0,12.0,,3.8
4, 18,500.0,46.0,2.8,81.0,1.0,12.0,1.0,60.0,,4.0,12.7,,2.8
4, 18,500.0,49.0,2.8,74.0,1.0,15.0,,60.0,,4.0,13.2,,2.8
4, 18,500.0,52.0,2.8,77.0,0.0,8.0,5.0,30.0,,4.0,11.7,,2.8
4, 18,500.0,55.0,2.9,77.0,0.0,6.0,,20.0,,3.0,10.9,,2.9
4, 18,500.0,58.0,1.9,75.0,0.0,3.0,0.0,20.0,,3.0,10.2,,1.9
4, 18,800.0,4.0,2.9,65.0,1.0,121.0,,61.0,16.299999,4.0,15.4,12.7,2.9
4, 18,800.0,7.0,2.0,90.0,1.0,85.0,5.0,70.0,14.0,4.0,13.6,11.9,2.0
4, 18,800.0,10.0,2.9,95.0,1.0,176.0,,70.0,,4.0,13.6,,2.9
4, 18,800.0,13.0,4.7,95.0,1.0,188.0,10.0,80.0,,4.0,13.6,,4.7
4, 18,800.0,16.0,4.8,95.0,1.0,154.0,,89.0,,4.0,13.6,,4.8
4, 18,800.0,19.0,4.8,95.0,1.0,359.0,20.0,90.0,,4.0,15.3,,4.8
