month, format: day,hour,forecast,풍속,하늘상태,6시간적설,풍향,습도,6시간강수량,강수형태,일최저기온,3시간기온,강수확률,일최고기온
6, 30,800.0,25.0,4.2,1.0,0.0,267.0,70.0,0.0,0.0,,24.0,0.0,
6, 30,800.0,28.0,3.5,1.0,,260.0,90.0,,0.0,,21.0,0.0,
6, 30,800.0,31.0,3.0,1.0,0.0,270.0,100.0,0.0,0.0,,20.0,0.0,
6, 30,800.0,34.0,2.3,1.0,,275.0,100.0,,0.0,,19.0,0.0,
6, 30,800.0,37.0,1.7,1.0,0.0,267.0,100.0,0.0,0.0,,19.0,0.0,
6, 30,800.0,40.0,1.9,1.0,,264.0,90.0,,0.0,,22.0,0.0,
6, 30,800.0,43.0,2.9,1.0,0.0,284.0,65.0,0.0,0.0,,26.0,0.0,
6, 30,800.0,46.0,3.8,1.0,,281.0,60.0,,0.0,,27.0,0.0,
6, 30,800.0,49.0,3.4,1.0,0.0,272.0,70.0,0.0,0.0,,25.0,0.0,
6, 30,800.0,52.0,1.9,1.0,,258.0,90.0,,0.0,,21.0,0.0,
6, 30,800.0,55.0,1.7,1.0,0.0,242.0,95.0,0.0,0.0,,20.0,0.0,
6, 30,1100.0,4.0,3.2,3.0,0.0,248.0,100.0,0.0,0.0,19.0,21.0,20.0,28.0
6, 30,1100.0,7.0,2.7,3.0,,253.0,100.0,,0.0,18.0,20.0,20.0,28.0
6, 30,1100.0,10.0,2.0,1.0,0.0,255.0,95.0,0.0,0.0,,19.0,0.0,
6, 30,1100.0,13.0,2.2,1.0,,257.0,85.0,,0.0,,22.0,0.0,
6, 30,1100.0,16.0,3.1,1.0,0.0,274.0,65.0,0.0,0.0,,26.0,0.0,
6, 30,1100.0,19.0,4.0,1.0,,276.0,60.0,,0.0,,26.0,0.0,
6, 30,1100.0,22.0,4.2,1.0,0.0,267.0,70.0,0.0,0.0,,24.0,0.0,
6, 30,1100.0,25.0,3.5,1.0,,260.0,90.0,,0.0,,21.0,0.0,
6, 30,1100.0,28.0,3.0,1.0,0.0,270.0,100.0,0.0,0.0,,20.0,0.0,
6, 30,1100.0,31.0,2.3,1.0,,275.0,100.0,,0.0,,19.0,0.0,
6, 30,1100.0,34.0,1.7,1.0,0.0,267.0,100.0,0.0,0.0,,19.0,0.0,
6, 30,1100.0,37.0,1.9,1.0,,264.0,90.0,,0.0,,22.0,0.0,
6, 30,1100.0,40.0,2.9,1.0,0.0,284.0,65.0,0.0,0.0,,26.0,0.0,
6, 30,1100.0,43.0,3.8,1.0,,281.0,60.0,,0.0,,27.0,0.0,
6, 30,1100.0,46.0,3.4,1.0,0.0,272.0,70.0,0.0,0.0,,25.0,0.0,
6, 30,1100.0,49.0,1.9,1.0,,258.0,90.0,,0.0,,21.0,0.0,
6, 30,1100.0,52.0,1.7,1.0,0.0,242.0,95.0,0.0,0.0,,20.0,0.0,
6, 30,1400.0,4.0,2.7,3.0,,253.0,100.0,,0.0,19.0,20.0,20.0,28.0
6, 30,1400.0,7.0,2.0,1.0,0.0,255.0,95.0,0.0,0.0,18.0,19.0,0.0,28.0
6, 30,1400.0,10.0,2.2,1.0,,257.0,85.0,,0.0,,22.0,0.0,
6, 30,1400.0,13.0,3.1,1.0,0.0,274.0,65.0,0.0,0.0,,26.0,0.0,
6, 30,1400.0,16.0,4.0,1.0,,276.0,60.0,,0.0,,26.0,0.0,
6, 30,1400.0,19.0,4.2,1.0,0.0,267.0,70.0,0.0,0.0,,24.0,0.0,
6, 30,1400.0,22.0,3.5,1.0,,260.0,90.0,,0.0,,21.0,0.0,
6, 30,1400.0,25.0,3.0,1.0,0.0,270.0,100.0,0.0,0.0,,20.0,0.0,
6, 30,1400.0,28.0,2.3,1.0,,275.0,100.0,,0.0,,19.0,0.0,
6, 30,1400.0,31.0,1.7,1.0,0.0,267.0,100.0,0.0,0.0,,19.0,0.0,
6, 30,1400.0,34.0,1.9,1.0,,264.0,90.0,,0.0,,22.0,0.0,
6, 30,1400.0,37.0,2.9,1.0,0.0,284.0,65.0,0.0,0.0,,26.0,0.0,
6, 30,1400.0,40.0,3.8,1.0,,281.0,60.0,,0.0,,27.0,0.0,
6, 30,1400.0,43.0,3.4,1.0,0.0,272.0,70.0,0.0,0.0,,25.0,0.0,
6, 30,1400.0,46.0,1.9,1.0,,258.0,90.0,,0.0,,21.0,0.0,
6, 30,1400.0,49.0,1.7,1.0,0.0,242.0,95.0,0.0,0.0,,20.0,0.0,
6, 30,1700.0,4.0,2.0,1.0,0.0,255.0,95.0,0.0,0.0,19.0,19.0,0.0,28.0
6, 30,1700.0,7.0,2.2,1.0,,257.0,85.0,,0.0,18.0,22.0,0.0,28.0
6, 30,1700.0,10.0,3.1,1.0,0.0,274.0,65.0,0.0,0.0,,26.0,0.0,
6, 30,1700.0,13.0,4.0,1.0,,276.0,60.0,,0.0,,26.0,0.0,
6, 30,1700.0,16.0,4.2,1.0,0.0,267.0,70.0,0.0,0.0,,24.0,0.0,
6, 30,1700.0,19.0,3.5,1.0,,260.0,90.0,,0.0,,21.0,0.0,
6, 30,1700.0,22.0,3.0,1.0,0.0,270.0,100.0,0.0,0.0,,20.0,0.0,
6, 30,1700.0,25.0,2.3,1.0,,275.0,100.0,,0.0,,19.0,0.0,
6, 30,1700.0,28.0,1.7,1.0,0.0,267.0,100.0,0.0,0.0,,19.0,0.0,
6, 30,1700.0,31.0,1.9,1.0,,264.0,90.0,,0.0,,22.0,0.0,
6, 30,1700.0,34.0,2.9,1.0,0.0,284.0,65.0,0.0,0.0,,26.0,0.0,
6, 30,1700.0,37.0,3.8,1.0,,281.0,60.0,,0.0,,27.0,0.0,
6, 30,1700.0,40.0,3.4,1.0,0.0,272.0,70.0,0.0,0.0,,25.0,0.0,
6, 30,1700.0,43.0,1.9,1.0,,258.0,90.0,,0.0,,21.0,0.0,
6, 30,1700.0,46.0,1.7,1.0,0.0,242.0,95.0,0.0,0.0,,20.0,0.0,
6, 30,2000.0,4.0,1.7,4.0,,260.0,85.0,,0.0,18.0,21.0,30.0,27.0
6, 30,2000.0,7.0,2.8,1.0,0.0,274.0,70.0,0.0,0.0,18.0,25.0,0.0,28.0
6, 30,2000.0,10.0,3.5,1.0,,277.0,65.0,,0.0,,26.0,0.0,28.0
6, 30,2000.0,13.0,3.3,1.0,0.0,270.0,70.0,0.0,0.0,,24.0,0.0,
6, 30,2000.0,16.0,2.5,1.0,,254.0,90.0,,0.0,,20.0,0.0,
6, 30,2000.0,19.0,2.5,1.0,0.0,256.0,100.0,0.0,0.0,,19.0,0.0,
6, 30,2000.0,22.0,2.1,1.0,,267.0,100.0,,0.0,,18.0,0.0,
6, 30,2000.0,25.0,1.5,1.0,0.0,270.0,100.0,0.0,0.0,,18.0,0.0,
6, 30,2000.0,28.0,1.4,1.0,,258.0,90.0,,0.0,,22.0,0.0,
6, 30,2000.0,31.0,2.5,1.0,0.0,275.0,65.0,0.0,0.0,,26.0,0.0,
6, 30,2000.0,34.0,3.6,1.0,,284.0,60.0,,0.0,,27.0,0.0,
6, 30,2000.0,37.0,3.1,1.0,0.0,276.0,70.0,0.0,0.0,,24.0,0.0,
6, 30,2000.0,40.0,1.8,1.0,,264.0,90.0,,0.0,,21.0,0.0,
6, 30,2000.0,43.0,1.4,1.0,0.0,249.0,95.0,0.0,0.0,,19.0,0.0,
6, 30,2000.0,46.0,0.6,1.0,,288.0,100.0,,0.0,,19.0,0.0,
6, 30,2000.0,49.0,0.4,1.0,0.0,45.0,100.0,0.0,0.0,,18.0,0.0,
6, 30,2000.0,52.0,0.6,1.0,,59.0,90.0,,0.0,,22.0,0.0,
6, 30,2000.0,55.0,1.3,1.0,0.0,342.0,65.0,0.0,0.0,,27.0,0.0,
6, 30,2000.0,58.0,2.7,1.0,,318.0,60.0,,0.0,,27.0,0.0,
6, 30,2000.0,61.0,2.8,1.0,0.0,311.0,60.0,0.0,0.0,,26.0,0.0,
6, 30,2000.0,64.0,1.9,1.0,,317.0,85.0,,0.0,,22.0,0.0,
6, 30,2000.0,67.0,1.4,1.0,0.0,315.0,90.0,0.0,0.0,,21.0,0.0,
6, 30,2300.0,4.0,2.8,1.0,0.0,274.0,70.0,0.0,0.0,18.0,25.0,0.0,27.0
6, 30,2300.0,7.0,3.5,1.0,,277.0,65.0,,0.0,18.0,26.0,0.0,28.0
6, 30,2300.0,10.0,3.3,1.0,0.0,270.0,70.0,0.0,0.0,,24.0,0.0,28.0
6, 30,2300.0,13.0,2.5,1.0,,254.0,90.0,,0.0,,20.0,0.0,
6, 30,2300.0,16.0,2.5,1.0,0.0,256.0,100.0,0.0,0.0,,19.0,0.0,
6, 30,2300.0,19.0,2.1,1.0,,267.0,100.0,,0.0,,18.0,0.0,
6, 30,2300.0,22.0,1.5,1.0,0.0,270.0,100.0,0.0,0.0,,18.0,0.0,
6, 30,2300.0,25.0,1.4,1.0,,258.0,90.0,,0.0,,22.0,0.0,
6, 30,2300.0,28.0,2.5,1.0,0.0,275.0,65.0,0.0,0.0,,26.0,0.0,
6, 30,2300.0,31.0,3.6,1.0,,284.0,60.0,,0.0,,27.0,0.0,
6, 30,2300.0,34.0,3.1,1.0,0.0,276.0,70.0,0.0,0.0,,24.0,0.0,
6, 30,2300.0,37.0,1.8,1.0,,264.0,90.0,,0.0,,21.0,0.0,
6, 30,2300.0,40.0,1.4,1.0,0.0,249.0,95.0,0.0,0.0,,19.0,0.0,
6, 30,2300.0,43.0,0.6,1.0,,288.0,100.0,,0.0,,19.0,0.0,
6, 30,2300.0,46.0,0.4,1.0,0.0,45.0,100.0,0.0,0.0,,18.0,0.0,
6, 30,2300.0,49.0,0.6,1.0,,59.0,90.0,,0.0,,22.0,0.0,
6, 30,2300.0,52.0,1.3,1.0,0.0,342.0,65.0,0.0,0.0,,27.0,0.0,
6, 30,2300.0,55.0,2.7,1.0,,318.0,60.0,,0.0,,27.0,0.0,
6, 30,2300.0,58.0,2.8,1.0,0.0,311.0,60.0,0.0,0.0,,26.0,0.0,
6, 30,2300.0,61.0,1.9,1.0,,317.0,85.0,,0.0,,22.0,0.0,
6, 30,2300.0,64.0,1.4,1.0,0.0,315.0,90.0,0.0,0.0,,21.0,0.0,
6, 4,200.0,4.0,5.8,1.0,,246.0,55.0,,0.0,16.0,28.0,0.0,31.0
6, 4,200.0,7.0,4.9,1.0,0.0,260.0,65.0,0.0,0.0,16.0,24.0,0.0,29.0
6, 4,200.0,10.0,4.4,1.0,,263.0,90.0,,0.0,,20.0,0.0,26.0
6, 4,200.0,13.0,1.7,1.0,0.0,252.0,95.0,0.0,0.0,,18.0,0.0,
6, 4,200.0,16.0,2.4,2.0,,221.0,95.0,,0.0,,17.0,10.0,
6, 4,200.0,19.0,1.3,3.0,0.0,225.0,95.0,0.0,0.0,,17.0,20.0,
6, 4,200.0,22.0,2.6,3.0,,197.0,90.0,,0.0,,21.0,20.0,
6, 4,200.0,25.0,0.6,3.0,0.0,242.0,70.0,0.0,0.0,,26.0,20.0,
6, 4,200.0,28.0,2.8,3.0,,237.0,65.0,,0.0,,28.0,20.0,
6, 4,200.0,31.0,5.0,2.0,0.0,248.0,70.0,0.0,0.0,,24.0,10.0,
6, 4,200.0,34.0,3.6,2.0,,270.0,85.0,,0.0,,20.0,10.0,
6, 4,200.0,37.0,3.0,2.0,0.0,241.0,90.0,0.0,0.0,,20.0,10.0,
6, 4,200.0,40.0,1.2,3.0,,203.0,95.0,,0.0,,19.0,20.0,
6, 4,200.0,43.0,2.7,3.0,0.0,156.0,95.0,0.0,0.0,,18.0,20.0,
6, 4,200.0,46.0,2.9,4.0,,171.0,85.0,,0.0,,21.0,30.0,
6, 4,200.0,49.0,2.5,3.0,0.0,212.0,75.0,0.0,0.0,,23.0,20.0,
6, 4,200.0,52.0,4.4,3.0,,281.0,80.0,,0.0,,20.0,20.0,
6, 4,200.0,55.0,4.3,4.0,0.0,23.0,85.0,0.0,0.0,,19.0,30.0,
6, 4,200.0,58.0,5.5,4.0,,56.0,85.0,,0.0,,19.0,30.0,
6, 4,200.0,61.0,8.1,4.0,0.0,83.0,100.0,0.0,0.0,,20.0,30.0,
6, 4,500.0,4.0,4.9,1.0,0.0,260.0,65.0,0.0,0.0,16.0,24.0,0.0,29.0
6, 4,500.0,7.0,4.4,1.0,,263.0,90.0,,0.0,16.0,20.0,0.0,26.0
6, 4,500.0,10.0,1.7,1.0,0.0,252.0,95.0,0.0,0.0,,18.0,0.0,
6, 4,500.0,13.0,2.4,2.0,,221.0,95.0,,0.0,,17.0,10.0,
6, 4,500.0,16.0,1.3,3.0,0.0,225.0,95.0,0.0,0.0,,17.0,20.0,
6, 4,500.0,19.0,2.6,3.0,,197.0,90.0,,0.0,,21.0,20.0,
6, 4,500.0,22.0,0.6,3.0,0.0,242.0,70.0,0.0,0.0,,26.0,20.0,
6, 4,500.0,25.0,2.8,3.0,,237.0,65.0,,0.0,,28.0,20.0,
6, 4,500.0,28.0,5.0,2.0,0.0,248.0,70.0,0.0,0.0,,24.0,10.0,
6, 4,500.0,31.0,3.6,2.0,,270.0,85.0,,0.0,,20.0,10.0,
6, 4,500.0,34.0,3.0,2.0,0.0,241.0,90.0,0.0,0.0,,20.0,10.0,
6, 4,500.0,37.0,1.2,3.0,,203.0,95.0,,0.0,,19.0,20.0,
6, 4,500.0,40.0,2.7,3.0,0.0,156.0,95.0,0.0,0.0,,18.0,20.0,
6, 4,500.0,43.0,2.9,4.0,,171.0,85.0,,0.0,,21.0,30.0,
6, 4,500.0,46.0,2.5,3.0,0.0,212.0,75.0,0.0,0.0,,23.0,20.0,
6, 4,500.0,49.0,4.4,3.0,,281.0,80.0,,0.0,,20.0,20.0,
6, 4,500.0,52.0,4.3,4.0,0.0,23.0,85.0,0.0,0.0,,19.0,30.0,
6, 4,500.0,55.0,5.5,4.0,,56.0,85.0,,0.0,,19.0,30.0,
6, 4,500.0,58.0,8.1,4.0,0.0,83.0,100.0,0.0,0.0,,20.0,30.0,
6, 4,800.0,4.0,2.1,1.0,,270.0,80.0,,0.0,16.0,19.0,0.0,27.0
6, 4,800.0,7.0,1.3,1.0,0.0,274.0,95.0,0.0,0.0,16.0,18.0,0.0,26.0
6, 4,800.0,10.0,0.5,1.0,,292.0,100.0,,0.0,,17.0,0.0,
6, 4,800.0,13.0,0.9,1.0,0.0,198.0,95.0,0.0,0.0,,17.0,0.0,
6, 4,800.0,16.0,1.3,1.0,,209.0,90.0,,0.0,,20.0,0.0,
6, 4,800.0,19.0,2.0,1.0,0.0,252.0,70.0,0.0,0.0,,25.0,0.0,
6, 4,800.0,22.0,2.5,1.0,,270.0,75.0,,0.0,,24.0,0.0,
6, 4,800.0,25.0,2.4,1.0,0.0,277.0,75.0,0.0,0.0,,24.0,0.0,
6, 4,800.0,28.0,1.4,1.0,,270.0,90.0,,0.0,,20.0,0.0,
6, 4,800.0,31.0,0.7,3.0,0.0,243.0,90.0,0.0,0.0,,20.0,20.0,
6, 4,800.0,34.0,0.5,3.0,,37.0,95.0,,0.0,,19.0,20.0,
6, 4,800.0,37.0,0.7,3.0,0.0,82.0,95.0,0.0,0.0,,18.0,20.0,
6, 4,800.0,40.0,0.8,3.0,,135.0,85.0,,0.0,,21.0,20.0,
6, 4,800.0,43.0,0.5,3.0,0.0,143.0,75.0,0.0,0.0,,23.0,20.0,
6, 4,800.0,46.0,0.9,4.0,,36.0,80.0,,0.0,,20.0,30.0,
6, 4,800.0,49.0,2.0,4.0,0.0,49.0,85.0,0.0,0.0,,19.0,30.0,
6, 4,800.0,52.0,2.8,4.0,,69.0,85.0,,0.0,,19.0,30.0,
6, 4,800.0,55.0,3.5,4.0,0.0,87.0,95.0,0.0,0.0,,20.0,30.0,
6, 4,1100.0,4.0,1.3,1.0,0.0,274.0,95.0,0.0,0.0,16.0,18.0,0.0,27.0
6, 4,1100.0,7.0,0.5,1.0,,292.0,100.0,,0.0,16.0,17.0,0.0,26.0
6, 4,1100.0,10.0,0.9,1.0,0.0,198.0,95.0,0.0,0.0,,17.0,0.0,
6, 4,1100.0,13.0,1.3,1.0,,209.0,90.0,,0.0,,20.0,0.0,
6, 4,1100.0,16.0,2.0,1.0,0.0,252.0,70.0,0.0,0.0,,25.0,0.0,
6, 4,1100.0,19.0,2.5,1.0,,270.0,75.0,,0.0,,24.0,0.0,
6, 4,1100.0,22.0,2.4,1.0,0.0,277.0,75.0,0.0,0.0,,24.0,0.0,
6, 4,1100.0,25.0,1.4,1.0,,270.0,90.0,,0.0,,20.0,0.0,
6, 4,1100.0,28.0,0.7,3.0,0.0,243.0,90.0,0.0,0.0,,20.0,20.0,
6, 4,1100.0,31.0,0.5,3.0,,37.0,95.0,,0.0,,19.0,20.0,
6, 4,1100.0,34.0,0.7,3.0,0.0,82.0,95.0,0.0,0.0,,18.0,20.0,
6, 4,1100.0,37.0,0.8,3.0,,135.0,85.0,,0.0,,21.0,20.0,
6, 4,1100.0,40.0,0.5,3.0,0.0,143.0,75.0,0.0,0.0,,23.0,20.0,
6, 4,1100.0,43.0,0.9,4.0,,36.0,80.0,,0.0,,20.0,30.0,
6, 4,1100.0,46.0,2.0,4.0,0.0,49.0,85.0,0.0,0.0,,19.0,30.0,
6, 4,1100.0,49.0,2.8,4.0,,69.0,85.0,,0.0,,19.0,30.0,
6, 4,1100.0,52.0,3.5,4.0,0.0,87.0,95.0,0.0,0.0,,20.0,30.0,
6, 4,1400.0,4.0,0.5,1.0,,292.0,100.0,,0.0,16.0,17.0,0.0,27.0
6, 4,1400.0,7.0,0.9,1.0,0.0,198.0,95.0,0.0,0.0,16.0,17.0,0.0,26.0
6, 4,1400.0,10.0,1.3,1.0,,209.0,90.0,,0.0,,20.0,0.0,
6, 4,1400.0,13.0,2.0,1.0,0.0,252.0,70.0,0.0,0.0,,25.0,0.0,
6, 4,1400.0,16.0,2.5,1.0,,270.0,75.0,,0.0,,24.0,0.0,
6, 4,1400.0,19.0,2.4,1.0,0.0,277.0,75.0,0.0,0.0,,24.0,0.0,
6, 4,1400.0,22.0,1.4,1.0,,270.0,90.0,,0.0,,20.0,0.0,
6, 4,1400.0,25.0,0.7,3.0,0.0,243.0,90.0,0.0,0.0,,20.0,20.0,
6, 4,1400.0,28.0,0.5,3.0,,37.0,95.0,,0.0,,19.0,20.0,
6, 4,1400.0,31.0,0.7,3.0,0.0,82.0,95.0,0.0,0.0,,18.0,20.0,
6, 4,1400.0,34.0,0.8,3.0,,135.0,85.0,,0.0,,21.0,20.0,
6, 4,1400.0,37.0,0.5,3.0,0.0,143.0,75.0,0.0,0.0,,23.0,20.0,
6, 4,1400.0,40.0,0.9,4.0,,36.0,80.0,,0.0,,20.0,30.0,
6, 4,1400.0,43.0,2.0,4.0,0.0,49.0,85.0,0.0,0.0,,19.0,30.0,
6, 4,1400.0,46.0,2.8,4.0,,69.0,85.0,,0.0,,19.0,30.0,
6, 4,1400.0,49.0,3.5,4.0,0.0,87.0,95.0,0.0,0.0,,20.0,30.0,
6, 4,1700.0,4.0,0.9,1.0,0.0,198.0,95.0,0.0,0.0,16.0,17.0,0.0,27.0
6, 4,1700.0,7.0,1.3,1.0,,209.0,90.0,,0.0,16.0,20.0,0.0,26.0
6, 4,1700.0,10.0,2.0,1.0,0.0,252.0,70.0,0.0,0.0,,25.0,0.0,
6, 4,1700.0,13.0,2.5,1.0,,270.0,75.0,,0.0,,24.0,0.0,
6, 4,1700.0,16.0,2.4,1.0,0.0,277.0,75.0,0.0,0.0,,24.0,0.0,
6, 4,1700.0,19.0,1.4,1.0,,270.0,90.0,,0.0,,20.0,0.0,
6, 4,1700.0,22.0,0.7,3.0,0.0,243.0,90.0,0.0,0.0,,20.0,20.0,
6, 4,1700.0,25.0,0.5,3.0,,37.0,95.0,,0.0,,19.0,20.0,
6, 4,1700.0,28.0,0.7,3.0,0.0,82.0,95.0,0.0,0.0,,18.0,20.0,
6, 4,1700.0,31.0,0.8,3.0,,135.0,85.0,,0.0,,21.0,20.0,
6, 4,1700.0,34.0,0.5,3.0,0.0,143.0,75.0,0.0,0.0,,23.0,20.0,
6, 4,1700.0,37.0,0.9,4.0,,36.0,80.0,,0.0,,20.0,30.0,
6, 4,1700.0,40.0,2.0,4.0,0.0,49.0,85.0,0.0,0.0,,19.0,30.0,
6, 4,1700.0,43.0,2.8,4.0,,69.0,85.0,,0.0,,19.0,30.0,
6, 4,1700.0,46.0,3.5,4.0,0.0,87.0,95.0,1.0,1.0,,20.0,60.0,
6, 4,2000.0,4.0,1.4,1.0,,198.0,90.0,,0.0,17.0,20.0,0.0,27.0
6, 4,2000.0,7.0,3.7,1.0,0.0,248.0,70.0,0.0,0.0,17.0,25.0,0.0,26.0
6, 4,2000.0,10.0,4.2,1.0,,263.0,65.0,,0.0,,25.0,0.0,20.0
6, 4,2000.0,13.0,4.2,1.0,0.0,270.0,75.0,0.0,0.0,,24.0,0.0,
6, 4,2000.0,16.0,1.7,1.0,,283.0,90.0,,0.0,,21.0,0.0,
6, 4,2000.0,19.0,2.1,1.0,0.0,256.0,95.0,0.0,0.0,,19.0,0.0,
6, 4,2000.0,22.0,2.3,1.0,,27.0,95.0,,0.0,,18.0,0.0,
6, 4,2000.0,25.0,2.0,3.0,0.0,104.0,95.0,0.0,0.0,,18.0,20.0,
6, 4,2000.0,28.0,2.7,3.0,,107.0,85.0,,0.0,,22.0,20.0,
6, 4,2000.0,31.0,2.0,3.0,0.0,120.0,70.0,0.0,0.0,,25.0,20.0,
6, 4,2000.0,34.0,1.6,3.0,,45.0,75.0,,0.0,,25.0,20.0,
6, 4,2000.0,37.0,3.5,4.0,0.0,346.0,75.0,0.0,0.0,,23.0,30.0,
6, 4,2000.0,40.0,6.5,4.0,,47.0,80.0,,0.0,,22.0,30.0,
6, 4,2000.0,43.0,7.9,4.0,0.0,84.0,95.0,5.0,1.0,,20.0,60.0,
6, 4,2000.0,46.0,9.9,4.0,,86.0,90.0,,1.0,,19.0,80.0,
6, 4,2000.0,49.0,12.4,4.0,0.0,81.0,100.0,20.0,1.0,,18.0,80.0,
6, 4,2000.0,52.0,10.7,4.0,,82.0,95.0,,1.0,,19.0,70.0,
6, 4,2000.0,55.0,8.5,4.0,0.0,79.0,95.0,5.0,1.0,,19.0,60.0,
6, 4,2000.0,58.0,7.3,4.0,,63.0,90.0,,1.0,,18.0,60.0,
6, 4,2000.0,61.0,6.9,4.0,0.0,48.0,80.0,1.0,0.0,,19.0,30.0,
6, 4,2000.0,64.0,6.0,4.0,,39.0,75.0,,0.0,,18.0,30.0,
6, 4,2000.0,67.0,5.5,4.0,0.0,22.0,80.0,0.0,0.0,,18.0,30.0,
6, 4,2300.0,4.0,3.7,1.0,0.0,248.0,70.0,0.0,0.0,17.0,25.0,0.0,27.0
6, 4,2300.0,7.0,4.2,1.0,,263.0,65.0,,0.0,17.0,25.0,0.0,26.0
6, 4,2300.0,10.0,4.2,1.0,0.0,270.0,75.0,0.0,0.0,,24.0,0.0,20.0
6, 4,2300.0,13.0,1.7,1.0,,283.0,90.0,,0.0,,21.0,0.0,
6, 4,2300.0,16.0,2.1,1.0,0.0,256.0,95.0,0.0,0.0,,19.0,0.0,
6, 4,2300.0,19.0,2.3,1.0,,27.0,95.0,,0.0,,18.0,0.0,
6, 4,2300.0,22.0,2.0,3.0,0.0,104.0,95.0,0.0,0.0,,18.0,20.0,
6, 4,2300.0,25.0,2.7,3.0,,107.0,85.0,,0.0,,22.0,20.0,
6, 4,2300.0,28.0,2.0,3.0,0.0,120.0,70.0,0.0,0.0,,25.0,20.0,
6, 4,2300.0,31.0,1.6,3.0,,45.0,75.0,,0.0,,25.0,20.0,
6, 4,2300.0,34.0,3.5,4.0,0.0,346.0,75.0,0.0,0.0,,23.0,30.0,
6, 4,2300.0,37.0,6.5,4.0,,47.0,80.0,,0.0,,22.0,30.0,
6, 4,2300.0,40.0,7.9,4.0,0.0,84.0,95.0,5.0,1.0,,20.0,60.0,
6, 4,2300.0,43.0,9.9,4.0,,86.0,90.0,,1.0,,19.0,80.0,
6, 4,2300.0,46.0,12.4,4.0,0.0,81.0,100.0,20.0,1.0,,18.0,80.0,
6, 4,2300.0,49.0,10.7,4.0,,82.0,95.0,,1.0,,19.0,70.0,
6, 4,2300.0,52.0,8.5,4.0,0.0,79.0,95.0,5.0,1.0,,19.0,60.0,
6, 4,2300.0,55.0,7.3,4.0,,63.0,90.0,,1.0,,18.0,60.0,
6, 4,2300.0,58.0,6.9,4.0,0.0,48.0,80.0,1.0,0.0,,19.0,30.0,
6, 4,2300.0,61.0,6.0,4.0,,39.0,75.0,,0.0,,18.0,30.0,
6, 4,2300.0,64.0,5.5,4.0,0.0,22.0,80.0,0.0,0.0,,18.0,30.0,
6, 5,200.0,4.0,4.2,1.0,,263.0,65.0,,0.0,17.0,25.0,0.0,27.0
6, 5,200.0,7.0,4.2,1.0,0.0,270.0,75.0,0.0,0.0,17.0,24.0,0.0,26.0
6, 5,200.0,10.0,1.7,1.0,,283.0,90.0,,0.0,,21.0,0.0,20.0
6, 5,200.0,13.0,2.1,1.0,0.0,256.0,95.0,0.0,0.0,,19.0,0.0,
6, 5,200.0,16.0,2.3,1.0,,27.0,95.0,,0.0,,18.0,0.0,
6, 5,200.0,19.0,2.0,3.0,0.0,104.0,95.0,0.0,0.0,,18.0,20.0,
6, 5,200.0,22.0,2.7,3.0,,107.0,85.0,,0.0,,22.0,20.0,
6, 5,200.0,25.0,2.0,3.0,0.0,120.0,70.0,0.0,0.0,,25.0,20.0,
6, 5,200.0,28.0,1.6,3.0,,45.0,75.0,,0.0,,25.0,20.0,
6, 5,200.0,31.0,3.5,4.0,0.0,346.0,75.0,0.0,0.0,,23.0,30.0,
6, 5,200.0,34.0,6.5,4.0,,47.0,80.0,,0.0,,22.0,30.0,
6, 5,200.0,37.0,7.9,4.0,0.0,84.0,95.0,10.0,1.0,,20.0,60.0,
6, 5,200.0,40.0,9.9,4.0,,86.0,90.0,,1.0,,19.0,80.0,
6, 5,200.0,43.0,12.4,4.0,0.0,81.0,100.0,40.0,1.0,,18.0,80.0,
6, 5,200.0,46.0,10.7,4.0,,82.0,95.0,,1.0,,19.0,70.0,
6, 5,200.0,49.0,8.5,4.0,0.0,79.0,95.0,10.0,1.0,,19.0,60.0,
6, 5,200.0,52.0,7.3,4.0,,63.0,90.0,,1.0,,18.0,60.0,
6, 5,200.0,55.0,6.9,4.0,0.0,48.0,80.0,1.0,0.0,,19.0,30.0,
6, 5,200.0,58.0,6.0,4.0,,39.0,75.0,,0.0,,18.0,30.0,
6, 5,200.0,61.0,5.5,4.0,0.0,22.0,80.0,0.0,0.0,,18.0,30.0,
6, 5,500.0,4.0,4.2,1.0,0.0,270.0,75.0,0.0,0.0,17.0,24.0,0.0,26.0
6, 5,500.0,7.0,1.7,1.0,,283.0,90.0,,0.0,17.0,21.0,0.0,20.0
6, 5,500.0,10.0,2.1,1.0,0.0,256.0,95.0,0.0,0.0,,19.0,0.0,
6, 5,500.0,13.0,2.3,1.0,,27.0,95.0,,0.0,,18.0,0.0,
6, 5,500.0,16.0,2.0,3.0,0.0,104.0,95.0,0.0,0.0,,18.0,20.0,
6, 5,500.0,19.0,2.7,3.0,,107.0,85.0,,0.0,,22.0,20.0,
6, 5,500.0,22.0,2.0,3.0,0.0,120.0,70.0,0.0,0.0,,25.0,20.0,
6, 5,500.0,25.0,1.6,3.0,,45.0,75.0,,0.0,,25.0,20.0,
6, 5,500.0,28.0,3.5,4.0,0.0,346.0,75.0,0.0,0.0,,23.0,30.0,
6, 5,500.0,31.0,6.5,4.0,,47.0,80.0,,0.0,,22.0,30.0,
6, 5,500.0,34.0,7.9,4.0,0.0,84.0,95.0,10.0,1.0,,20.0,60.0,
