month, format: day,hour,forecast,강수확률,3시간기온,하늘상태,6시간적설,습도,일최저기온,풍향,강수형태,일최고기온,풍속,6시간강수량
1, 1,200.0,4.0,20.0,6.2,,,52.0,2.5,253.0,0.0,7.1,3.1,
1, 1,200.0,7.0,20.0,3.9,,0.0,60.0,2.9,235.0,0.0,10.8,3.0,0.0
1, 1,200.0,10.0,20.0,2.5,,,72.0,,244.0,0.0,7.6,1.1,
1, 1,200.0,13.0,20.0,2.3,,0.0,70.0,,215.0,0.0,,3.3,0.0
1, 1,200.0,16.0,20.0,2.5,,,72.0,,244.0,0.0,,1.2,
1, 1,200.0,19.0,20.0,2.5,,0.0,74.0,,219.0,0.0,,4.0,0.0
1, 1,200.0,22.0,20.0,4.4,,,79.0,,218.0,0.0,,4.0,
1, 1,200.0,25.0,20.0,8.9,,0.0,70.0,,216.0,0.0,,4.0,0.0
1, 1,200.0,28.0,20.0,9.9,,,70.0,,242.0,0.0,,3.1,
1, 1,200.0,31.0,20.0,7.6,,0.0,73.0,,252.0,0.0,,2.0,0.0
1, 1,200.0,34.0,20.0,4.9,,,82.0,,269.0,0.0,,1.3,
1, 1,200.0,37.0,20.0,3.6,,0.0,82.0,,301.0,0.0,,1.4,0.0
1, 1,200.0,40.0,20.0,3.6,,,88.0,,307.0,0.0,,1.4,
1, 1,200.0,43.0,20.0,3.7,,0.0,86.0,,336.0,0.0,,1.3,0.0
1, 1,200.0,46.0,20.0,4.8,,,80.0,,351.0,0.0,,2.0,
1, 1,200.0,49.0,20.0,6.0,,0.0,62.0,,349.0,0.0,,3.0,0.0
1, 1,200.0,52.0,11.0,6.6,,,50.0,,321.0,0.0,,3.0,
1, 1,200.0,55.0,10.0,4.6,,0.0,59.0,,324.0,0.0,,2.0,0.0
1, 1,200.0,58.0,1.0,3.3,,,70.0,,341.0,0.0,,1.0,
1, 1,200.0,61.0,1.0,1.7,,0.0,77.0,,347.0,0.0,,1.0,0.0
1, 1,500.0,4.0,20.0,3.9,,0.0,59.0,2.5,235.0,0.0,10.8,3.0,0.0
1, 1,500.0,7.0,20.0,2.5,,,71.0,2.9,244.0,0.0,7.6,1.1,
1, 1,500.0,10.0,20.0,2.3,,0.0,70.0,,215.0,0.0,,3.3,0.0
1, 1,500.0,13.0,20.0,2.5,,,72.0,,244.0,0.0,,1.2,
1, 1,500.0,16.0,20.0,2.5,,0.0,74.0,,219.0,0.0,,4.0,0.0
1, 1,500.0,19.0,20.0,4.4,,,79.0,,218.0,0.0,,4.0,
1, 1,500.0,22.0,20.0,8.9,,0.0,70.0,,216.0,0.0,,4.0,0.0
1, 1,500.0,25.0,20.0,9.9,,,70.0,,242.0,0.0,,3.1,
1, 1,500.0,28.0,20.0,7.6,,0.0,73.0,,252.0,0.0,,2.0,0.0
1, 1,500.0,31.0,20.0,4.9,,,82.0,,269.0,0.0,,1.3,
1, 1,500.0,34.0,20.0,3.6,,0.0,82.0,,301.0,0.0,,1.4,0.0
1, 1,500.0,37.0,20.0,3.6,,,90.0,,307.0,0.0,,1.4,
1, 1,500.0,40.0,20.0,3.7,,0.0,87.0,,336.0,0.0,,1.3,0.0
1, 1,500.0,43.0,20.0,4.8,,,81.0,,351.0,0.0,,2.0,
1, 1,500.0,46.0,20.0,6.0,,0.0,63.0,,349.0,0.0,,3.0,0.0
1, 1,500.0,49.0,11.0,6.6,,,51.0,,321.0,0.0,,3.0,
1, 1,500.0,52.0,10.0,4.6,,0.0,58.0,,324.0,0.0,,2.0,0.0
1, 1,500.0,55.0,11.0,3.3,,,71.0,,341.0,0.0,,1.0,
1, 1,500.0,58.0,11.0,1.7,,0.0,80.0,,347.0,0.0,,1.0,0.0
1, 1,800.0,4.0,20.0,2.1,,,72.0,2.3,244.0,0.0,10.8,1.1,
1, 1,800.0,7.0,20.0,1.7,,0.0,71.0,2.4,215.0,0.0,7.9,3.3,0.0
1, 1,800.0,10.0,20.0,2.3,,,73.0,,244.0,0.0,,1.2,
1, 1,800.0,13.0,20.0,2.8,,0.0,74.0,,219.0,0.0,,4.0,0.0
1, 1,800.0,16.0,20.0,4.4,,,79.0,,218.0,0.0,,4.0,
1, 1,800.0,19.0,20.0,8.9,,0.0,70.0,,216.0,0.0,,4.0,0.0
1, 1,800.0,22.0,20.0,9.9,,,70.0,,243.0,0.0,,3.1,
1, 1,800.0,25.0,20.0,7.7,,0.0,73.0,,252.0,0.0,,2.0,0.0
1, 1,800.0,28.0,20.0,5.1,,,82.0,,269.0,0.0,,1.3,
1, 1,800.0,31.0,20.0,3.9,,0.0,82.0,,301.0,0.0,,1.4,0.0
1, 1,800.0,34.0,20.0,3.3,,,90.0,,308.0,0.0,,1.4,
1, 1,800.0,37.0,20.0,3.3,,0.0,86.0,,336.0,0.0,,1.3,0.0
1, 1,800.0,40.0,20.0,4.5,,,81.0,,351.0,0.0,,2.0,
1, 1,800.0,43.0,20.0,6.2,,0.0,63.0,,348.0,0.0,,3.0,0.0
1, 1,800.0,46.0,10.0,7.0,,,51.0,,321.0,0.0,,3.0,
1, 1,800.0,49.0,10.0,4.6,,0.0,58.0,,324.0,0.0,,2.0,0.0
1, 1,800.0,52.0,10.0,3.0,,,71.0,,342.0,0.0,,1.0,
1, 1,800.0,55.0,11.0,1.5,,0.0,80.0,,347.0,0.0,,1.0,0.0
1, 1,1100.0,4.0,20.0,1.7,,0.0,71.0,2.3,215.0,0.0,10.8,3.3,0.0
1, 1,1100.0,7.0,20.0,2.3,,,73.0,2.4,244.0,0.0,7.9,1.2,
1, 1,1100.0,10.0,20.0,2.8,,0.0,74.0,,219.0,0.0,,4.0,0.0
1, 1,1100.0,13.0,20.0,4.4,,,79.0,,218.0,0.0,,4.0,
1, 1,1100.0,16.0,20.0,8.9,,0.0,70.0,,216.0,0.0,,4.0,0.0
1, 1,1100.0,19.0,20.0,9.9,,,70.0,,243.0,0.0,,3.1,
1, 1,1100.0,22.0,20.0,7.7,,0.0,73.0,,252.0,0.0,,2.0,0.0
1, 1,1100.0,25.0,20.0,5.1,,,82.0,,269.0,0.0,,1.3,
1, 1,1100.0,28.0,20.0,3.9,,0.0,82.0,,301.0,0.0,,1.4,0.0
1, 1,1100.0,31.0,20.0,3.3,,,90.0,,308.0,0.0,,1.4,
1, 1,1100.0,34.0,20.0,3.3,,0.0,86.0,,336.0,0.0,,1.3,0.0
1, 1,1100.0,37.0,20.0,4.5,,,81.0,,351.0,0.0,,2.0,
1, 1,1100.0,40.0,20.0,6.2,,0.0,63.0,,348.0,0.0,,3.0,0.0
1, 1,1100.0,43.0,10.0,7.0,,,51.0,,321.0,0.0,,3.0,
1, 1,1100.0,46.0,10.0,4.6,,0.0,58.0,,324.0,0.0,,2.0,0.0
1, 1,1100.0,49.0,10.0,3.0,,,71.0,,342.0,0.0,,1.0,
1, 1,1100.0,52.0,11.0,1.5,,0.0,80.0,,347.0,0.0,,1.0,0.0
1, 1,1400.0,4.0,20.0,3.2,,,75.0,3.0,216.0,0.0,10.8,1.5,
1, 1,1400.0,7.0,20.0,3.7,,0.0,76.0,2.4,212.0,0.0,7.6,4.2,0.0
1, 1,1400.0,10.0,20.0,5.0,,,81.0,,210.0,0.0,,4.2,
1, 1,1400.0,13.0,20.0,8.8,,0.0,70.0,,215.0,0.0,,4.0,0.0
1, 1,1400.0,16.0,20.0,9.7,,,70.0,,245.0,0.0,,3.0,
1, 1,1400.0,19.0,20.0,7.9,,0.0,74.0,,253.0,0.0,,2.0,0.0
1, 1,1400.0,22.0,20.0,5.1,,,82.0,,267.0,0.0,,1.3,
1, 1,1400.0,25.0,20.0,3.9,,0.0,82.0,,309.0,0.0,,1.3,0.0
1, 1,1400.0,28.0,20.0,3.2,,,91.0,,315.0,0.0,,1.4,
1, 1,1400.0,31.0,20.0,3.3,,0.0,87.0,,335.0,0.0,,1.3,0.0
1, 1,1400.0,34.0,20.0,4.1,,,82.0,,354.0,0.0,,2.1,
1, 1,1400.0,37.0,20.0,5.8,,0.0,64.0,,347.0,0.0,,3.0,0.0
1, 1,1400.0,40.0,10.0,6.7,,,52.0,,322.0,0.0,,3.0,
1, 1,1400.0,43.0,10.0,4.6,,0.0,59.0,,324.0,0.0,,2.0,0.0
1, 1,1400.0,46.0,10.0,3.1,,,72.0,,340.0,0.0,,1.0,
1, 1,1400.0,49.0,10.0,1.5,,0.0,81.0,,347.0,0.0,,1.0,0.0
1, 1,1700.0,4.0,20.0,4.4,,0.0,75.0,2.9,212.0,0.0,10.8,4.2,0.0
1, 1,1700.0,7.0,20.0,5.0,,,81.0,2.4,210.0,0.0,7.6,4.2,
1, 1,1700.0,10.0,20.0,8.8,,0.0,70.0,,215.0,0.0,,4.0,0.0
1, 1,1700.0,13.0,20.0,9.7,,,70.0,,245.0,0.0,,3.0,
1, 1,1700.0,16.0,20.0,7.9,,0.0,74.0,,253.0,0.0,,2.0,0.0
1, 1,1700.0,19.0,20.0,5.1,,,82.0,,267.0,0.0,,1.3,
1, 1,1700.0,22.0,20.0,3.9,,0.0,82.0,,309.0,0.0,,1.3,0.0
1, 1,1700.0,25.0,20.0,3.2,,,91.0,,315.0,0.0,,1.4,
1, 1,1700.0,28.0,20.0,3.3,,0.0,87.0,,335.0,0.0,,1.3,0.0
1, 1,1700.0,31.0,20.0,4.1,,,82.0,,354.0,0.0,,2.1,
1, 1,1700.0,34.0,20.0,5.8,,0.0,64.0,,347.0,0.0,,3.0,0.0
1, 1,1700.0,37.0,10.0,6.7,,,52.0,,322.0,0.0,,3.0,
1, 1,1700.0,40.0,10.0,4.6,,0.0,59.0,,324.0,0.0,,2.0,0.0
1, 1,1700.0,43.0,10.0,3.1,,,72.0,,340.0,0.0,,1.0,
1, 1,1700.0,46.0,10.0,1.5,,0.0,81.0,,347.0,0.0,,1.0,0.0
1, 1,2000.0,4.0,20.0,4.5,,,81.0,3.2,210.0,0.0,10.9,4.2,
1, 1,2000.0,7.0,20.0,9.2,,0.0,70.0,2.5,217.0,0.0,7.7,4.0,0.0
1, 1,2000.0,10.0,20.0,10.2,,,70.0,,246.0,0.0,4.7,3.0,
1, 1,2000.0,13.0,20.0,7.9,,0.0,74.0,,254.0,0.0,,2.0,0.0
1, 1,2000.0,16.0,20.0,5.1,,,82.0,,269.0,0.0,,1.3,
1, 1,2000.0,19.0,20.0,4.1,,0.0,82.0,,276.0,0.0,,1.3,0.0
1, 1,2000.0,22.0,20.0,3.2,,,91.0,,276.0,0.0,,1.3,
1, 1,2000.0,25.0,20.0,3.4,,0.0,87.0,,337.0,0.0,,1.4,0.0
1, 1,2000.0,28.0,20.0,4.0,,,82.0,,351.0,0.0,,2.3,
1, 1,2000.0,31.0,20.0,6.1,,0.0,63.0,,348.0,0.0,,3.3,0.0
1, 1,2000.0,34.0,10.0,6.7,,,51.0,,324.0,0.0,,3.2,
1, 1,2000.0,37.0,10.0,4.7,,0.0,58.0,,329.0,0.0,,2.1,0.0
1, 1,2000.0,40.0,10.0,3.2,,,71.0,,341.0,0.0,,1.4,
1, 1,2000.0,43.0,10.0,3.1,,0.0,80.0,,348.0,0.0,,1.4,0.0
1, 1,2000.0,46.0,20.0,3.2,,,87.0,,326.0,0.0,,1.2,
1, 1,2000.0,49.0,20.0,3.2,,0.0,82.0,,316.0,0.0,,1.3,0.0
1, 1,2000.0,52.0,20.0,4.0,,,73.0,,332.0,0.0,,2.3,
1, 1,2000.0,55.0,20.0,3.7,,0.0,63.0,,337.0,0.0,,3.0,0.0
1, 1,2000.0,58.0,20.0,4.5,,,53.0,,317.0,0.0,,3.0,
1, 1,2000.0,61.0,10.0,2.8,,0.0,61.0,,317.0,0.0,,2.4,0.0
1, 1,2000.0,64.0,10.0,1.3,,,77.0,,328.0,0.0,,1.3,
1, 1,2000.0,67.0,20.0,0.7,,0.0,73.0,,341.0,0.0,,1.3,0.0
1, 1,2300.0,4.0,20.0,9.2,,0.0,70.0,3.2,217.0,0.0,10.9,4.0,0.0
1, 1,2300.0,7.0,20.0,10.2,,,70.0,2.5,246.0,0.0,7.7,3.0,
1, 1,2300.0,10.0,20.0,7.9,,0.0,74.0,,254.0,0.0,4.7,2.0,0.0
1, 1,2300.0,13.0,20.0,5.1,,,82.0,,269.0,0.0,,1.3,
1, 1,2300.0,16.0,20.0,4.1,,0.0,82.0,,276.0,0.0,,1.3,0.0
1, 1,2300.0,19.0,20.0,3.2,,,91.0,,276.0,0.0,,1.3,
1, 1,2300.0,22.0,20.0,3.4,,0.0,87.0,,337.0,0.0,,1.4,0.0
1, 1,2300.0,25.0,20.0,4.0,,,82.0,,351.0,0.0,,2.3,
1, 1,2300.0,28.0,20.0,6.1,,0.0,63.0,,348.0,0.0,,3.3,0.0
1, 1,2300.0,31.0,10.0,6.7,,,51.0,,324.0,0.0,,3.2,
1, 1,2300.0,34.0,10.0,4.7,,0.0,58.0,,329.0,0.0,,2.1,0.0
1, 1,2300.0,37.0,10.0,3.2,,,71.0,,341.0,0.0,,1.4,
1, 1,2300.0,40.0,10.0,3.1,,0.0,80.0,,348.0,0.0,,1.4,0.0
1, 1,2300.0,43.0,20.0,3.2,,,87.0,,326.0,0.0,,1.2,
1, 1,2300.0,46.0,20.0,3.2,,0.0,82.0,,316.0,0.0,,1.3,0.0
1, 1,2300.0,49.0,20.0,4.0,,,73.0,,332.0,0.0,,2.3,
1, 1,2300.0,52.0,20.0,3.7,,0.0,63.0,,337.0,0.0,,3.0,0.0
1, 1,2300.0,55.0,20.0,4.5,,,53.0,,317.0,0.0,,3.0,
1, 1,2300.0,58.0,10.0,2.8,,0.0,61.0,,317.0,0.0,,2.4,0.0
1, 1,2300.0,61.0,10.0,1.3,,,77.0,,328.0,0.0,,1.3,
1, 1,2300.0,64.0,20.0,0.7,,0.0,73.0,,341.0,0.0,,1.3,0.0
1, 10,200.0,4.0,10.0,2.5,,,57.0,-4.6,321.0,0.0,3.5,3.1,
1, 10,200.0,7.0,10.0,0.1,,0.0,60.0,-6.6,325.0,0.0,-0.4,3.1,0.0
1, 10,200.0,10.0,0.0,-1.5,,,68.0,,332.0,0.0,-1.4,3.1,
1, 10,200.0,13.0,0.0,-3.6,,0.0,67.0,,348.0,0.0,,3.4,0.0
1, 10,200.0,16.0,10.0,-4.6,,,66.0,,340.0,0.0,,4.6,
1, 10,200.0,19.0,10.0,-4.6,,0.0,61.0,,337.0,0.0,,4.6,0.0
1, 10,200.0,22.0,10.0,-3.8,,,52.0,,337.0,0.0,,4.7,
1, 10,200.0,25.0,10.0,-2.3,,0.0,39.0,,338.0,0.0,,4.6,0.0
1, 10,200.0,28.0,10.0,-1.2,,,41.0,,339.0,0.0,,4.6,
1, 10,200.0,31.0,10.0,-3.1,,0.0,50.0,,344.0,0.0,,4.5,0.0
1, 10,200.0,34.0,10.0,-4.1,,,58.0,,345.0,0.0,,4.6,
1, 10,200.0,37.0,10.0,-4.7,,0.0,61.0,,349.0,0.0,,4.7,0.0
1, 10,200.0,40.0,10.0,-5.4,,,64.0,,344.0,0.0,,4.6,
1, 10,200.0,43.0,10.0,-5.5,,0.0,63.0,,342.0,0.0,,4.6,0.0
1, 10,200.0,46.0,10.0,-3.7,,,59.0,,333.0,0.0,,4.5,
1, 10,200.0,49.0,10.0,-3.0,,0.0,43.0,,323.0,0.0,,4.2,0.0
1, 10,200.0,52.0,10.0,-2.4,,,46.0,,321.0,0.0,,4.3,
1, 10,200.0,55.0,10.0,-3.1,,0.0,55.0,,320.0,0.0,,3.4,0.0
1, 10,200.0,58.0,20.0,-4.0,,,61.0,,323.0,0.0,,3.5,
1, 10,200.0,61.0,20.0,-4.7,,0.0,61.0,,324.0,0.0,,3.5,0.0
1, 10,500.0,4.0,10.0,0.1,,0.0,60.0,-4.6,325.0,0.0,-0.4,3.1,0.0
1, 10,500.0,7.0,0.0,-1.5,,,68.0,-6.6,332.0,0.0,-1.4,3.1,
1, 10,500.0,10.0,0.0,-3.6,,0.0,67.0,,348.0,0.0,,3.4,0.0
1, 10,500.0,13.0,10.0,-4.6,,,66.0,,340.0,0.0,,4.6,
1, 10,500.0,16.0,10.0,-4.6,,0.0,61.0,,337.0,0.0,,4.6,0.0
1, 10,500.0,19.0,10.0,-3.8,,,52.0,,337.0,0.0,,4.7,
1, 10,500.0,22.0,10.0,-2.3,,0.0,39.0,,338.0,0.0,,4.6,0.0
1, 10,500.0,25.0,10.0,-1.2,,,41.0,,339.0,0.0,,4.6,
1, 10,500.0,28.0,10.0,-3.1,,0.0,50.0,,344.0,0.0,,4.5,0.0
1, 10,500.0,31.0,10.0,-4.1,,,58.0,,345.0,0.0,,4.6,
1, 10,500.0,34.0,10.0,-4.7,,0.0,61.0,,349.0,0.0,,4.7,0.0
1, 10,500.0,37.0,10.0,-5.4,,,64.0,,344.0,0.0,,4.6,
1, 10,500.0,40.0,10.0,-5.5,,0.0,63.0,,342.0,0.0,,4.6,0.0
1, 10,500.0,43.0,10.0,-3.7,,,59.0,,333.0,0.0,,4.5,
1, 10,500.0,46.0,10.0,-3.0,,0.0,43.0,,323.0,0.0,,4.2,0.0
1, 10,500.0,49.0,10.0,-2.4,,,46.0,,321.0,0.0,,4.3,
1, 10,500.0,52.0,10.0,-3.1,,0.0,55.0,,320.0,0.0,,3.4,0.0
1, 10,500.0,55.0,20.0,-4.0,,,61.0,,323.0,0.0,,3.5,
1, 10,500.0,58.0,20.0,-4.7,,0.0,61.0,,324.0,0.0,,3.5,0.0
1, 10,800.0,4.0,0.0,-2.2,,,68.0,-4.7,332.0,0.0,-0.4,3.1,
1, 10,800.0,7.0,0.0,-2.4,,0.0,67.0,-6.5,348.0,0.0,-1.1,3.4,0.0
1, 10,800.0,10.0,10.0,-3.5,,,66.0,,340.0,0.0,,4.6,
1, 10,800.0,13.0,10.0,-4.7,,0.0,61.0,,337.0,0.0,,4.6,0.0
1, 10,800.0,16.0,10.0,-3.6,,,52.0,,337.0,0.0,,4.7,
1, 10,800.0,19.0,10.0,-1.4,,0.0,39.0,,338.0,0.0,,4.6,0.0
1, 10,800.0,22.0,10.0,-1.4,,,41.0,,338.0,0.0,,4.6,
1, 10,800.0,25.0,10.0,-3.0,,0.0,49.0,,344.0,0.0,,4.5,0.0
1, 10,800.0,28.0,10.0,-3.5,,,58.0,,345.0,0.0,,4.6,
1, 10,800.0,31.0,10.0,-4.5,,0.0,63.0,,349.0,0.0,,4.7,0.0
1, 10,800.0,34.0,10.0,-5.2,,,62.0,,344.0,0.0,,4.6,
1, 10,800.0,37.0,10.0,-6.3,,0.0,62.0,,342.0,0.0,,4.6,0.0
1, 10,800.0,40.0,10.0,-4.1,,,59.0,,333.0,0.0,,4.5,
1, 10,800.0,43.0,10.0,-1.2,,0.0,52.0,,323.0,0.0,,4.2,0.0
1, 10,800.0,46.0,10.0,-1.1,,,47.0,,321.0,0.0,,4.3,
1, 10,800.0,49.0,10.0,-3.0,,0.0,55.0,,320.0,0.0,,3.4,0.0
1, 10,800.0,52.0,20.0,-3.8,,,62.0,,323.0,0.0,,3.5,
1, 10,800.0,55.0,20.0,-3.7,,0.0,62.0,,324.0,0.0,,3.5,0.0
1, 10,1100.0,4.0,0.0,-2.4,,0.0,68.0,-4.6,348.0,0.0,-0.4,3.4,0.0
1, 10,1100.0,7.0,10.0,-3.5,,,66.0,-6.5,340.0,0.0,-1.1,4.6,
1, 10,1100.0,10.0,10.0,-4.6,,0.0,61.0,,337.0,0.0,,4.6,0.0
1, 10,1100.0,13.0,10.0,-3.6,,,52.0,,337.0,0.0,,4.7,
1, 10,1100.0,16.0,10.0,-1.4,,0.0,39.0,,338.0,0.0,,4.6,0.0
1, 10,1100.0,19.0,10.0,-1.4,,,41.0,,338.0,0.0,,4.6,
1, 10,1100.0,22.0,10.0,-3.0,,0.0,49.0,,344.0,0.0,,4.5,0.0
1, 10,1100.0,25.0,10.0,-3.5,,,58.0,,345.0,0.0,,4.6,
1, 10,1100.0,28.0,10.0,-4.5,,0.0,63.0,,349.0,0.0,,4.7,0.0
1, 10,1100.0,31.0,10.0,-5.2,,,62.0,,344.0,0.0,,4.6,
1, 10,1100.0,34.0,10.0,-6.3,,0.0,62.0,,342.0,0.0,,4.6,0.0
1, 10,1100.0,37.0,10.0,-4.1,,,59.0,,333.0,0.0,,4.5,
1, 10,1100.0,40.0,10.0,-1.2,,0.0,52.0,,323.0,0.0,,4.2,0.0
1, 10,1100.0,43.0,10.0,-1.1,,,47.0,,321.0,0.0,,4.3,
1, 10,1100.0,46.0,10.0,-3.0,,0.0,55.0,,320.0,0.0,,3.4,0.0
1, 10,1100.0,49.0,20.0,-3.8,,,62.0,,323.0,0.0,,3.5,
1, 10,1100.0,52.0,20.0,-3.7,,0.0,62.0,,324.0,0.0,,3.5,0.0
1, 10,1400.0,4.0,9.0,-3.4,,,66.0,-4.4,339.0,0.0,-0.4,4.6,
1, 10,1400.0,7.0,10.0,-4.1,,0.0,61.0,-6.0,337.0,0.0,-0.8,4.6,0.0
1, 10,1400.0,10.0,10.0,-3.0,,,53.0,,338.0,0.0,,4.6,
1, 10,1400.0,13.0,10.0,-1.5,,0.0,40.0,,338.0,0.0,,4.7,0.0
1, 10,1400.0,16.0,10.0,-1.0,,,41.0,,339.0,0.0,,4.7,
1, 10,1400.0,19.0,10.0,-2.4,,0.0,50.0,,344.0,0.0,,4.6,0.0
1, 10,1400.0,22.0,10.0,-3.3,,,58.0,,346.0,0.0,,4.6,
1, 10,1400.0,25.0,10.0,-4.4,,0.0,63.0,,349.0,0.0,,4.6,0.0
1, 10,1400.0,28.0,10.0,-4.7,,,64.0,,344.0,0.0,,4.6,
1, 10,1400.0,31.0,10.0,-5.7,,0.0,64.0,,341.0,0.0,,4.5,0.0
1, 10,1400.0,34.0,10.0,-4.2,,,59.0,,332.0,0.0,,4.5,
1, 10,1400.0,37.0,10.0,-1.4,,0.0,50.0,,324.0,0.0,,4.2,0.0
1, 10,1400.0,40.0,10.0,-0.8,,,48.0,,321.0,0.0,,4.3,
1, 10,1400.0,43.0,10.0,-2.4,,0.0,56.0,,319.0,0.0,,3.6,0.0
1, 10,1400.0,46.0,20.0,-3.5,,,61.0,,322.0,0.0,,3.7,
1, 10,1400.0,49.0,20.0,-3.7,,0.0,61.0,,323.0,0.0,,3.7,0.0
1, 10,1700.0,4.0,10.0,-4.1,,0.0,61.0,-4.4,337.0,0.0,0.0,4.6,0.0
1, 10,1700.0,7.0,10.0,-3.0,,,53.0,-6.0,338.0,0.0,-0.8,4.6,
1, 10,1700.0,10.0,10.0,-1.5,,0.0,40.0,,338.0,0.0,,4.7,0.0
1, 10,1700.0,13.0,10.0,-1.0,,,41.0,,339.0,0.0,,4.7,
1, 10,1700.0,16.0,10.0,-2.4,,0.0,50.0,,344.0,0.0,,4.6,0.0
1, 10,1700.0,19.0,10.0,-3.3,,,58.0,,346.0,0.0,,4.6,
1, 10,1700.0,22.0,10.0,-4.4,,0.0,63.0,,349.0,0.0,,4.6,0.0
1, 10,1700.0,25.0,10.0,-4.7,,,64.0,,344.0,0.0,,4.6,
1, 10,1700.0,28.0,10.0,-5.7,,0.0,64.0,,341.0,0.0,,4.5,0.0
1, 10,1700.0,31.0,10.0,-4.2,,,59.0,,332.0,0.0,,4.5,
1, 10,1700.0,34.0,10.0,-1.4,,0.0,50.0,,324.0,0.0,,4.2,0.0
1, 10,1700.0,37.0,10.0,-0.8,,,48.0,,321.0,0.0,,4.3,
1, 10,1700.0,40.0,10.0,-2.4,,0.0,56.0,,319.0,0.0,,3.6,0.0
1, 10,1700.0,43.0,20.0,-3.5,,,61.0,,322.0,0.0,,3.7,
1, 10,1700.0,46.0,20.0,-3.7,,0.0,61.0,,323.0,0.0,,3.7,0.0
1, 10,2000.0,4.0,10.0,-3.1,,,53.0,-5.6,338.0,0.0,0.1,4.6,
1, 10,2000.0,7.0,10.0,-1.4,,0.0,40.0,-4.4,338.0,0.0,-0.9,4.7,0.0
1, 10,2000.0,10.0,10.0,-0.8,,,41.0,,339.0,0.0,2.2,4.7,
1, 10,2000.0,13.0,10.0,-2.4,,0.0,50.0,,344.0,0.0,,4.6,0.0
1, 10,2000.0,16.0,10.0,-3.3,,,58.0,,346.0,0.0,,4.6,
1, 10,2000.0,19.0,10.0,-4.3,,0.0,63.0,,349.0,0.0,,4.6,0.0
1, 10,2000.0,22.0,10.0,-4.7,,,64.0,,344.0,0.0,,4.6,
1, 10,2000.0,25.0,10.0,-5.6,,0.0,64.0,,341.0,0.0,,4.5,0.0
1, 10,2000.0,28.0,10.0,-3.9,,,59.0,,332.0,0.0,,4.5,
1, 10,2000.0,31.0,20.0,-1.5,,0.0,50.0,,324.0,0.0,,4.2,0.0
1, 10,2000.0,34.0,20.0,-0.9,,,48.0,,321.0,0.0,,4.3,
1, 10,2000.0,37.0,20.0,-2.5,,0.0,56.0,,319.0,0.0,,3.6,0.0
1, 10,2000.0,40.0,20.0,-3.5,,,61.0,,322.0,0.0,,3.7,
1, 10,2000.0,43.0,20.0,-3.6,,0.0,66.0,,323.0,0.0,,3.7,0.0
1, 10,2000.0,46.0,20.0,-4.1,,,70.0,,308.0,0.0,,3.0,
1, 10,2000.0,49.0,20.0,-4.4,,0.0,70.0,,309.0,0.0,,3.8,0.0
1, 10,2000.0,52.0,20.0,-3.5,,,73.0,,312.0,0.0,,1.6,
1, 10,2000.0,55.0,20.0,-1.3,,0.0,61.0,,276.0,0.0,,2.9,0.0
1, 10,2000.0,58.0,23.0,1.9,,,58.0,,267.0,0.0,,3.5,
1, 10,2000.0,61.0,61.0,1.1,,1.0,65.0,,272.0,3.0,,2.6,1.0
1, 10,2000.0,64.0,21.0,0.1,,,67.0,,309.0,0.0,,4.5,
1, 10,2000.0,67.0,21.0,-0.8,,0.0,66.0,,309.0,0.0,,4.2,0.0
1, 10,2300.0,4.0,10.0,-1.4,,0.0,40.0,-5.6,338.0,0.0,0.1,4.7,0.0
1, 10,2300.0,7.0,10.0,-0.8,,,41.0,-4.4,339.0,0.0,-0.9,4.7,
1, 10,2300.0,10.0,10.0,-2.4,,0.0,50.0,,344.0,0.0,2.2,4.6,0.0
1, 10,2300.0,13.0,10.0,-3.3,,,58.0,,346.0,0.0,,4.6,
1, 10,2300.0,16.0,10.0,-4.3,,0.0,63.0,,349.0,0.0,,4.6,0.0
1, 10,2300.0,19.0,10.0,-4.7,,,64.0,,344.0,0.0,,4.6,
1, 10,2300.0,22.0,10.0,-5.6,,0.0,64.0,,341.0,0.0,,4.5,0.0
1, 10,2300.0,25.0,10.0,-3.9,,,59.0,,332.0,0.0,,4.5,
1, 10,2300.0,28.0,20.0,-1.5,,0.0,50.0,,324.0,0.0,,4.2,0.0
1, 10,2300.0,31.0,20.0,-0.9,,,48.0,,321.0,0.0,,4.3,
1, 10,2300.0,34.0,20.0,-2.5,,0.0,56.0,,319.0,0.0,,3.6,0.0
1, 10,2300.0,37.0,20.0,-3.5,,,61.0,,322.0,0.0,,3.7,
1, 10,2300.0,40.0,20.0,-3.6,,0.0,66.0,,323.0,0.0,,3.7,0.0
1, 10,2300.0,43.0,20.0,-4.1,,,70.0,,308.0,0.0,,3.0,
1, 10,2300.0,46.0,20.0,-4.4,,0.0,70.0,,309.0,0.0,,3.8,0.0
1, 10,2300.0,49.0,20.0,-3.5,,,73.0,,312.0,0.0,,1.6,
1, 10,2300.0,52.0,20.0,-1.3,,0.0,61.0,,276.0,0.0,,2.9,0.0
1, 10,2300.0,55.0,23.0,1.9,,,58.0,,267.0,0.0,,3.5,
1, 10,2300.0,58.0,61.0,1.1,,1.0,65.0,,272.0,3.0,,2.6,1.0
1, 10,2300.0,61.0,21.0,0.1,,,67.0,,309.0,0.0,,4.5,
1, 10,2300.0,64.0,21.0,-0.8,,0.0,66.0,,309.0,0.0,,4.2,0.0
