 format: day,hour,forecast,value  location:102_83 Start : 20170101 ,month
 1,200.0,4.0,0.0,1
 1,200.0,7.0,0.0,1
 1,200.0,10.0,0.0,1
 1,200.0,13.0,0.0,1
 1,200.0,16.0,0.0,1
 1,200.0,19.0,0.0,1
 1,200.0,22.0,0.0,1
 1,200.0,25.0,0.0,1
 1,200.0,28.0,0.0,1
 1,200.0,31.0,0.0,1
 1,200.0,34.0,0.0,1
 1,200.0,37.0,0.0,1
 1,200.0,40.0,0.0,1
 1,200.0,43.0,0.0,1
 1,200.0,46.0,0.0,1
 1,200.0,49.0,0.0,1
 1,200.0,52.0,0.0,1
 1,200.0,55.0,0.0,1
 1,200.0,58.0,0.0,1
 1,200.0,61.0,0.0,1
 1,500.0,4.0,0.0,1
 1,500.0,7.0,0.0,1
 1,500.0,10.0,0.0,1
 1,500.0,13.0,0.0,1
 1,500.0,16.0,0.0,1
 1,500.0,19.0,0.0,1
 1,500.0,22.0,0.0,1
 1,500.0,25.0,0.0,1
 1,500.0,28.0,0.0,1
 1,500.0,31.0,0.0,1
 1,500.0,34.0,0.0,1
 1,500.0,37.0,0.0,1
 1,500.0,40.0,0.0,1
 1,500.0,43.0,0.0,1
 1,500.0,46.0,0.0,1
 1,500.0,49.0,0.0,1
 1,500.0,52.0,0.0,1
 1,500.0,55.0,0.0,1
 1,500.0,58.0,0.0,1
 1,800.0,4.0,0.0,1
 1,800.0,7.0,0.0,1
 1,800.0,10.0,0.0,1
 1,800.0,13.0,0.0,1
 1,800.0,16.0,0.0,1
 1,800.0,19.0,0.0,1
 1,800.0,22.0,0.0,1
 1,800.0,25.0,0.0,1
 1,800.0,28.0,0.0,1
 1,800.0,31.0,0.0,1
 1,800.0,34.0,0.0,1
 1,800.0,37.0,0.0,1
 1,800.0,40.0,0.0,1
 1,800.0,43.0,0.0,1
 1,800.0,46.0,0.0,1
 1,800.0,49.0,0.0,1
 1,800.0,52.0,0.0,1
 1,800.0,55.0,0.0,1
 1,1100.0,4.0,0.0,1
 1,1100.0,7.0,0.0,1
 1,1100.0,10.0,0.0,1
 1,1100.0,13.0,0.0,1
 1,1100.0,16.0,0.0,1
 1,1100.0,19.0,0.0,1
 1,1100.0,22.0,0.0,1
 1,1100.0,25.0,0.0,1
 1,1100.0,28.0,0.0,1
 1,1100.0,31.0,0.0,1
 1,1100.0,34.0,0.0,1
 1,1100.0,37.0,0.0,1
 1,1100.0,40.0,0.0,1
 1,1100.0,43.0,0.0,1
 1,1100.0,46.0,0.0,1
 1,1100.0,49.0,0.0,1
 1,1100.0,52.0,0.0,1
 1,1400.0,4.0,0.0,1
